,nome_munic,codigo_ibge,data_inicio_sintomas,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos
0,São Miguel Arcanjo,3550209,2020-03-16T00:00:00Z,1,0,,
1,São Miguel Arcanjo,3550209,2020-03-17T00:00:00Z,0,0,,
2,São Miguel Arcanjo,3550209,2020-03-18T00:00:00Z,0,0,,
3,São Miguel Arcanjo,3550209,2020-03-19T00:00:00Z,0,0,,
4,São Miguel Arcanjo,3550209,2020-03-20T00:00:00Z,0,0,,
5,São Miguel Arcanjo,3550209,2020-03-21T00:00:00Z,0,0,,
6,São Miguel Arcanjo,3550209,2020-03-22T00:00:00Z,0,0,0.14285714285714285,0.0
7,São Miguel Arcanjo,3550209,2020-03-23T00:00:00Z,0,0,0.0,0.0
8,São Miguel Arcanjo,3550209,2020-03-24T00:00:00Z,0,0,0.0,0.0
9,São Miguel Arcanjo,3550209,2020-03-25T00:00:00Z,0,0,0.0,0.0
10,São Miguel Arcanjo,3550209,2020-03-26T00:00:00Z,0,0,0.0,0.0
11,São Miguel Arcanjo,3550209,2020-03-27T00:00:00Z,0,0,0.0,0.0
12,São Miguel Arcanjo,3550209,2020-03-28T00:00:00Z,0,0,0.0,0.0
13,São Miguel Arcanjo,3550209,2020-03-29T00:00:00Z,2,0,0.2857142857142857,0.0
14,São Miguel Arcanjo,3550209,2020-03-30T00:00:00Z,0,0,0.2857142857142857,0.0
15,São Miguel Arcanjo,3550209,2020-03-31T00:00:00Z,1,0,0.42857142857142855,0.0
16,São Miguel Arcanjo,3550209,2020-04-01T00:00:00Z,0,0,0.42857142857142855,0.0
17,São Miguel Arcanjo,3550209,2020-04-02T00:00:00Z,0,0,0.42857142857142855,0.0
18,São Miguel Arcanjo,3550209,2020-04-03T00:00:00Z,1,0,0.5714285714285714,0.0
19,São Miguel Arcanjo,3550209,2020-04-04T00:00:00Z,1,0,0.7142857142857143,0.0
20,São Miguel Arcanjo,3550209,2020-04-05T00:00:00Z,0,0,0.42857142857142855,0.0
21,São Miguel Arcanjo,3550209,2020-04-06T00:00:00Z,0,0,0.42857142857142855,0.0
22,São Miguel Arcanjo,3550209,2020-04-07T00:00:00Z,2,0,0.5714285714285714,0.0
23,São Miguel Arcanjo,3550209,2020-04-08T00:00:00Z,0,0,0.5714285714285714,0.0
24,São Miguel Arcanjo,3550209,2020-04-09T00:00:00Z,0,0,0.5714285714285714,0.0
25,São Miguel Arcanjo,3550209,2020-04-10T00:00:00Z,4,0,1.0,0.0
26,São Miguel Arcanjo,3550209,2020-04-11T00:00:00Z,0,0,0.8571428571428571,0.0
27,São Miguel Arcanjo,3550209,2020-04-12T00:00:00Z,0,0,0.8571428571428571,0.0
28,São Miguel Arcanjo,3550209,2020-04-13T00:00:00Z,0,0,0.8571428571428571,0.0
29,São Miguel Arcanjo,3550209,2020-04-14T00:00:00Z,0,0,0.5714285714285714,0.0
30,São Miguel Arcanjo,3550209,2020-04-15T00:00:00Z,0,0,0.5714285714285714,0.0
31,São Miguel Arcanjo,3550209,2020-04-16T00:00:00Z,0,0,0.5714285714285714,0.0
32,São Miguel Arcanjo,3550209,2020-04-17T00:00:00Z,1,0,0.14285714285714285,0.0
33,São Miguel Arcanjo,3550209,2020-04-18T00:00:00Z,0,0,0.14285714285714285,0.0
34,São Miguel Arcanjo,3550209,2020-04-19T00:00:00Z,0,0,0.14285714285714285,0.0
35,São Miguel Arcanjo,3550209,2020-04-20T00:00:00Z,1,0,0.2857142857142857,0.0
36,São Miguel Arcanjo,3550209,2020-04-21T00:00:00Z,0,0,0.2857142857142857,0.0
37,São Miguel Arcanjo,3550209,2020-04-22T00:00:00Z,0,0,0.2857142857142857,0.0
38,São Miguel Arcanjo,3550209,2020-04-23T00:00:00Z,0,0,0.2857142857142857,0.0
39,São Miguel Arcanjo,3550209,2020-04-24T00:00:00Z,3,0,0.5714285714285714,0.0
40,São Miguel Arcanjo,3550209,2020-04-25T00:00:00Z,0,0,0.5714285714285714,0.0
41,São Miguel Arcanjo,3550209,2020-04-26T00:00:00Z,0,0,0.5714285714285714,0.0
42,São Miguel Arcanjo,3550209,2020-04-27T00:00:00Z,0,0,0.42857142857142855,0.0
43,São Miguel Arcanjo,3550209,2020-04-28T00:00:00Z,0,0,0.42857142857142855,0.0
44,São Miguel Arcanjo,3550209,2020-04-29T00:00:00Z,0,0,0.42857142857142855,0.0
45,São Miguel Arcanjo,3550209,2020-04-30T00:00:00Z,0,0,0.42857142857142855,0.0
46,São Miguel Arcanjo,3550209,2020-05-01T00:00:00Z,0,0,0.0,0.0
47,São Miguel Arcanjo,3550209,2020-05-02T00:00:00Z,1,0,0.14285714285714285,0.0
