,nome_munic,codigo_ibge,data_inicio_sintomas,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos
0,Macedônia,3528205,2020-05-18T00:00:00Z,2,0,,
1,Macedônia,3528205,2020-05-19T00:00:00Z,0,0,,
2,Macedônia,3528205,2020-05-20T00:00:00Z,0,0,,
3,Macedônia,3528205,2020-05-21T00:00:00Z,0,0,,
4,Macedônia,3528205,2020-05-22T00:00:00Z,0,0,,
5,Macedônia,3528205,2020-05-23T00:00:00Z,0,0,,
6,Macedônia,3528205,2020-05-24T00:00:00Z,0,0,0.2857142857142857,0.0
7,Macedônia,3528205,2020-05-25T00:00:00Z,0,0,0.0,0.0
8,Macedônia,3528205,2020-05-26T00:00:00Z,0,0,0.0,0.0
9,Macedônia,3528205,2020-05-27T00:00:00Z,0,0,0.0,0.0
10,Macedônia,3528205,2020-05-28T00:00:00Z,1,0,0.14285714285714285,0.0
11,Macedônia,3528205,2020-05-29T00:00:00Z,0,0,0.14285714285714285,0.0
12,Macedônia,3528205,2020-05-30T00:00:00Z,0,0,0.14285714285714285,0.0
13,Macedônia,3528205,2020-05-31T00:00:00Z,0,0,0.14285714285714285,0.0
14,Macedônia,3528205,2020-06-01T00:00:00Z,0,0,0.14285714285714285,0.0
15,Macedônia,3528205,2020-06-02T00:00:00Z,1,0,0.2857142857142857,0.0
16,Macedônia,3528205,2020-06-03T00:00:00Z,0,0,0.2857142857142857,0.0
17,Macedônia,3528205,2020-06-04T00:00:00Z,0,0,0.14285714285714285,0.0
18,Macedônia,3528205,2020-06-05T00:00:00Z,0,0,0.14285714285714285,0.0
19,Macedônia,3528205,2020-06-06T00:00:00Z,0,0,0.14285714285714285,0.0
20,Macedônia,3528205,2020-06-07T00:00:00Z,0,0,0.14285714285714285,0.0
21,Macedônia,3528205,2020-06-08T00:00:00Z,0,0,0.14285714285714285,0.0
22,Macedônia,3528205,2020-06-09T00:00:00Z,0,0,0.0,0.0
23,Macedônia,3528205,2020-06-10T00:00:00Z,0,0,0.0,0.0
24,Macedônia,3528205,2020-06-11T00:00:00Z,0,0,0.0,0.0
25,Macedônia,3528205,2020-06-12T00:00:00Z,0,0,0.0,0.0
26,Macedônia,3528205,2020-06-13T00:00:00Z,0,0,0.0,0.0
27,Macedônia,3528205,2020-06-14T00:00:00Z,0,0,0.0,0.0
28,Macedônia,3528205,2020-06-15T00:00:00Z,2,0,0.2857142857142857,0.0
29,Macedônia,3528205,2020-06-16T00:00:00Z,1,0,0.42857142857142855,0.0
30,Macedônia,3528205,2020-06-17T00:00:00Z,0,0,0.42857142857142855,0.0
31,Macedônia,3528205,2020-06-18T00:00:00Z,0,0,0.42857142857142855,0.0
32,Macedônia,3528205,2020-06-19T00:00:00Z,1,0,0.5714285714285714,0.0
33,Macedônia,3528205,2020-06-20T00:00:00Z,0,0,0.5714285714285714,0.0
34,Macedônia,3528205,2020-06-21T00:00:00Z,0,0,0.5714285714285714,0.0
35,Macedônia,3528205,2020-06-22T00:00:00Z,2,0,0.5714285714285714,0.0
36,Macedônia,3528205,2020-06-23T00:00:00Z,1,0,0.5714285714285714,0.0
37,Macedônia,3528205,2020-06-24T00:00:00Z,0,0,0.5714285714285714,0.0
38,Macedônia,3528205,2020-06-25T00:00:00Z,0,0,0.5714285714285714,0.0
39,Macedônia,3528205,2020-06-26T00:00:00Z,1,0,0.5714285714285714,0.0
40,Macedônia,3528205,2020-06-27T00:00:00Z,3,0,1.0,0.0
41,Macedônia,3528205,2020-06-28T00:00:00Z,1,0,1.1428571428571428,0.0
42,Macedônia,3528205,2020-06-29T00:00:00Z,1,0,1.0,0.0
43,Macedônia,3528205,2020-06-30T00:00:00Z,1,0,1.0,0.0
44,Macedônia,3528205,2020-07-01T00:00:00Z,0,0,1.0,0.0
45,Macedônia,3528205,2020-07-02T00:00:00Z,2,0,1.2857142857142858,0.0
