,DRS,data,media_isolamento,cidade,cod_ibge
0,DRS 12 Registro,2020-03-01,37.0,REGISTRO,3542602.0
1,DRS 12 Registro,"domingo, 01/03",37%,REGISTRO,3542602.0
2,DRS 12 Registro,2020-03-02,35.0,REGISTRO,3542602.0
3,DRS 12 Registro,"segunda-feira, 02/03",35%,REGISTRO,3542602.0
4,DRS 12 Registro,2020-03-03,35%,REGISTRO,3542602.0
5,DRS 12 Registro,"terça-feira, 03/03",35.0,REGISTRO,3542602.0
6,DRS 12 Registro,2020-03-04,34.0,REGISTRO,3542602.0
7,DRS 12 Registro,"quarta-feira, 04/03",34%,REGISTRO,3542602.0
8,DRS 12 Registro,2020-03-05,34%,REGISTRO,3542602.0
9,DRS 12 Registro,"quinta-feira, 05/03",34.0,REGISTRO,3542602.0
10,DRS 12 Registro,2020-03-06,33.0,REGISTRO,3542602.0
11,DRS 12 Registro,"sexta-feira, 06/03",33%,REGISTRO,3542602.0
12,DRS 12 Registro,2020-03-07,34.0,REGISTRO,3542602.0
13,DRS 12 Registro,"sábado, 07/03",34%,REGISTRO,3542602.0
14,DRS 12 Registro,2020-03-08,36%,REGISTRO,3542602.0
15,DRS 12 Registro,"domingo, 08/03",36.0,REGISTRO,3542602.0
16,DRS 12 Registro,2020-03-09,34.0,REGISTRO,3542602.0
17,DRS 12 Registro,"segunda-feira, 09/03",34%,REGISTRO,3542602.0
18,DRS 12 Registro,2020-03-10,35.0,REGISTRO,3542602.0
19,DRS 12 Registro,"terça-feira, 10/03",35%,REGISTRO,3542602.0
20,DRS 12 Registro,2020-03-11,30%,REGISTRO,3542602.0
21,DRS 12 Registro,"quarta-feira, 11/03",30.0,REGISTRO,3542602.0
22,DRS 12 Registro,2020-03-12,34.0,REGISTRO,3542602.0
23,DRS 12 Registro,"quinta-feira, 12/03",34%,REGISTRO,3542602.0
24,DRS 12 Registro,2020-03-13,33.0,REGISTRO,3542602.0
25,DRS 12 Registro,"sexta-feira, 13/03",33%,REGISTRO,3542602.0
26,DRS 12 Registro,2020-03-17,39%,REGISTRO,3542602.0
27,DRS 12 Registro,"terça-feira, 17/03",39.0,REGISTRO,3542602.0
28,DRS 12 Registro,2020-03-18,39%,REGISTRO,3542602.0
29,DRS 12 Registro,"quarta-feira, 18/03",39.0,REGISTRO,3542602.0
30,DRS 12 Registro,2020-03-19,40.0,REGISTRO,3542602.0
31,DRS 12 Registro,"quinta-feira, 19/03",40%,REGISTRO,3542602.0
32,DRS 12 Registro,2020-03-20,42.0,REGISTRO,3542602.0
33,DRS 12 Registro,"sexta-feira, 20/03",42%,REGISTRO,3542602.0
34,DRS 12 Registro,2020-03-21,50%,REGISTRO,3542602.0
35,DRS 12 Registro,"sábado, 21/03",50.0,REGISTRO,3542602.0
36,DRS 12 Registro,2020-03-22,53.0,REGISTRO,3542602.0
37,DRS 12 Registro,"domingo, 22/03",53%,REGISTRO,3542602.0
38,DRS 12 Registro,2020-03-23,50%,REGISTRO,3542602.0
39,DRS 12 Registro,"segunda-feira, 23/03",50.0,REGISTRO,3542602.0
40,DRS 12 Registro,2020-03-24,51.0,REGISTRO,3542602.0
41,DRS 12 Registro,"terça-feira, 24/03",51%,REGISTRO,3542602.0
42,DRS 12 Registro,2020-03-25,51.0,REGISTRO,3542602.0
43,DRS 12 Registro,"quarta-feira, 25/03",51%,REGISTRO,3542602.0
44,DRS 12 Registro,2020-03-26,51.0,REGISTRO,3542602.0
45,DRS 12 Registro,"quinta-feira, 26/03",51%,REGISTRO,3542602.0
46,DRS 12 Registro,2020-03-27,51.0,REGISTRO,3542602.0
47,DRS 12 Registro,"sexta-feira, 27/03",51%,REGISTRO,3542602.0
48,DRS 12 Registro,2020-03-28,52%,REGISTRO,3542602.0
49,DRS 12 Registro,"sábado, 28/03",52.0,REGISTRO,3542602.0
50,DRS 12 Registro,2020-03-29,55%,REGISTRO,3542602.0
51,DRS 12 Registro,"domingo, 29/03",55.0,REGISTRO,3542602.0
52,DRS 12 Registro,2020-03-30,53%,REGISTRO,3542602.0
53,DRS 12 Registro,"segunda-feira, 30/03",53.0,REGISTRO,3542602.0
54,DRS 12 Registro,2020-03-31,51.0,REGISTRO,3542602.0
55,DRS 12 Registro,"terça-feira, 31/03",51%,REGISTRO,3542602.0
56,DRS 12 Registro,2020-04-01,48.0,REGISTRO,3542602.0
57,DRS 12 Registro,"quarta-feira, 01/04",48%,REGISTRO,3542602.0
