,DRS,data,media_isolamento,cidade,cod_ibge
0,DRS 09 Marília,2020-03-01,34%,MARÍLIA,3529005.0
1,DRS 09 Marília,"domingo, 01/03",34.0,MARÍLIA,3529005.0
2,DRS 09 Marília,2020-03-02,31%,MARÍLIA,3529005.0
3,DRS 09 Marília,"segunda-feira, 02/03",32.75,MARÍLIA,3529005.0
4,DRS 09 Marília,2020-03-03,31%,MARÍLIA,3529005.0
5,DRS 09 Marília,"terça-feira, 03/03",32.75,MARÍLIA,3529005.0
6,DRS 09 Marília,2020-03-04,33.333333333333336,MARÍLIA,3529005.0
7,DRS 09 Marília,2020-03-05,32.666666666666664,MARÍLIA,3529005.0
8,DRS 09 Marília,2020-03-06,32.5,MARÍLIA,3529005.0
9,DRS 09 Marília,2020-03-07,31%,MARÍLIA,3529005.0
10,DRS 09 Marília,"sábado, 07/03",32.25,MARÍLIA,3529005.0
11,DRS 09 Marília,2020-03-08,33.5,MARÍLIA,3529005.0
12,DRS 09 Marília,"domingo, 08/03",33%,MARÍLIA,3529005.0
13,DRS 09 Marília,2020-03-09,33.5,MARÍLIA,3529005.0
14,DRS 09 Marília,2020-03-10,33.5,MARÍLIA,3529005.0
15,DRS 09 Marília,2020-03-11,31.0,MARÍLIA,3529005.0
16,DRS 09 Marília,2020-03-12,31.0,MARÍLIA,3529005.0
17,DRS 09 Marília,"quinta-feira, 12/03",28%,MARÍLIA,3529005.0
18,DRS 09 Marília,2020-03-13,32.75,MARÍLIA,3529005.0
19,DRS 09 Marília,"sexta-feira, 13/03",30%,MARÍLIA,3529005.0
20,DRS 09 Marília,2020-03-17,36%,MARÍLIA,3529005.0
21,DRS 09 Marília,"terça-feira, 17/03",39.0,MARÍLIA,3529005.0
22,DRS 09 Marília,2020-03-18,37%,MARÍLIA,3529005.0
23,DRS 09 Marília,"quarta-feira, 18/03",39.25,MARÍLIA,3529005.0
24,DRS 09 Marília,2020-03-19,41.5,MARÍLIA,3529005.0
25,DRS 09 Marília,"quinta-feira, 19/03",40%,MARÍLIA,3529005.0
26,DRS 09 Marília,2020-03-20,42.0,MARÍLIA,3529005.0
27,DRS 09 Marília,"sexta-feira, 20/03",39%,MARÍLIA,3529005.0
28,DRS 09 Marília,2020-03-21,51.25,MARÍLIA,3529005.0
29,DRS 09 Marília,"sábado, 21/03",52%,MARÍLIA,3529005.0
30,DRS 09 Marília,2020-03-22,53%,MARÍLIA,3529005.0
31,DRS 09 Marília,"domingo, 22/03",52.75,MARÍLIA,3529005.0
32,DRS 09 Marília,2020-03-23,49.75,MARÍLIA,3529005.0
33,DRS 09 Marília,"segunda-feira, 23/03",50%,MARÍLIA,3529005.0
34,DRS 09 Marília,2020-03-24,51.5,MARÍLIA,3529005.0
35,DRS 09 Marília,"terça-feira, 24/03",51%,MARÍLIA,3529005.0
36,DRS 09 Marília,2020-03-25,50%,MARÍLIA,3529005.0
37,DRS 09 Marília,"quarta-feira, 25/03",51.5,MARÍLIA,3529005.0
38,DRS 09 Marília,2020-03-26,50%,MARÍLIA,3529005.0
39,DRS 09 Marília,"quinta-feira, 26/03",50.75,MARÍLIA,3529005.0
40,DRS 09 Marília,2020-03-27,49.5,MARÍLIA,3529005.0
41,DRS 09 Marília,"sexta-feira, 27/03",48%,MARÍLIA,3529005.0
42,DRS 09 Marília,2020-03-28,51%,MARÍLIA,3529005.0
43,DRS 09 Marília,"sábado, 28/03",51.75,MARÍLIA,3529005.0
44,DRS 09 Marília,2020-03-29,54.5,MARÍLIA,3529005.0
45,DRS 09 Marília,"domingo, 29/03",53%,MARÍLIA,3529005.0
46,DRS 09 Marília,2020-03-30,53.75,MARÍLIA,3529005.0
47,DRS 09 Marília,"segunda-feira, 30/03",51%,MARÍLIA,3529005.0
48,DRS 09 Marília,2020-03-31,52.75,MARÍLIA,3529005.0
49,DRS 09 Marília,"terça-feira, 31/03",51%,MARÍLIA,3529005.0
50,DRS 09 Marília,2020-04-01,51%,MARÍLIA,3529005.0
51,DRS 09 Marília,"quarta-feira, 01/04",52.0,MARÍLIA,3529005.0
52,DRS 09 Marília,2020-04-02,50%,MARÍLIA,3529005.0
53,DRS 09 Marília,"quinta-feira, 02/04",51.0,MARÍLIA,3529005.0
54,DRS 09 Marília,2020-04-03,50%,MARÍLIA,3529005.0
55,DRS 09 Marília,"sexta-feira, 03/04",50.5,MARÍLIA,3529005.0
56,DRS 09 Marília,2020-04-04,53%,MARÍLIA,3529005.0
57,DRS 09 Marília,"sábado, 04/04",53.0,MARÍLIA,3529005.0
58,DRS 09 Marília,2020-04-05,53%,MARÍLIA,3529005.0
59,DRS 09 Marília,"domingo, 05/04",53.0,MARÍLIA,3529005.0
60,DRS 09 Marília,2020-04-06,48.75,MARÍLIA,3529005.0
61,DRS 09 Marília,"segunda-feira, 06/04",47%,MARÍLIA,3529005.0
62,DRS 09 Marília,2020-04-07,46%,MARÍLIA,3529005.0
63,DRS 09 Marília,"terça-feira, 07/04",48.25,MARÍLIA,3529005.0
64,DRS 09 Marília,2020-04-08,47.0,MARÍLIA,3529005.0
65,DRS 09 Marília,"quarta-feira, 08/04",46%,MARÍLIA,3529005.0
66,DRS 09 Marília,2020-04-09,45.75,MARÍLIA,3529005.0
67,DRS 09 Marília,"quinta-feira, 09/04",43%,MARÍLIA,3529005.0
68,DRS 09 Marília,2020-04-10,56.5,MARÍLIA,3529005.0
69,DRS 09 Marília,"sexta-feira, 10/04",55%,MARÍLIA,3529005.0
70,DRS 09 Marília,2020-04-11,50.5,MARÍLIA,3529005.0
71,DRS 09 Marília,"sábado, 11/04",49%,MARÍLIA,3529005.0
72,DRS 09 Marília,2020-04-12,53%,MARÍLIA,3529005.0
73,DRS 09 Marília,"domingo, 12/04",54.25,MARÍLIA,3529005.0
74,DRS 09 Marília,2020-04-13,48.25,MARÍLIA,3529005.0
75,DRS 09 Marília,"segunda-feira, 13/04",46%,MARÍLIA,3529005.0
76,DRS 09 Marília,2020-04-14,48.75,MARÍLIA,3529005.0
77,DRS 09 Marília,"terça-feira, 14/04",48%,MARÍLIA,3529005.0
78,DRS 09 Marília,2020-04-15,46%,MARÍLIA,3529005.0
79,DRS 09 Marília,"quarta-feira, 15/04",48.0,MARÍLIA,3529005.0
80,DRS 09 Marília,2020-04-16,45%,MARÍLIA,3529005.0
81,DRS 09 Marília,"quinta-feira, 16/04",46.75,MARÍLIA,3529005.0
82,DRS 09 Marília,2020-04-17,47.0,MARÍLIA,3529005.0
83,DRS 09 Marília,"sexta-feira, 17/04",45%,MARÍLIA,3529005.0
84,DRS 09 Marília,2020-04-18,51.0,MARÍLIA,3529005.0
