,DRS,data,media_isolamento,cidade,cod_ibge
0,DRS 09 Marília,2020-03-01,34.0,OURINHOS,3534708.0
1,DRS 09 Marília,"domingo, 01/03",33%,OURINHOS,3534708.0
2,DRS 09 Marília,2020-03-02,32.75,OURINHOS,3534708.0
3,DRS 09 Marília,"segunda-feira, 02/03",31%,OURINHOS,3534708.0
4,DRS 09 Marília,2020-03-03,32.75,OURINHOS,3534708.0
5,DRS 09 Marília,"terça-feira, 03/03",31%,OURINHOS,3534708.0
6,DRS 09 Marília,2020-03-04,33.333333333333336,OURINHOS,3534708.0
7,DRS 09 Marília,"quarta-feira, 04/03",31%,OURINHOS,3534708.0
8,DRS 09 Marília,2020-03-05,32.666666666666664,OURINHOS,3534708.0
9,DRS 09 Marília,"quinta-feira, 05/03",30%,OURINHOS,3534708.0
10,DRS 09 Marília,2020-03-06,32.5,OURINHOS,3534708.0
11,DRS 09 Marília,2020-03-07,32.25,OURINHOS,3534708.0
12,DRS 09 Marília,"sábado, 07/03",30%,OURINHOS,3534708.0
13,DRS 09 Marília,2020-03-08,33.5,OURINHOS,3534708.0
14,DRS 09 Marília,"domingo, 08/03",32%,OURINHOS,3534708.0
15,DRS 09 Marília,2020-03-09,33.5,OURINHOS,3534708.0
16,DRS 09 Marília,2020-03-10,33.5,OURINHOS,3534708.0
17,DRS 09 Marília,2020-03-11,31.0,OURINHOS,3534708.0
18,DRS 09 Marília,2020-03-12,31.0,OURINHOS,3534708.0
19,DRS 09 Marília,"quinta-feira, 12/03",30%,OURINHOS,3534708.0
20,DRS 09 Marília,2020-03-13,32.75,OURINHOS,3534708.0
21,DRS 09 Marília,"sexta-feira, 13/03",33%,OURINHOS,3534708.0
22,DRS 09 Marília,2020-03-17,39.0,OURINHOS,3534708.0
23,DRS 09 Marília,"terça-feira, 17/03",39%,OURINHOS,3534708.0
24,DRS 09 Marília,2020-03-18,39.25,OURINHOS,3534708.0
25,DRS 09 Marília,"quarta-feira, 18/03",40%,OURINHOS,3534708.0
26,DRS 09 Marília,2020-03-19,42%,OURINHOS,3534708.0
27,DRS 09 Marília,"quinta-feira, 19/03",41.5,OURINHOS,3534708.0
28,DRS 09 Marília,2020-03-20,42%,OURINHOS,3534708.0
29,DRS 09 Marília,"sexta-feira, 20/03",42.0,OURINHOS,3534708.0
30,DRS 09 Marília,2020-03-21,50%,OURINHOS,3534708.0
31,DRS 09 Marília,"sábado, 21/03",51.25,OURINHOS,3534708.0
32,DRS 09 Marília,2020-03-22,52%,OURINHOS,3534708.0
33,DRS 09 Marília,"domingo, 22/03",52.75,OURINHOS,3534708.0
34,DRS 09 Marília,2020-03-23,48%,OURINHOS,3534708.0
35,DRS 09 Marília,"segunda-feira, 23/03",49.75,OURINHOS,3534708.0
36,DRS 09 Marília,2020-03-24,51%,OURINHOS,3534708.0
37,DRS 09 Marília,"terça-feira, 24/03",51.5,OURINHOS,3534708.0
38,DRS 09 Marília,2020-03-25,51.5,OURINHOS,3534708.0
39,DRS 09 Marília,"quarta-feira, 25/03",51%,OURINHOS,3534708.0
40,DRS 09 Marília,2020-03-26,50%,OURINHOS,3534708.0
41,DRS 09 Marília,"quinta-feira, 26/03",50.75,OURINHOS,3534708.0
42,DRS 09 Marília,2020-03-27,49%,OURINHOS,3534708.0
43,DRS 09 Marília,"sexta-feira, 27/03",49.5,OURINHOS,3534708.0
44,DRS 09 Marília,2020-03-28,51.75,OURINHOS,3534708.0
45,DRS 09 Marília,"sábado, 28/03",52%,OURINHOS,3534708.0
46,DRS 09 Marília,2020-03-29,55%,OURINHOS,3534708.0
47,DRS 09 Marília,"domingo, 29/03",54.5,OURINHOS,3534708.0
48,DRS 09 Marília,2020-03-30,53.75,OURINHOS,3534708.0
49,DRS 09 Marília,"segunda-feira, 30/03",55%,OURINHOS,3534708.0
50,DRS 09 Marília,2020-03-31,52.75,OURINHOS,3534708.0
51,DRS 09 Marília,"terça-feira, 31/03",55%,OURINHOS,3534708.0
52,DRS 09 Marília,2020-04-01,52.0,OURINHOS,3534708.0
53,DRS 09 Marília,"quarta-feira, 01/04",54%,OURINHOS,3534708.0
54,DRS 09 Marília,2020-04-02,51.0,OURINHOS,3534708.0
55,DRS 09 Marília,"quinta-feira, 02/04",53%,OURINHOS,3534708.0
56,DRS 09 Marília,2020-04-03,52%,OURINHOS,3534708.0
57,DRS 09 Marília,"sexta-feira, 03/04",50.5,OURINHOS,3534708.0
58,DRS 09 Marília,2020-04-04,55%,OURINHOS,3534708.0
59,DRS 09 Marília,"sábado, 04/04",53.0,OURINHOS,3534708.0
60,DRS 09 Marília,2020-04-05,54%,OURINHOS,3534708.0
61,DRS 09 Marília,"domingo, 05/04",53.0,OURINHOS,3534708.0
62,DRS 09 Marília,2020-04-06,48.75,OURINHOS,3534708.0
63,DRS 09 Marília,"segunda-feira, 06/04",50%,OURINHOS,3534708.0
64,DRS 09 Marília,2020-04-07,48.25,OURINHOS,3534708.0
65,DRS 09 Marília,"terça-feira, 07/04",49%,OURINHOS,3534708.0
66,DRS 09 Marília,2020-04-08,47.0,OURINHOS,3534708.0
67,DRS 09 Marília,"quarta-feira, 08/04",48%,OURINHOS,3534708.0
68,DRS 09 Marília,2020-04-09,48%,OURINHOS,3534708.0
69,DRS 09 Marília,"quinta-feira, 09/04",45.75,OURINHOS,3534708.0
70,DRS 09 Marília,2020-04-10,56.5,OURINHOS,3534708.0
71,DRS 09 Marília,"sexta-feira, 10/04",62%,OURINHOS,3534708.0
72,DRS 09 Marília,2020-04-11,55%,OURINHOS,3534708.0
73,DRS 09 Marília,"sábado, 11/04",50.5,OURINHOS,3534708.0
74,DRS 09 Marília,2020-04-12,60%,OURINHOS,3534708.0
75,DRS 09 Marília,"domingo, 12/04",54.25,OURINHOS,3534708.0
76,DRS 09 Marília,2020-04-13,48.25,OURINHOS,3534708.0
77,DRS 09 Marília,"segunda-feira, 13/04",52%,OURINHOS,3534708.0
78,DRS 09 Marília,2020-04-14,52%,OURINHOS,3534708.0
79,DRS 09 Marília,"terça-feira, 14/04",48.75,OURINHOS,3534708.0
80,DRS 09 Marília,2020-04-15,52%,OURINHOS,3534708.0
81,DRS 09 Marília,"quarta-feira, 15/04",48.0,OURINHOS,3534708.0
82,DRS 09 Marília,2020-04-16,46.75,OURINHOS,3534708.0
83,DRS 09 Marília,"quinta-feira, 16/04",51%,OURINHOS,3534708.0
84,DRS 09 Marília,2020-04-17,51%,OURINHOS,3534708.0
85,DRS 09 Marília,"sexta-feira, 17/04",47.0,OURINHOS,3534708.0
86,DRS 09 Marília,2020-04-18,51.0,OURINHOS,3534708.0
87,DRS 09 Marília,"sábado, 18/04",55%,OURINHOS,3534708.0
88,DRS 09 Marília,2020-04-19,61%,OURINHOS,3534708.0
89,DRS 09 Marília,"domingo, 19/04",56.25,OURINHOS,3534708.0
90,DRS 09 Marília,2020-04-20,51%,OURINHOS,3534708.0
91,DRS 09 Marília,"segunda-feira, 20/04",48.0,OURINHOS,3534708.0
92,DRS 09 Marília,2020-04-21,54.75,OURINHOS,3534708.0
93,DRS 09 Marília,"terça-feira, 21/04",59%,OURINHOS,3534708.0
94,DRS 09 Marília,2020-04-22,50%,OURINHOS,3534708.0
95,DRS 09 Marília,"quarta-feira, 22/04",46.5,OURINHOS,3534708.0
96,DRS 09 Marília,2020-04-23,46.0,OURINHOS,3534708.0
97,DRS 09 Marília,"quinta-feira, 23/04",49%,OURINHOS,3534708.0
98,DRS 09 Marília,2020-04-24,46.5,OURINHOS,3534708.0
99,DRS 09 Marília,"sexta-feira, 24/04",52%,OURINHOS,3534708.0
100,DRS 09 Marília,2020-04-25,49.75,OURINHOS,3534708.0
101,DRS 09 Marília,"sábado, 25/04",54%,OURINHOS,3534708.0
102,DRS 09 Marília,2020-04-26,55.5,OURINHOS,3534708.0
103,DRS 09 Marília,"domingo, 26/04",60%,OURINHOS,3534708.0
104,DRS 09 Marília,2020-04-27,47.25,OURINHOS,3534708.0
105,DRS 09 Marília,"segunda-feira, 27/04",51%,OURINHOS,3534708.0
106,DRS 09 Marília,2020-04-28,51%,OURINHOS,3534708.0
107,DRS 09 Marília,"terça-feira, 28/04",47.0,OURINHOS,3534708.0
108,DRS 09 Marília,2020-04-29,50%,OURINHOS,3534708.0
109,DRS 09 Marília,"quarta-feira, 29/04",46.5,OURINHOS,3534708.0
110,DRS 09 Marília,2020-04-30,45.25,OURINHOS,3534708.0
111,DRS 09 Marília,"quinta-feira, 30/04",50%,OURINHOS,3534708.0
112,DRS 09 Marília,2020-05-01,60%,OURINHOS,3534708.0
113,DRS 09 Marília,"sexta-feira, 01/05",54.5,OURINHOS,3534708.0
114,DRS 09 Marília,2020-05-02,58%,OURINHOS,3534708.0
115,DRS 09 Marília,"sábado, 02/05",50.5,OURINHOS,3534708.0
116,DRS 09 Marília,2020-05-03,60%,OURINHOS,3534708.0
117,DRS 09 Marília,"domingo, 03/05",55.25,OURINHOS,3534708.0
118,DRS 09 Marília,2020-05-04,45.75,OURINHOS,3534708.0
119,DRS 09 Marília,"segunda-feira, 04/05",50%,OURINHOS,3534708.0
120,DRS 09 Marília,2020-05-05,50%,OURINHOS,3534708.0
121,DRS 09 Marília,"terça-feira, 05/05",45.0,OURINHOS,3534708.0
122,DRS 09 Marília,2020-05-06,50%,OURINHOS,3534708.0
123,DRS 09 Marília,"quarta-feira, 06/05",46.0,OURINHOS,3534708.0
124,DRS 09 Marília,2020-05-07,45.5,OURINHOS,3534708.0
125,DRS 09 Marília,"quinta-feira, 07/05",50%,OURINHOS,3534708.0
126,DRS 09 Marília,2020-05-08,48%,OURINHOS,3534708.0
127,DRS 09 Marília,"sexta-feira, 08/05",43.5,OURINHOS,3534708.0
128,DRS 09 Marília,2020-05-09,50%,OURINHOS,3534708.0
129,DRS 09 Marília,"sábado, 09/05",46.25,OURINHOS,3534708.0
130,DRS 09 Marília,2020-05-10,54%,OURINHOS,3534708.0
131,DRS 09 Marília,"domingo, 10/05",48.75,OURINHOS,3534708.0
132,DRS 09 Marília,2020-05-11,50%,OURINHOS,3534708.0
133,DRS 09 Marília,"segunda-feira, 11/05",46.0,OURINHOS,3534708.0
134,DRS 09 Marília,2020-05-12,44.75,OURINHOS,3534708.0
135,DRS 09 Marília,"terça-feira, 12/05",48%,OURINHOS,3534708.0
136,DRS 09 Marília,2020-05-13,50%,OURINHOS,3534708.0
137,DRS 09 Marília,"quarta-feira, 13/05",46.5,OURINHOS,3534708.0
138,DRS 09 Marília,2020-05-14,45.75,OURINHOS,3534708.0
139,DRS 09 Marília,"quinta-feira, 14/05",49%,OURINHOS,3534708.0
140,DRS 09 Marília,2020-05-15,44.75,OURINHOS,3534708.0
141,DRS 09 Marília,"sexta-feira, 15/05",50%,OURINHOS,3534708.0
142,DRS 09 Marília,2020-05-16,44%,OURINHOS,3534708.0
143,DRS 09 Marília,"sábado, 16/05",45.25,OURINHOS,3534708.0
144,DRS 09 Marília,2020-05-17,49.25,OURINHOS,3534708.0
145,DRS 09 Marília,"domingo, 17/05",48%,OURINHOS,3534708.0
146,DRS 09 Marília,2020-05-18,42.5,OURINHOS,3534708.0
147,DRS 09 Marília,"segunda-feira, 18/05",40%,OURINHOS,3534708.0
148,DRS 09 Marília,2020-05-19,42.5,OURINHOS,3534708.0
149,DRS 09 Marília,"terça-feira, 19/05",41%,OURINHOS,3534708.0
150,DRS 09 Marília,2020-05-20,40%,OURINHOS,3534708.0
151,DRS 09 Marília,"quarta-feira, 20/05",42.0,OURINHOS,3534708.0
152,DRS 09 Marília,2020-05-21,41%,OURINHOS,3534708.0
153,DRS 09 Marília,"quinta-feira, 21/05",42.5,OURINHOS,3534708.0
154,DRS 09 Marília,2020-05-22,41.5,OURINHOS,3534708.0
155,DRS 09 Marília,"sexta-feira, 22/05",40%,OURINHOS,3534708.0
