,DRS,data,media_isolamento,cidade,cod_ibge
0,DRS 11 Presidente Prudente,2020-03-01,31.0,PRESIDENTE PRUDENTE,3541406.0
1,DRS 11 Presidente Prudente,"domingo, 01/03",31%,PRESIDENTE PRUDENTE,3541406.0
2,DRS 11 Presidente Prudente,2020-03-02,0,PRESIDENTE PRUDENTE,3541406.0
3,DRS 11 Presidente Prudente,2020-03-03,0,PRESIDENTE PRUDENTE,3541406.0
4,DRS 11 Presidente Prudente,2020-03-04,0,PRESIDENTE PRUDENTE,3541406.0
5,DRS 11 Presidente Prudente,2020-03-05,0,PRESIDENTE PRUDENTE,3541406.0
6,DRS 11 Presidente Prudente,2020-03-06,0,PRESIDENTE PRUDENTE,3541406.0
7,DRS 11 Presidente Prudente,2020-03-07,0,PRESIDENTE PRUDENTE,3541406.0
8,DRS 11 Presidente Prudente,2020-03-08,30.0,PRESIDENTE PRUDENTE,3541406.0
9,DRS 11 Presidente Prudente,"domingo, 08/03",30%,PRESIDENTE PRUDENTE,3541406.0
10,DRS 11 Presidente Prudente,2020-03-09,0,PRESIDENTE PRUDENTE,3541406.0
11,DRS 11 Presidente Prudente,2020-03-10,0,PRESIDENTE PRUDENTE,3541406.0
12,DRS 11 Presidente Prudente,2020-03-11,0,PRESIDENTE PRUDENTE,3541406.0
13,DRS 11 Presidente Prudente,2020-03-12,26%,PRESIDENTE PRUDENTE,3541406.0
14,DRS 11 Presidente Prudente,"quinta-feira, 12/03",26.0,PRESIDENTE PRUDENTE,3541406.0
15,DRS 11 Presidente Prudente,2020-03-13,28.0,PRESIDENTE PRUDENTE,3541406.0
16,DRS 11 Presidente Prudente,"sexta-feira, 13/03",28%,PRESIDENTE PRUDENTE,3541406.0
17,DRS 11 Presidente Prudente,2020-03-17,34.0,PRESIDENTE PRUDENTE,3541406.0
18,DRS 11 Presidente Prudente,"terça-feira, 17/03",34%,PRESIDENTE PRUDENTE,3541406.0
19,DRS 11 Presidente Prudente,2020-03-18,35.0,PRESIDENTE PRUDENTE,3541406.0
20,DRS 11 Presidente Prudente,"quarta-feira, 18/03",35%,PRESIDENTE PRUDENTE,3541406.0
21,DRS 11 Presidente Prudente,2020-03-19,37%,PRESIDENTE PRUDENTE,3541406.0
22,DRS 11 Presidente Prudente,"quinta-feira, 19/03",37.0,PRESIDENTE PRUDENTE,3541406.0
23,DRS 11 Presidente Prudente,2020-03-20,37%,PRESIDENTE PRUDENTE,3541406.0
24,DRS 11 Presidente Prudente,"sexta-feira, 20/03",37.0,PRESIDENTE PRUDENTE,3541406.0
25,DRS 11 Presidente Prudente,2020-03-21,48%,PRESIDENTE PRUDENTE,3541406.0
26,DRS 11 Presidente Prudente,"sábado, 21/03",48.0,PRESIDENTE PRUDENTE,3541406.0
27,DRS 11 Presidente Prudente,2020-03-22,49.0,PRESIDENTE PRUDENTE,3541406.0
28,DRS 11 Presidente Prudente,"domingo, 22/03",49%,PRESIDENTE PRUDENTE,3541406.0
29,DRS 11 Presidente Prudente,2020-03-23,46%,PRESIDENTE PRUDENTE,3541406.0
30,DRS 11 Presidente Prudente,"segunda-feira, 23/03",46.0,PRESIDENTE PRUDENTE,3541406.0
31,DRS 11 Presidente Prudente,2020-03-24,47.0,PRESIDENTE PRUDENTE,3541406.0
32,DRS 11 Presidente Prudente,"terça-feira, 24/03",47%,PRESIDENTE PRUDENTE,3541406.0
33,DRS 11 Presidente Prudente,2020-03-25,47%,PRESIDENTE PRUDENTE,3541406.0
34,DRS 11 Presidente Prudente,"quarta-feira, 25/03",47.0,PRESIDENTE PRUDENTE,3541406.0
35,DRS 11 Presidente Prudente,2020-03-26,47%,PRESIDENTE PRUDENTE,3541406.0
36,DRS 11 Presidente Prudente,"quinta-feira, 26/03",47.0,PRESIDENTE PRUDENTE,3541406.0
37,DRS 11 Presidente Prudente,2020-03-27,45.0,PRESIDENTE PRUDENTE,3541406.0
38,DRS 11 Presidente Prudente,"sexta-feira, 27/03",45%,PRESIDENTE PRUDENTE,3541406.0
39,DRS 11 Presidente Prudente,2020-03-28,48%,PRESIDENTE PRUDENTE,3541406.0
40,DRS 11 Presidente Prudente,"sábado, 28/03",48.0,PRESIDENTE PRUDENTE,3541406.0
41,DRS 11 Presidente Prudente,2020-03-29,52.0,PRESIDENTE PRUDENTE,3541406.0
42,DRS 11 Presidente Prudente,"domingo, 29/03",52%,PRESIDENTE PRUDENTE,3541406.0
43,DRS 11 Presidente Prudente,2020-03-30,47%,PRESIDENTE PRUDENTE,3541406.0
44,DRS 11 Presidente Prudente,"segunda-feira, 30/03",47.0,PRESIDENTE PRUDENTE,3541406.0
45,DRS 11 Presidente Prudente,2020-03-31,47.0,PRESIDENTE PRUDENTE,3541406.0
46,DRS 11 Presidente Prudente,"terça-feira, 31/03",47%,PRESIDENTE PRUDENTE,3541406.0
47,DRS 11 Presidente Prudente,2020-04-01,46%,PRESIDENTE PRUDENTE,3541406.0
48,DRS 11 Presidente Prudente,"quarta-feira, 01/04",46.0,PRESIDENTE PRUDENTE,3541406.0
49,DRS 11 Presidente Prudente,2020-04-02,47.0,PRESIDENTE PRUDENTE,3541406.0
50,DRS 11 Presidente Prudente,"quinta-feira, 02/04",47%,PRESIDENTE PRUDENTE,3541406.0
51,DRS 11 Presidente Prudente,2020-04-03,45%,PRESIDENTE PRUDENTE,3541406.0
52,DRS 11 Presidente Prudente,"sexta-feira, 03/04",45.0,PRESIDENTE PRUDENTE,3541406.0
53,DRS 11 Presidente Prudente,2020-04-04,49%,PRESIDENTE PRUDENTE,3541406.0
54,DRS 11 Presidente Prudente,"sábado, 04/04",49.0,PRESIDENTE PRUDENTE,3541406.0
55,DRS 11 Presidente Prudente,2020-04-05,51%,PRESIDENTE PRUDENTE,3541406.0
56,DRS 11 Presidente Prudente,"domingo, 05/04",51.0,PRESIDENTE PRUDENTE,3541406.0
57,DRS 11 Presidente Prudente,2020-04-06,44%,PRESIDENTE PRUDENTE,3541406.0
58,DRS 11 Presidente Prudente,"segunda-feira, 06/04",44.0,PRESIDENTE PRUDENTE,3541406.0
59,DRS 11 Presidente Prudente,2020-04-07,42.0,PRESIDENTE PRUDENTE,3541406.0
60,DRS 11 Presidente Prudente,"terça-feira, 07/04",42%,PRESIDENTE PRUDENTE,3541406.0
61,DRS 11 Presidente Prudente,2020-04-08,42.0,PRESIDENTE PRUDENTE,3541406.0
62,DRS 11 Presidente Prudente,"quarta-feira, 08/04",42%,PRESIDENTE PRUDENTE,3541406.0
63,DRS 11 Presidente Prudente,2020-04-09,40.0,PRESIDENTE PRUDENTE,3541406.0
64,DRS 11 Presidente Prudente,"quinta-feira, 09/04",40%,PRESIDENTE PRUDENTE,3541406.0
65,DRS 11 Presidente Prudente,2020-04-10,54.0,PRESIDENTE PRUDENTE,3541406.0
66,DRS 11 Presidente Prudente,"sexta-feira, 10/04",54%,PRESIDENTE PRUDENTE,3541406.0
67,DRS 11 Presidente Prudente,2020-04-11,47%,PRESIDENTE PRUDENTE,3541406.0
68,DRS 11 Presidente Prudente,"sábado, 11/04",47.0,PRESIDENTE PRUDENTE,3541406.0
69,DRS 11 Presidente Prudente,2020-04-12,52%,PRESIDENTE PRUDENTE,3541406.0
70,DRS 11 Presidente Prudente,"domingo, 12/04",52.0,PRESIDENTE PRUDENTE,3541406.0
71,DRS 11 Presidente Prudente,2020-04-13,43%,PRESIDENTE PRUDENTE,3541406.0
72,DRS 11 Presidente Prudente,"segunda-feira, 13/04",43.0,PRESIDENTE PRUDENTE,3541406.0
73,DRS 11 Presidente Prudente,2020-04-14,44%,PRESIDENTE PRUDENTE,3541406.0
74,DRS 11 Presidente Prudente,"terça-feira, 14/04",44.0,PRESIDENTE PRUDENTE,3541406.0
75,DRS 11 Presidente Prudente,2020-04-15,43.0,PRESIDENTE PRUDENTE,3541406.0
76,DRS 11 Presidente Prudente,"quarta-feira, 15/04",43%,PRESIDENTE PRUDENTE,3541406.0
77,DRS 11 Presidente Prudente,2020-04-16,39%,PRESIDENTE PRUDENTE,3541406.0
78,DRS 11 Presidente Prudente,"quinta-feira, 16/04",39.0,PRESIDENTE PRUDENTE,3541406.0
79,DRS 11 Presidente Prudente,2020-04-17,41%,PRESIDENTE PRUDENTE,3541406.0
80,DRS 11 Presidente Prudente,"sexta-feira, 17/04",41.0,PRESIDENTE PRUDENTE,3541406.0
81,DRS 11 Presidente Prudente,2020-04-18,47%,PRESIDENTE PRUDENTE,3541406.0
82,DRS 11 Presidente Prudente,"sábado, 18/04",47.0,PRESIDENTE PRUDENTE,3541406.0
83,DRS 11 Presidente Prudente,2020-04-19,54.0,PRESIDENTE PRUDENTE,3541406.0
84,DRS 11 Presidente Prudente,"domingo, 19/04",54%,PRESIDENTE PRUDENTE,3541406.0
85,DRS 11 Presidente Prudente,2020-04-20,43.0,PRESIDENTE PRUDENTE,3541406.0
86,DRS 11 Presidente Prudente,"segunda-feira, 20/04",43%,PRESIDENTE PRUDENTE,3541406.0
87,DRS 11 Presidente Prudente,2020-04-21,53%,PRESIDENTE PRUDENTE,3541406.0
88,DRS 11 Presidente Prudente,"terça-feira, 21/04",53.0,PRESIDENTE PRUDENTE,3541406.0
89,DRS 11 Presidente Prudente,2020-04-22,40%,PRESIDENTE PRUDENTE,3541406.0
90,DRS 11 Presidente Prudente,"quarta-feira, 22/04",40.0,PRESIDENTE PRUDENTE,3541406.0
91,DRS 11 Presidente Prudente,2020-04-23,41.0,PRESIDENTE PRUDENTE,3541406.0
92,DRS 11 Presidente Prudente,"quinta-feira, 23/04",41%,PRESIDENTE PRUDENTE,3541406.0
93,DRS 11 Presidente Prudente,2020-04-24,41.0,PRESIDENTE PRUDENTE,3541406.0
94,DRS 11 Presidente Prudente,"sexta-feira, 24/04",41%,PRESIDENTE PRUDENTE,3541406.0
95,DRS 11 Presidente Prudente,2020-04-25,46%,PRESIDENTE PRUDENTE,3541406.0
96,DRS 11 Presidente Prudente,"sábado, 25/04",46.0,PRESIDENTE PRUDENTE,3541406.0
97,DRS 11 Presidente Prudente,2020-04-26,53.0,PRESIDENTE PRUDENTE,3541406.0
98,DRS 11 Presidente Prudente,"domingo, 26/04",53%,PRESIDENTE PRUDENTE,3541406.0
99,DRS 11 Presidente Prudente,2020-04-27,40%,PRESIDENTE PRUDENTE,3541406.0
100,DRS 11 Presidente Prudente,"segunda-feira, 27/04",40.0,PRESIDENTE PRUDENTE,3541406.0
101,DRS 11 Presidente Prudente,2020-04-28,40.0,PRESIDENTE PRUDENTE,3541406.0
102,DRS 11 Presidente Prudente,"terça-feira, 28/04",40%,PRESIDENTE PRUDENTE,3541406.0
103,DRS 11 Presidente Prudente,2020-04-29,41%,PRESIDENTE PRUDENTE,3541406.0
104,DRS 11 Presidente Prudente,"quarta-feira, 29/04",41.0,PRESIDENTE PRUDENTE,3541406.0
105,DRS 11 Presidente Prudente,2020-04-30,39%,PRESIDENTE PRUDENTE,3541406.0
106,DRS 11 Presidente Prudente,"quinta-feira, 30/04",39.0,PRESIDENTE PRUDENTE,3541406.0
107,DRS 11 Presidente Prudente,2020-05-01,51%,PRESIDENTE PRUDENTE,3541406.0
108,DRS 11 Presidente Prudente,"sexta-feira, 01/05",51.0,PRESIDENTE PRUDENTE,3541406.0
109,DRS 11 Presidente Prudente,2020-05-02,44%,PRESIDENTE PRUDENTE,3541406.0
110,DRS 11 Presidente Prudente,"sábado, 02/05",44.0,PRESIDENTE PRUDENTE,3541406.0
111,DRS 11 Presidente Prudente,2020-05-03,53%,PRESIDENTE PRUDENTE,3541406.0
112,DRS 11 Presidente Prudente,"domingo, 03/05",53.0,PRESIDENTE PRUDENTE,3541406.0
113,DRS 11 Presidente Prudente,2020-05-04,40.0,PRESIDENTE PRUDENTE,3541406.0
114,DRS 11 Presidente Prudente,"segunda-feira, 04/05",40%,PRESIDENTE PRUDENTE,3541406.0
