,DRS,data,media_isolamento,cidade,cod_ibge
0,DRS 15 São José do Rio Preto,2020-03-01,37.0,CATANDUVA,3511102.0
1,DRS 15 São José do Rio Preto,"domingo, 01/03",34%,CATANDUVA,3511102.0
2,DRS 15 São José do Rio Preto,2020-03-02,35.6,CATANDUVA,3511102.0
3,DRS 15 São José do Rio Preto,"segunda-feira, 02/03",32%,CATANDUVA,3511102.0
4,DRS 15 São José do Rio Preto,2020-03-03,32%,CATANDUVA,3511102.0
5,DRS 15 São José do Rio Preto,"terça-feira, 03/03",35.8,CATANDUVA,3511102.0
6,DRS 15 São José do Rio Preto,2020-03-04,35.4,CATANDUVA,3511102.0
7,DRS 15 São José do Rio Preto,"quarta-feira, 04/03",32%,CATANDUVA,3511102.0
8,DRS 15 São José do Rio Preto,2020-03-05,34.75,CATANDUVA,3511102.0
9,DRS 15 São José do Rio Preto,"quinta-feira, 05/03",31%,CATANDUVA,3511102.0
10,DRS 15 São José do Rio Preto,2020-03-06,35.0,CATANDUVA,3511102.0
11,DRS 15 São José do Rio Preto,2020-03-07,32%,CATANDUVA,3511102.0
12,DRS 15 São José do Rio Preto,"sábado, 07/03",36.25,CATANDUVA,3511102.0
13,DRS 15 São José do Rio Preto,2020-03-08,33%,CATANDUVA,3511102.0
14,DRS 15 São José do Rio Preto,"domingo, 08/03",36.0,CATANDUVA,3511102.0
15,DRS 15 São José do Rio Preto,2020-03-09,36.25,CATANDUVA,3511102.0
16,DRS 15 São José do Rio Preto,"segunda-feira, 09/03",31%,CATANDUVA,3511102.0
17,DRS 15 São José do Rio Preto,2020-03-10,35.2,CATANDUVA,3511102.0
18,DRS 15 São José do Rio Preto,"terça-feira, 10/03",32%,CATANDUVA,3511102.0
19,DRS 15 São José do Rio Preto,2020-03-11,35.0,CATANDUVA,3511102.0
20,DRS 15 São José do Rio Preto,"quarta-feira, 11/03",30%,CATANDUVA,3511102.0
21,DRS 15 São José do Rio Preto,2020-03-12,34.6,CATANDUVA,3511102.0
22,DRS 15 São José do Rio Preto,"quinta-feira, 12/03",29%,CATANDUVA,3511102.0
