,DRS,data,media_isolamento,cidade,cod_ibge
0,DRS 04 Baixada Santista,2020-03-01,36%,CUBATÃO,3513504.0
1,DRS 04 Baixada Santista,"domingo, 01/03",39.22222222222222,CUBATÃO,3513504.0
2,DRS 04 Baixada Santista,2020-03-02,30%,CUBATÃO,3513504.0
3,DRS 04 Baixada Santista,"segunda-feira, 02/03",36.55555555555556,CUBATÃO,3513504.0
4,DRS 04 Baixada Santista,2020-03-03,38.0,CUBATÃO,3513504.0
5,DRS 04 Baixada Santista,"terça-feira, 03/03",32%,CUBATÃO,3513504.0
6,DRS 04 Baixada Santista,2020-03-04,37.0,CUBATÃO,3513504.0
7,DRS 04 Baixada Santista,2020-03-05,36.625,CUBATÃO,3513504.0
8,DRS 04 Baixada Santista,2020-03-06,34.375,CUBATÃO,3513504.0
9,DRS 04 Baixada Santista,2020-03-07,36.888888888888886,CUBATÃO,3513504.0
10,DRS 04 Baixada Santista,"sábado, 07/03",30%,CUBATÃO,3513504.0
11,DRS 04 Baixada Santista,2020-03-08,37.666666666666664,CUBATÃO,3513504.0
12,DRS 04 Baixada Santista,"domingo, 08/03",33%,CUBATÃO,3513504.0
13,DRS 04 Baixada Santista,2020-03-09,35.375,CUBATÃO,3513504.0
14,DRS 04 Baixada Santista,2020-03-10,36.125,CUBATÃO,3513504.0
15,DRS 04 Baixada Santista,2020-03-11,34.0,CUBATÃO,3513504.0
16,DRS 04 Baixada Santista,2020-03-12,35.44444444444444,CUBATÃO,3513504.0
17,DRS 04 Baixada Santista,"quinta-feira, 12/03",29%,CUBATÃO,3513504.0
18,DRS 04 Baixada Santista,2020-03-13,36.77777777777778,CUBATÃO,3513504.0
19,DRS 04 Baixada Santista,"sexta-feira, 13/03",33%,CUBATÃO,3513504.0
20,DRS 04 Baixada Santista,2020-03-17,37%,CUBATÃO,3513504.0
21,DRS 04 Baixada Santista,"terça-feira, 17/03",43.22222222222222,CUBATÃO,3513504.0
22,DRS 04 Baixada Santista,2020-03-18,39%,CUBATÃO,3513504.0
23,DRS 04 Baixada Santista,"quarta-feira, 18/03",44.111111111111114,CUBATÃO,3513504.0
