,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,3924,1540,0,5464,5635,96.96539485359361,11.175984734128905,4.386089829398195
1,ADOLFO,3500204,3554,308,138,0,446,483,92.33954451345755,8.666291502532358,3.8829487900956665
2,AGUAÍ,3500303,36648,1763,617,0,2380,2848,83.56741573033707,4.810630866623008,1.6835843702248419
3,ÁGUAS DA PRATA,3500402,8221,746,260,0,1006,1174,85.68994889267462,9.074321858654665,3.1626322831772287
4,ÁGUAS DE LINDÓIA,3500501,18808,1200,401,0,1601,2099,76.27441638875655,6.380263717566994,2.1320714589536367
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,440,175,0,615,663,92.76018099547511,7.202488132263873,2.8646259616958587
6,ÁGUAS DE SÃO PEDRO,3500600,3521,547,189,0,736,786,93.63867684478372,15.535359272933826,5.36779324055666
7,AGUDOS,3500709,37401,3203,1182,0,4385,6040,72.59933774834437,8.563942140584476,3.160343306328708
8,ALAMBARI,3500758,6129,316,86,0,402,484,83.05785123966942,5.155816609561103,1.4031652798172622
9,ALFREDO MARCONDES,3500808,4184,511,205,0,716,746,95.97855227882037,12.213193116634798,4.89961759082218
10,ALTAIR,3500907,4186,298,124,0,422,422,100.0,7.118967988533206,2.9622551361681797
11,ALTINÓPOLIS,3501004,16203,1043,388,0,1431,2088,68.53448275862068,6.437079553169165,2.3946182805653273
12,ALTO ALEGRE,3501103,4088,378,81,0,459,660,69.54545454545455,9.246575342465754,1.981409001956947
13,ALUMÍNIO,3501152,18767,697,257,0,954,1154,82.66897746967071,3.7139660041562315,1.3694250546171471
14,ÁLVARES FLORENCE,3501202,3647,391,111,0,502,554,90.61371841155234,10.721140663559089,3.0435974773786674
15,ÁLVARES MACHADO,3501301,24998,1659,533,0,2192,2511,87.29589804858622,6.636530922473797,2.132170573645892
16,ÁLVARO DE CARVALHO,3501400,5274,226,68,0,294,390,75.38461538461539,4.28517254455821,1.2893439514599925
17,ALVINLÂNDIA,3501509,3237,227,86,0,313,312,100.32051282051282,7.012666048810627,2.6567809700339824
18,AMERICANA,3501608,242018,14044,5496,0,19540,25760,75.85403726708074,5.802874166384318,2.2709054698410864
19,AMÉRICO BRASILIENSE,3501707,41032,2316,860,0,3176,4025,78.90683229813664,5.644375121856112,2.0959251316046013
20,AMÉRICO DE CAMPOS,3501806,5981,532,188,0,720,764,94.24083769633508,8.894833639859554,3.1432870757398432
21,AMPARO,3501905,72677,5476,2185,0,7661,8796,87.09640745793543,7.534708367158799,3.006453210781953
22,ANALÂNDIA,3502002,5056,333,96,0,429,448,95.75892857142857,6.58623417721519,1.89873417721519
23,ANDRADINA,3502101,57202,4775,1707,0,6482,8005,80.97439100562148,8.34761022341876,2.9841613929582884
24,ANGATUBA,3502200,25479,1159,324,0,1483,2107,70.3844328429046,4.548844146159582,1.2716354645001766
25,ANHEMBI,3502309,6819,319,93,0,412,550,74.90909090909092,4.678105294031383,1.3638363396392434
26,ANHUMAS,3502408,4144,345,129,0,474,456,103.94736842105263,8.325289575289576,3.112934362934363
27,APARECIDA,3502507,36185,2063,765,0,2828,3578,79.03856903297932,5.701257427110681,2.1141356915849108
28,APARECIDA D'OESTE,3502606,4158,479,194,0,673,706,95.3257790368272,11.519961519961521,4.6657046657046655
29,APIAÍ,3502705,24226,1344,474,0,1818,1894,95.98732840549103,5.547758606455874,1.9565755799554199
30,ARAÇARIGUAMA,3502754,22860,757,276,0,1033,1174,87.98977853492333,3.3114610673665794,1.2073490813648293
31,ARAÇATUBA,3502804,198129,17589,7325,0,24914,27989,89.01354103397765,8.877549475341823,3.697086241791964
32,ARAÇOIABA DA SERRA,3502903,34776,1935,550,0,2485,2695,92.20779220779221,5.564182194616977,1.5815504945939727
33,ARAMINA,3503000,5655,330,116,0,446,536,83.2089552238806,5.835543766578249,2.051282051282051
34,ARANDU,3503109,6365,409,118,0,527,567,92.9453262786596,6.4257659073055775,1.8538884524744699
35,ARAPEÍ,3503158,2460,196,71,0,267,314,85.03184713375796,7.967479674796748,2.886178861788618
36,ARARAQUARA,3503208,238339,22000,10031,0,32031,32676,98.02607418288652,9.230549763152485,4.208711121553754
37,ARARAS,3503307,135506,10095,3959,0,14054,14516,96.81730504271148,7.449854618983662,2.9216418461175153
38,ARCO-ÍRIS,3503356,1773,319,206,0,525,609,86.20689655172413,17.99210377890581,11.61872532430908
39,AREALVA,3503406,8613,664,226,0,890,1063,83.72530573847601,7.709276674793916,2.6239405549750376
40,AREIAS,3503505,3896,166,51,0,217,500,43.4,4.260780287474333,1.3090349075975358
41,AREIÓPOLIS,3503604,11158,459,209,0,668,810,82.46913580246914,4.1136404373543645,1.873095536834558
42,ARIRANHA,3503703,9761,689,312,0,1001,1027,97.46835443037975,7.058703001741624,3.1963938121094153
43,ARTUR NOGUEIRA,3503802,55340,2765,1001,0,3766,4142,90.92225977788509,4.996385977593061,1.808818214672931
44,ARUJÁ,3503901,91157,3601,1329,0,4930,5116,96.36434714620798,3.950327457024694,1.457924240595895
45,ASPÁSIA,3503950,1818,169,70,0,239,258,92.63565891472868,9.295929592959295,3.850385038503851
46,ASSIS,3504008,105087,9067,3825,0,12892,14647,88.01802416877176,8.628089107120767,3.639841274372663
47,ATIBAIA,3504107,144088,11556,4850,0,16406,17700,92.68926553672317,8.020098828493698,3.3659985564377326
48,AURIFLAMA,3504206,15253,1064,379,0,1443,1937,74.49664429530202,6.975676916016521,2.4847570969645316
49,AVAÍ,3504305,5436,676,483,0,1159,1356,85.47197640117994,12.43561442236939,8.885209713024283
50,AVANHANDAVA,3504404,13859,673,228,0,901,834,108.03357314148681,4.856050220073598,1.6451403420160184
51,AVARÉ,3504503,91232,6817,2885,0,9702,10993,88.25616301282633,7.472158891616977,3.1622676253945983
52,BADY BASSITT,3504602,17761,1204,602,0,1806,1972,91.58215010141988,6.7788975845954615,3.3894487922977308
53,BALBINOS,3504701,5934,187,65,0,252,280,90.0,3.151331311088642,1.0953825412874958
54,BÁLSAMO,3504800,9139,766,309,0,1075,1143,94.05074365704287,8.38166101323996,3.3811139074296968
55,BANANAL,3504909,10993,887,317,0,1204,1438,83.72739916550765,8.06877103611389,2.883653233876103
56,BARÃO DE ANTONINA,3505005,3498,290,134,0,424,514,82.49027237354085,8.290451686678102,3.8307604345340196
57,BARBOSA,3505104,7468,416,201,0,617,710,86.90140845070422,5.570433851098018,2.6914836636314945
58,BARIRI,3505203,35558,2746,1016,0,3762,4330,86.88221709006928,7.722594071657573,2.857303560380224
59,BARRA BONITA,3505302,36126,3035,1230,0,4265,4386,97.24122207022344,8.401151525217294,3.404750041521342
60,BARRA DO CHAPÉU,3505351,5760,241,57,0,298,436,68.34862385321101,4.184027777777778,0.9895833333333333
61,BARRA DO TURVO,3505401,7632,814,489,0,1303,2218,58.746618575293056,10.665618448637316,6.4072327044025155
62,BARRETOS,3505500,122833,12211,5621,0,17832,22384,79.66404574696212,9.941139596036894,4.576131821253247
63,BARRINHA,3505609,33180,1349,475,0,1824,2188,83.36380255941499,4.065702230259192,1.431585292344786
64,BARUERI,3505708,276982,16364,6386,0,22750,24412,93.19187284941832,5.907965138528858,2.3055649825620437
65,BASTOS,3505807,20953,1457,531,0,1988,2078,95.66891241578442,6.953658187371737,2.534243306447764
66,BATATAIS,3505906,62980,3326,1311,0,4637,6897,67.23212991155575,5.281041600508098,2.0816132105430296
67,BAURU,3506003,379297,36810,16378,0,53188,59578,89.27456443653698,9.704795977822128,4.317988278314883
68,BEBEDOURO,3506102,77555,5489,1350,0,6839,9735,70.25166923472008,7.077557862162337,1.7407001482818645
69,BENTO DE ABREU,3506201,3005,185,57,0,242,254,95.2755905511811,6.156405990016639,1.896838602329451
