,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,4740,0,0,4740,6635,71.43933685003768,13.500042721654182,0.0
1,ADOLFO,3500204,3554,377,0,0,377,583,64.6655231560892,10.607765897580192,0.0
2,AGUAÍ,3500303,36648,2335,0,0,2335,3518,66.37293916998294,6.37142545295787,0.0
3,ÁGUAS DA PRATA,3500402,8221,956,0,0,956,1424,67.13483146067416,11.628755625836273,0.0
4,ÁGUAS DE LINDÓIA,3500501,18808,1434,0,0,1434,2569,55.81938497469833,7.624415142492556,0.0
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,607,0,0,607,813,74.66174661746618,9.936159764282207,0.0
6,ÁGUAS DE SÃO PEDRO,3500600,3521,615,0,0,615,926,66.41468682505399,17.46662879863675,0.0
7,AGUDOS,3500709,37401,3841,0,0,3841,6730,57.07280832095096,10.269778882917569,0.0
8,ALAMBARI,3500758,6129,381,0,0,381,584,65.23972602739725,6.216348507097406,0.0
9,ALFREDO MARCONDES,3500808,4184,625,0,0,625,886,70.54176072234763,14.937858508604208,0.0
10,ALTAIR,3500907,4186,358,0,0,358,492,72.76422764227642,8.552317247969423,0.0
11,ALTINÓPOLIS,3501004,16203,1248,0,0,1248,2498,49.9599679743795,7.702277356045177,0.0
12,ALTO ALEGRE,3501103,4088,520,0,0,520,800,65.0,12.720156555772993,0.0
13,ALUMÍNIO,3501152,18767,836,0,0,836,1424,58.70786516853933,4.454627804124261,0.0
14,ÁLVARES FLORENCE,3501202,3647,422,0,0,422,684,61.69590643274854,11.571154373457636,0.0
15,ÁLVARES MACHADO,3501301,24998,2143,0,0,2143,3121,68.66388977891701,8.572685814865189,0.0
16,ÁLVARO DE CARVALHO,3501400,5274,288,0,0,288,470,61.27659574468085,5.460750853242321,0.0
17,ALVINLÂNDIA,3501509,3237,276,0,0,276,382,72.25130890052355,8.526413345690456,0.0
18,AMERICANA,3501608,242018,16340,0,0,16340,30830,53.000324359390206,6.751563933261162,0.0
19,AMÉRICO BRASILIENSE,3501707,41032,2886,0,0,2886,4555,63.358946212952794,7.033534802105673,0.0
20,AMÉRICO DE CAMPOS,3501806,5981,590,0,0,590,934,63.16916488222698,9.864571141949508,0.0
21,AMPARO,3501905,72677,6332,0,0,6332,10496,60.327743902439025,8.712522531199692,0.0
22,ANALÂNDIA,3502002,5056,438,0,0,438,568,77.11267605633803,8.662974683544304,0.0
23,ANDRADINA,3502101,57202,5225,0,0,5225,9415,55.496548061603825,9.134296003636235,0.0
24,ANGATUBA,3502200,25479,1420,0,0,1420,2597,54.67847516365036,5.573217159229169,0.0
25,ANHEMBI,3502309,6819,424,0,0,424,660,64.24242424242425,6.217920516204723,0.0
26,ANHUMAS,3502408,4144,438,0,0,438,546,80.21978021978022,10.569498069498069,0.0
27,APARECIDA,3502507,36185,2482,0,0,2482,4318,57.48031496062992,6.859195799364377,0.0
28,APARECIDA D'OESTE,3502606,4158,583,0,0,583,836,69.73684210526315,14.02116402116402,0.0
29,APIAÍ,3502705,24226,1719,0,0,1719,2394,71.80451127819549,7.095682324775035,0.0
30,ARAÇARIGUAMA,3502754,22860,1037,0,0,1037,1434,72.31520223152023,4.536307961504812,0.0
31,ARAÇATUBA,3502804,198129,20067,0,0,20067,32559,61.63272827789551,10.128249776660661,0.0
32,ARAÇOIABA DA SERRA,3502903,34776,2196,0,0,2196,3375,65.06666666666666,6.3146997929606625,0.0
33,ARAMINA,3503000,5655,421,0,0,421,666,63.213213213213216,7.4447391688771,0.0
34,ARANDU,3503109,6365,484,0,0,484,697,69.44045911047347,7.60408483896308,0.0
35,ARAPEÍ,3503158,2460,235,0,0,235,364,64.56043956043956,9.552845528455284,0.0
36,ARARAQUARA,3503208,238339,26275,0,0,26275,38136,68.89815397524649,11.024213410310523,0.0
37,ARARAS,3503307,135506,11640,0,0,11640,17296,67.29879740980573,8.590025533924697,0.0
38,ARCO-ÍRIS,3503356,1773,323,0,0,323,659,49.013657056145675,18.217710095882687,0.0
39,AREALVA,3503406,8613,822,0,0,822,1323,62.131519274376416,9.543712991988853,0.0
40,AREIAS,3503505,3896,266,0,0,266,570,46.666666666666664,6.827515400410677,0.0
41,AREIÓPOLIS,3503604,11158,461,0,0,461,950,48.526315789473685,4.131564796558523,0.0
42,ARIRANHA,3503703,9761,862,0,0,862,1217,70.82990961380445,8.831062391148448,0.0
43,ARTUR NOGUEIRA,3503802,55340,3440,0,0,3440,5062,67.95732911892533,6.216118539934948,0.0
44,ARUJÁ,3503901,91157,4161,0,0,4161,7196,57.823790994997225,4.564652193468412,0.0
45,ASPÁSIA,3503950,1818,206,0,0,206,308,66.88311688311688,11.331133113311331,0.0
46,ASSIS,3504008,105087,11004,0,0,11004,16997,64.74083661822675,10.471323760312885,0.0
47,ATIBAIA,3504107,144088,13735,0,0,13735,20780,66.09720885466795,9.532369107767476,0.0
48,AURIFLAMA,3504206,15253,1417,0,0,1417,2327,60.893854748603346,9.28997574247689,0.0
49,AVAÍ,3504305,5436,704,0,0,704,1456,48.35164835164835,12.950699043414277,0.0
50,AVANHANDAVA,3504404,13859,805,0,0,805,1014,79.38856015779092,5.808499891767083,0.0
