,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,5680,2132,0,7812,8165,95.67666870789957,16.17726638375438,6.072171114465553
1,ADOLFO,3500204,3554,563,189,0,752,743,101.2113055181696,15.841305571187394,5.317951603826674
2,AGUAÍ,3500303,36648,3022,942,0,3964,4538,87.3512560599383,8.246016153678235,2.570399476096922
3,ÁGUAS DA PRATA,3500402,8221,1180,277,0,1457,1794,81.21516164994425,14.353484977496656,3.3694197786157405
4,ÁGUAS DE LINDÓIA,3500501,18808,2326,451,0,2777,3259,85.21018717397975,12.367077839217353,2.397915780518928
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,797,179,0,976,1043,93.57622243528284,13.046325094123423,2.9301031265346213
6,ÁGUAS DE SÃO PEDRO,3500600,3521,842,233,0,1075,1126,95.47069271758437,23.913660891792105,6.6174382277762
7,AGUDOS,3500709,37401,4692,1594,0,6286,7790,80.69319640564827,12.54511911446218,4.261918130531269
8,ALAMBARI,3500758,6129,511,120,0,631,744,84.81182795698925,8.33741230217001,1.957905041605482
9,ALFREDO MARCONDES,3500808,4184,762,263,0,1025,1096,93.52189781021897,18.21223709369025,6.28585086042065
10,ALTAIR,3500907,4186,435,175,0,610,612,99.67320261437908,10.391782130912567,4.1806020066889635
11,ALTINÓPOLIS,3501004,16203,1856,555,0,2411,3118,77.325208466966,11.454668888477443,3.425291612664321
12,ALTO ALEGRE,3501103,4088,680,214,0,894,1000,89.4,16.634050880626223,5.234833659491193
13,ALUMÍNIO,3501152,18767,1292,331,0,1623,1854,87.54045307443366,6.88442478819204,1.7637342143123569
14,ÁLVARES FLORENCE,3501202,3647,674,159,0,833,894,93.17673378076063,18.480943241020018,4.35974773786674
15,ÁLVARES MACHADO,3501301,24998,2857,819,0,3676,4031,91.19325229471596,11.428914313145052,3.2762621009680775
16,ÁLVARO DE CARVALHO,3501400,5274,383,101,0,484,590,82.03389830508473,7.262040197193781,1.9150549867273416
17,ALVINLÂNDIA,3501509,3237,387,102,0,489,482,101.45228215767634,11.955514365152919,3.151065801668211
18,AMERICANA,3501608,242018,21813,7578,0,29391,38580,76.18195956454122,9.012965977737194,3.1311720615821965
19,AMÉRICO BRASILIENSE,3501707,41032,3605,1536,0,5141,5375,95.64651162790697,8.785825697016962,3.7434197699356604
20,AMÉRICO DE CAMPOS,3501806,5981,821,190,0,1011,1184,85.38851351351352,13.726801538204313,3.1767262999498413
21,AMPARO,3501905,72677,8883,2609,0,11492,13056,88.02083333333334,12.2225738541767,3.5898564882975355
