,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,6057,2201,0,8258,8945,92.31973169368362,17.251003958873287,6.268690723704822
1,ADOLFO,3500204,3554,571,194,0,765,823,92.95261239368166,16.06640405177265,5.458638154192459
2,AGUAÍ,3500303,36648,3472,1124,0,4596,5018,91.59027500996413,9.473913992578039,3.067015935385287
3,ÁGUAS DA PRATA,3500402,8221,1293,298,0,1591,1984,80.19153225806451,15.728013623646758,3.624863155333901
4,ÁGUAS DE LINDÓIA,3500501,18808,2347,619,0,2966,3619,81.95634153080962,12.478732454274777,3.2911527009783073
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,812,179,0,991,1143,86.70166229221348,13.291864462268785,2.9301031265346213
6,ÁGUAS DE SÃO PEDRO,3500600,3521,849,275,0,1124,1236,90.93851132686083,24.11246804884976,7.810281170122124
7,AGUDOS,3500709,37401,4960,1788,0,6748,8380,80.52505966587113,13.261677495254137,4.780620839015
8,ALAMBARI,3500758,6129,602,136,0,738,834,88.48920863309353,9.822156958720836,2.2189590471528797
9,ALFREDO MARCONDES,3500808,4184,762,263,0,1025,1226,83.605220228385,18.21223709369025,6.28585086042065
10,ALTAIR,3500907,4186,435,175,0,610,612,99.67320261437908,10.391782130912567,4.1806020066889635
11,ALTINÓPOLIS,3501004,16203,2002,595,0,2597,3438,75.53810354857475,12.355736591989137,3.6721594766401284
12,ALTO ALEGRE,3501103,4088,692,217,0,909,1110,81.89189189189189,16.927592954990214,5.308219178082192
13,ALUMÍNIO,3501152,18767,1344,335,0,1679,2114,79.4228949858089,7.161506900410294,1.7850482229445304
14,ÁLVARES FLORENCE,3501202,3647,688,208,0,896,994,90.14084507042254,18.864820400329037,5.703317795448314
15,ÁLVARES MACHADO,3501301,24998,2916,879,0,3795,4501,84.31459675627639,11.664933194655571,3.5162813025042006
16,ÁLVARO DE CARVALHO,3501400,5274,400,139,0,539,670,80.44776119402985,7.584376185058779,2.6355707243079256
17,ALVINLÂNDIA,3501509,3237,394,110,0,504,542,92.98892988929889,12.171763978992894,3.398208217485326
18,AMERICANA,3501608,242018,23157,8050,0,31207,42670,73.13569252402155,9.568296572982176,3.3261988777694222
19,AMÉRICO BRASILIENSE,3501707,41032,3740,1621,0,5361,5865,91.40664961636828,9.114837200233964,3.950575160850068
20,AMÉRICO DE CAMPOS,3501806,5981,854,214,0,1068,1334,80.0599700149925,14.278548737669286,3.5779969904698214
21,AMPARO,3501905,72677,9127,2850,0,11977,14436,82.96619562205598,12.558305928973404,3.921460709715591
22,ANALÂNDIA,3502002,5056,566,171,0,737,838,87.94749403341288,11.194620253164556,3.382120253164557
