,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,7855,4393,0,12248,11379,107.63687494507425,22.371906240209622,12.511748454900173
1,ADOLFO,3500204,3554,788,517,0,1305,1104,118.20652173913044,22.17220033764772,14.546989307822173
2,AGUAÍ,3500303,36648,4604,2822,0,7426,6773,109.64122250110732,12.562759222877101,7.700283780833879
3,ÁGUAS DA PRATA,3500402,8221,1755,924,0,2679,2531,105.84749111023311,21.347767911446297,11.239508575599077
4,ÁGUAS DE LINDÓIA,3500501,18808,3480,1737,0,5217,4823,108.16918930126478,18.50276478094428,9.235431731178222
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,966,619,0,1585,1521,104.20775805391189,15.812735308561141,10.132591258798493
6,ÁGUAS DE SÃO PEDRO,3500600,3521,1125,624,0,1749,1542,113.42412451361868,31.951150241408694,17.72223800056802
7,AGUDOS,3500709,37401,6531,3533,0,10064,10258,98.10879313706376,17.46209994385177,9.446271490067112
8,ALAMBARI,3500758,6129,861,391,0,1252,1142,109.6322241681261,14.047968673519334,6.379507260564529
9,ALFREDO MARCONDES,3500808,4184,1103,620,0,1723,1545,111.5210355987055,26.3623326959847,14.818355640535371
10,ALTAIR,3500907,4186,520,378,0,898,883,101.69875424688561,12.422360248447205,9.03010033444816
11,ALTINÓPOLIS,3501004,16203,3009,1870,0,4879,4460,109.39461883408073,18.570635067580078,11.541072640868975
12,ALTO ALEGRE,3501103,4088,945,552,0,1497,1421,105.34834623504574,23.116438356164384,13.50293542074364
13,ALUMÍNIO,3501152,18767,1919,960,0,2879,2907,99.03680770553835,10.225395641285234,5.115362071721639
14,ÁLVARES FLORENCE,3501202,3647,864,472,0,1336,1291,103.4856700232378,23.690704688785303,12.942144228132712
15,ÁLVARES MACHADO,3501301,24998,3976,2119,0,6095,5986,101.82091546942867,15.905272421793743,8.47667813425074
16,ÁLVARO DE CARVALHO,3501400,5274,552,312,0,864,891,96.96969696969697,10.466439135381114,5.915813424345847
17,ALVINLÂNDIA,3501509,3237,555,264,0,819,699,117.16738197424891,17.145505097312327,8.155699721964782
18,AMERICANA,3501608,242018,36151,19843,0,55994,55941,100.09474267531864,14.937318711831352,8.198976935599832
19,AMÉRICO BRASILIENSE,3501707,41032,4884,2900,0,7784,7368,105.64603691639522,11.902905049717294,7.067654513550399
20,AMÉRICO DE CAMPOS,3501806,5981,1107,553,0,1660,1731,95.89832466782207,18.508610600234075,9.245945494064538
21,AMPARO,3501905,72677,12183,7013,0,19196,18730,102.48798718633209,16.76321257068949,9.649545248152785
22,ANALÂNDIA,3502002,5056,743,485,0,1228,1131,108.5764809902741,14.695411392405063,9.592563291139241
23,ANDRADINA,3502101,57202,11082,5714,0,16796,16367,102.62112787926927,19.37344848082235,9.989161218139225
24,ANGATUBA,3502200,25479,3624,1497,0,5121,5074,100.9262908947576,14.223478158483458,5.875426822088779
25,ANHEMBI,3502309,6819,941,368,0,1309,1277,102.50587314017227,13.799677372048688,5.396685731045608
26,ANHUMAS,3502408,4144,725,373,0,1098,986,111.35902636916836,17.495173745173744,9.000965250965251
27,APARECIDA,3502507,36185,5484,2883,0,8367,8048,103.96371769383698,15.15545115379301,7.967389802404311
28,APARECIDA D'OESTE,3502606,4158,1069,685,0,1754,1464,119.80874316939891,25.70947570947571,16.474266474266475
29,APIAÍ,3502705,24226,3517,1908,0,5425,4979,108.95762201245229,14.51746057954264,7.875835878807893
30,ARAÇARIGUAMA,3502754,22860,1987,1127,0,3114,2896,107.52762430939227,8.692038495188102,4.930008748906387
31,ARAÇATUBA,3502804,198129,35711,21124,0,56835,54793,103.72675341740734,18.02411560145158,10.661740583155419
