,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
16565,16565,DRS 10 Piracicaba,"domingo, 01/03",37.42857142857143,CONCHAL,3512209
8592,8592,DRS 10 Piracicaba,"domingo, 01/11",45.42857142857143,CONCHAL,3512209
2586,2586,DRS 10 Piracicaba,"domingo, 02/05",47.285714285714285,CONCHAL,3512209
11595,11595,DRS 10 Piracicaba,"domingo, 02/08",50.857142857142854,CONCHAL,3512209
6513,6513,DRS 10 Piracicaba,"domingo, 03/01",48.0,CONCHAL,3512209
14598,14598,DRS 10 Piracicaba,"domingo, 03/05",57.285714285714285,CONCHAL,3512209
3510,3510,DRS 10 Piracicaba,"domingo, 04/04",51.0,CONCHAL,3512209
507,507,DRS 10 Piracicaba,"domingo, 04/07",46.42857142857143,CONCHAL,3512209
9516,9516,DRS 10 Piracicaba,"domingo, 04/10",44.42857142857143,CONCHAL,3512209
15522,15522,DRS 10 Piracicaba,"domingo, 05/04",57.142857142857146,CONCHAL,3512209
12519,12519,DRS 10 Piracicaba,"domingo, 05/07",49.57142857142857,CONCHAL,3512209
1431,1431,DRS 10 Piracicaba,"domingo, 06/06",47.142857142857146,CONCHAL,3512209
10440,10440,DRS 10 Piracicaba,"domingo, 06/09",43.0,CONCHAL,3512209
7437,7437,DRS 10 Piracicaba,"domingo, 06/12",43.142857142857146,CONCHAL,3512209
5358,5358,DRS 10 Piracicaba,"domingo, 07/02",45.42857142857143,CONCHAL,3512209
4434,4434,DRS 10 Piracicaba,"domingo, 07/03",50.57142857142857,CONCHAL,3512209
13443,13443,DRS 10 Piracicaba,"domingo, 07/06",49.57142857142857,CONCHAL,3512209
16343,16343,DRS 10 Piracicaba,"domingo, 08/03",36.714285714285715,CONCHAL,3512209
8361,8361,DRS 10 Piracicaba,"domingo, 08/11",44.857142857142854,CONCHAL,3512209
2355,2355,DRS 10 Piracicaba,"domingo, 09/05",45.42857142857143,CONCHAL,3512209
11364,11364,DRS 10 Piracicaba,"domingo, 09/08",46.42857142857143,CONCHAL,3512209
6282,6282,DRS 10 Piracicaba,"domingo, 10/01",43.857142857142854,CONCHAL,3512209
