,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
16569,16569,DRS 10 Piracicaba,"domingo, 01/03",37.42857142857143,ENGENHEIRO COELHO,3515152
8596,8596,DRS 10 Piracicaba,"domingo, 01/11",45.42857142857143,ENGENHEIRO COELHO,3515152
2590,2590,DRS 10 Piracicaba,"domingo, 02/05",47.285714285714285,ENGENHEIRO COELHO,3515152
11599,11599,DRS 10 Piracicaba,"domingo, 02/08",50.857142857142854,ENGENHEIRO COELHO,3515152
6517,6517,DRS 10 Piracicaba,"domingo, 03/01",48.0,ENGENHEIRO COELHO,3515152
14602,14602,DRS 10 Piracicaba,"domingo, 03/05",57.285714285714285,ENGENHEIRO COELHO,3515152
3514,3514,DRS 10 Piracicaba,"domingo, 04/04",51.0,ENGENHEIRO COELHO,3515152
511,511,DRS 10 Piracicaba,"domingo, 04/07",46.42857142857143,ENGENHEIRO COELHO,3515152
9520,9520,DRS 10 Piracicaba,"domingo, 04/10",44.42857142857143,ENGENHEIRO COELHO,3515152
15526,15526,DRS 10 Piracicaba,"domingo, 05/04",57.142857142857146,ENGENHEIRO COELHO,3515152
12523,12523,DRS 10 Piracicaba,"domingo, 05/07",49.57142857142857,ENGENHEIRO COELHO,3515152
1435,1435,DRS 10 Piracicaba,"domingo, 06/06",47.142857142857146,ENGENHEIRO COELHO,3515152
10444,10444,DRS 10 Piracicaba,"domingo, 06/09",43.0,ENGENHEIRO COELHO,3515152
7441,7441,DRS 10 Piracicaba,"domingo, 06/12",43.142857142857146,ENGENHEIRO COELHO,3515152
5362,5362,DRS 10 Piracicaba,"domingo, 07/02",45.42857142857143,ENGENHEIRO COELHO,3515152
4438,4438,DRS 10 Piracicaba,"domingo, 07/03",50.57142857142857,ENGENHEIRO COELHO,3515152
13447,13447,DRS 10 Piracicaba,"domingo, 07/06",49.57142857142857,ENGENHEIRO COELHO,3515152
16347,16347,DRS 10 Piracicaba,"domingo, 08/03",36.714285714285715,ENGENHEIRO COELHO,3515152
8365,8365,DRS 10 Piracicaba,"domingo, 08/11",44.857142857142854,ENGENHEIRO COELHO,3515152
2359,2359,DRS 10 Piracicaba,"domingo, 09/05",45.42857142857143,ENGENHEIRO COELHO,3515152
11368,11368,DRS 10 Piracicaba,"domingo, 09/08",46.42857142857143,ENGENHEIRO COELHO,3515152
6286,6286,DRS 10 Piracicaba,"domingo, 10/01",43.857142857142854,ENGENHEIRO COELHO,3515152
14371,14371,DRS 10 Piracicaba,"domingo, 10/05",52.714285714285715,ENGENHEIRO COELHO,3515152
3283,3283,DRS 10 Piracicaba,"domingo, 11/04",45.142857142857146,ENGENHEIRO COELHO,3515152
280,280,DRS 10 Piracicaba,"domingo, 11/07",45.285714285714285,ENGENHEIRO COELHO,3515152
9289,9289,DRS 10 Piracicaba,"domingo, 11/10",43.142857142857146,ENGENHEIRO COELHO,3515152
15295,15295,DRS 10 Piracicaba,"domingo, 12/04",57.285714285714285,ENGENHEIRO COELHO,3515152
12292,12292,DRS 10 Piracicaba,"domingo, 12/07",49.57142857142857,ENGENHEIRO COELHO,3515152
1204,1204,DRS 10 Piracicaba,"domingo, 13/06",46.857142857142854,ENGENHEIRO COELHO,3515152
10213,10213,DRS 10 Piracicaba,"domingo, 13/09",45.285714285714285,ENGENHEIRO COELHO,3515152
7210,7210,DRS 10 Piracicaba,"domingo, 13/12",41.57142857142857,ENGENHEIRO COELHO,3515152
5131,5131,DRS 10 Piracicaba,"domingo, 14/02",46.142857142857146,ENGENHEIRO COELHO,3515152
4207,4207,DRS 10 Piracicaba,"domingo, 14/03",49.285714285714285,ENGENHEIRO COELHO,3515152
13216,13216,DRS 10 Piracicaba,"domingo, 14/06",49.57142857142857,ENGENHEIRO COELHO,3515152
8134,8134,DRS 10 Piracicaba,"domingo, 15/11",43.857142857142854,ENGENHEIRO COELHO,3515152
2128,2128,DRS 10 Piracicaba,"domingo, 16/05",47.142857142857146,ENGENHEIRO COELHO,3515152
11137,11137,DRS 10 Piracicaba,"domingo, 16/08",49.42857142857143,ENGENHEIRO COELHO,3515152
6055,6055,DRS 10 Piracicaba,"domingo, 17/01",45.714285714285715,ENGENHEIRO COELHO,3515152
14140,14140,DRS 10 Piracicaba,"domingo, 17/05",51.0,ENGENHEIRO COELHO,3515152
3052,3052,DRS 10 Piracicaba,"domingo, 18/04",48.142857142857146,ENGENHEIRO COELHO,3515152
49,49,DRS 10 Piracicaba,"domingo, 18/07",46.285714285714285,ENGENHEIRO COELHO,3515152
9058,9058,DRS 10 Piracicaba,"domingo, 18/10",44.0,ENGENHEIRO COELHO,3515152
15064,15064,DRS 10 Piracicaba,"domingo, 19/04",58.857142857142854,ENGENHEIRO COELHO,3515152
12061,12061,DRS 10 Piracicaba,"domingo, 19/07",49.0,ENGENHEIRO COELHO,3515152
973,973,DRS 10 Piracicaba,"domingo, 20/06",46.714285714285715,ENGENHEIRO COELHO,3515152
9982,9982,DRS 10 Piracicaba,"domingo, 20/09",45.42857142857143,ENGENHEIRO COELHO,3515152
6979,6979,DRS 10 Piracicaba,"domingo, 20/12",43.42857142857143,ENGENHEIRO COELHO,3515152
4900,4900,DRS 10 Piracicaba,"domingo, 21/02",46.142857142857146,ENGENHEIRO COELHO,3515152
3976,3976,DRS 10 Piracicaba,"domingo, 21/03",50.142857142857146,ENGENHEIRO COELHO,3515152
12985,12985,DRS 10 Piracicaba,"domingo, 21/06",48.42857142857143,ENGENHEIRO COELHO,3515152
15988,15988,DRS 10 Piracicaba,"domingo, 22/03",54.142857142857146,ENGENHEIRO COELHO,3515152
7903,7903,DRS 10 Piracicaba,"domingo, 22/11",44.0,ENGENHEIRO COELHO,3515152
1897,1897,DRS 10 Piracicaba,"domingo, 23/05",48.57142857142857,ENGENHEIRO COELHO,3515152
10906,10906,DRS 10 Piracicaba,"domingo, 23/08",47.857142857142854,ENGENHEIRO COELHO,3515152
5824,5824,DRS 10 Piracicaba,"domingo, 24/01",45.857142857142854,ENGENHEIRO COELHO,3515152
13909,13909,DRS 10 Piracicaba,"domingo, 24/05",52.57142857142857,ENGENHEIRO COELHO,3515152
2821,2821,DRS 10 Piracicaba,"domingo, 25/04",48.857142857142854,ENGENHEIRO COELHO,3515152
8827,8827,DRS 10 Piracicaba,"domingo, 25/10",44.714285714285715,ENGENHEIRO COELHO,3515152
14833,14833,DRS 10 Piracicaba,"domingo, 26/04",57.714285714285715,ENGENHEIRO COELHO,3515152
11830,11830,DRS 10 Piracicaba,"domingo, 26/07",49.285714285714285,ENGENHEIRO COELHO,3515152
742,742,DRS 10 Piracicaba,"domingo, 27/06",46.142857142857146,ENGENHEIRO COELHO,3515152
9751,9751,DRS 10 Piracicaba,"domingo, 27/09",43.857142857142854,ENGENHEIRO COELHO,3515152
6748,6748,DRS 10 Piracicaba,"domingo, 27/12",47.57142857142857,ENGENHEIRO COELHO,3515152
4669,4669,DRS 10 Piracicaba,"domingo, 28/02",47.714285714285715,ENGENHEIRO COELHO,3515152
3745,3745,DRS 10 Piracicaba,"domingo, 28/03",50.857142857142854,ENGENHEIRO COELHO,3515152
12754,12754,DRS 10 Piracicaba,"domingo, 28/06",49.857142857142854,ENGENHEIRO COELHO,3515152
15757,15757,DRS 10 Piracicaba,"domingo, 29/03",57.57142857142857,ENGENHEIRO COELHO,3515152
7672,7672,DRS 10 Piracicaba,"domingo, 29/11",43.57142857142857,ENGENHEIRO COELHO,3515152
1666,1666,DRS 10 Piracicaba,"domingo, 30/05",47.57142857142857,ENGENHEIRO COELHO,3515152
10675,10675,DRS 10 Piracicaba,"domingo, 30/08",46.285714285714285,ENGENHEIRO COELHO,3515152
5593,5593,DRS 10 Piracicaba,"domingo, 31/01",46.714285714285715,ENGENHEIRO COELHO,3515152
13678,13678,DRS 10 Piracicaba,"domingo, 31/05",50.57142857142857,ENGENHEIRO COELHO,3515152
15658,15658,DRS 10 Piracicaba,"quarta-feira, 01/04",53.0,ENGENHEIRO COELHO,3515152
12655,12655,DRS 10 Piracicaba,"quarta-feira, 01/07",43.285714285714285,ENGENHEIRO COELHO,3515152
1567,1567,DRS 10 Piracicaba,"quarta-feira, 02/06",39.857142857142854,ENGENHEIRO COELHO,3515152
10576,10576,DRS 10 Piracicaba,"quarta-feira, 02/09",39.142857142857146,ENGENHEIRO COELHO,3515152
