,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
53301,53301,DRS 15 São José do Rio Preto,"domingo, 01/03",37.0,TURMALINA,3555307
27657,27657,DRS 15 São José do Rio Preto,"domingo, 01/11",44.0,TURMALINA,3555307
8365,8365,DRS 15 São José do Rio Preto,"domingo, 02/05",47.8,TURMALINA,3555307
37302,37302,DRS 15 São José do Rio Preto,"domingo, 02/08",48.2,TURMALINA,3555307
20979,20979,DRS 15 São José do Rio Preto,"domingo, 03/01",49.0,TURMALINA,3555307
46948,46948,DRS 15 São José do Rio Preto,"domingo, 03/05",53.4,TURMALINA,3555307
11333,11333,DRS 15 São José do Rio Preto,"domingo, 04/04",50.0,TURMALINA,3555307
1687,1687,DRS 15 São José do Rio Preto,"domingo, 04/07",48.2,TURMALINA,3555307
30625,30625,DRS 15 São José do Rio Preto,"domingo, 04/10",45.4,TURMALINA,3555307
49916,49916,DRS 15 São José do Rio Preto,"domingo, 05/04",53.4,TURMALINA,3555307
40270,40270,DRS 15 São José do Rio Preto,"domingo, 05/07",48.0,TURMALINA,3555307
4655,4655,DRS 15 São José do Rio Preto,"domingo, 06/06",46.4,TURMALINA,3555307
33593,33593,DRS 15 São José do Rio Preto,"domingo, 06/09",43.4,TURMALINA,3555307
23947,23947,DRS 15 São José do Rio Preto,"domingo, 06/12",42.8,TURMALINA,3555307
17269,17269,DRS 15 São José do Rio Preto,"domingo, 07/02",44.0,TURMALINA,3555307
14301,14301,DRS 15 São José do Rio Preto,"domingo, 07/03",52.2,TURMALINA,3555307
43238,43238,DRS 15 São José do Rio Preto,"domingo, 07/06",50.2,TURMALINA,3555307
52563,52563,DRS 15 São José do Rio Preto,"domingo, 08/03",36.0,TURMALINA,3555307
26915,26915,DRS 15 São José do Rio Preto,"domingo, 08/11",45.6,TURMALINA,3555307
7623,7623,DRS 15 São José do Rio Preto,"domingo, 09/05",45.0,TURMALINA,3555307
36560,36560,DRS 15 São José do Rio Preto,"domingo, 09/08",43.4,TURMALINA,3555307
20237,20237,DRS 15 São José do Rio Preto,"domingo, 10/01",44.4,TURMALINA,3555307
46206,46206,DRS 15 São José do Rio Preto,"domingo, 10/05",48.4,TURMALINA,3555307
10591,10591,DRS 15 São José do Rio Preto,"domingo, 11/04",49.4,TURMALINA,3555307
945,945,DRS 15 São José do Rio Preto,"domingo, 11/07",45.8,TURMALINA,3555307
29883,29883,DRS 15 São José do Rio Preto,"domingo, 11/10",44.8,TURMALINA,3555307
49174,49174,DRS 15 São José do Rio Preto,"domingo, 12/04",52.8,TURMALINA,3555307
39528,39528,DRS 15 São José do Rio Preto,"domingo, 12/07",47.6,TURMALINA,3555307
3913,3913,DRS 15 São José do Rio Preto,"domingo, 13/06",46.0,TURMALINA,3555307
32851,32851,DRS 15 São José do Rio Preto,"domingo, 13/09",47.4,TURMALINA,3555307
23205,23205,DRS 15 São José do Rio Preto,"domingo, 13/12",43.6,TURMALINA,3555307
16527,16527,DRS 15 São José do Rio Preto,"domingo, 14/02",46.0,TURMALINA,3555307
13559,13559,DRS 15 São José do Rio Preto,"domingo, 14/03",50.8,TURMALINA,3555307
42496,42496,DRS 15 São José do Rio Preto,"domingo, 14/06",48.0,TURMALINA,3555307
26173,26173,DRS 15 São José do Rio Preto,"domingo, 15/11",43.8,TURMALINA,3555307
6881,6881,DRS 15 São José do Rio Preto,"domingo, 16/05",46.6,TURMALINA,3555307
35818,35818,DRS 15 São José do Rio Preto,"domingo, 16/08",49.6,TURMALINA,3555307
19495,19495,DRS 15 São José do Rio Preto,"domingo, 17/01",46.2,TURMALINA,3555307
45464,45464,DRS 15 São José do Rio Preto,"domingo, 17/05",47.4,TURMALINA,3555307
9849,9849,DRS 15 São José do Rio Preto,"domingo, 18/04",49.4,TURMALINA,3555307
203,203,DRS 15 São José do Rio Preto,"domingo, 18/07",47.4,TURMALINA,3555307
29141,29141,DRS 15 São José do Rio Preto,"domingo, 18/10",45.2,TURMALINA,3555307
48432,48432,DRS 15 São José do Rio Preto,"domingo, 19/04",55.6,TURMALINA,3555307
38786,38786,DRS 15 São José do Rio Preto,"domingo, 19/07",46.2,TURMALINA,3555307
3171,3171,DRS 15 São José do Rio Preto,"domingo, 20/06",50.0,TURMALINA,3555307
32109,32109,DRS 15 São José do Rio Preto,"domingo, 20/09",46.0,TURMALINA,3555307
