,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
33154,33154,DRS 09 Marília,"domingo, 01/03",34.0,LUTÉCIA,3527900
17193,17193,DRS 09 Marília,"domingo, 01/11",43.0,LUTÉCIA,3527900
5181,5181,DRS 09 Marília,"domingo, 02/05",46.25,LUTÉCIA,3527900
23199,23199,DRS 09 Marília,"domingo, 02/08",46.0,LUTÉCIA,3527900
13035,13035,DRS 09 Marília,"domingo, 03/01",45.75,LUTÉCIA,3527900
29205,29205,DRS 09 Marília,"domingo, 03/05",55.25,LUTÉCIA,3527900
7029,7029,DRS 09 Marília,"domingo, 04/04",48.25,LUTÉCIA,3527900
1023,1023,DRS 09 Marília,"domingo, 04/07",44.75,LUTÉCIA,3527900
19041,19041,DRS 09 Marília,"domingo, 04/10",42.75,LUTÉCIA,3527900
31053,31053,DRS 09 Marília,"domingo, 05/04",53.0,LUTÉCIA,3527900
25047,25047,DRS 09 Marília,"domingo, 05/07",47.25,LUTÉCIA,3527900
2871,2871,DRS 09 Marília,"domingo, 06/06",45.75,LUTÉCIA,3527900
20889,20889,DRS 09 Marília,"domingo, 06/09",39.25,LUTÉCIA,3527900
14883,14883,DRS 09 Marília,"domingo, 06/12",42.25,LUTÉCIA,3527900
10725,10725,DRS 09 Marília,"domingo, 07/02",43.5,LUTÉCIA,3527900
8877,8877,DRS 09 Marília,"domingo, 07/03",49.0,LUTÉCIA,3527900
26895,26895,DRS 09 Marília,"domingo, 07/06",49.25,LUTÉCIA,3527900
32696,32696,DRS 09 Marília,"domingo, 08/03",33.5,LUTÉCIA,3527900
16731,16731,DRS 09 Marília,"domingo, 08/11",41.0,LUTÉCIA,3527900
4719,4719,DRS 09 Marília,"domingo, 09/05",44.0,LUTÉCIA,3527900
22737,22737,DRS 09 Marília,"domingo, 09/08",39.75,LUTÉCIA,3527900
12573,12573,DRS 09 Marília,"domingo, 10/01",43.0,LUTÉCIA,3527900
28743,28743,DRS 09 Marília,"domingo, 10/05",48.75,LUTÉCIA,3527900
6567,6567,DRS 09 Marília,"domingo, 11/04",47.0,LUTÉCIA,3527900
561,561,DRS 09 Marília,"domingo, 11/07",43.0,LUTÉCIA,3527900
18579,18579,DRS 09 Marília,"domingo, 11/10",42.25,LUTÉCIA,3527900
30591,30591,DRS 09 Marília,"domingo, 12/04",54.25,LUTÉCIA,3527900
24585,24585,DRS 09 Marília,"domingo, 12/07",46.25,LUTÉCIA,3527900
2409,2409,DRS 09 Marília,"domingo, 13/06",44.75,LUTÉCIA,3527900
20427,20427,DRS 09 Marília,"domingo, 13/09",42.25,LUTÉCIA,3527900
14421,14421,DRS 09 Marília,"domingo, 13/12",42.0,LUTÉCIA,3527900
10263,10263,DRS 09 Marília,"domingo, 14/02",44.5,LUTÉCIA,3527900
8415,8415,DRS 09 Marília,"domingo, 14/03",47.25,LUTÉCIA,3527900
26433,26433,DRS 09 Marília,"domingo, 14/06",46.75,LUTÉCIA,3527900
16269,16269,DRS 09 Marília,"domingo, 15/11",41.25,LUTÉCIA,3527900
4257,4257,DRS 09 Marília,"domingo, 16/05",46.25,LUTÉCIA,3527900
22275,22275,DRS 09 Marília,"domingo, 16/08",48.0,LUTÉCIA,3527900
12111,12111,DRS 09 Marília,"domingo, 17/01",46.75,LUTÉCIA,3527900
28281,28281,DRS 09 Marília,"domingo, 17/05",49.25,LUTÉCIA,3527900
6105,6105,DRS 09 Marília,"domingo, 18/04",47.25,LUTÉCIA,3527900
99,99,DRS 09 Marília,"domingo, 18/07",45.0,LUTÉCIA,3527900
18117,18117,DRS 09 Marília,"domingo, 18/10",42.25,LUTÉCIA,3527900
30129,30129,DRS 09 Marília,"domingo, 19/04",56.25,LUTÉCIA,3527900
24123,24123,DRS 09 Marília,"domingo, 19/07",46.5,LUTÉCIA,3527900
1947,1947,DRS 09 Marília,"domingo, 20/06",45.5,LUTÉCIA,3527900
19965,19965,DRS 09 Marília,"domingo, 20/09",43.0,LUTÉCIA,3527900
13959,13959,DRS 09 Marília,"domingo, 20/12",41.5,LUTÉCIA,3527900
