,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
53279,53279,DRS 15 São José do Rio Preto,"domingo, 01/03",37.0,PONTALINDA,3540259
27635,27635,DRS 15 São José do Rio Preto,"domingo, 01/11",44.0,PONTALINDA,3540259
8343,8343,DRS 15 São José do Rio Preto,"domingo, 02/05",47.8,PONTALINDA,3540259
37280,37280,DRS 15 São José do Rio Preto,"domingo, 02/08",48.2,PONTALINDA,3540259
20957,20957,DRS 15 São José do Rio Preto,"domingo, 03/01",49.0,PONTALINDA,3540259
46926,46926,DRS 15 São José do Rio Preto,"domingo, 03/05",53.4,PONTALINDA,3540259
11311,11311,DRS 15 São José do Rio Preto,"domingo, 04/04",50.0,PONTALINDA,3540259
1665,1665,DRS 15 São José do Rio Preto,"domingo, 04/07",48.2,PONTALINDA,3540259
30603,30603,DRS 15 São José do Rio Preto,"domingo, 04/10",45.4,PONTALINDA,3540259
49894,49894,DRS 15 São José do Rio Preto,"domingo, 05/04",53.4,PONTALINDA,3540259
40248,40248,DRS 15 São José do Rio Preto,"domingo, 05/07",48.0,PONTALINDA,3540259
4633,4633,DRS 15 São José do Rio Preto,"domingo, 06/06",46.4,PONTALINDA,3540259
33571,33571,DRS 15 São José do Rio Preto,"domingo, 06/09",43.4,PONTALINDA,3540259
23925,23925,DRS 15 São José do Rio Preto,"domingo, 06/12",42.8,PONTALINDA,3540259
17247,17247,DRS 15 São José do Rio Preto,"domingo, 07/02",44.0,PONTALINDA,3540259
14279,14279,DRS 15 São José do Rio Preto,"domingo, 07/03",52.2,PONTALINDA,3540259
43216,43216,DRS 15 São José do Rio Preto,"domingo, 07/06",50.2,PONTALINDA,3540259
52541,52541,DRS 15 São José do Rio Preto,"domingo, 08/03",36.0,PONTALINDA,3540259
26893,26893,DRS 15 São José do Rio Preto,"domingo, 08/11",45.6,PONTALINDA,3540259
7601,7601,DRS 15 São José do Rio Preto,"domingo, 09/05",45.0,PONTALINDA,3540259
36538,36538,DRS 15 São José do Rio Preto,"domingo, 09/08",43.4,PONTALINDA,3540259
20215,20215,DRS 15 São José do Rio Preto,"domingo, 10/01",44.4,PONTALINDA,3540259
46184,46184,DRS 15 São José do Rio Preto,"domingo, 10/05",48.4,PONTALINDA,3540259
10569,10569,DRS 15 São José do Rio Preto,"domingo, 11/04",49.4,PONTALINDA,3540259
923,923,DRS 15 São José do Rio Preto,"domingo, 11/07",45.8,PONTALINDA,3540259
29861,29861,DRS 15 São José do Rio Preto,"domingo, 11/10",44.8,PONTALINDA,3540259
49152,49152,DRS 15 São José do Rio Preto,"domingo, 12/04",52.8,PONTALINDA,3540259
39506,39506,DRS 15 São José do Rio Preto,"domingo, 12/07",47.6,PONTALINDA,3540259
3891,3891,DRS 15 São José do Rio Preto,"domingo, 13/06",46.0,PONTALINDA,3540259
32829,32829,DRS 15 São José do Rio Preto,"domingo, 13/09",47.4,PONTALINDA,3540259
23183,23183,DRS 15 São José do Rio Preto,"domingo, 13/12",43.6,PONTALINDA,3540259
16505,16505,DRS 15 São José do Rio Preto,"domingo, 14/02",46.0,PONTALINDA,3540259
13537,13537,DRS 15 São José do Rio Preto,"domingo, 14/03",50.8,PONTALINDA,3540259
42474,42474,DRS 15 São José do Rio Preto,"domingo, 14/06",48.0,PONTALINDA,3540259
26151,26151,DRS 15 São José do Rio Preto,"domingo, 15/11",43.8,PONTALINDA,3540259
6859,6859,DRS 15 São José do Rio Preto,"domingo, 16/05",46.6,PONTALINDA,3540259
35796,35796,DRS 15 São José do Rio Preto,"domingo, 16/08",49.6,PONTALINDA,3540259
19473,19473,DRS 15 São José do Rio Preto,"domingo, 17/01",46.2,PONTALINDA,3540259
45442,45442,DRS 15 São José do Rio Preto,"domingo, 17/05",47.4,PONTALINDA,3540259
9827,9827,DRS 15 São José do Rio Preto,"domingo, 18/04",49.4,PONTALINDA,3540259
181,181,DRS 15 São José do Rio Preto,"domingo, 18/07",47.4,PONTALINDA,3540259
29119,29119,DRS 15 São José do Rio Preto,"domingo, 18/10",45.2,PONTALINDA,3540259
48410,48410,DRS 15 São José do Rio Preto,"domingo, 19/04",55.6,PONTALINDA,3540259
38764,38764,DRS 15 São José do Rio Preto,"domingo, 19/07",46.2,PONTALINDA,3540259
3149,3149,DRS 15 São José do Rio Preto,"domingo, 20/06",50.0,PONTALINDA,3540259
32087,32087,DRS 15 São José do Rio Preto,"domingo, 20/09",46.0,PONTALINDA,3540259
22441,22441,DRS 15 São José do Rio Preto,"domingo, 20/12",44.2,PONTALINDA,3540259
15763,15763,DRS 15 São José do Rio Preto,"domingo, 21/02",46.6,PONTALINDA,3540259
12795,12795,DRS 15 São José do Rio Preto,"domingo, 21/03",54.2,PONTALINDA,3540259
41732,41732,DRS 15 São José do Rio Preto,"domingo, 21/06",47.2,PONTALINDA,3540259
51378,51378,DRS 15 São José do Rio Preto,"domingo, 22/03",51.6,PONTALINDA,3540259
25409,25409,DRS 15 São José do Rio Preto,"domingo, 22/11",44.8,PONTALINDA,3540259
6117,6117,DRS 15 São José do Rio Preto,"domingo, 23/05",48.4,PONTALINDA,3540259
35054,35054,DRS 15 São José do Rio Preto,"domingo, 23/08",48.4,PONTALINDA,3540259
18731,18731,DRS 15 São José do Rio Preto,"domingo, 24/01",45.6,PONTALINDA,3540259
44700,44700,DRS 15 São José do Rio Preto,"domingo, 24/05",49.2,PONTALINDA,3540259
9085,9085,DRS 15 São José do Rio Preto,"domingo, 25/04",48.6,PONTALINDA,3540259
28377,28377,DRS 15 São José do Rio Preto,"domingo, 25/10",44.2,PONTALINDA,3540259
47668,47668,DRS 15 São José do Rio Preto,"domingo, 26/04",55.2,PONTALINDA,3540259
38022,38022,DRS 15 São José do Rio Preto,"domingo, 26/07",47.2,PONTALINDA,3540259
2407,2407,DRS 15 São José do Rio Preto,"domingo, 27/06",49.4,PONTALINDA,3540259
31345,31345,DRS 15 São José do Rio Preto,"domingo, 27/09",45.8,PONTALINDA,3540259
21699,21699,DRS 15 São José do Rio Preto,"domingo, 27/12",47.8,PONTALINDA,3540259
15021,15021,DRS 15 São José do Rio Preto,"domingo, 28/02",47.4,PONTALINDA,3540259
12053,12053,DRS 15 São José do Rio Preto,"domingo, 28/03",52.4,PONTALINDA,3540259
40990,40990,DRS 15 São José do Rio Preto,"domingo, 28/06",46.8,PONTALINDA,3540259
50636,50636,DRS 15 São José do Rio Preto,"domingo, 29/03",55.4,PONTALINDA,3540259
24667,24667,DRS 15 São José do Rio Preto,"domingo, 29/11",43.6,PONTALINDA,3540259
5375,5375,DRS 15 São José do Rio Preto,"domingo, 30/05",45.6,PONTALINDA,3540259
34312,34312,DRS 15 São José do Rio Preto,"domingo, 30/08",44.4,PONTALINDA,3540259
17989,17989,DRS 15 São José do Rio Preto,"domingo, 31/01",47.0,PONTALINDA,3540259
43958,43958,DRS 15 São José do Rio Preto,"domingo, 31/05",46.6,PONTALINDA,3540259
50318,50318,DRS 15 São José do Rio Preto,"quarta-feira, 01/04",51.2,PONTALINDA,3540259
40672,40672,DRS 15 São José do Rio Preto,"quarta-feira, 01/07",42.8,PONTALINDA,3540259
5057,5057,DRS 15 São José do Rio Preto,"quarta-feira, 02/06",40.8,PONTALINDA,3540259
33994,33994,DRS 15 São José do Rio Preto,"quarta-feira, 02/09",40.5,PONTALINDA,3540259
24349,24349,DRS 15 São José do Rio Preto,"quarta-feira, 02/12",40.0,PONTALINDA,3540259
17671,17671,DRS 15 São José do Rio Preto,"quarta-feira, 03/02",38.0,PONTALINDA,3540259
14703,14703,DRS 15 São José do Rio Preto,"quarta-feira, 03/03",40.4,PONTALINDA,3540259
43640,43640,DRS 15 São José do Rio Preto,"quarta-feira, 03/06",43.6,PONTALINDA,3540259
52961,52961,DRS 15 São José do Rio Preto,"quarta-feira, 04/03",35.4,PONTALINDA,3540259
27317,27317,DRS 15 São José do Rio Preto,"quarta-feira, 04/11",39.4,PONTALINDA,3540259
8025,8025,DRS 15 São José do Rio Preto,"quarta-feira, 05/05",39.8,PONTALINDA,3540259
36962,36962,DRS 15 São José do Rio Preto,"quarta-feira, 05/08",40.0,PONTALINDA,3540259
20639,20639,DRS 15 São José do Rio Preto,"quarta-feira, 06/01",42.0,PONTALINDA,3540259
46608,46608,DRS 15 São José do Rio Preto,"quarta-feira, 06/05",44.6,PONTALINDA,3540259
10993,10993,DRS 15 São José do Rio Preto,"quarta-feira, 07/04",41.6,PONTALINDA,3540259
1347,1347,DRS 15 São José do Rio Preto,"quarta-feira, 07/07",37.8,PONTALINDA,3540259
30285,30285,DRS 15 São José do Rio Preto,"quarta-feira, 07/10",38.2,PONTALINDA,3540259
49576,49576,DRS 15 São José do Rio Preto,"quarta-feira, 08/04",46.4,PONTALINDA,3540259
39930,39930,DRS 15 São José do Rio Preto,"quarta-feira, 08/07",42.8,PONTALINDA,3540259
