,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
53222,53222,DRS 15 São José do Rio Preto,"domingo, 01/03",37.0,DIRCE REIS,3513850
27578,27578,DRS 15 São José do Rio Preto,"domingo, 01/11",44.0,DIRCE REIS,3513850
8286,8286,DRS 15 São José do Rio Preto,"domingo, 02/05",47.8,DIRCE REIS,3513850
37223,37223,DRS 15 São José do Rio Preto,"domingo, 02/08",48.2,DIRCE REIS,3513850
20900,20900,DRS 15 São José do Rio Preto,"domingo, 03/01",49.0,DIRCE REIS,3513850
46869,46869,DRS 15 São José do Rio Preto,"domingo, 03/05",53.4,DIRCE REIS,3513850
11254,11254,DRS 15 São José do Rio Preto,"domingo, 04/04",50.0,DIRCE REIS,3513850
1608,1608,DRS 15 São José do Rio Preto,"domingo, 04/07",48.2,DIRCE REIS,3513850
30546,30546,DRS 15 São José do Rio Preto,"domingo, 04/10",45.4,DIRCE REIS,3513850
49837,49837,DRS 15 São José do Rio Preto,"domingo, 05/04",53.4,DIRCE REIS,3513850
40191,40191,DRS 15 São José do Rio Preto,"domingo, 05/07",48.0,DIRCE REIS,3513850
4576,4576,DRS 15 São José do Rio Preto,"domingo, 06/06",46.4,DIRCE REIS,3513850
33514,33514,DRS 15 São José do Rio Preto,"domingo, 06/09",43.4,DIRCE REIS,3513850
23868,23868,DRS 15 São José do Rio Preto,"domingo, 06/12",42.8,DIRCE REIS,3513850
17190,17190,DRS 15 São José do Rio Preto,"domingo, 07/02",44.0,DIRCE REIS,3513850
14222,14222,DRS 15 São José do Rio Preto,"domingo, 07/03",52.2,DIRCE REIS,3513850
43159,43159,DRS 15 São José do Rio Preto,"domingo, 07/06",50.2,DIRCE REIS,3513850
52484,52484,DRS 15 São José do Rio Preto,"domingo, 08/03",36.0,DIRCE REIS,3513850
26836,26836,DRS 15 São José do Rio Preto,"domingo, 08/11",45.6,DIRCE REIS,3513850
7544,7544,DRS 15 São José do Rio Preto,"domingo, 09/05",45.0,DIRCE REIS,3513850
36481,36481,DRS 15 São José do Rio Preto,"domingo, 09/08",43.4,DIRCE REIS,3513850
20158,20158,DRS 15 São José do Rio Preto,"domingo, 10/01",44.4,DIRCE REIS,3513850
