,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
53302,53302,DRS 15 São José do Rio Preto,"domingo, 01/03",37.0,UBARANA,3555356
27658,27658,DRS 15 São José do Rio Preto,"domingo, 01/11",44.0,UBARANA,3555356
8366,8366,DRS 15 São José do Rio Preto,"domingo, 02/05",47.8,UBARANA,3555356
37303,37303,DRS 15 São José do Rio Preto,"domingo, 02/08",48.2,UBARANA,3555356
20980,20980,DRS 15 São José do Rio Preto,"domingo, 03/01",49.0,UBARANA,3555356
46949,46949,DRS 15 São José do Rio Preto,"domingo, 03/05",53.4,UBARANA,3555356
11334,11334,DRS 15 São José do Rio Preto,"domingo, 04/04",50.0,UBARANA,3555356
1688,1688,DRS 15 São José do Rio Preto,"domingo, 04/07",48.2,UBARANA,3555356
30626,30626,DRS 15 São José do Rio Preto,"domingo, 04/10",45.4,UBARANA,3555356
49917,49917,DRS 15 São José do Rio Preto,"domingo, 05/04",53.4,UBARANA,3555356
40271,40271,DRS 15 São José do Rio Preto,"domingo, 05/07",48.0,UBARANA,3555356
4656,4656,DRS 15 São José do Rio Preto,"domingo, 06/06",46.4,UBARANA,3555356
33594,33594,DRS 15 São José do Rio Preto,"domingo, 06/09",43.4,UBARANA,3555356
23948,23948,DRS 15 São José do Rio Preto,"domingo, 06/12",42.8,UBARANA,3555356
17270,17270,DRS 15 São José do Rio Preto,"domingo, 07/02",44.0,UBARANA,3555356
14302,14302,DRS 15 São José do Rio Preto,"domingo, 07/03",52.2,UBARANA,3555356
43239,43239,DRS 15 São José do Rio Preto,"domingo, 07/06",50.2,UBARANA,3555356
52564,52564,DRS 15 São José do Rio Preto,"domingo, 08/03",36.0,UBARANA,3555356
26916,26916,DRS 15 São José do Rio Preto,"domingo, 08/11",45.6,UBARANA,3555356
7624,7624,DRS 15 São José do Rio Preto,"domingo, 09/05",45.0,UBARANA,3555356
36561,36561,DRS 15 São José do Rio Preto,"domingo, 09/08",43.4,UBARANA,3555356
20238,20238,DRS 15 São José do Rio Preto,"domingo, 10/01",44.4,UBARANA,3555356
46207,46207,DRS 15 São José do Rio Preto,"domingo, 10/05",48.4,UBARANA,3555356
10592,10592,DRS 15 São José do Rio Preto,"domingo, 11/04",49.4,UBARANA,3555356
946,946,DRS 15 São José do Rio Preto,"domingo, 11/07",45.8,UBARANA,3555356
29884,29884,DRS 15 São José do Rio Preto,"domingo, 11/10",44.8,UBARANA,3555356
49175,49175,DRS 15 São José do Rio Preto,"domingo, 12/04",52.8,UBARANA,3555356
39529,39529,DRS 15 São José do Rio Preto,"domingo, 12/07",47.6,UBARANA,3555356
3914,3914,DRS 15 São José do Rio Preto,"domingo, 13/06",46.0,UBARANA,3555356
