,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
53214,53214,DRS 15 São José do Rio Preto,"domingo, 01/03",37.0,ASPÁSIA,3503950
27570,27570,DRS 15 São José do Rio Preto,"domingo, 01/11",44.0,ASPÁSIA,3503950
8278,8278,DRS 15 São José do Rio Preto,"domingo, 02/05",47.8,ASPÁSIA,3503950
37215,37215,DRS 15 São José do Rio Preto,"domingo, 02/08",48.2,ASPÁSIA,3503950
20892,20892,DRS 15 São José do Rio Preto,"domingo, 03/01",49.0,ASPÁSIA,3503950
46861,46861,DRS 15 São José do Rio Preto,"domingo, 03/05",53.4,ASPÁSIA,3503950
11246,11246,DRS 15 São José do Rio Preto,"domingo, 04/04",50.0,ASPÁSIA,3503950
1600,1600,DRS 15 São José do Rio Preto,"domingo, 04/07",48.2,ASPÁSIA,3503950
30538,30538,DRS 15 São José do Rio Preto,"domingo, 04/10",45.4,ASPÁSIA,3503950
49829,49829,DRS 15 São José do Rio Preto,"domingo, 05/04",53.4,ASPÁSIA,3503950
40183,40183,DRS 15 São José do Rio Preto,"domingo, 05/07",48.0,ASPÁSIA,3503950
4568,4568,DRS 15 São José do Rio Preto,"domingo, 06/06",46.4,ASPÁSIA,3503950
33506,33506,DRS 15 São José do Rio Preto,"domingo, 06/09",43.4,ASPÁSIA,3503950
23860,23860,DRS 15 São José do Rio Preto,"domingo, 06/12",42.8,ASPÁSIA,3503950
17182,17182,DRS 15 São José do Rio Preto,"domingo, 07/02",44.0,ASPÁSIA,3503950
14214,14214,DRS 15 São José do Rio Preto,"domingo, 07/03",52.2,ASPÁSIA,3503950
43151,43151,DRS 15 São José do Rio Preto,"domingo, 07/06",50.2,ASPÁSIA,3503950
52476,52476,DRS 15 São José do Rio Preto,"domingo, 08/03",36.0,ASPÁSIA,3503950
26828,26828,DRS 15 São José do Rio Preto,"domingo, 08/11",45.6,ASPÁSIA,3503950
7536,7536,DRS 15 São José do Rio Preto,"domingo, 09/05",45.0,ASPÁSIA,3503950
36473,36473,DRS 15 São José do Rio Preto,"domingo, 09/08",43.4,ASPÁSIA,3503950
20150,20150,DRS 15 São José do Rio Preto,"domingo, 10/01",44.4,ASPÁSIA,3503950
46119,46119,DRS 15 São José do Rio Preto,"domingo, 10/05",48.4,ASPÁSIA,3503950
10504,10504,DRS 15 São José do Rio Preto,"domingo, 11/04",49.4,ASPÁSIA,3503950
