,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,12721,6786,0,19507,23109,84.41299926435588,36.230810856996385,19.327276352140355
1,ADOLFO,3500204,3554,1546,706,0,2252,2430,92.67489711934157,43.50028137310073,19.864940911648844
2,AGUAÍ,3500303,36648,9656,4044,0,13700,16056,85.32635774788241,26.34795896092556,11.034708578912902
3,ÁGUAS DA PRATA,3500402,8221,2853,1377,0,4230,5110,82.7788649706458,34.703807322710134,16.7497871305194
4,ÁGUAS DE LINDÓIA,3500501,18808,5863,2896,0,8759,11237,77.94785084987096,31.172905146746068,15.397703105061675
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,1577,874,0,2451,3638,67.37218251786696,25.81437223768211,14.306760517269602
6,ÁGUAS DE SÃO PEDRO,3500600,3521,1866,930,0,2796,2879,97.1170545328239,52.99630786708322,26.41295086623118
7,AGUDOS,3500709,37401,10568,5718,0,16286,20332,80.10033444816054,28.255928985855995,15.288361273762732
8,ALAMBARI,3500758,6129,1691,751,0,2442,2860,85.38461538461539,27.590145211290583,12.253222385380976
9,ALFREDO MARCONDES,3500808,4184,1750,957,0,2707,2877,94.09106708376781,41.82600382409178,22.87284894837476
10,ALTAIR,3500907,4186,1070,525,0,1595,1930,82.64248704663213,25.561395126612517,12.54180602006689
11,ALTINÓPOLIS,3501004,16203,5101,2520,0,7621,9130,83.47207009857613,31.48182435351478,15.552675430475837
12,ALTO ALEGRE,3501103,4088,1339,835,0,2174,2655,81.88323917137477,32.75440313111546,20.425636007827787
13,ALUMÍNIO,3501152,18767,3799,1754,0,5553,7242,76.67771333885666,20.242979698406778,9.346192785208078
14,ÁLVARES FLORENCE,3501202,3647,1376,766,0,2142,2918,73.40644276901988,37.729640800658075,21.003564573622153
15,ÁLVARES MACHADO,3501301,24998,7756,3405,0,11161,12751,87.53038977335112,31.026482118569486,13.621089687174976
16,ÁLVARO DE CARVALHO,3501400,5274,1023,519,0,1542,2159,71.4219546086151,19.397042093287826,9.840728100113767
17,ALVINLÂNDIA,3501509,3237,840,450,0,1290,1665,77.47747747747748,25.949953660797032,13.901760889712698
18,AMERICANA,3501608,242018,66684,31983,0,98667,125117,78.85978723914417,27.553322480146104,13.215132758720427
19,AMÉRICO BRASILIENSE,3501707,41032,9280,4234,0,13514,17229,78.4375181380231,22.61649444336128,10.318775589783584
20,AMÉRICO DE CAMPOS,3501806,5981,2125,1008,0,3133,3612,86.73864894795128,35.529175723123224,16.85336900183916
21,AMPARO,3501905,72677,22368,10971,0,33339,39771,83.82741193331825,30.777274791199417,15.0955598057157
22,ANALÂNDIA,3502002,5056,1426,644,0,2070,2429,85.2202552490737,28.204113924050635,12.7373417721519
23,ANDRADINA,3502101,57202,17159,9769,0,26928,32822,82.04253244774846,29.99720289500367,17.07807419321003
24,ANGATUBA,3502200,25479,6150,3072,0,9222,12222,75.45409916543937,24.137525020605207,12.056988107853526
25,ANHEMBI,3502309,6819,1888,799,0,2687,3230,83.18885448916409,27.68734418536442,11.717260595395219
