,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,12874,6794,0,19668,23109,85.10969752044659,36.66657172965737,19.350061234370994
1,ADOLFO,3500204,3554,1562,713,0,2275,2430,93.62139917695474,43.950478334271246,20.061902082160945
2,AGUAÍ,3500303,36648,9761,4046,0,13807,16056,85.99277528649726,26.63446845666885,11.040165902641345
3,ÁGUAS DA PRATA,3500402,8221,2939,1379,0,4318,5110,84.50097847358121,35.749908770222596,16.774115071159226
4,ÁGUAS DE LINDÓIA,3500501,18808,6151,2901,0,9052,11237,80.55530835632287,32.70416843896214,15.424287537218204
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,1614,875,0,2489,3638,68.41671247938427,26.42003601244066,14.323129808479292
6,ÁGUAS DE SÃO PEDRO,3500600,3521,1866,930,0,2796,2879,97.1170545328239,52.99630786708322,26.41295086623118
7,AGUDOS,3500709,37401,10803,5724,0,16527,20332,81.28565807593941,28.884254431699684,15.304403625571508
8,ALAMBARI,3500758,6129,1700,752,0,2452,2860,85.73426573426573,27.736988089410996,12.269538260727689
9,ALFREDO MARCONDES,3500808,4184,1758,958,0,2716,2877,94.40389294403893,42.01720841300191,22.89674952198853
10,ALTAIR,3500907,4186,1070,525,0,1595,1930,82.64248704663213,25.561395126612517,12.54180602006689
11,ALTINÓPOLIS,3501004,16203,5101,2520,0,7621,9130,83.47207009857613,31.48182435351478,15.552675430475837
12,ALTO ALEGRE,3501103,4088,1354,835,0,2189,2655,82.4482109227872,33.121330724070454,20.425636007827787
13,ALUMÍNIO,3501152,18767,3890,1754,0,5644,7242,77.93427230046949,20.727873394788727,9.346192785208078
14,ÁLVARES FLORENCE,3501202,3647,1401,766,0,2167,2918,74.26319396847155,38.41513572799561,21.003564573622153
15,ÁLVARES MACHADO,3501301,24998,7862,3408,0,11270,12751,88.38522468825974,31.450516041283304,13.63309064725178
16,ÁLVARO DE CARVALHO,3501400,5274,1100,520,0,1620,2159,75.03473830477073,20.857034508911642,9.859689040576413
17,ALVINLÂNDIA,3501509,3237,895,450,0,1345,1665,80.78078078078079,27.6490577695397,13.901760889712698
18,AMERICANA,3501608,242018,68210,32011,0,100221,125117,80.10182469208821,28.183854093497178,13.226702146121363
19,AMÉRICO BRASILIENSE,3501707,41032,9438,4236,0,13674,17229,79.36618492077312,23.001559758237473,10.323649834275688
20,AMÉRICO DE CAMPOS,3501806,5981,2125,1008,0,3133,3612,86.73864894795128,35.529175723123224,16.85336900183916
21,AMPARO,3501905,72677,22653,10993,0,33646,39771,84.5993311709537,31.169420862170977,15.125830730492455
22,ANALÂNDIA,3502002,5056,1426,644,0,2070,2429,85.2202552490737,28.204113924050635,12.7373417721519
23,ANDRADINA,3502101,57202,17427,9782,0,27209,32822,82.8986655292182,30.465717981888744,17.1008006713052
24,ANGATUBA,3502200,25479,6206,3073,0,9279,12222,75.92047128129602,24.357313866321284,12.060912908669884
25,ANHEMBI,3502309,6819,1909,799,0,2708,3230,83.83900928792569,27.995307229799092,11.717260595395219
26,ANHUMAS,3502408,4144,1221,608,0,1829,2137,85.58727187646234,29.464285714285715,14.671814671814673
27,APARECIDA,3502507,36185,11084,4746,0,15830,17972,88.08146004896506,30.63147713140804,13.115932016028742
28,APARECIDA D'OESTE,3502606,4158,2036,871,0,2907,2885,100.76256499133449,48.96584896584897,20.94757094757095
29,APIAÍ,3502705,24226,6786,3022,0,9808,12140,80.79077429983525,28.011227606703542,12.474201271361347
30,ARAÇARIGUAMA,3502754,22860,3605,1679,0,5284,8136,64.94591937069814,15.769903762029747,7.344706911636045
31,ARAÇATUBA,3502804,198129,65429,31594,0,97023,113969,85.13104440681238,33.023434227195416,15.946176480979563
32,ARAÇOIABA DA SERRA,3502903,34776,7104,3511,0,10615,16002,66.33545806774154,20.427881297446515,10.09604324821716
33,ARAMINA,3503000,5655,1555,771,0,2326,2829,82.21986567691764,27.49778956675508,13.63395225464191
34,ARANDU,3503109,6365,1819,840,0,2659,3223,82.50077567483712,28.578161822466612,13.197172034564023
35,ARAPEÍ,3503158,2460,698,384,0,1082,1290,83.87596899224806,28.3739837398374,15.609756097560975
36,ARARAQUARA,3503208,238339,73121,38060,0,111181,131436,84.58945798715725,30.679410419612402,15.9688510902538
37,ARARAS,3503307,135506,37677,19048,0,56725,66964,84.70969476136432,27.804672855814506,14.056942128023852
38,ARCO-ÍRIS,3503356,1773,841,544,0,1385,1553,89.18222794591114,47.43372814438804,30.68245910885505
39,AREALVA,3503406,8613,2755,1529,0,4284,5212,82.19493476592478,31.986531986531986,17.752234993614305
40,AREIAS,3503505,3896,910,486,0,1396,1957,71.33367399080225,23.35728952772074,12.474332648870638
41,AREIÓPOLIS,3503604,11158,2339,967,0,3306,4288,77.09888059701493,20.962538089263308,8.666427675210612
42,ARIRANHA,3503703,9761,2500,1292,0,3792,4837,78.39569981393426,25.612129904722874,13.236348734760783
43,ARTUR NOGUEIRA,3503802,55340,12345,5764,0,18109,22341,81.05724900407323,22.307553306830503,10.415612576797976
44,ARUJÁ,3503901,91157,21155,7872,0,29027,38165,76.05659635791956,23.20721392761938,8.635650580865978
45,ASPÁSIA,3503950,1818,716,343,0,1059,1206,87.81094527363184,39.38393839383939,18.866886688668867
46,ASSIS,3504008,105087,34259,15735,0,49994,58890,84.89386992698252,32.60060711600864,14.9733078306546
47,ATIBAIA,3504107,144088,39806,19810,0,59616,76703,77.72316597786266,27.62617289434235,13.748542557326079
48,AURIFLAMA,3504206,15253,4543,2333,0,6876,8506,80.83705619562662,29.784304726938966,15.295351734085097
49,AVAÍ,3504305,5436,1621,1140,0,2761,3441,80.23830281894799,29.81972038263429,20.97130242825607
50,AVANHANDAVA,3504404,13859,3059,1194,0,4253,5108,83.26155050900547,22.072299588714912,8.615340212136518
51,AVARÉ,3504503,91232,25941,13127,0,39068,48419,80.68733348478902,28.434102069449317,14.388591722202737
52,BADY BASSITT,3504602,17761,5539,2337,0,7876,9581,82.20436280137773,31.186307077304203,13.158042902989697
53,BALBINOS,3504701,5934,687,312,0,999,1879,53.166577967003725,11.577350859453993,5.25783619817998
54,BÁLSAMO,3504800,9139,3120,1532,0,4652,4952,93.94184168012924,34.13940256045519,16.76332202647992
55,BANANAL,3504909,10993,3058,1779,0,4837,6094,79.37315392189038,27.8177021741108,16.183025561721095
56,BARÃO DE ANTONINA,3505005,3498,1199,596,0,1795,2149,83.52722196370405,34.276729559748425,17.03830760434534
57,BARBOSA,3505104,7468,1870,871,0,2741,3480,78.76436781609195,25.04017139796465,11.663095875736476
58,BARIRI,3505203,35558,11191,5170,0,16361,18036,90.71301840762919,31.472523763991227,14.539625400753698
59,BARRA BONITA,3505302,36126,11519,5784,0,17303,19738,87.66339041442902,31.8856225433206,16.010629463544262
60,BARRA DO CHAPÉU,3505351,5760,1406,574,0,1980,2746,72.1048798252003,24.40972222222222,9.965277777777779
61,BARRA DO TURVO,3505401,7632,2372,1517,0,3889,5158,75.3974408685537,31.07966457023061,19.87683438155136
62,BARRETOS,3505500,122833,39115,19900,0,59015,74640,79.06618435155413,31.84404842346926,16.200858075598575
63,BARRINHA,3505609,33180,6708,2529,0,9237,11995,77.00708628595248,20.216998191681736,7.622061482820977
64,BARUERI,3505708,276982,74193,27793,0,101986,123579,82.5269665558064,26.786217154905373,10.034226050790304
65,BASTOS,3505807,20953,7127,2910,0,10037,10955,91.62026471930625,34.014222307068195,13.888226029685486
66,BATATAIS,3505906,62980,18999,8509,0,27508,33580,81.91780821917808,30.16671959352175,13.51063829787234
67,BAURU,3506003,379297,116188,59092,0,175280,221722,79.05395044244594,30.632459523803245,15.57934810979259
68,BEBEDOURO,3506102,77555,24317,11587,0,35904,44846,80.0606520090978,31.35452259686674,14.94036490232738
69,BENTO DE ABREU,3506201,3005,692,353,0,1045,1415,73.85159010600707,23.02828618968386,11.747088186356073
70,BERNARDINO DE CAMPOS,3506300,11158,3999,1974,0,5973,6379,93.63536604483461,35.839756228714826,17.691342534504393
71,BERTIOGA,3506359,64723,14084,5631,0,19715,26337,74.85666552758477,21.76042519660708,8.70015295953525
72,BILAC,3506409,8117,2594,1430,0,4024,4752,84.68013468013467,31.957619810274736,17.617346310213133
73,BIRIGUI,3506508,124883,31006,15116,0,46122,61006,75.60239976395764,24.828039044545694,12.104129465179408
74,BIRITIBA MIRIM,3506607,32936,7652,3161,0,10813,13649,79.22192101985493,23.232936604323537,9.59740102016031
75,BOA ESPERANÇA DO SUL,3506706,15018,3649,1651,0,5300,6456,82.09417596034696,24.29750965508057,10.993474497269942
76,BOCAINA,3506805,12452,3988,1468,0,5456,5505,99.10990009082651,32.02698361708962,11.789270799871506
77,BOFETE,3506904,11921,2984,1456,0,4440,5724,77.56813417190776,25.031457092525795,12.213740458015266
78,BOITUVA,3507001,62170,13732,5967,0,19699,24984,78.84646173551073,22.087823709184494,9.597876789448287
79,BOM JESUS DOS PERDÕES,3507100,25985,5590,2385,0,7975,10304,77.39712732919256,21.512411006349815,9.178372137771792
80,BOM SUCESSO DE ITARARÉ,3507159,3984,824,327,0,1151,1520,75.72368421052632,20.682730923694777,8.207831325301203
81,BORÁ,3507209,838,346,157,0,503,835,60.23952095808384,41.288782816229116,18.73508353221957
82,BORACÉIA,3507308,4868,1268,712,0,1980,2500,79.2,26.047658175842237,14.626129827444537
83,BORBOREMA,3507407,16164,5108,2222,0,7330,8827,83.04067066953665,31.60108883939619,13.74659737688691
84,BOREBI,3507456,2683,763,311,0,1074,1287,83.44988344988346,28.43831531867313,11.591502049944093
85,BOTUCATU,3507506,148130,115872,23995,0,139867,72915,191.82198450250291,78.22318233983663,16.19860932964288
86,BRAGANÇA PAULISTA,3507605,170533,52341,24151,0,76492,88886,86.05629682964697,30.692593222426158,14.162068338679317
87,BRAÚNA,3507704,5741,1549,880,0,2429,3179,76.40767536961309,26.98136213203275,15.328340010451141
88,BREJO ALEGRE,3507753,2889,815,467,0,1282,1587,80.78134845620669,28.210453444098306,16.164762893734856
89,BRODOWSKI,3507803,25277,5470,3035,0,8505,12048,70.59262948207171,21.640226292677138,12.006962851604225
90,BROTAS,3507902,24636,6118,3092,0,9210,11619,79.26671830622256,24.833576879363534,12.550738756291604
91,BURI,3508009,19965,4181,2027,0,6208,8309,74.71416536285955,20.941647883796644,10.152767342849987
92,BURITAMA,3508108,17281,5510,2337,0,7847,9042,86.78389736783897,31.884728893003878,13.523522944274058
93,BURITIZAL,3508207,4514,1488,710,0,2198,2604,84.40860215053763,32.96411165263624,15.728843597696057
94,CABRÁLIA PAULISTA,3508306,4243,1243,618,0,1861,2254,82.56433007985802,29.295309922224845,14.565166156021684
95,CABREÚVA,3508405,50429,8718,4284,0,13002,19254,67.52882517918354,17.287671776160543,8.495111939558587
