,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,11707,6749,0,18456,20599,89.59658235836692,33.34282703426277,19.221896271823645
1,ADOLFO,3500204,3554,1334,676,0,2010,2137,94.0570893776322,37.535171637591446,19.020821609454135
2,AGUAÍ,3500303,36648,8279,3947,0,12226,13344,91.62170263788968,22.590591573892162,10.770028378083389
3,ÁGUAS DA PRATA,3500402,8221,2718,1310,0,4028,4592,87.7177700348432,33.06167132952196,15.93480111908527
4,ÁGUAS DE LINDÓIA,3500501,18808,5263,2868,0,8131,9869,82.38929982774343,27.98277328796257,15.248830284985113
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,1464,861,0,2325,3169,73.36699274218996,23.96464233098707,14.093959731543624
6,ÁGUAS DE SÃO PEDRO,3500600,3521,1702,929,0,2631,2613,100.68886337543054,48.338540187446746,26.384549843794375
7,AGUDOS,3500709,37401,9265,5651,0,14916,17658,84.47162759089365,24.77206491805032,15.109221678564744
8,ALAMBARI,3500758,6129,1504,740,0,2244,2375,94.48421052631579,24.539076521455378,12.073747756567139
9,ALFREDO MARCONDES,3500808,4184,1453,940,0,2393,2567,93.22165952473705,34.72753346080306,22.466539196940726
10,ALTAIR,3500907,4186,1001,525,0,1526,1550,98.45161290322581,23.91304347826087,12.54180602006689
11,ALTINÓPOLIS,3501004,16203,4630,2506,0,7136,8048,88.66799204771371,28.57495525519965,15.466271678084306
12,ALTO ALEGRE,3501103,4088,1272,755,0,2027,2374,85.38331929233361,31.115459882583167,18.468688845401175
13,ALUMÍNIO,3501152,18767,3424,1747,0,5171,5906,87.55502878428717,18.244791389140513,9.308893270101775
14,ÁLVARES FLORENCE,3501202,3647,1293,759,0,2052,2668,76.91154422788605,35.45379764189745,20.811625993967645
15,ÁLVARES MACHADO,3501301,24998,6366,3361,0,9727,10987,88.53190133794484,25.46603728298264,13.445075606048484
16,ÁLVARO DE CARVALHO,3501400,5274,888,518,0,1406,1711,82.17416715371128,16.83731513083049,9.821767159651118
17,ALVINLÂNDIA,3501509,3237,774,437,0,1211,1403,86.31503920171062,23.911028730305837,13.500154464009887
18,AMERICANA,3501608,242018,62133,31308,0,93441,108379,86.21688703531127,25.672883835086648,12.936227883876406
19,AMÉRICO BRASILIENSE,3501707,41032,8537,4186,0,12723,14236,89.37201461084574,20.805712614544746,10.201793721973095
20,AMÉRICO DE CAMPOS,3501806,5981,1898,1008,0,2906,3172,91.6141235813367,31.73382377528841,16.85336900183916
21,AMPARO,3501905,72677,20129,10667,0,30796,34635,88.91583658149271,27.6965202196018,14.677270663346038
22,ANALÂNDIA,3502002,5056,1319,617,0,1936,2063,93.84391662627242,26.0878164556962,12.203322784810126
23,ANDRADINA,3502101,57202,16102,9506,0,25608,28534,89.74556669236699,28.149365406803955,16.618300059438482
24,ANGATUBA,3502200,25479,5731,2930,0,8661,10277,84.27556679964971,22.493033478550963,11.499666391930608
25,ANHEMBI,3502309,6819,1590,754,0,2344,2748,85.29839883551674,23.31720193576771,11.05733978589236
26,ANHUMAS,3502408,4144,1093,600,0,1693,1820,93.02197802197803,26.375482625482626,14.478764478764477
27,APARECIDA,3502507,36185,10054,4587,0,14641,15567,94.05151923941672,27.784993781953848,12.67652342130717
28,APARECIDA D'OESTE,3502606,4158,1869,861,0,2730,2541,107.43801652892562,44.94949494949495,20.707070707070706
29,APIAÍ,3502705,24226,5984,2990,0,8974,9881,90.82076712883311,24.70073474779163,12.342111780731447
30,ARAÇARIGUAMA,3502754,22860,3355,1668,0,5023,6509,77.17007220771241,14.676290463692037,7.296587926509186
31,ARAÇATUBA,3502804,198129,59148,30748,0,89896,100500,89.44875621890547,29.85327741017216,15.519181947115262
32,ARAÇOIABA DA SERRA,3502903,34776,6668,3446,0,10114,13829,73.13616313544001,19.174143087186565,9.909132735219691
33,ARAMINA,3503000,5655,1456,753,0,2209,2400,92.04166666666667,25.74712643678161,13.315649867374004
34,ARANDU,3503109,6365,1586,839,0,2425,2746,88.3102694828842,24.917517674783976,13.181461115475255
35,ARAPEÍ,3503158,2460,680,384,0,1064,1125,94.57777777777778,27.64227642276423,15.609756097560975
36,ARARAQUARA,3503208,238339,66542,37059,0,103601,114318,90.62527336027573,27.91905646998603,15.54886107603036
37,ARARAS,3503307,135506,33499,18881,0,52380,57575,90.97698653929656,24.72141454990923,13.933700352751908
38,ARCO-ÍRIS,3503356,1773,755,542,0,1297,1366,94.94875549048317,42.58319232938522,30.56965595036661
