,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,16490,6828,0,23318,24769,94.14187088699583,46.965338497906636,19.446896983851214
1,ADOLFO,3500204,3554,1957,716,0,2673,2625,101.82857142857142,55.06471581316826,20.14631401238042
2,AGUAÍ,3500303,36648,11533,4097,0,15630,16471,94.89405622002307,31.469657280069853,11.179327657716657
3,ÁGUAS DA PRATA,3500402,8221,3596,1465,0,5061,5310,95.31073446327683,43.74163727040506,17.820216518671693
4,ÁGUAS DE LINDÓIA,3500501,18808,7661,2934,0,10595,12517,84.64488295917552,40.73266695023394,15.599744789451297
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,2406,877,0,3283,3863,84.98576236085944,39.384514650515634,14.355868390898674
6,ÁGUAS DE SÃO PEDRO,3500600,3521,2131,979,0,3110,3009,103.35659687603855,60.52257881283726,27.804600965634762
7,AGUDOS,3500709,37401,14456,5826,0,20282,21042,96.38817602889459,38.65137295794231,15.577123606320686
8,ALAMBARI,3500758,6129,2047,759,0,2806,2965,94.63743676222597,33.39859683472019,12.383749388154675
9,ALFREDO MARCONDES,3500808,4184,2209,961,0,3170,2952,107.38482384823848,52.79636711281071,22.968451242829826
10,ALTAIR,3500907,4186,1311,536,0,1847,1995,92.58145363408521,31.318681318681318,12.804586717630196
11,ALTINÓPOLIS,3501004,16203,6417,2530,0,8947,9535,93.83324593602516,39.60377707831883,15.614392396469789
12,ALTO ALEGRE,3501103,4088,1821,851,0,2672,2765,96.63652802893309,44.54500978473581,20.81702544031311
13,ALUMÍNIO,3501152,18767,4906,1790,0,6696,7642,87.62104161214342,26.14163158736079,9.538018862897639
14,ÁLVARES FLORENCE,3501202,3647,1765,773,0,2538,3098,81.92382182052937,48.395941870030164,21.195503153276665
15,ÁLVARES MACHADO,3501301,24998,9760,3426,0,13186,13106,100.61040744697085,39.043123449875985,13.705096407712617
16,ÁLVARO DE CARVALHO,3501400,5274,1494,520,0,2014,2249,89.55091151622943,28.327645051194537,9.859689040576413
17,ALVINLÂNDIA,3501509,3237,1129,451,0,1580,1730,91.32947976878613,34.8779734321903,13.932653691689836
18,AMERICANA,3501608,242018,88581,32303,0,120884,131462,91.95356833153306,36.60099662008611,13.34735432901685
19,AMÉRICO BRASILIENSE,3501707,41032,11197,4281,0,15478,18014,85.92206061951815,27.288457789042695,10.433320335348022
20,AMÉRICO DE CAMPOS,3501806,5981,2530,1019,0,3549,3722,95.35196131112306,42.300618625647886,17.03728473499415
21,AMPARO,3501905,72677,30241,11082,0,41323,41796,98.86831275720165,41.61013800789796,15.248290380725676
22,ANALÂNDIA,3502002,5056,1733,659,0,2392,2524,94.77020602218701,34.27610759493671,13.034018987341772
23,ANDRADINA,3502101,57202,22811,9838,0,32649,34167,95.55711651593643,39.87797629453516,17.198699346176706
24,ANGATUBA,3502200,25479,8284,3096,0,11380,12777,89.06629099162558,32.51304996271439,12.151183327446132
25,ANHEMBI,3502309,6819,2372,818,0,3190,3440,92.73255813953489,34.78515911423962,11.995893826074203
26,ANHUMAS,3502408,4144,1700,631,0,2331,2237,104.20205632543585,41.02316602316603,15.226833976833976
27,APARECIDA,3502507,36185,13255,4770,0,18025,18617,96.82011065155504,36.6312007738013,13.182257841647091
28,APARECIDA D'OESTE,3502606,4158,2291,872,0,3163,2955,107.03891708967852,55.098605098605105,20.971620971620972
29,APIAÍ,3502705,24226,8890,3032,0,11922,12550,94.99601593625499,36.69611161561958,12.515479237183191
30,ARAÇARIGUAMA,3502754,22860,4711,1685,0,6396,8786,72.7976325973139,20.608048993875766,7.370953630796151
31,ARAÇATUBA,3502804,198129,78952,31967,0,110919,117959,94.03182461702795,39.84878538729817,16.134437664349992
32,ARAÇOIABA DA SERRA,3502903,34776,9156,3572,0,12728,17067,74.57666842444483,26.32850241545894,10.271451575799402
33,ARAMINA,3503000,5655,1925,778,0,2703,2959,91.34842852314972,34.04067197170645,13.757736516357205
34,ARANDU,3503109,6365,2635,854,0,3489,3358,103.90113162596784,41.39827179890024,13.417124901806757
35,ARAPEÍ,3503158,2460,964,400,0,1364,1365,99.92673992673993,39.1869918699187,16.260162601626014
36,ARARAQUARA,3503208,238339,90190,38350,0,128540,136116,94.43415909959153,37.84105832448739,16.0905265189499
37,ARARAS,3503307,135506,49882,19128,0,69010,70019,98.55896256730317,36.81165409649757,14.115980104202027
38,ARCO-ÍRIS,3503356,1773,1046,548,0,1594,1578,101.01394169835234,58.99605188945291,30.90806542583192
39,AREALVA,3503406,8613,3600,1548,0,5148,5467,94.16498993963782,41.79728317659352,17.972831765935215
40,AREIAS,3503505,3896,1404,540,0,1944,2042,95.20078354554359,36.03696098562628,13.860369609856264
41,AREIÓPOLIS,3503604,11158,3202,999,0,4201,4488,93.60516934046346,28.69689908585768,8.953217422477145
42,ARIRANHA,3503703,9761,3614,1305,0,4919,5247,93.74880884314847,37.02489499026739,13.369531810265341
43,ARTUR NOGUEIRA,3503802,55340,16351,5821,0,22172,23486,94.40517755258452,29.546440187929164,10.518612215395736
44,ARUJÁ,3503901,91157,25651,8003,0,33654,39800,84.55778894472363,28.139363954496087,8.779358688855492
45,ASPÁSIA,3503950,1818,945,344,0,1289,1256,102.62738853503184,51.98019801980198,18.921892189218923
46,ASSIS,3504008,105087,43486,16055,0,59541,61745,96.43048020082597,41.38095102153454,15.277817427464862
47,ATIBAIA,3504107,144088,47403,20004,0,67407,80498,83.73748416109717,32.898645272333574,13.883182499583588
48,AURIFLAMA,3504206,15253,5840,2347,0,8187,8871,92.2894825836997,38.28754999016587,15.387136956664262
49,AVAÍ,3504305,5436,2291,1160,0,3451,3546,97.32092498589961,42.14495952906549,21.3392200147167
50,AVANHANDAVA,3504404,13859,4170,1209,0,5379,5278,101.91360363774157,30.088750992135076,8.723573129374413
51,AVARÉ,3504503,91232,34361,13230,0,47591,50209,94.78579537533112,37.66331988775868,14.501490705015785
52,BADY BASSITT,3504602,17761,7299,2354,0,9653,10216,94.48903680501175,41.09565902820787,13.25375823433365
53,BALBINOS,3504701,5934,881,317,0,1198,1969,60.843067546978155,14.846646444219749,5.342096393663633
54,BÁLSAMO,3504800,9139,3965,1532,0,5497,5167,106.38668473001742,43.3854907539118,16.76332202647992
55,BANANAL,3504909,10993,3766,1789,0,5555,6449,86.13738564118468,34.25816428636405,16.273992540707724
56,BARÃO DE ANTONINA,3505005,3498,1632,607,0,2239,2209,101.3580805794477,46.65523156089194,17.352773013150372
57,BARBOSA,3505104,7468,2475,913,0,3388,3635,93.20495185694635,33.141403320835565,12.225495447241563
58,BARIRI,3505203,35558,13456,5203,0,18659,18536,100.66357358653431,37.84239833511446,14.632431520332979
59,BARRA BONITA,3505302,36126,15483,5799,0,21282,20653,103.0455623880308,42.85832918119913,16.052150805514035
60,BARRA DO CHAPÉU,3505351,5760,1850,576,0,2426,2841,85.39246744104189,32.11805555555556,10.0
