,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,11786,6750,0,18536,21459,86.3786756139615,33.567827746290334,19.224744382102475
1,ADOLFO,3500204,3554,1361,676,0,2037,2222,91.67416741674167,38.294879009566685,19.020821609454135
2,AGUAÍ,3500303,36648,8279,3947,0,12226,14294,85.5323912130964,22.590591573892162,10.770028378083389
3,ÁGUAS DA PRATA,3500402,8221,2720,1327,0,4047,4777,84.71844253715722,33.08599927016178,16.14158861452378
4,ÁGUAS DE LINDÓIA,3500501,18808,5536,2875,0,8411,10319,81.50983622444036,29.43428328370906,15.286048490004253
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,1464,861,0,2325,3309,70.26291931097009,23.96464233098707,14.093959731543624
6,ÁGUAS DE SÃO PEDRO,3500600,3521,1772,930,0,2702,2688,100.52083333333333,50.32661175802329,26.41295086623118
7,AGUDOS,3500709,37401,9493,5657,0,15150,18613,81.39472411755226,25.381674286783777,15.12526403037352
8,ALAMBARI,3500758,6129,1504,740,0,2244,2535,88.52071005917159,24.539076521455378,12.073747756567139
9,ALFREDO MARCONDES,3500808,4184,1453,945,0,2398,2657,90.2521640948438,34.72753346080306,22.586042065009558
10,ALTAIR,3500907,4186,1001,525,0,1526,1665,91.65165165165166,23.91304347826087,12.54180602006689
11,ALTINÓPOLIS,3501004,16203,4630,2506,0,7136,8453,84.41973263929967,28.57495525519965,15.466271678084306
12,ALTO ALEGRE,3501103,4088,1273,788,0,2061,2474,83.30638641875505,31.1399217221135,19.275929549902152
13,ALUMÍNIO,3501152,18767,3424,1747,0,5171,6366,81.22840087967327,18.244791389140513,9.308893270101775
14,ÁLVARES FLORENCE,3501202,3647,1312,759,0,2071,2758,75.09064539521393,35.97477378667398,20.811625993967645
15,ÁLVARES MACHADO,3501301,24998,6392,3367,0,9759,11567,84.36932653237659,25.57004560364829,13.469077526202097
16,ÁLVARO DE CARVALHO,3501400,5274,888,518,0,1406,1881,74.74747474747475,16.83731513083049,9.821767159651118
17,ALVINLÂNDIA,3501509,3237,788,440,0,1228,1483,82.80512474713419,24.34352795798579,13.592832869941304
18,AMERICANA,3501608,242018,62430,31338,0,93768,114604,81.81913371261038,25.795601980018013,12.948623656091696
19,AMÉRICO BRASILIENSE,3501707,41032,8595,4187,0,12782,15311,83.48246358826987,20.947065704815753,10.204230844219147
20,AMÉRICO DE CAMPOS,3501806,5981,1898,1008,0,2906,3317,87.60928549894483,31.73382377528841,16.85336900183916
21,AMPARO,3501905,72677,20833,10667,0,31500,36515,86.2659181158428,28.665189812457864,14.677270663346038
22,ANALÂNDIA,3502002,5056,1319,617,0,1936,2188,88.48263254113346,26.0878164556962,12.203322784810126
23,ANDRADINA,3502101,57202,16169,9531,0,25700,29934,85.85554887418988,28.266494178525225,16.662004825006118
24,ANGATUBA,3502200,25479,5733,2931,0,8664,10942,79.18113690367392,22.50088308018368,11.503591192746967
25,ANHEMBI,3502309,6819,1639,761,0,2400,2903,82.6730967964175,24.035782372781934,11.159994134037248
26,ANHUMAS,3502408,4144,1103,601,0,1704,1925,88.51948051948052,26.616795366795365,14.502895752895753
27,APARECIDA,3502507,36185,10337,4611,0,14948,16547,90.33661690940956,28.567085809036897,12.742849246925521
28,APARECIDA D'OESTE,3502606,4158,1874,861,0,2735,2626,104.15079969535415,45.06974506974507,20.707070707070706
29,APIAÍ,3502705,24226,5985,2994,0,8979,10471,85.75112214688187,24.704862544373814,12.358622967060183
30,ARAÇARIGUAMA,3502754,22860,3356,1668,0,5024,7074,71.02063895957026,14.680664916885389,7.296587926509186
31,ARAÇATUBA,3502804,198129,61028,31114,0,92142,105500,87.33838862559242,30.802154152092832,15.703910078787054
32,ARAÇOIABA DA SERRA,3502903,34776,6668,3446,0,10114,14624,69.16028446389497,19.174143087186565,9.909132735219691
33,ARAMINA,3503000,5655,1455,768,0,2223,2550,87.17647058823529,25.72944297082228,13.580901856763925
34,ARANDU,3503109,6365,1586,839,0,2425,2891,83.8810100311311,24.917517674783976,13.181461115475255
35,ARAPEÍ,3503158,2460,680,384,0,1064,1185,89.78902953586498,27.64227642276423,15.609756097560975
36,ARARAQUARA,3503208,238339,67646,37491,0,105137,120573,87.19779718510777,28.38226223991877,15.730115507743173
37,ARARAS,3503307,135506,34022,18917,0,52939,61140,86.58652273470723,25.107375319174057,13.960267442032087
38,ARCO-ÍRIS,3503356,1773,767,542,0,1309,1406,93.10099573257467,43.260011280315844,30.56965595036661
39,AREALVA,3503406,8613,2479,1511,0,3990,4725,84.44444444444444,28.782073609659815,17.543248577731337
40,AREIAS,3503505,3896,905,486,0,1391,1773,78.45459672870841,23.22895277207392,12.474332648870638
41,AREIÓPOLIS,3503604,11158,2096,889,0,2985,3810,78.34645669291339,18.784728445958056,7.9673776662484315
42,ARIRANHA,3503703,9761,2327,1269,0,3596,4362,82.43924805135259,23.839770515316054,13.000717139637333
43,ARTUR NOGUEIRA,3503802,55340,11009,5704,0,16713,20120,83.06660039761431,19.893386338995303,10.307191904589809
44,ARUJÁ,3503901,91157,19357,7788,0,27145,33204,81.75219853029756,21.234792720251875,8.543501870399421
45,ASPÁSIA,3503950,1818,668,343,0,1011,1065,94.92957746478872,36.743674367436746,18.866886688668867
46,ASSIS,3504008,105087,30121,15451,0,45572,54204,84.07497601653014,28.662917392255938,14.703055563485492
47,ATIBAIA,3504107,144088,35936,19551,0,55487,70010,79.25582059705756,24.94031425240131,13.568791294209095
48,AURIFLAMA,3504206,15253,4074,2301,0,6375,7803,81.69934640522875,26.709499770536944,15.085556939618435
49,AVAÍ,3504305,5436,1476,1129,0,2605,3087,84.38613540654357,27.1523178807947,20.768947755702722
50,AVANHANDAVA,3504404,13859,2561,1191,0,3752,4459,84.14442700156985,18.47896673641677,8.59369362868894
51,AVARÉ,3504503,91232,23689,12919,0,36608,43858,83.46937844862967,25.9656699403718,14.160601543318135
52,BADY BASSITT,3504602,17761,4883,2299,0,7182,8753,82.05186793099509,27.492821350149203,12.944090985867913
53,BALBINOS,3504701,5934,464,311,0,775,1686,45.96678529062871,7.819346140883048,5.240984159083249
54,BÁLSAMO,3504800,9139,2781,1501,0,4282,4640,92.28448275862068,30.43002516686727,16.424116424116423
55,BANANAL,3504909,10993,2864,1770,0,4634,5673,81.6851753922087,26.052942781770216,16.10115528063313
56,BARÃO DE ANTONINA,3505005,3498,1055,596,0,1651,1843,89.58220293000542,30.160091480846198,17.03830760434534
57,BARBOSA,3505104,7468,1623,871,0,2494,3128,79.7314578005115,21.732726298875203,11.663095875736476
58,BARIRI,3505203,35558,9888,5161,0,15049,16509,91.15633896662426,27.808088193936666,14.51431464086844
59,BARRA BONITA,3505302,36126,10131,5773,0,15904,18116,87.78979907264298,28.04351436638432,15.980180479433095
60,BARRA DO CHAPÉU,3505351,5760,1259,545,0,1804,2321,77.72511848341233,21.85763888888889,9.461805555555555
61,BARRA DO TURVO,3505401,7632,2255,1469,0,3724,4769,78.08764940239044,29.54664570230608,19.2479035639413
62,BARRETOS,3505500,122833,34713,19138,0,53851,68599,78.50114433155002,28.260320923530323,15.580503610593244
63,BARRINHA,3505609,33180,6022,2451,0,8473,10333,81.99941933610762,18.14948764315853,7.386980108499095
64,BARUERI,3505708,276982,61348,27637,0,88985,109210,81.48063364160791,22.148731686535587,9.977904701388537
65,BASTOS,3505807,20953,6410,2848,0,9258,9777,94.69162319729979,30.592277955424045,13.59232568128669
66,BATATAIS,3505906,62980,17510,8443,0,25953,30911,83.96040244573129,27.802476976818035,13.405843124801525
67,BAURU,3506003,379297,103594,58375,0,161969,203284,79.676216524665,27.312106344105015,15.390314186508197
68,BEBEDOURO,3506102,77555,21289,11141,0,32430,41709,77.75300294900381,27.450196634646378,14.365289149635743
69,BENTO DE ABREU,3506201,3005,635,353,0,988,1209,81.72043010752688,21.13144758735441,11.747088186356073
70,BERNARDINO DE CAMPOS,3506300,11158,3797,1952,0,5749,5891,97.58954337124428,34.02939594909482,17.494174583258648
71,BERTIOGA,3506359,64723,12665,5588,0,18253,23061,79.15094748709943,19.568005191353922,8.633715989679095
72,BILAC,3506409,8117,2470,1427,0,3897,4432,87.92870036101083,30.429961808549955,17.58038684242947
73,BIRIGUI,3506508,124883,28152,14903,0,43055,55377,77.7488849161204,22.542699967169273,11.933569821352787
74,BIRITIBA MIRIM,3506607,32936,6983,3149,0,10132,11957,84.73697415739734,21.201724556716055,9.56096672334224
75,BOA ESPERANÇA DO SUL,3506706,15018,3036,1649,0,4685,5716,81.962911126662,20.2157411106672,10.980157144759623
76,BOCAINA,3506805,12452,3365,1466,0,4831,4933,97.93229272248125,27.023771281721814,11.773209123032444
77,BOFETE,3506904,11921,2831,1369,0,4200,5171,81.22220073486753,23.748007717473367,11.483935911416827
78,BOITUVA,3507001,62170,11725,5900,0,17625,22489,78.37164836142114,18.85957857487534,9.490107769020428
79,BOM JESUS DOS PERDÕES,3507100,25985,4958,2364,0,7322,9223,79.38848530846796,19.080238599191844,9.097556282470656
80,BOM SUCESSO DE ITARARÉ,3507159,3984,747,324,0,1071,1269,84.39716312056737,18.75,8.132530120481928
81,BORÁ,3507209,838,286,151,0,437,535,81.6822429906542,34.12887828162291,18.01909307875895
82,BORACÉIA,3507308,4868,1137,712,0,1849,2196,84.19854280510019,23.356614626129826,14.626129827444537
83,BORBOREMA,3507407,16164,4515,2219,0,6734,7989,84.29089998748279,27.93244246473645,13.728037614451868
84,BOREBI,3507456,2683,628,287,0,915,1133,80.75904677846425,23.40663436451733,10.696980991427507
85,BOTUCATU,3507506,148130,113971,23467,0,137438,71449,192.35818555893013,76.93985013164112,15.842165665293997
86,BRAGANÇA PAULISTA,3507605,170533,48077,24021,0,72098,81392,88.58118734027914,28.192197404607906,14.085836758867783
87,BRAÚNA,3507704,5741,1435,864,0,2299,2904,79.16666666666666,24.995645357951577,15.04964291935203
88,BREJO ALEGRE,3507753,2889,753,466,0,1219,1429,85.30440867739678,26.064382139148496,16.130148840429214
89,BRODOWSKI,3507803,25277,5379,2972,0,8351,11096,75.26135544340303,21.28021521541322,11.757724413498437
90,BROTAS,3507902,24636,5655,3050,0,8705,10427,83.48518269876283,22.954213346322454,12.38025653515181
91,BURI,3508009,19965,3815,1958,0,5773,7292,79.16895227646737,19.108439769596792,9.80716253443526
92,BURITAMA,3508108,17281,4921,2322,0,7243,8290,87.37032569360676,28.476361321682774,13.436722411897458
93,BURITIZAL,3508207,4514,1402,705,0,2107,2384,88.38087248322147,31.058927780239255,15.61807709348693
94,CABRÁLIA PAULISTA,3508306,4243,1067,610,0,1677,2010,83.43283582089552,25.147301437662033,14.376620315814282
95,CABREÚVA,3508405,50429,7725,4196,0,11921,16740,71.21266427718041,15.318566697733447,8.320609173293144
96,CAÇAPAVA,3508504,95018,22845,11816,0,34661,41826,82.86950700521207,24.04281294070597,12.435538529541772
97,CACHOEIRA PAULISTA,3508603,33581,8036,4365,0,12401,16619,74.61941151693844,23.93019862422203,12.998421726571575
98,CACONDE,3508702,19009,5023,2563,0,7586,9188,82.5642141924249,26.424325319585463,13.483086958808984
99,CAFELÂNDIA,3508801,17843,4033,2497,0,6530,8690,75.14384349827388,22.602701339460854,13.994283472510228
100,CAIABU,3508900,4193,1225,627,0,1852,2180,84.95412844036697,29.215358931552586,14.953493918435488
101,CAIEIRAS,3509007,102775,20906,9461,0,30367,37453,81.08028729340774,20.341522743857944,9.205546095840427
102,CAIUÁ,3509106,5946,1494,823,0,2317,2928,79.13251366120218,25.126135216952573,13.841237806929026
103,CAJAMAR,3509205,77934,14058,6219,0,20277,25516,79.46778491926634,18.038340133959505,7.9798290861498185
104,CAJATI,3509254,28494,5686,2716,0,8402,11705,71.78129004698846,19.955078262090264,9.531831262721976
105,CAJOBI,3509304,10596,2928,1517,0,4445,5105,87.07149853085211,27.633069082672705,14.316723291808229
106,CAJURU,3509403,26393,6759,3466,0,10225,12015,85.10195588847274,25.609063009131212,13.13226992005456
107,CAMPINA DO MONTE ALEGRE,3509452,6057,1619,803,0,2422,2783,87.02838663312971,26.72940399537725,13.25738814594684
108,CAMPINAS,3509502,1213792,353465,167845,0,521310,589029,88.50328252089456,29.120722496111362,13.828151775592524
109,CAMPO LIMPO PAULISTA,3509601,85541,16426,8381,0,24807,32895,75.41267669858641,19.202487695958663,9.79764089734747
110,CAMPOS DO JORDÃO,3509700,52405,10953,5634,0,16587,20874,79.46248922104053,20.900677416277073,10.75088254937506
111,CAMPOS NOVOS PAULISTA,3509809,4997,1321,640,0,1961,2204,88.97459165154264,26.435861516910148,12.80768461076646
112,CANANÉIA,3509908,12541,3417,1591,0,5008,6138,81.5900944933203,27.24663105015549,12.686388645243602
113,CANAS,3509957,5204,910,467,0,1377,1745,78.91117478510029,17.486548808608763,8.973866256725596
114,CÂNDIDO MOTA,3510005,31346,9737,4015,0,13752,14876,92.44420543156762,31.06297454220634,12.808651821604034
