,cod_ibge,data,ocupacao_leitos
32506,3506102,2020-10-08,"63,74"
31660,3506102,2020-10-09,"62,64"
33928,3506102,2020-10-10,"65,93"
34360,3506102,2020-10-11,"62,64"
33496,3506102,2020-10-12,"56,04"
33640,3506102,2020-10-13,"62,64"
33028,3506102,2020-10-14,"53,85"
33262,3506102,2020-10-15,"51,65"
34396,3506102,2020-10-16,"59,34"
34594,3506102,2020-10-17,"52,75"
33982,3506102,2020-10-18,"52,75"
33820,3506102,2020-10-19,"49,45"
32038,3506102,2020-10-20,"50,55"
31588,3506102,2020-10-21,"42,42"
32650,3506102,2020-10-22,"49,45"
32218,3506102,2020-10-23,"42,86"
32452,3506102,2020-10-24,"45,35"
32938,3506102,2020-10-25,"40,91"
35944,3506102,2020-10-26,"39,77"
36142,3506102,2020-10-27,"39,77"
34900,3506102,2020-10-28,"52,27"
35584,3506102,2020-10-29,"43,18"
34918,3506102,2020-10-30,"37,50"
35890,3506102,2020-10-31,"39,77"
35782,3506102,2020-11-01,"34,09"
35602,3506102,2020-11-02,"38,64"
36358,3506102,2020-11-03,"35,23"
36448,3506102,2020-11-04,"35,23"
34738,3506102,2020-11-05,"31,18"
35206,3506102,2020-11-06,"34,09"
35494,3506102,2020-11-07,"28,41"
35998,3506102,2020-11-08,"32,95"
35260,3506102,2020-11-09,"30,68"
31606,3506102,2020-11-10,"27,27"
32380,3506102,2020-11-11,"30,68"
32164,3506102,2020-11-12,"28,41"
34216,3506102,2020-11-13,"25,00"
34540,3506102,2020-11-14,"20,45"
33064,3506102,2020-11-15,"21,59"
33478,3506102,2020-11-16,"23,86"
31858,3506102,2020-11-17,"27,27"
32758,3506102,2020-11-18,"21,11"
34090,3506102,2020-11-19,"14,44"
33118,3506102,2020-11-20,"17,78"
33550,3506102,2020-11-21,"18,89"
33190,3506102,2020-11-22,"18,89"
34378,3506102,2020-11-23,"23,33"
33946,3506102,2020-11-24,"20,00"
31840,3506102,2020-11-25,"23,33"
31570,3506102,2020-11-26,"25,56"
32686,3506102,2020-11-27,"31,11"
32434,3506102,2020-11-28,"28,89"
36538,3506102,2020-11-29,"22,22"
35080,3506102,2020-11-30,"17,24"
35476,3506102,2020-12-01,"14,44"
36016,3506102,2020-12-02,"16,48"
