,cod_ibge,data,ocupacao_leitos
159911,3522653,2020-10-08,"47,03"
159191,3522653,2020-10-09,"47,58"
159527,3522653,2020-10-10,"48,03"
158855,3522653,2020-10-11,"45,65"
158471,3522653,2020-10-12,"48,93"
160535,3522653,2020-10-13,"50,22"
159431,3522653,2020-10-14,"54,78"
160679,3522653,2020-10-15,"48,26"
159767,3522653,2020-10-16,"51,30"
158711,3522653,2020-10-17,"48,03"
160055,3522653,2020-10-18,"42,17"
159623,3522653,2020-10-19,"44,59"
159863,3522653,2020-10-20,"45,45"
160775,3522653,2020-10-21,"46,09"
158999,3522653,2020-10-22,"43,04"
160487,3522653,2020-10-23,"45,81"
158039,3522653,2020-10-24,"42,92"
160247,3522653,2020-10-25,"40,09"
160439,3522653,2020-10-26,"40,34"
160007,3522653,2020-10-27,"44,05"
159047,3522653,2020-10-28,"47,62"
158567,3522653,2020-10-29,"46,55"
158231,3522653,2020-10-30,"46,02"
159095,3522653,2020-10-31,"44,20"
159815,3522653,2020-11-01,"47,32"
158279,3522653,2020-11-02,"46,76"
159287,3522653,2020-11-03,"43,52"
158903,3522653,2020-11-04,"44,65"
158519,3522653,2020-11-05,"45,75"
166103,3522653,2020-11-06,"47,42"
168119,3522653,2020-11-07,"52,36"
168311,3522653,2020-11-08,"50,00"
168503,3522653,2020-11-09,"53,30"
168695,3522653,2020-11-10,"52,36"
168983,3522653,2020-11-11,"51,15"
169175,3522653,2020-11-12,"49,77"
166871,3522653,2020-11-13,"50,70"
167111,3522653,2020-11-14,"48,61"
167303,3522653,2020-11-15,"42,40"
167447,3522653,2020-11-16,"49,55"
167639,3522653,2020-11-17,"52,51"
169271,3522653,2020-11-18,"55,25"
170663,3522653,2020-11-19,"50,68"
170999,3522653,2020-11-20,"50,00"
171335,3522653,2020-11-21,"54,05"
171431,3522653,2020-11-22,"58,37"
169415,3522653,2020-11-23,"59,05"
169655,3522653,2020-11-24,"61,06"
169991,3522653,2020-11-25,"65,33"
170327,3522653,2020-11-26,"63,04"
170567,3522653,2020-11-27,"64,81"
170471,3522653,2020-11-28,"66,95"
171479,3522653,2020-11-29,"59,92"
162311,3522653,2020-11-30,"60,78"
162599,3522653,2020-12-01,"60,34"
162935,3522653,2020-12-02,"61,64"
163079,3522653,2020-12-03,"61,11"
163271,3522653,2020-12-04,"59,57"
163463,3522653,2020-12-05,"62,73"
162167,3522653,2020-12-06,"61,19"
161015,3522653,2020-12-07,"65,92"
161255,3522653,2020-12-08,"61,88"
161495,3522653,2020-12-09,"64,26"
