,cod_ibge,data,ocupacao_leitos
27,3546801,2020-10-08,"41,91"
9018,3546801,2020-10-09,"41,21"
10239,3546801,2020-10-10,"41,42"
9610,3546801,2020-10-11,"40,49"
9129,3546801,2020-10-12,"40,49"
10461,3546801,2020-10-13,"42,43"
7871,3546801,2020-10-14,"41,39"
9647,3546801,2020-10-15,"40,20"
8537,3546801,2020-10-16,"38,83"
10572,3546801,2020-10-17,"41,27"
9055,3546801,2020-10-18,"41,36"
9314,3546801,2020-10-19,"40,48"
2765,3546801,2020-10-20,"39,88"
2469,3546801,2020-10-21,"39,74"
2210,3546801,2020-10-22,"39,66"
2358,3546801,2020-10-23,"39,17"
3653,3546801,2020-10-24,"39,45"
3764,3546801,2020-10-25,"40,59"
3061,3546801,2020-10-26,"40,12"
1914,3546801,2020-10-27,"41,33"
619,3546801,2020-10-28,"41,03"
286,3546801,2020-10-29,"41,42"
64,3546801,2020-10-30,"41,46"
1729,3546801,2020-10-31,"42,41"
1470,3546801,2020-11-01,"42,12"
1248,3546801,2020-11-02,"43,18"
3838,3546801,2020-11-03,"43,32"
6502,3546801,2020-11-04,"43,94"
6243,3546801,2020-11-05,"44,54"
5984,3546801,2020-11-06,"44,11"
7168,3546801,2020-11-07,"45,62"
7353,3546801,2020-11-08,"42,53"
7131,3546801,2020-11-09,"45,41"
6872,3546801,2020-11-10,"46,44"
4652,3546801,2020-11-11,"46,09"
4393,3546801,2020-11-12,"46,83"
4171,3546801,2020-11-13,"47,43"
3912,3546801,2020-11-14,"49,29"
5540,3546801,2020-11-15,"50,13"
5355,3546801,2020-11-16,"51,42"
5059,3546801,2020-11-17,"52,97"
7686,3546801,2020-11-18,"55,06"
4985,3546801,2020-11-19,"56,55"
5133,3546801,2020-11-20,"56,79"
5318,3546801,2020-11-21,"56,67"
5503,3546801,2020-11-22,"57,25"
5244,3546801,2020-11-23,"57,05"
3949,3546801,2020-11-24,"57,79"
4134,3546801,2020-11-25,"58,50"
4726,3546801,2020-11-26,"58,85"
4430,3546801,2020-11-27,"59,60"
4615,3546801,2020-11-28,"60,50"
6835,3546801,2020-11-29,"59,52"
7020,3546801,2020-11-30,"62,51"
7205,3546801,2020-12-01,"61,12"
7316,3546801,2020-12-02,"62,45"
6761,3546801,2020-12-03,"62,75"
5873,3546801,2020-12-04,"61,75"
5947,3546801,2020-12-05,"65,20"
6169,3546801,2020-12-06,"65,05"
6391,3546801,2020-12-07,"64,76"
6465,3546801,2020-12-08,"65,63"
5725,3546801,2020-12-09,"64,41"
1100,3546801,2020-12-10,"63,63"
1285,3546801,2020-12-11,"65,21"
1433,3546801,2020-12-12,"66,97"
1618,3546801,2020-12-13,"67,93"
1766,3546801,2020-12-14,"66,59"
434,3546801,2020-12-15,"66,92"
212,3546801,2020-12-16,"68,05"
878,3546801,2020-12-17,"68,18"
582,3546801,2020-12-18,"67,54"
915,3546801,2020-12-19,"66,17"
2987,3546801,2020-12-20,"65,11"
3246,3546801,2020-12-21,"66,86"
3357,3546801,2020-12-22,"67,14"
3616,3546801,2020-12-23,"66,38"
2876,3546801,2020-12-24,"66,14"
2025,3546801,2020-12-25,"64,68"
2173,3546801,2020-12-26,"63,64"
2432,3546801,2020-12-27,"64,66"
2543,3546801,2020-12-28,"64,79"
3801,3546801,2020-12-29,"66,26"
9869,3546801,2020-12-30,"65,04"
8278,3546801,2020-12-31,"65,23"
8685,3546801,2021-01-01,"64,28"
8981,3546801,2021-01-02,"64,51"
8500,3546801,2021-01-03,"65,40"
8204,3546801,2021-01-04,"66,52"
9425,3546801,2021-01-05,"65,01"
9351,3546801,2021-01-06,"66,54"
8574,3546801,2021-01-07,"66,38"
9462,3546801,2021-01-08,"68,21"
8722,3546801,2021-01-09,"66,98"
