,cod_ibge,data,ocupacao_leitos
49163,3528601,2020-10-08,"67,53"
52631,3528601,2020-10-09,"68,26"
53379,3528601,2020-10-10,"68,28"
40867,3528601,2020-10-11,"63,04"
40731,3528601,2020-10-12,"64,19"
44539,3528601,2020-10-13,"61,90"
42567,3528601,2020-10-14,"59,03"
38895,3528601,2020-10-15,"60,09"
39167,3528601,2020-10-16,"56,19"
52291,3528601,2020-10-17,"57,14"
52087,3528601,2020-10-18,"52,14"
53515,3528601,2020-10-19,"49,78"
55011,3528601,2020-10-20,"54,87"
46511,3528601,2020-10-21,"53,30"
47395,3528601,2020-10-22,"53,10"
45899,3528601,2020-10-23,"53,10"
50047,3528601,2020-10-24,"58,33"
48211,3528601,2020-10-25,"52,54"
48347,3528601,2020-10-26,"50,00"
45831,3528601,2020-10-27,"53,54"
47463,3528601,2020-10-28,"50,22"
54331,3528601,2020-10-29,"49,11"
51679,3528601,2020-10-30,"50,44"
52767,3528601,2020-10-31,"52,65"
38215,3528601,2020-11-01,"47,48"
42363,3528601,2020-11-02,"41,74"
40663,3528601,2020-11-03,"42,42"
41411,3528601,2020-11-04,"45,13"
46103,3528601,2020-11-05,"46,88"
41343,3528601,2020-11-06,"50,23"
37875,3528601,2020-11-07,"49,10"
53243,3528601,2020-11-08,"46,22"
47123,3528601,2020-11-09,"47,11"
48415,3528601,2020-11-10,"47,30"
49707,3528601,2020-11-11,"47,95"
47055,3528601,2020-11-12,"47,03"
51407,3528601,2020-11-13,"42,47"
37671,3528601,2020-11-14,"45,37"
43043,3528601,2020-11-15,"42,47"
40527,3528601,2020-11-16,"42,92"
38351,3528601,2020-11-17,"42,79"
50183,3528601,2020-11-18,"43,18"
39643,3528601,2020-11-19,"44,13"
39575,3528601,2020-11-20,"49,07"
44267,3528601,2020-11-21,"47,20"
37127,3528601,2020-11-22,"49,51"
38759,3528601,2020-11-23,"50,00"
52155,3528601,2020-11-24,"54,15"
55215,3528601,2020-11-25,"56,19"
54807,3528601,2020-11-26,"56,46"
47599,3528601,2020-11-27,"51,18"
50115,3528601,2020-11-28,"49,29"
49027,3528601,2020-11-29,"47,85"
45151,3528601,2020-11-30,"44,60"
53855,3528601,2020-12-01,"48,13"
53175,3528601,2020-12-02,"53,52"
43111,3528601,2020-12-03,"53,08"
43791,3528601,2020-12-04,"52,66"
52903,3528601,2020-12-05,"51,21"
54467,3528601,2020-12-06,"51,42"
42703,3528601,2020-12-07,"52,11"
42023,3528601,2020-12-08,"56,40"
40595,3528601,2020-12-09,"57,48"
44607,3528601,2020-12-10,"61,72"
43247,3528601,2020-12-11,"62,38"
37603,3528601,2020-12-12,"59,33"
47735,3528601,2020-12-13,"54,93"
44947,3528601,2020-12-14,"58,29"
54195,3528601,2020-12-15,"56,02"
54263,3528601,2020-12-16,"59,42"
46987,3528601,2020-12-17,"61,84"
45423,3528601,2020-12-18,"61,84"
49911,3528601,2020-12-19,"59,42"
48755,3528601,2020-12-20,"58,77"
48483,3528601,2020-12-21,"60,29"
50387,3528601,2020-12-22,"58,53"
49571,3528601,2020-12-23,"58,74"
45695,3528601,2020-12-24,"63,90"
46443,3528601,2020-12-25,"63,90"
46919,3528601,2020-12-26,"60,29"
54671,3528601,2020-12-27,"58,05"
53787,3528601,2020-12-28,"58,82"
55283,3528601,2020-12-29,"60,77"
51747,3528601,2020-12-30,"63,11"
50863,3528601,2020-12-31,"58,94"
52971,3528601,2021-01-01,"60,87"
44879,3528601,2021-01-02,"63,59"
38487,3528601,2021-01-03,"62,75"
38283,3528601,2021-01-04,"62,62"
37399,3528601,2021-01-05,"70,33"
43383,3528601,2021-01-06,"71,01"
44743,3528601,2021-01-07,"70,94"
43995,3528601,2021-01-08,"67,76"
40459,3528601,2021-01-09,"70,56"
40799,3528601,2021-01-10,"70,83"
41207,3528601,2021-01-11,"76,17"
40323,3528601,2021-01-12,"71,89"
45015,3528601,2021-01-13,"77,73"
54603,3528601,2021-01-14,"79,17"
48143,3528601,2021-01-15,"79,63"
51543,3528601,2021-01-16,"75,78"
41819,3528601,2021-01-17,"84,75"
44471,3528601,2021-01-18,"85,84"
39099,3528601,2021-01-19,"84,82"
52495,3528601,2021-01-20,"86,78"
53583,3528601,2021-01-21,"89,91"
54875,3528601,2021-01-22,"83,06"
45287,3528601,2021-01-23,"83,20"
47939,3528601,2021-01-24,"88,24"
49367,3528601,2021-01-25,"86,42"
55351,3528601,2021-01-26,"85,95"
37535,3528601,2021-01-27,"87,95"
44199,3528601,2021-01-28,"89,43"
41751,3528601,2021-01-29,"88,58"
41275,3528601,2021-01-30,"90,59"
51815,3528601,2021-01-31,"91,30"
48279,3528601,2021-02-01,"89,02"
50659,3528601,2021-02-02,"87,40"
36719,3528601,2021-02-03,"90,15"
44063,3528601,2021-02-04,"91,54"
46307,3528601,2021-02-05,"90,53"
42635,3528601,2021-02-06,"89,93"
54399,3528601,2021-02-07,"93,33"
49775,3528601,2021-02-08,"92,41"
40255,3528601,2021-02-09,"93,41"
41615,3528601,2021-02-10,"94,91"
38419,3528601,2021-02-11,"95,36"
53651,3528601,2021-02-12,"93,55"
50523,3528601,2021-02-13,"93,26"
46171,3528601,2021-02-14,"90,94"
53991,3528601,2021-02-15,"96,92"
53311,3528601,2021-02-16,"94,68"
37943,3528601,2021-02-17,"91,32"
43723,3528601,2021-02-18,"91,70"
38079,3528601,2021-02-19,"89,51"
52019,3528601,2021-02-20,"90,98"
39711,3528601,2021-02-21,"90,31"
43315,3528601,2021-02-22,"91,60"
52427,3528601,2021-02-23,"93,05"
55827,3528601,2021-02-24,"94,98"
46239,3528601,2021-02-25,"95,51"
48619,3528601,2021-02-26,"94,34"
46715,3528601,2021-02-27,"96,28"
52223,3528601,2021-02-28,"96,35"
43927,3528601,2021-03-01,"97,46"
48891,3528601,2021-03-02,"95,64"
51883,3528601,2021-03-03,"94,64"
47803,3528601,2021-03-04,"96,32"
53039,3528601,2021-03-05,"94,62"
41139,3528601,2021-03-06,"96,42"
41547,3528601,2021-03-07,"97,54"
36923,3528601,2021-03-08,"95,27"
55147,3528601,2021-03-09,"98,95"
49639,3528601,2021-03-10,"98,26"
46375,3528601,2021-03-11,"97,97"
42499,3528601,2021-03-12,"92,74"
