,cod_ibge,data,ocupacao_leitos
133655,3518008,2020-10-08,"57,43"
141331,3518008,2020-10-09,"59,59"
139412,3518008,2020-10-10,"59,95"
132039,3518008,2020-10-11,"55,76"
152138,3518008,2020-10-12,"54,55"
152037,3518008,2020-10-13,"52,14"
145068,3518008,2020-10-14,"51,13"
142543,3518008,2020-10-15,"48,53"
150219,3518008,2020-10-16,"49,19"
148300,3518008,2020-10-17,"49,07"
149411,3518008,2020-10-18,"51,16"
144765,3518008,2020-10-19,"48,51"
156986,3518008,2020-10-20,"52,63"
156683,3518008,2020-10-21,"54,52"
133150,3518008,2020-10-22,"52,70"
140321,3518008,2020-10-23,"50,37"
151229,3518008,2020-10-24,"52,72"
136584,3518008,2020-10-25,"51,49"
132342,3518008,2020-10-26,"50,37"
153653,3518008,2020-10-27,"50,62"
144462,3518008,2020-10-28,"49,13"
148098,3518008,2020-10-29,"47,89"
150825,3518008,2020-10-30,"45,77"
144361,3518008,2020-10-31,"45,36"
152845,3518008,2020-11-01,"43,56"
129615,3518008,2020-11-02,"43,80"
130221,3518008,2020-11-03,"46,42"
141836,3518008,2020-11-04,"46,83"
137493,3518008,2020-11-05,"42,22"
136180,3518008,2020-11-06,"41,08"
137392,3518008,2020-11-07,"42,43"
134059,3518008,2020-11-08,"40,92"
135271,3518008,2020-11-09,"39,46"
140624,3518008,2020-11-10,"38,74"
141735,3518008,2020-11-11,"40,38"
138705,3518008,2020-11-12,"37,91"
133554,3518008,2020-11-13,"37,40"
132948,3518008,2020-11-14,"37,95"
132241,3518008,2020-11-15,"34,07"
130726,3518008,2020-11-16,"32,78"
130524,3518008,2020-11-17,"33,24"
155067,3518008,2020-11-18,"31,58"
154259,3518008,2020-11-19,"34,44"
154461,3518008,2020-11-20,"33,33"
152744,3518008,2020-11-21,"32,88"
156784,3518008,2020-11-22,"36,81"
151330,3518008,2020-11-23,"38,92"
145270,3518008,2020-11-24,"38,74"
146381,3518008,2020-11-25,"41,46"
143048,3518008,2020-11-26,"40,39"
146482,3518008,2020-11-27,"42,11"
149714,3518008,2020-11-28,"44,60"
150724,3518008,2020-11-29,"40,11"
147492,3518008,2020-11-30,"44,32"
148401,3518008,2020-12-01,"48,37"
146987,3518008,2020-12-02,"47,41"
149815,3518008,2020-12-03,"49,18"
143856,3518008,2020-12-04,"51,64"
143149,3518008,2020-12-05,"52,59"
145371,3518008,2020-12-06,"48,23"
155774,3518008,2020-12-07,"47,96"
155269,3518008,2020-12-08,"46,05"
153855,3518008,2020-12-09,"53,66"
154663,3518008,2020-12-10,"55,04"
155370,3518008,2020-12-11,"54,22"
132544,3518008,2020-12-12,"54,50"
131938,3518008,2020-12-13,"55,03"
130827,3518008,2020-12-14,"55,08"
