,cod_ibge,data,ocupacao_leitos
109062,3553906,2020-10-08,"64,94"
105102,3553906,2020-10-09,"59,49"
107127,3553906,2020-10-10,"60,26"
106137,3553906,2020-10-11,"68,35"
110772,3553906,2020-10-12,"64,10"
106272,3553906,2020-10-13,"56,41"
105282,3553906,2020-10-14,"56,25"
110682,3553906,2020-10-15,"45,68"
109782,3553906,2020-10-16,"50,00"
100242,3553906,2020-10-17,"43,42"
102942,3553906,2020-10-18,"50,67"
101277,3553906,2020-10-19,"46,67"
102042,3553906,2020-10-20,"42,11"
102762,3553906,2020-10-21,"40,79"
104922,3553906,2020-10-22,"36,84"
99027,3553906,2020-10-23,"35,53"
99522,3553906,2020-10-24,"37,33"
100332,3553906,2020-10-25,"40,00"
103032,3553906,2020-10-26,"39,19"
100872,3553906,2020-10-27,"37,84"
101052,3553906,2020-10-28,"43,42"
103212,3553906,2020-10-29,"41,33"
99837,3553906,2020-10-30,"42,25"
109377,3553906,2020-10-31,"46,38"
104967,3553906,2020-11-01,"44,12"
108657,3553906,2020-11-02,"41,79"
105462,3553906,2020-11-03,"44,12"
108297,3553906,2020-11-04,"41,67"
110997,3553906,2020-11-05,"37,14"
110187,3553906,2020-11-06,"34,29"
109152,3553906,2020-11-07,"41,43"
110592,3553906,2020-11-08,"34,29"
106182,3553906,2020-11-09,"37,14"
105552,3553906,2020-11-10,"39,13"
107847,3553906,2020-11-11,"37,88"
106902,3553906,2020-11-12,"40,91"
107487,3553906,2020-11-13,"39,39"
108117,3553906,2020-11-14,"37,88"
106002,3553906,2020-11-15,"40,91"
109107,3553906,2020-11-16,"36,36"
110097,3553906,2020-11-17,"36,36"
110952,3553906,2020-11-18,"37,88"
105012,3553906,2020-11-19,"38,46"
107172,3553906,2020-11-20,"40,30"
107037,3553906,2020-11-21,"45,45"
108342,3553906,2020-11-22,"40,91"
105597,3553906,2020-11-23,"39,39"
106452,3553906,2020-11-24,"39,39"
111087,3553906,2020-11-25,"43,94"
111537,3553906,2020-11-26,"53,85"
108927,3553906,2020-11-27,"54,55"
99792,3553906,2020-11-28,"54,55"
99387,3553906,2020-11-29,"60,87"
100557,3553906,2020-11-30,"54,41"
98802,3553906,2020-12-01,"55,07"
103572,3553906,2020-12-02,"55,07"
102987,3553906,2020-12-03,"67,24"
104472,3553906,2020-12-04,"72,41"
104067,3553906,2020-12-05,"71,93"
101322,3553906,2020-12-06,"58,21"
