,cod_ibge,data,ocupacao_leitos
133729,3556107,2020-10-08,"57,43"
141405,3556107,2020-10-09,"59,59"
139486,3556107,2020-10-10,"59,95"
132113,3556107,2020-10-11,"55,76"
152212,3556107,2020-10-12,"54,55"
152111,3556107,2020-10-13,"52,14"
145142,3556107,2020-10-14,"51,13"
142617,3556107,2020-10-15,"48,53"
150293,3556107,2020-10-16,"49,19"
148374,3556107,2020-10-17,"49,07"
149485,3556107,2020-10-18,"51,16"
144839,3556107,2020-10-19,"48,51"
157060,3556107,2020-10-20,"52,63"
156757,3556107,2020-10-21,"54,52"
133224,3556107,2020-10-22,"52,70"
140395,3556107,2020-10-23,"50,37"
151303,3556107,2020-10-24,"52,72"
136658,3556107,2020-10-25,"51,49"
132416,3556107,2020-10-26,"50,37"
153727,3556107,2020-10-27,"50,62"
144536,3556107,2020-10-28,"49,13"
148172,3556107,2020-10-29,"47,89"
150899,3556107,2020-10-30,"45,77"
144435,3556107,2020-10-31,"45,36"
152919,3556107,2020-11-01,"43,56"
129689,3556107,2020-11-02,"43,80"
130295,3556107,2020-11-03,"46,42"
141910,3556107,2020-11-04,"46,83"
137567,3556107,2020-11-05,"42,22"
136254,3556107,2020-11-06,"41,08"
137466,3556107,2020-11-07,"42,43"
134133,3556107,2020-11-08,"40,92"
135345,3556107,2020-11-09,"39,46"
140698,3556107,2020-11-10,"38,74"
141809,3556107,2020-11-11,"40,38"
138779,3556107,2020-11-12,"37,91"
133628,3556107,2020-11-13,"37,40"
133022,3556107,2020-11-14,"37,95"
132315,3556107,2020-11-15,"34,07"
130800,3556107,2020-11-16,"32,78"
130598,3556107,2020-11-17,"33,24"
155141,3556107,2020-11-18,"31,58"
154333,3556107,2020-11-19,"34,44"
154535,3556107,2020-11-20,"33,33"
152818,3556107,2020-11-21,"32,88"
156858,3556107,2020-11-22,"36,81"
151404,3556107,2020-11-23,"38,92"
145344,3556107,2020-11-24,"38,74"
146455,3556107,2020-11-25,"41,46"
143122,3556107,2020-11-26,"40,39"
146556,3556107,2020-11-27,"42,11"
149788,3556107,2020-11-28,"44,60"
150798,3556107,2020-11-29,"40,11"
147566,3556107,2020-11-30,"44,32"
148475,3556107,2020-12-01,"48,37"
147061,3556107,2020-12-02,"47,41"
149889,3556107,2020-12-03,"49,18"
143930,3556107,2020-12-04,"51,64"
143223,3556107,2020-12-05,"52,59"
145445,3556107,2020-12-06,"48,23"
155848,3556107,2020-12-07,"47,96"
155343,3556107,2020-12-08,"46,05"
153929,3556107,2020-12-09,"53,66"
154737,3556107,2020-12-10,"55,04"
155444,3556107,2020-12-11,"54,22"
132618,3556107,2020-12-12,"54,50"
132012,3556107,2020-12-13,"55,03"
130901,3556107,2020-12-14,"55,08"
138981,3556107,2020-12-15,"57,22"
141708,3556107,2020-12-16,"55,11"
137870,3556107,2020-12-17,"54,69"
135749,3556107,2020-12-18,"53,89"
136052,3556107,2020-12-19,"56,30"
137163,3556107,2020-12-20,"56,37"
135547,3556107,2020-12-21,"53,74"
134537,3556107,2020-12-22,"54,84"
140193,3556107,2020-12-23,"54,03"
140092,3556107,2020-12-24,"52,28"
138274,3556107,2020-12-25,"54,59"
139284,3556107,2020-12-26,"57,26"
129487,3556107,2020-12-27,"57,49"
131204,3556107,2020-12-28,"58,38"
129790,3556107,2020-12-29,"59,35"
133426,3556107,2020-12-30,"58,09"
142112,3556107,2020-12-31,"57,72"
152717,3556107,2021-01-01,"57,57"
156959,3556107,2021-01-02,"54,47"
153020,3556107,2021-01-03,"58,93"
157565,3556107,2021-01-04,"61,33"
155646,3556107,2021-01-05,"64,64"
