,cod_ibge,data,ocupacao_leitos
124360,3549706,2020-10-08,"42,06"
126340,3549706,2020-10-09,"40,94"
124860,3549706,2020-10-10,"37,30"
125280,3549706,2020-10-11,"34,13"
124940,3549706,2020-10-12,"36,15"
126400,3549706,2020-10-13,"37,69"
126000,3549706,2020-10-14,"34,92"
123640,3549706,2020-10-15,"36,51"
124460,3549706,2020-10-16,"40,48"
124100,3549706,2020-10-17,"36,22"
128700,3549706,2020-10-18,"35,43"
127900,3549706,2020-10-19,"37,01"
127460,3549706,2020-10-20,"35,16"
128380,3549706,2020-10-21,"33,59"
127860,3549706,2020-10-22,"34,11"
126880,3549706,2020-10-23,"28,68"
128480,3549706,2020-10-24,"29,84"
127120,3549706,2020-10-25,"36,36"
127680,3549706,2020-10-26,"31,40"
128680,3549706,2020-10-27,"29,75"
127300,3549706,2020-10-28,"29,75"
128600,3549706,2020-10-29,"30,58"
124240,3549706,2020-10-30,"28,33"
123600,3549706,2020-10-31,"29,17"
126540,3549706,2020-11-01,"37,27"
124840,3549706,2020-11-02,"34,86"
125500,3549706,2020-11-03,"34,55"
126560,3549706,2020-11-04,"30,91"
124440,3549706,2020-11-05,"30,00"
124020,3549706,2020-11-06,"30,00"
124520,3549706,2020-11-07,"26,13"
123300,3549706,2020-11-08,"30,28"
123500,3549706,2020-11-09,"29,66"
125760,3549706,2020-11-10,"32,73"
126380,3549706,2020-11-11,"27,27"
125020,3549706,2020-11-12,"22,73"
124900,3549706,2020-11-13,"22,32"
125300,3549706,2020-11-14,"24,78"
125320,3549706,2020-11-15,"20,54"
125480,3549706,2020-11-16,"23,01"
124760,3549706,2020-11-17,"24,78"
124960,3549706,2020-11-18,"26,55"
125640,3549706,2020-11-19,"25,66"
126300,3549706,2020-11-20,"25,66"
126480,3549706,2020-11-21,"24,56"
125680,3549706,2020-11-22,"22,12"
125920,3549706,2020-11-23,"20,72"
125620,3549706,2020-11-24,"27,43"
123740,3549706,2020-11-25,"27,43"
123720,3549706,2020-11-26,"26,05"
123800,3549706,2020-11-27,"23,53"
124480,3549706,2020-11-28,"30,09"
124600,3549706,2020-11-29,"25,47"
123940,3549706,2020-11-30,"27,43"
124120,3549706,2020-12-01,"31,86"
128320,3549706,2020-12-02,"34,26"
128000,3549706,2020-12-03,"27,78"
127260,3549706,2020-12-04,"24,04"
127240,3549706,2020-12-05,"23,15"
127600,3549706,2020-12-06,"23,36"
127560,3549706,2020-12-07,"25,00"
127440,3549706,2020-12-08,"25,00"
126840,3549706,2020-12-09,"27,78"
128880,3549706,2020-12-10,"36,11"
128440,3549706,2020-12-11,"33,33"
128160,3549706,2020-12-12,"32,41"
127000,3549706,2020-12-13,"33,96"
127700,3549706,2020-12-14,"40,74"
127540,3549706,2020-12-15,"35,19"
126660,3549706,2020-12-16,"36,11"
127080,3549706,2020-12-17,"37,04"
128760,3549706,2020-12-18,"36,11"
128520,3549706,2020-12-19,"36,70"
128240,3549706,2020-12-20,"38,53"
128040,3549706,2020-12-21,"38,10"
128820,3549706,2020-12-22,"41,28"
127020,3549706,2020-12-23,"33,33"
126920,3549706,2020-12-24,"38,74"
127800,3549706,2020-12-25,"45,87"
127520,3549706,2020-12-26,"47,71"
127340,3549706,2020-12-27,"50,00"
127780,3549706,2020-12-28,"47,71"
127100,3549706,2020-12-29,"46,79"
128940,3549706,2020-12-30,"47,71"
128340,3549706,2020-12-31,"44,95"
128500,3549706,2021-01-01,"44,55"
126620,3549706,2021-01-02,"44,95"
127980,3549706,2021-01-03,"45,37"
126680,3549706,2021-01-04,"53,21"
127320,3549706,2021-01-05,"57,80"
127580,3549706,2021-01-06,"59,63"
127820,3549706,2021-01-07,"55,96"
126740,3549706,2021-01-08,"62,26"
126980,3549706,2021-01-09,"54,72"
127940,3549706,2021-01-10,"53,72"
128720,3549706,2021-01-11,"57,63"
128120,3549706,2021-01-12,"56,52"
128260,3549706,2021-01-13,"54,78"
124140,3549706,2021-01-14,"52,59"
124060,3549706,2021-01-15,"51,97"
123920,3549706,2021-01-16,"58,47"
123820,3549706,2021-01-17,"57,63"
124560,3549706,2021-01-18,"56,41"
126600,3549706,2021-01-19,"66,94"
124260,3549706,2021-01-20,"63,93"
123280,3549706,2021-01-21,"66,94"
123660,3549706,2021-01-22,"68,03"
123540,3549706,2021-01-23,"64,46"
