,cod_ibge,data,ocupacao_leitos
133720,3552601,2020-10-08,"57,43"
141396,3552601,2020-10-09,"59,59"
139477,3552601,2020-10-10,"59,95"
132104,3552601,2020-10-11,"55,76"
152203,3552601,2020-10-12,"54,55"
152102,3552601,2020-10-13,"52,14"
145133,3552601,2020-10-14,"51,13"
142608,3552601,2020-10-15,"48,53"
150284,3552601,2020-10-16,"49,19"
148365,3552601,2020-10-17,"49,07"
149476,3552601,2020-10-18,"51,16"
144830,3552601,2020-10-19,"48,51"
157051,3552601,2020-10-20,"52,63"
156748,3552601,2020-10-21,"54,52"
133215,3552601,2020-10-22,"52,70"
140386,3552601,2020-10-23,"50,37"
151294,3552601,2020-10-24,"52,72"
136649,3552601,2020-10-25,"51,49"
132407,3552601,2020-10-26,"50,37"
153718,3552601,2020-10-27,"50,62"
144527,3552601,2020-10-28,"49,13"
148163,3552601,2020-10-29,"47,89"
150890,3552601,2020-10-30,"45,77"
144426,3552601,2020-10-31,"45,36"
152910,3552601,2020-11-01,"43,56"
129680,3552601,2020-11-02,"43,80"
130286,3552601,2020-11-03,"46,42"
141901,3552601,2020-11-04,"46,83"
137558,3552601,2020-11-05,"42,22"
136245,3552601,2020-11-06,"41,08"
137457,3552601,2020-11-07,"42,43"
134124,3552601,2020-11-08,"40,92"
135336,3552601,2020-11-09,"39,46"
140689,3552601,2020-11-10,"38,74"
141800,3552601,2020-11-11,"40,38"
138770,3552601,2020-11-12,"37,91"
133619,3552601,2020-11-13,"37,40"
133013,3552601,2020-11-14,"37,95"
132306,3552601,2020-11-15,"34,07"
130791,3552601,2020-11-16,"32,78"
130589,3552601,2020-11-17,"33,24"
155132,3552601,2020-11-18,"31,58"
154324,3552601,2020-11-19,"34,44"
154526,3552601,2020-11-20,"33,33"
152809,3552601,2020-11-21,"32,88"
156849,3552601,2020-11-22,"36,81"
151395,3552601,2020-11-23,"38,92"
145335,3552601,2020-11-24,"38,74"
146446,3552601,2020-11-25,"41,46"
143113,3552601,2020-11-26,"40,39"
146547,3552601,2020-11-27,"42,11"
149779,3552601,2020-11-28,"44,60"
150789,3552601,2020-11-29,"40,11"
147557,3552601,2020-11-30,"44,32"
148466,3552601,2020-12-01,"48,37"
147052,3552601,2020-12-02,"47,41"
149880,3552601,2020-12-03,"49,18"
143921,3552601,2020-12-04,"51,64"
143214,3552601,2020-12-05,"52,59"
145436,3552601,2020-12-06,"48,23"
155839,3552601,2020-12-07,"47,96"
155334,3552601,2020-12-08,"46,05"
153920,3552601,2020-12-09,"53,66"
154728,3552601,2020-12-10,"55,04"
155435,3552601,2020-12-11,"54,22"
132609,3552601,2020-12-12,"54,50"
132003,3552601,2020-12-13,"55,03"
130892,3552601,2020-12-14,"55,08"
138972,3552601,2020-12-15,"57,22"
141699,3552601,2020-12-16,"55,11"
137861,3552601,2020-12-17,"54,69"
135740,3552601,2020-12-18,"53,89"
136043,3552601,2020-12-19,"56,30"
137154,3552601,2020-12-20,"56,37"
135538,3552601,2020-12-21,"53,74"
134528,3552601,2020-12-22,"54,84"
140184,3552601,2020-12-23,"54,03"
140083,3552601,2020-12-24,"52,28"
138265,3552601,2020-12-25,"54,59"
139275,3552601,2020-12-26,"57,26"
129478,3552601,2020-12-27,"57,49"
131195,3552601,2020-12-28,"58,38"
129781,3552601,2020-12-29,"59,35"
133417,3552601,2020-12-30,"58,09"
142103,3552601,2020-12-31,"57,72"
152708,3552601,2021-01-01,"57,57"
156950,3552601,2021-01-02,"54,47"
153011,3552601,2021-01-03,"58,93"
157556,3552601,2021-01-04,"61,33"
155637,3552601,2021-01-05,"64,64"
144628,3552601,2021-01-06,"61,89"
145840,3552601,2021-01-07,"66,30"
142507,3552601,2021-01-08,"67,57"
143618,3552601,2021-01-09,"65,95"
149375,3552601,2021-01-10,"66,67"
150587,3552601,2021-01-11,"70,74"
147759,3552601,2021-01-12,"72,83"
148769,3552601,2021-01-13,"72,83"
148567,3552601,2021-01-14,"75,00"
148062,3552601,2021-01-15,"74,80"
147355,3552601,2021-01-16,"74,32"
146951,3552601,2021-01-17,"73,97"
150385,3552601,2021-01-18,"77,24"
149274,3552601,2021-01-19,"73,46"
144022,3552601,2021-01-20,"73,73"
143517,3552601,2021-01-21,"75,40"
142709,3552601,2021-01-22,"72,39"
146143,3552601,2021-01-23,"70,43"
145537,3552601,2021-01-24,"75,20"
144729,3552601,2021-01-25,"73,66"
156142,3552601,2021-01-26,"71,66"
155233,3552601,2021-01-27,"62,44"
157253,3552601,2021-01-28,"59,90"
151496,3552601,2021-01-29,"61,93"
154122,3552601,2021-01-30,"58,38"
153516,3552601,2021-01-31,"59,44"
151597,3552601,2021-02-01,"62,69"
157859,3552601,2021-02-02,"59,39"
156344,3552601,2021-02-03,"58,25"
129983,3552601,2021-02-04,"60,25"
130387,3552601,2021-02-05,"59,60"
132710,3552601,2021-02-06,"59,00"
131599,3552601,2021-02-07,"59,80"
133316,3552601,2021-02-08,"64,91"
139578,3552601,2021-02-09,"66,00"
138871,3552601,2021-02-10,"66,50"
138164,3552601,2021-02-11,"68,25"
141497,3552601,2021-02-12,"68,25"
140285,3552601,2021-02-13,"69,17"
135134,3552601,2021-02-14,"69,10"
134629,3552601,2021-02-15,"70,05"
133821,3552601,2021-02-16,"66,67"
137053,3552601,2021-02-17,"69,92"
137659,3552601,2021-02-18,"67,92"
135841,3552601,2021-02-19,"68,42"
136144,3552601,2021-02-20,"70,43"
136952,3552601,2021-02-21,"70,43"
135437,3552601,2021-02-22,"73,05"
134225,3552601,2021-02-23,"71,43"
135033,3552601,2021-02-24,"72,68"
137962,3552601,2021-02-25,"78,20"
140588,3552601,2021-02-26,"81,20"
139982,3552601,2021-02-27,"81,93"
138467,3552601,2021-02-28,"86,67"
139174,3552601,2021-03-01,"85,64"
129175,3552601,2021-03-02,"84,52"
132811,3552601,2021-03-03,"87,93"
131094,3552601,2021-03-04,"86,24"
129276,3552601,2021-03-05,"89,24"
132912,3552601,2021-03-06,"87,99"
145739,3552601,2021-03-07,"90,05"
157758,3552601,2021-03-08,"90,49"
152304,3552601,2021-03-09,"93,98"
153819,3552601,2021-03-10,"93,26"
154021,3552601,2021-03-11,"93,93"
154627,3552601,2021-03-12,"92,91"
152001,3552601,2021-03-13,"92,24"
157354,3552601,2021-03-14,"91,70"
156041,3552601,2021-03-15,"92,55"
154930,3552601,2021-03-16,"93,68"
145032,3552601,2021-03-17,"94,97"
146042,3552601,2021-03-18,"94,26"
142406,3552601,2021-03-19,"93,28"
143012,3552601,2021-03-20,"94,74"
143719,3552601,2021-03-21,"93,04"
149173,3552601,2021-03-22,"92,53"
149577,3552601,2021-03-23,"95,28"
150688,3552601,2021-03-24,"94,64"
147254,3552601,2021-03-25,"93,75"
147658,3552601,2021-03-26,"93,31"
148264,3552601,2021-03-27,"94,06"
148668,3552601,2021-03-28,"91,77"
147153,3552601,2021-03-29,"92,17"
150991,3552601,2021-03-30,"92,40"
149678,3552601,2021-03-31,"93,69"
146749,3552601,2021-04-01,"92,26"
142810,3552601,2021-04-02,"91,03"
146345,3552601,2021-04-03,"90,85"
144931,3552601,2021-04-04,"92,45"
156546,3552601,2021-04-05,"90,00"
155940,3552601,2021-04-06,"92,96"
157657,3552601,2021-04-07,"91,86"
154223,3552601,2021-04-08,"92,32"
152405,3552601,2021-04-09,"90,98"
153112,3552601,2021-04-10,"91,63"
129377,3552601,2021-04-11,"91,25"
131902,3552601,2021-04-12,"91,29"
129074,3552601,2021-04-13,"89,90"
131397,3552601,2021-04-14,"88,89"
139679,3552601,2021-04-15,"86,07"
138669,3552601,2021-04-16,"86,75"
133518,3552601,2021-04-17,"88,35"
140790,3552601,2021-04-18,"90,28"
134932,3552601,2021-04-19,"83,91"
134023,3552601,2021-04-20,"87,34"
137356,3552601,2021-04-21,"86,02"
136346,3552601,2021-04-22,"86,16"
136750,3552601,2021-04-23,"87,04"
133922,3552601,2021-04-24,"88,56"
135235,3552601,2021-04-25,"85,95"
141295,3552601,2021-04-26,"86,67"
138366,3552601,2021-04-27,"86,05"
130084,3552601,2021-04-28,"84,68"
131700,3552601,2021-04-29,"82,90"
131296,3552601,2021-04-30,"82,42"
156243,3552601,2021-05-01,"82,39"
154829,3552601,2021-05-02,"82,08"
154425,3552601,2021-05-03,"82,36"
157455,3552601,2021-05-04,"83,65"
156647,3552601,2021-05-05,"81,89"
145941,3552601,2021-05-06,"81,70"
142911,3552601,2021-05-07,"77,65"
151092,3552601,2021-05-08,"77,94"
150486,3552601,2021-05-09,"79,34"
