,cod_ibge,data,ocupacao_leitos
29875,3551009,2020-10-08,"26,70"
29929,3551009,2020-10-09,"24,42"
29992,3551009,2020-10-10,"27,18"
30037,3551009,2020-10-11,"26,62"
29857,3551009,2020-10-12,"25,81"
29632,3551009,2020-10-13,"25,81"
29677,3551009,2020-10-14,"29,93"
29758,3551009,2020-10-15,"29,63"
29839,3551009,2020-10-16,"28,82"
30424,3551009,2020-10-17,"28,46"
30505,3551009,2020-10-18,"30,38"
30559,3551009,2020-10-19,"30,75"
30631,3551009,2020-10-20,"31,91"
30145,3551009,2020-10-21,"34,11"
30208,3551009,2020-10-22,"33,16"
30280,3551009,2020-10-23,"34,54"
30343,3551009,2020-10-24,"35,82"
30118,3551009,2020-10-25,"36,86"
29074,3551009,2020-10-26,"35,82"
28966,3551009,2020-10-27,"34,45"
29416,3551009,2020-10-28,"35,51"
29542,3551009,2020-10-29,"37,50"
29344,3551009,2020-10-30,"36,81"
29407,3551009,2020-10-31,"36,98"
29560,3551009,2020-11-01,"36,34"
29479,3551009,2020-11-02,"37,93"
29389,3551009,2020-11-03,"36,90"
28975,3551009,2020-11-04,"36,44"
29047,3551009,2020-11-05,"36,34"
31297,3551009,2020-11-06,"37,26"
30892,3551009,2020-11-07,"39,68"
30730,3551009,2020-11-08,"39,42"
31180,3551009,2020-11-09,"38,99"
30784,3551009,2020-11-10,"42,71"
31063,3551009,2020-11-11,"42,11"
31144,3551009,2020-11-12,"43,26"
31261,3551009,2020-11-13,"45,76"
30757,3551009,2020-11-14,"44,99"
30874,3551009,2020-11-15,"45,36"
30973,3551009,2020-11-16,"47,67"
31432,3551009,2020-11-17,"46,56"
31459,3551009,2020-11-18,"50,26"
31369,3551009,2020-11-19,"48,45"
31378,3551009,2020-11-20,"49,23"
30937,3551009,2020-11-21,"54,08"
30865,3551009,2020-11-22,"57,61"
30811,3551009,2020-11-23,"60,81"
30712,3551009,2020-11-24,"58,15"
30991,3551009,2020-11-25,"54,91"
31207,3551009,2020-11-26,"51,92"
31117,3551009,2020-11-27,"52,79"
31054,3551009,2020-11-28,"53,94"
31288,3551009,2020-11-29,"52,97"
31081,3551009,2020-11-30,"52,96"
31198,3551009,2020-12-01,"55,26"
30721,3551009,2020-12-02,"53,43"
30856,3551009,2020-12-03,"54,99"
31270,3551009,2020-12-04,"54,79"
31306,3551009,2020-12-05,"54,77"
30199,3551009,2020-12-06,"55,26"
29155,3551009,2020-12-07,"56,49"
29398,3551009,2020-12-08,"55,45"
29524,3551009,2020-12-09,"54,03"
29299,3551009,2020-12-10,"54,61"
29056,3551009,2020-12-11,"53,90"
29515,3551009,2020-12-12,"54,99"
29119,3551009,2020-12-13,"57,87"
29272,3551009,2020-12-14,"56,45"
29326,3551009,2020-12-15,"55,45"
29218,3551009,2020-12-16,"54,61"
29461,3551009,2020-12-17,"54,15"
29209,3551009,2020-12-18,"58,05"
29020,3551009,2020-12-19,"55,85"
