,cod_ibge,data,ocupacao_leitos
65737,3507100,2020-10-08,"40,90"
65860,3507100,2020-10-09,"38,97"
66065,3507100,2020-10-10,"38,69"
66270,3507100,2020-10-11,"35,93"
66393,3507100,2020-10-12,"36,48"
66639,3507100,2020-10-13,"38,02"
66721,3507100,2020-10-14,"38,54"
64548,3507100,2020-10-15,"37,90"
64753,3507100,2020-10-16,"35,01"
64999,3507100,2020-10-17,"37,52"
65204,3507100,2020-10-18,"37,57"
65450,3507100,2020-10-19,"35,81"
66844,3507100,2020-10-20,"34,04"
67131,3507100,2020-10-21,"34,33"
67705,3507100,2020-10-22,"34,22"
67623,3507100,2020-10-23,"33,64"
67664,3507100,2020-10-24,"34,62"
67500,3507100,2020-10-25,"34,45"
60571,3507100,2020-10-26,"33,76"
60735,3507100,2020-10-27,"32,22"
60899,3507100,2020-10-28,"31,37"
61145,3507100,2020-10-29,"30,13"
61309,3507100,2020-10-30,"30,95"
64466,3507100,2020-10-31,"33,65"
61637,3507100,2020-11-01,"31,46"
60407,3507100,2020-11-02,"34,57"
59423,3507100,2020-11-03,"33,94"
59587,3507100,2020-11-04,"33,98"
59833,3507100,2020-11-05,"32,30"
59997,3507100,2020-11-06,"35,27"
60202,3507100,2020-11-07,"34,56"
61719,3507100,2020-11-08,"36,47"
64384,3507100,2020-11-09,"36,91"
63400,3507100,2020-11-10,"35,33"
63564,3507100,2020-11-11,"37,60"
63728,3507100,2020-11-12,"33,00"
63892,3507100,2020-11-13,"32,61"
64179,3507100,2020-11-14,"32,48"
64343,3507100,2020-11-15,"32,06"
62416,3507100,2020-11-16,"33,67"
62047,3507100,2020-11-17,"35,09"
62211,3507100,2020-11-18,"38,15"
62334,3507100,2020-11-19,"38,39"
62539,3507100,2020-11-20,"38,49"
62744,3507100,2020-11-21,"40,04"
62867,3507100,2020-11-22,"42,45"
66885,3507100,2020-11-23,"42,78"
62908,3507100,2020-11-24,"40,82"
62785,3507100,2020-11-25,"42,57"
62580,3507100,2020-11-26,"43,45"
63031,3507100,2020-11-27,"46,79"
62293,3507100,2020-11-28,"47,50"
62088,3507100,2020-11-29,"47,60"
61924,3507100,2020-11-30,"50,09"
63154,3507100,2020-12-01,"51,03"
64220,3507100,2020-12-02,"56,59"
64097,3507100,2020-12-03,"57,58"
63933,3507100,2020-12-04,"58,27"
63769,3507100,2020-12-05,"61,19"
63646,3507100,2020-12-06,"60,19"
63482,3507100,2020-12-07,"63,10"
63318,3507100,2020-12-08,"61,50"
61842,3507100,2020-12-09,"62,30"
60243,3507100,2020-12-10,"64,57"
60079,3507100,2020-12-11,"65,34"
59915,3507100,2020-12-12,"66,72"
60366,3507100,2020-12-13,"65,21"
59628,3507100,2020-12-14,"66,61"
59546,3507100,2020-12-15,"67,93"
59382,3507100,2020-12-16,"67,17"
59218,3507100,2020-12-17,"65,56"
61678,3507100,2020-12-18,"65,38"
61555,3507100,2020-12-19,"65,19"
61391,3507100,2020-12-20,"64,12"
61227,3507100,2020-12-21,"64,09"
61063,3507100,2020-12-22,"63,17"
60940,3507100,2020-12-23,"65,49"
60776,3507100,2020-12-24,"65,02"
60612,3507100,2020-12-25,"64,85"
61760,3507100,2020-12-26,"61,80"
66967,3507100,2020-12-27,"66,15"
67213,3507100,2020-12-28,"67,67"
67049,3507100,2020-12-29,"71,07"
67377,3507100,2020-12-30,"68,45"
67336,3507100,2020-12-31,"69,49"
65532,3507100,2021-01-01,"67,38"
65368,3507100,2021-01-02,"65,62"
65245,3507100,2021-01-03,"65,15"
65040,3507100,2021-01-04,"67,21"
64917,3507100,2021-01-05,"68,89"
64794,3507100,2021-01-06,"67,55"
64589,3507100,2021-01-07,"68,89"
65614,3507100,2021-01-08,"68,47"
66762,3507100,2021-01-09,"69,47"
66557,3507100,2021-01-10,"68,82"
66434,3507100,2021-01-11,"69,21"
66803,3507100,2021-01-12,"71,97"
66106,3507100,2021-01-13,"70,70"
65901,3507100,2021-01-14,"69,96"
59177,3507100,2021-01-15,"69,89"
56143,3507100,2021-01-16,"71,51"
57865,3507100,2021-01-17,"69,57"
58316,3507100,2021-01-18,"71,92"
58521,3507100,2021-01-19,"72,74"
58890,3507100,2021-01-20,"70,95"
56512,3507100,2021-01-21,"68,73"
56881,3507100,2021-01-22,"69,92"
57209,3507100,2021-01-23,"68,71"
57578,3507100,2021-01-24,"69,41"
57414,3507100,2021-01-25,"68,82"
56635,3507100,2021-01-26,"69,56"
58726,3507100,2021-01-27,"66,45"
58275,3507100,2021-01-28,"68,96"
56184,3507100,2021-01-29,"70,32"
57988,3507100,2021-01-30,"68,55"
56594,3507100,2021-01-31,"73,04"
57537,3507100,2021-02-01,"71,74"
56963,3507100,2021-02-02,"72,76"
58808,3507100,2021-02-03,"73,09"
58234,3507100,2021-02-04,"72,72"
57127,3507100,2021-02-05,"71,09"
58644,3507100,2021-02-06,"72,78"
56840,3507100,2021-02-07,"73,81"
57455,3507100,2021-02-08,"72,70"
57947,3507100,2021-02-09,"69,38"
56471,3507100,2021-02-10,"70,84"
58603,3507100,2021-02-11,"70,54"
56758,3507100,2021-02-12,"67,02"
57619,3507100,2021-02-13,"67,63"
57332,3507100,2021-02-14,"66,58"
56799,3507100,2021-02-15,"69,03"
58972,3507100,2021-02-16,"70,88"
58685,3507100,2021-02-17,"71,13"
58193,3507100,2021-02-18,"69,27"
56389,3507100,2021-02-19,"71,32"
56266,3507100,2021-02-20,"70,84"
58070,3507100,2021-02-21,"72,51"
58439,3507100,2021-02-22,"72,38"
58931,3507100,2021-02-23,"74,12"
56717,3507100,2021-02-24,"76,31"
57291,3507100,2021-02-25,"76,61"
56430,3507100,2021-02-26,"77,27"
57004,3507100,2021-02-27,"76,47"
58849,3507100,2021-02-28,"79,65"
58029,3507100,2021-03-01,"80,07"
59095,3507100,2021-03-02,"81,34"
57701,3507100,2021-03-03,"83,93"
57250,3507100,2021-03-04,"86,15"
59013,3507100,2021-03-05,"85,05"
57742,3507100,2021-03-06,"85,05"
57906,3507100,2021-03-07,"83,02"
58480,3507100,2021-03-08,"84,71"
56553,3507100,2021-03-09,"88,54"
