,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
36277,LINS,3527108,78503,SP,"domingo, 01/03",38%
36035,LINS,3527108,78503,SP,"domingo, 01/11",46%
35853,LINS,3527108,78503,SP,"domingo, 02/05",48%
36126,LINS,3527108,78503,SP,"domingo, 02/08",47%
35972,LINS,3527108,78503,SP,"domingo, 03/01",47%
36217,LINS,3527108,78503,SP,"domingo, 03/05",58%
35881,LINS,3527108,78503,SP,"domingo, 04/04",51%
35790,LINS,3527108,78503,SP,"domingo, 04/07",45%
36063,LINS,3527108,78503,SP,"domingo, 04/10",43%
36245,LINS,3527108,78503,SP,"domingo, 05/04",55%
36154,LINS,3527108,78503,SP,"domingo, 05/07",47%
35818,LINS,3527108,78503,SP,"domingo, 06/06",42%
36091,LINS,3527108,78503,SP,"domingo, 06/09",43%
36000,LINS,3527108,78503,SP,"domingo, 06/12",43%
35937,LINS,3527108,78503,SP,"domingo, 07/02",44%
35909,LINS,3527108,78503,SP,"domingo, 07/03",49%
36182,LINS,3527108,78503,SP,"domingo, 07/06",50%
36270,LINS,3527108,78503,SP,"domingo, 08/03",37%
36028,LINS,3527108,78503,SP,"domingo, 08/11",45%
35846,LINS,3527108,78503,SP,"domingo, 09/05",45%
36119,LINS,3527108,78503,SP,"domingo, 09/08",42%
35965,LINS,3527108,78503,SP,"domingo, 10/01",43%
36210,LINS,3527108,78503,SP,"domingo, 10/05",52%
35874,LINS,3527108,78503,SP,"domingo, 11/04",45%
35783,LINS,3527108,78503,SP,"domingo, 11/07",44%
36056,LINS,3527108,78503,SP,"domingo, 11/10",44%
36238,LINS,3527108,78503,SP,"domingo, 12/04",58%
36147,LINS,3527108,78503,SP,"domingo, 12/07",45%
35811,LINS,3527108,78503,SP,"domingo, 13/06",46%
36084,LINS,3527108,78503,SP,"domingo, 13/09",46%
35993,LINS,3527108,78503,SP,"domingo, 13/12",43%
35930,LINS,3527108,78503,SP,"domingo, 14/02",45%
