,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
64073,SUMARÉ,3552403,286211,SP,"domingo, 01/03",34%
63835,SUMARÉ,3552403,286211,SP,"domingo, 01/11",42%
63653,SUMARÉ,3552403,286211,SP,"domingo, 02/05",43%
63926,SUMARÉ,3552403,286211,SP,"domingo, 02/08",48%
63772,SUMARÉ,3552403,286211,SP,"domingo, 03/01",46%
64017,SUMARÉ,3552403,286211,SP,"domingo, 03/05",56%
63681,SUMARÉ,3552403,286211,SP,"domingo, 04/04",47%
63590,SUMARÉ,3552403,286211,SP,"domingo, 04/07",42%
63863,SUMARÉ,3552403,286211,SP,"domingo, 04/10",41%
64045,SUMARÉ,3552403,286211,SP,"domingo, 05/04",58%
63954,SUMARÉ,3552403,286211,SP,"domingo, 05/07",48%
63618,SUMARÉ,3552403,286211,SP,"domingo, 06/06",43%
63891,SUMARÉ,3552403,286211,SP,"domingo, 06/09",40%
63800,SUMARÉ,3552403,286211,SP,"domingo, 06/12",40%
63737,SUMARÉ,3552403,286211,SP,"domingo, 07/02",41%
63709,SUMARÉ,3552403,286211,SP,"domingo, 07/03",44%
63982,SUMARÉ,3552403,286211,SP,"domingo, 07/06",49%
64069,SUMARÉ,3552403,286211,SP,"domingo, 08/03",35%
63828,SUMARÉ,3552403,286211,SP,"domingo, 08/11",41%
63646,SUMARÉ,3552403,286211,SP,"domingo, 09/05",41%
63919,SUMARÉ,3552403,286211,SP,"domingo, 09/08",44%
63765,SUMARÉ,3552403,286211,SP,"domingo, 10/01",41%
64010,SUMARÉ,3552403,286211,SP,"domingo, 10/05",51%
63674,SUMARÉ,3552403,286211,SP,"domingo, 11/04",45%
63583,SUMARÉ,3552403,286211,SP,"domingo, 11/07",39%
63856,SUMARÉ,3552403,286211,SP,"domingo, 11/10",41%
64038,SUMARÉ,3552403,286211,SP,"domingo, 12/04",57%
63947,SUMARÉ,3552403,286211,SP,"domingo, 12/07",48%
63611,SUMARÉ,3552403,286211,SP,"domingo, 13/06",40%
63884,SUMARÉ,3552403,286211,SP,"domingo, 13/09",42%
63793,SUMARÉ,3552403,286211,SP,"domingo, 13/12",40%
63730,SUMARÉ,3552403,286211,SP,"domingo, 14/02",42%
63702,SUMARÉ,3552403,286211,SP,"domingo, 14/03",44%
63975,SUMARÉ,3552403,286211,SP,"domingo, 14/06",48%
63821,SUMARÉ,3552403,286211,SP,"domingo, 15/11",40%
63639,SUMARÉ,3552403,286211,SP,"domingo, 16/05",41%
63912,SUMARÉ,3552403,286211,SP,"domingo, 16/08",45%
63758,SUMARÉ,3552403,286211,SP,"domingo, 17/01",42%
64003,SUMARÉ,3552403,286211,SP,"domingo, 17/05",50%
63667,SUMARÉ,3552403,286211,SP,"domingo, 18/04",44%
63576,SUMARÉ,3552403,286211,SP,"domingo, 18/07",43%
63849,SUMARÉ,3552403,286211,SP,"domingo, 18/10",41%
64031,SUMARÉ,3552403,286211,SP,"domingo, 19/04",58%
63940,SUMARÉ,3552403,286211,SP,"domingo, 19/07",47%
63604,SUMARÉ,3552403,286211,SP,"domingo, 20/06",42%
63877,SUMARÉ,3552403,286211,SP,"domingo, 20/09",42%
63786,SUMARÉ,3552403,286211,SP,"domingo, 20/12",41%
63723,SUMARÉ,3552403,286211,SP,"domingo, 21/02",41%
63695,SUMARÉ,3552403,286211,SP,"domingo, 21/03",45%
63968,SUMARÉ,3552403,286211,SP,"domingo, 21/06",49%
64059,SUMARÉ,3552403,286211,SP,"domingo, 22/03",54%
63814,SUMARÉ,3552403,286211,SP,"domingo, 22/11",40%
63632,SUMARÉ,3552403,286211,SP,"domingo, 23/05",42%
63905,SUMARÉ,3552403,286211,SP,"domingo, 23/08",44%
63751,SUMARÉ,3552403,286211,SP,"domingo, 24/01",43%
63996,SUMARÉ,3552403,286211,SP,"domingo, 24/05",51%
63660,SUMARÉ,3552403,286211,SP,"domingo, 25/04",43%
63842,SUMARÉ,3552403,286211,SP,"domingo, 25/10",41%
64024,SUMARÉ,3552403,286211,SP,"domingo, 26/04",56%
63933,SUMARÉ,3552403,286211,SP,"domingo, 26/07",47%
63597,SUMARÉ,3552403,286211,SP,"domingo, 27/06",41%
63870,SUMARÉ,3552403,286211,SP,"domingo, 27/09",40%
63779,SUMARÉ,3552403,286211,SP,"domingo, 27/12",44%
63716,SUMARÉ,3552403,286211,SP,"domingo, 28/02",42%
63688,SUMARÉ,3552403,286211,SP,"domingo, 28/03",46%
63961,SUMARÉ,3552403,286211,SP,"domingo, 28/06",48%
64052,SUMARÉ,3552403,286211,SP,"domingo, 29/03",58%
63807,SUMARÉ,3552403,286211,SP,"domingo, 29/11",40%
63625,SUMARÉ,3552403,286211,SP,"domingo, 30/05",42%
63898,SUMARÉ,3552403,286211,SP,"domingo, 30/08",43%
63744,SUMARÉ,3552403,286211,SP,"domingo, 31/01",42%
63989,SUMARÉ,3552403,286211,SP,"domingo, 31/05",49%
64049,SUMARÉ,3552403,286211,SP,"quarta-feira, 01/04",50%
63958,SUMARÉ,3552403,286211,SP,"quarta-feira, 01/07",43%
63622,SUMARÉ,3552403,286211,SP,"quarta-feira, 02/06",36%
63895,SUMARÉ,3552403,286211,SP,"quarta-feira, 02/09",36%
63804,SUMARÉ,3552403,286211,SP,"quarta-feira, 02/12",36%
63741,SUMARÉ,3552403,286211,SP,"quarta-feira, 03/02",35%
63713,SUMARÉ,3552403,286211,SP,"quarta-feira, 03/03",35%
63986,SUMARÉ,3552403,286211,SP,"quarta-feira, 03/06",43%
63832,SUMARÉ,3552403,286211,SP,"quarta-feira, 04/11",35%
63650,SUMARÉ,3552403,286211,SP,"quarta-feira, 05/05",35%
63923,SUMARÉ,3552403,286211,SP,"quarta-feira, 05/08",39%
