,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
58003,SÃO CARLOS,3548906,254484,SP,"domingo, 01/03",40%
57761,SÃO CARLOS,3548906,254484,SP,"domingo, 01/11",46%
57579,SÃO CARLOS,3548906,254484,SP,"domingo, 02/05",51%
57852,SÃO CARLOS,3548906,254484,SP,"domingo, 02/08",51%
57698,SÃO CARLOS,3548906,254484,SP,"domingo, 03/01",51%
57943,SÃO CARLOS,3548906,254484,SP,"domingo, 03/05",60%
57607,SÃO CARLOS,3548906,254484,SP,"domingo, 04/04",51%
57516,SÃO CARLOS,3548906,254484,SP,"domingo, 04/07",49%
57789,SÃO CARLOS,3548906,254484,SP,"domingo, 04/10",46%
57971,SÃO CARLOS,3548906,254484,SP,"domingo, 05/04",60%
57880,SÃO CARLOS,3548906,254484,SP,"domingo, 05/07",51%
57544,SÃO CARLOS,3548906,254484,SP,"domingo, 06/06",48%
57817,SÃO CARLOS,3548906,254484,SP,"domingo, 06/09",46%
57726,SÃO CARLOS,3548906,254484,SP,"domingo, 06/12",46%
57663,SÃO CARLOS,3548906,254484,SP,"domingo, 07/02",50%
57635,SÃO CARLOS,3548906,254484,SP,"domingo, 07/03",53%
57908,SÃO CARLOS,3548906,254484,SP,"domingo, 07/06",52%
57996,SÃO CARLOS,3548906,254484,SP,"domingo, 08/03",39%
57754,SÃO CARLOS,3548906,254484,SP,"domingo, 08/11",45%
57572,SÃO CARLOS,3548906,254484,SP,"domingo, 09/05",50%
57845,SÃO CARLOS,3548906,254484,SP,"domingo, 09/08",49%
57691,SÃO CARLOS,3548906,254484,SP,"domingo, 10/01",48%
57936,SÃO CARLOS,3548906,254484,SP,"domingo, 10/05",54%
57600,SÃO CARLOS,3548906,254484,SP,"domingo, 11/04",51%
57509,SÃO CARLOS,3548906,254484,SP,"domingo, 11/07",48%
57782,SÃO CARLOS,3548906,254484,SP,"domingo, 11/10",45%
57964,SÃO CARLOS,3548906,254484,SP,"domingo, 12/04",60%
57873,SÃO CARLOS,3548906,254484,SP,"domingo, 12/07",51%
57537,SÃO CARLOS,3548906,254484,SP,"domingo, 13/06",49%
57810,SÃO CARLOS,3548906,254484,SP,"domingo, 13/09",48%
57719,SÃO CARLOS,3548906,254484,SP,"domingo, 13/12",46%
57656,SÃO CARLOS,3548906,254484,SP,"domingo, 14/02",51%
57628,SÃO CARLOS,3548906,254484,SP,"domingo, 14/03",52%
57901,SÃO CARLOS,3548906,254484,SP,"domingo, 14/06",52%
57747,SÃO CARLOS,3548906,254484,SP,"domingo, 15/11",45%
57565,SÃO CARLOS,3548906,254484,SP,"domingo, 16/05",49%
57838,SÃO CARLOS,3548906,254484,SP,"domingo, 16/08",53%
57684,SÃO CARLOS,3548906,254484,SP,"domingo, 17/01",49%
57929,SÃO CARLOS,3548906,254484,SP,"domingo, 17/05",53%
57593,SÃO CARLOS,3548906,254484,SP,"domingo, 18/04",53%
57502,SÃO CARLOS,3548906,254484,SP,"domingo, 18/07",50%
57775,SÃO CARLOS,3548906,254484,SP,"domingo, 18/10",47%
57957,SÃO CARLOS,3548906,254484,SP,"domingo, 19/04",61%
57866,SÃO CARLOS,3548906,254484,SP,"domingo, 19/07",51%
57530,SÃO CARLOS,3548906,254484,SP,"domingo, 20/06",49%
57803,SÃO CARLOS,3548906,254484,SP,"domingo, 20/09",46%
57712,SÃO CARLOS,3548906,254484,SP,"domingo, 20/12",45%
57649,SÃO CARLOS,3548906,254484,SP,"domingo, 21/02",50%
57621,SÃO CARLOS,3548906,254484,SP,"domingo, 21/03",54%
57894,SÃO CARLOS,3548906,254484,SP,"domingo, 21/06",52%
57985,SÃO CARLOS,3548906,254484,SP,"domingo, 22/03",58%
57740,SÃO CARLOS,3548906,254484,SP,"domingo, 22/11",46%
57558,SÃO CARLOS,3548906,254484,SP,"domingo, 23/05",51%
57831,SÃO CARLOS,3548906,254484,SP,"domingo, 23/08",51%
57677,SÃO CARLOS,3548906,254484,SP,"domingo, 24/01",49%
57922,SÃO CARLOS,3548906,254484,SP,"domingo, 24/05",55%
57586,SÃO CARLOS,3548906,254484,SP,"domingo, 25/04",52%
57768,SÃO CARLOS,3548906,254484,SP,"domingo, 25/10",47%
57950,SÃO CARLOS,3548906,254484,SP,"domingo, 26/04",60%
57859,SÃO CARLOS,3548906,254484,SP,"domingo, 26/07",51%
57523,SÃO CARLOS,3548906,254484,SP,"domingo, 27/06",49%
57796,SÃO CARLOS,3548906,254484,SP,"domingo, 27/09",47%
57705,SÃO CARLOS,3548906,254484,SP,"domingo, 27/12",51%
57642,SÃO CARLOS,3548906,254484,SP,"domingo, 28/02",51%
57614,SÃO CARLOS,3548906,254484,SP,"domingo, 28/03",52%
57887,SÃO CARLOS,3548906,254484,SP,"domingo, 28/06",51%
57978,SÃO CARLOS,3548906,254484,SP,"domingo, 29/03",61%
57733,SÃO CARLOS,3548906,254484,SP,"domingo, 29/11",47%
57551,SÃO CARLOS,3548906,254484,SP,"domingo, 30/05",51%
57824,SÃO CARLOS,3548906,254484,SP,"domingo, 30/08",49%
57670,SÃO CARLOS,3548906,254484,SP,"domingo, 31/01",49%
57915,SÃO CARLOS,3548906,254484,SP,"domingo, 31/05",52%
57975,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 01/04",57%
57884,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 01/07",46%
57548,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 02/06",41%
57821,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 02/09",42%
57730,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 02/12",40%
57667,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 03/02",40%
57639,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 03/03",41%
57912,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 03/06",47%
58000,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 04/03",36%
57758,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 04/11",40%
57576,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 05/05",41%
57849,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 05/08",42%
57695,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 06/01",47%
57940,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 06/05",47%
57604,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 07/04",43%
57513,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 07/07",41%
57786,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 07/10",38%
57968,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 08/04",52%
57877,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 08/07",45%
57541,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 09/06",39%
57814,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 09/09",40%
57723,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 09/12",39%
57660,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 10/02",41%
57632,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 10/03",41%
57905,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 10/06",46%
57993,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 11/03",36%
57751,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 11/11",40%
57569,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 12/05",42%
57842,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 12/08",42%
57688,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 13/01",41%
57933,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 13/05",47%
57597,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 14/04",42%
57506,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 14/07",41%
57779,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 14/10",39%
57961,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 15/04",51%
57870,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 15/07",46%
57534,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 16/06",41%
57807,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 16/09",40%
57716,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 16/12",39%
57653,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 17/02",39%
57625,SÃO CARLOS,3548906,254484,SP,"quarta-feira, 17/03",44%
