,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
46383,PERUÍBE,3537602,69001,SP,"domingo, 01/03",43%
46141,PERUÍBE,3537602,69001,SP,"domingo, 01/11",54%
45959,PERUÍBE,3537602,69001,SP,"domingo, 02/05",49%
46232,PERUÍBE,3537602,69001,SP,"domingo, 02/08",51%
46078,PERUÍBE,3537602,69001,SP,"domingo, 03/01",47%
46323,PERUÍBE,3537602,69001,SP,"domingo, 03/05",59%
45987,PERUÍBE,3537602,69001,SP,"domingo, 04/04",54%
45896,PERUÍBE,3537602,69001,SP,"domingo, 04/07",49%
46169,PERUÍBE,3537602,69001,SP,"domingo, 04/10",49%
46351,PERUÍBE,3537602,69001,SP,"domingo, 05/04",57%
46260,PERUÍBE,3537602,69001,SP,"domingo, 05/07",54%
45924,PERUÍBE,3537602,69001,SP,"domingo, 06/06",48%
46197,PERUÍBE,3537602,69001,SP,"domingo, 06/09",48%
46106,PERUÍBE,3537602,69001,SP,"domingo, 06/12",47%
46043,PERUÍBE,3537602,69001,SP,"domingo, 07/02",49%
46015,PERUÍBE,3537602,69001,SP,"domingo, 07/03",53%
46288,PERUÍBE,3537602,69001,SP,"domingo, 07/06",56%
46376,PERUÍBE,3537602,69001,SP,"domingo, 08/03",41%
46134,PERUÍBE,3537602,69001,SP,"domingo, 08/11",47%
45952,PERUÍBE,3537602,69001,SP,"domingo, 09/05",50%
46225,PERUÍBE,3537602,69001,SP,"domingo, 09/08",48%
46071,PERUÍBE,3537602,69001,SP,"domingo, 10/01",48%
46316,PERUÍBE,3537602,69001,SP,"domingo, 10/05",55%
45980,PERUÍBE,3537602,69001,SP,"domingo, 11/04",51%
45889,PERUÍBE,3537602,69001,SP,"domingo, 11/07",48%
46162,PERUÍBE,3537602,69001,SP,"domingo, 11/10",50%
46344,PERUÍBE,3537602,69001,SP,"domingo, 12/04",55%
46253,PERUÍBE,3537602,69001,SP,"domingo, 12/07",53%
45917,PERUÍBE,3537602,69001,SP,"domingo, 13/06",49%
46190,PERUÍBE,3537602,69001,SP,"domingo, 13/09",47%
46099,PERUÍBE,3537602,69001,SP,"domingo, 13/12",46%
46036,PERUÍBE,3537602,69001,SP,"domingo, 14/02",48%
46008,PERUÍBE,3537602,69001,SP,"domingo, 14/03",53%
46281,PERUÍBE,3537602,69001,SP,"domingo, 14/06",54%
46127,PERUÍBE,3537602,69001,SP,"domingo, 15/11",46%
45945,PERUÍBE,3537602,69001,SP,"domingo, 16/05",47%
46218,PERUÍBE,3537602,69001,SP,"domingo, 16/08",51%
46064,PERUÍBE,3537602,69001,SP,"domingo, 17/01",49%
46309,PERUÍBE,3537602,69001,SP,"domingo, 17/05",57%
45973,PERUÍBE,3537602,69001,SP,"domingo, 18/04",48%
45882,PERUÍBE,3537602,69001,SP,"domingo, 18/07",51%
46155,PERUÍBE,3537602,69001,SP,"domingo, 18/10",48%
46337,PERUÍBE,3537602,69001,SP,"domingo, 19/04",61%
46246,PERUÍBE,3537602,69001,SP,"domingo, 19/07",53%
45910,PERUÍBE,3537602,69001,SP,"domingo, 20/06",50%
46183,PERUÍBE,3537602,69001,SP,"domingo, 20/09",49%
46092,PERUÍBE,3537602,69001,SP,"domingo, 20/12",49%
46029,PERUÍBE,3537602,69001,SP,"domingo, 21/02",49%
46001,PERUÍBE,3537602,69001,SP,"domingo, 21/03",55%
46274,PERUÍBE,3537602,69001,SP,"domingo, 21/06",54%
46365,PERUÍBE,3537602,69001,SP,"domingo, 22/03",59%
46120,PERUÍBE,3537602,69001,SP,"domingo, 22/11",45%
45938,PERUÍBE,3537602,69001,SP,"domingo, 23/05",47%
46211,PERUÍBE,3537602,69001,SP,"domingo, 23/08",52%
46057,PERUÍBE,3537602,69001,SP,"domingo, 24/01",51%
46302,PERUÍBE,3537602,69001,SP,"domingo, 24/05",59%
45966,PERUÍBE,3537602,69001,SP,"domingo, 25/04",52%
46148,PERUÍBE,3537602,69001,SP,"domingo, 25/10",47%
46330,PERUÍBE,3537602,69001,SP,"domingo, 26/04",60%
46239,PERUÍBE,3537602,69001,SP,"domingo, 26/07",51%
45903,PERUÍBE,3537602,69001,SP,"domingo, 27/06",48%
46176,PERUÍBE,3537602,69001,SP,"domingo, 27/09",47%
46085,PERUÍBE,3537602,69001,SP,"domingo, 27/12",50%
46022,PERUÍBE,3537602,69001,SP,"domingo, 28/02",51%
45994,PERUÍBE,3537602,69001,SP,"domingo, 28/03",58%
46267,PERUÍBE,3537602,69001,SP,"domingo, 28/06",54%
46358,PERUÍBE,3537602,69001,SP,"domingo, 29/03",60%
46113,PERUÍBE,3537602,69001,SP,"domingo, 29/11",44%
45931,PERUÍBE,3537602,69001,SP,"domingo, 30/05",49%
46204,PERUÍBE,3537602,69001,SP,"domingo, 30/08",49%
46050,PERUÍBE,3537602,69001,SP,"domingo, 31/01",49%
46295,PERUÍBE,3537602,69001,SP,"domingo, 31/05",56%
46355,PERUÍBE,3537602,69001,SP,"quarta-feira, 01/04",55%
46264,PERUÍBE,3537602,69001,SP,"quarta-feira, 01/07",49%
45928,PERUÍBE,3537602,69001,SP,"quarta-feira, 02/06",47%
