,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
66602,TAUBATÉ,3554102,317915,SP,"domingo, 01/03",38%
66360,TAUBATÉ,3554102,317915,SP,"domingo, 01/11",44%
66178,TAUBATÉ,3554102,317915,SP,"domingo, 02/05",44%
66451,TAUBATÉ,3554102,317915,SP,"domingo, 02/08",49%
66297,TAUBATÉ,3554102,317915,SP,"domingo, 03/01",46%
66542,TAUBATÉ,3554102,317915,SP,"domingo, 03/05",59%
66206,TAUBATÉ,3554102,317915,SP,"domingo, 04/04",47%
66115,TAUBATÉ,3554102,317915,SP,"domingo, 04/07",44%
66388,TAUBATÉ,3554102,317915,SP,"domingo, 04/10",43%
66570,TAUBATÉ,3554102,317915,SP,"domingo, 05/04",59%
66479,TAUBATÉ,3554102,317915,SP,"domingo, 05/07",49%
66143,TAUBATÉ,3554102,317915,SP,"domingo, 06/06",46%
66416,TAUBATÉ,3554102,317915,SP,"domingo, 06/09",43%
66325,TAUBATÉ,3554102,317915,SP,"domingo, 06/12",40%
66262,TAUBATÉ,3554102,317915,SP,"domingo, 07/02",45%
66234,TAUBATÉ,3554102,317915,SP,"domingo, 07/03",45%
66507,TAUBATÉ,3554102,317915,SP,"domingo, 07/06",49%
66595,TAUBATÉ,3554102,317915,SP,"domingo, 08/03",38%
66353,TAUBATÉ,3554102,317915,SP,"domingo, 08/11",42%
66171,TAUBATÉ,3554102,317915,SP,"domingo, 09/05",43%
66444,TAUBATÉ,3554102,317915,SP,"domingo, 09/08",45%
66290,TAUBATÉ,3554102,317915,SP,"domingo, 10/01",43%
66535,TAUBATÉ,3554102,317915,SP,"domingo, 10/05",53%
66199,TAUBATÉ,3554102,317915,SP,"domingo, 11/04",47%
66108,TAUBATÉ,3554102,317915,SP,"domingo, 11/07",44%
66381,TAUBATÉ,3554102,317915,SP,"domingo, 11/10",42%
66563,TAUBATÉ,3554102,317915,SP,"domingo, 12/04",59%
66472,TAUBATÉ,3554102,317915,SP,"domingo, 12/07",49%
66136,TAUBATÉ,3554102,317915,SP,"domingo, 13/06",46%
66409,TAUBATÉ,3554102,317915,SP,"domingo, 13/09",44%
66318,TAUBATÉ,3554102,317915,SP,"domingo, 13/12",40%
66255,TAUBATÉ,3554102,317915,SP,"domingo, 14/02",45%
66227,TAUBATÉ,3554102,317915,SP,"domingo, 14/03",47%
66500,TAUBATÉ,3554102,317915,SP,"domingo, 14/06",50%
66346,TAUBATÉ,3554102,317915,SP,"domingo, 15/11",41%
66164,TAUBATÉ,3554102,317915,SP,"domingo, 16/05",45%
66437,TAUBATÉ,3554102,317915,SP,"domingo, 16/08",46%
66283,TAUBATÉ,3554102,317915,SP,"domingo, 17/01",43%
66528,TAUBATÉ,3554102,317915,SP,"domingo, 17/05",51%
66192,TAUBATÉ,3554102,317915,SP,"domingo, 18/04",44%
66101,TAUBATÉ,3554102,317915,SP,"domingo, 18/07",44%
66374,TAUBATÉ,3554102,317915,SP,"domingo, 18/10",43%
66556,TAUBATÉ,3554102,317915,SP,"domingo, 19/04",59%
66465,TAUBATÉ,3554102,317915,SP,"domingo, 19/07",49%
66129,TAUBATÉ,3554102,317915,SP,"domingo, 20/06",46%
66402,TAUBATÉ,3554102,317915,SP,"domingo, 20/09",44%
66311,TAUBATÉ,3554102,317915,SP,"domingo, 20/12",40%
66248,TAUBATÉ,3554102,317915,SP,"domingo, 21/02",43%
66220,TAUBATÉ,3554102,317915,SP,"domingo, 21/03",47%
66493,TAUBATÉ,3554102,317915,SP,"domingo, 21/06",50%
66584,TAUBATÉ,3554102,317915,SP,"domingo, 22/03",57%
66339,TAUBATÉ,3554102,317915,SP,"domingo, 22/11",42%
66157,TAUBATÉ,3554102,317915,SP,"domingo, 23/05",46%
66430,TAUBATÉ,3554102,317915,SP,"domingo, 23/08",44%
66276,TAUBATÉ,3554102,317915,SP,"domingo, 24/01",43%
66521,TAUBATÉ,3554102,317915,SP,"domingo, 24/05",52%
66185,TAUBATÉ,3554102,317915,SP,"domingo, 25/04",45%
66367,TAUBATÉ,3554102,317915,SP,"domingo, 25/10",43%
66549,TAUBATÉ,3554102,317915,SP,"domingo, 26/04",58%
66458,TAUBATÉ,3554102,317915,SP,"domingo, 26/07",49%
66122,TAUBATÉ,3554102,317915,SP,"domingo, 27/06",43%
66395,TAUBATÉ,3554102,317915,SP,"domingo, 27/09",43%
66304,TAUBATÉ,3554102,317915,SP,"domingo, 27/12",44%
66241,TAUBATÉ,3554102,317915,SP,"domingo, 28/02",45%
66213,TAUBATÉ,3554102,317915,SP,"domingo, 28/03",47%
66486,TAUBATÉ,3554102,317915,SP,"domingo, 28/06",50%
66577,TAUBATÉ,3554102,317915,SP,"domingo, 29/03",59%
66332,TAUBATÉ,3554102,317915,SP,"domingo, 29/11",40%
66150,TAUBATÉ,3554102,317915,SP,"domingo, 30/05",46%
66423,TAUBATÉ,3554102,317915,SP,"domingo, 30/08",44%
66269,TAUBATÉ,3554102,317915,SP,"domingo, 31/01",45%
66514,TAUBATÉ,3554102,317915,SP,"domingo, 31/05",50%
66574,TAUBATÉ,3554102,317915,SP,"quarta-feira, 01/04",57%
66483,TAUBATÉ,3554102,317915,SP,"quarta-feira, 01/07",45%
66147,TAUBATÉ,3554102,317915,SP,"quarta-feira, 02/06",40%
66420,TAUBATÉ,3554102,317915,SP,"quarta-feira, 02/09",38%
66329,TAUBATÉ,3554102,317915,SP,"quarta-feira, 02/12",37%
66266,TAUBATÉ,3554102,317915,SP,"quarta-feira, 03/02",37%
66238,TAUBATÉ,3554102,317915,SP,"quarta-feira, 03/03",38%
