,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
21660,FRANCISCO MORATO,3516309,177633,SP,"domingo, 01/03",39%
21418,FRANCISCO MORATO,3516309,177633,SP,"domingo, 01/11",49%
21236,FRANCISCO MORATO,3516309,177633,SP,"domingo, 02/05",48%
21509,FRANCISCO MORATO,3516309,177633,SP,"domingo, 02/08",44%
21355,FRANCISCO MORATO,3516309,177633,SP,"domingo, 03/01",49%
21600,FRANCISCO MORATO,3516309,177633,SP,"domingo, 03/05",57%
21264,FRANCISCO MORATO,3516309,177633,SP,"domingo, 04/04",51%
21173,FRANCISCO MORATO,3516309,177633,SP,"domingo, 04/07",48%
21446,FRANCISCO MORATO,3516309,177633,SP,"domingo, 04/10",46%
21628,FRANCISCO MORATO,3516309,177633,SP,"domingo, 05/04",58%
21537,FRANCISCO MORATO,3516309,177633,SP,"domingo, 05/07",48%
21201,FRANCISCO MORATO,3516309,177633,SP,"domingo, 06/06",45%
21474,FRANCISCO MORATO,3516309,177633,SP,"domingo, 06/09",46%
21383,FRANCISCO MORATO,3516309,177633,SP,"domingo, 06/12",46%
21320,FRANCISCO MORATO,3516309,177633,SP,"domingo, 07/02",48%
21292,FRANCISCO MORATO,3516309,177633,SP,"domingo, 07/03",51%
21565,FRANCISCO MORATO,3516309,177633,SP,"domingo, 07/06",49%
21653,FRANCISCO MORATO,3516309,177633,SP,"domingo, 08/03",38%
21411,FRANCISCO MORATO,3516309,177633,SP,"domingo, 08/11",46%
21229,FRANCISCO MORATO,3516309,177633,SP,"domingo, 09/05",47%
21502,FRANCISCO MORATO,3516309,177633,SP,"domingo, 09/08",42%
21348,FRANCISCO MORATO,3516309,177633,SP,"domingo, 10/01",48%
21593,FRANCISCO MORATO,3516309,177633,SP,"domingo, 10/05",54%
21257,FRANCISCO MORATO,3516309,177633,SP,"domingo, 11/04",50%
21166,FRANCISCO MORATO,3516309,177633,SP,"domingo, 11/07",46%
21439,FRANCISCO MORATO,3516309,177633,SP,"domingo, 11/10",47%
21621,FRANCISCO MORATO,3516309,177633,SP,"domingo, 12/04",59%
21530,FRANCISCO MORATO,3516309,177633,SP,"domingo, 12/07",47%
21194,FRANCISCO MORATO,3516309,177633,SP,"domingo, 13/06",45%
21467,FRANCISCO MORATO,3516309,177633,SP,"domingo, 13/09",48%
21376,FRANCISCO MORATO,3516309,177633,SP,"domingo, 13/12",45%
21313,FRANCISCO MORATO,3516309,177633,SP,"domingo, 14/02",48%
21285,FRANCISCO MORATO,3516309,177633,SP,"domingo, 14/03",50%
21558,FRANCISCO MORATO,3516309,177633,SP,"domingo, 14/06",49%
21404,FRANCISCO MORATO,3516309,177633,SP,"domingo, 15/11",45%
21222,FRANCISCO MORATO,3516309,177633,SP,"domingo, 16/05",48%
21495,FRANCISCO MORATO,3516309,177633,SP,"domingo, 16/08",51%
21341,FRANCISCO MORATO,3516309,177633,SP,"domingo, 17/01",47%
21586,FRANCISCO MORATO,3516309,177633,SP,"domingo, 17/05",51%
21250,FRANCISCO MORATO,3516309,177633,SP,"domingo, 18/04",51%
21159,FRANCISCO MORATO,3516309,177633,SP,"domingo, 18/07",47%
21432,FRANCISCO MORATO,3516309,177633,SP,"domingo, 18/10",48%
21614,FRANCISCO MORATO,3516309,177633,SP,"domingo, 19/04",60%
21523,FRANCISCO MORATO,3516309,177633,SP,"domingo, 19/07",47%
21187,FRANCISCO MORATO,3516309,177633,SP,"domingo, 20/06",47%
21460,FRANCISCO MORATO,3516309,177633,SP,"domingo, 20/09",48%
21369,FRANCISCO MORATO,3516309,177633,SP,"domingo, 20/12",45%
21306,FRANCISCO MORATO,3516309,177633,SP,"domingo, 21/02",48%
21278,FRANCISCO MORATO,3516309,177633,SP,"domingo, 21/03",51%
21551,FRANCISCO MORATO,3516309,177633,SP,"domingo, 21/06",48%
21642,FRANCISCO MORATO,3516309,177633,SP,"domingo, 22/03",55%
21397,FRANCISCO MORATO,3516309,177633,SP,"domingo, 22/11",46%
21215,FRANCISCO MORATO,3516309,177633,SP,"domingo, 23/05",49%
21488,FRANCISCO MORATO,3516309,177633,SP,"domingo, 23/08",49%
21334,FRANCISCO MORATO,3516309,177633,SP,"domingo, 24/01",47%
21579,FRANCISCO MORATO,3516309,177633,SP,"domingo, 24/05",52%
21243,FRANCISCO MORATO,3516309,177633,SP,"domingo, 25/04",50%
21425,FRANCISCO MORATO,3516309,177633,SP,"domingo, 25/10",48%
21607,FRANCISCO MORATO,3516309,177633,SP,"domingo, 26/04",59%
21516,FRANCISCO MORATO,3516309,177633,SP,"domingo, 26/07",45%
21180,FRANCISCO MORATO,3516309,177633,SP,"domingo, 27/06",47%
21453,FRANCISCO MORATO,3516309,177633,SP,"domingo, 27/09",48%
21362,FRANCISCO MORATO,3516309,177633,SP,"domingo, 27/12",49%
21299,FRANCISCO MORATO,3516309,177633,SP,"domingo, 28/02",48%
21271,FRANCISCO MORATO,3516309,177633,SP,"domingo, 28/03",51%
21544,FRANCISCO MORATO,3516309,177633,SP,"domingo, 28/06",49%
21635,FRANCISCO MORATO,3516309,177633,SP,"domingo, 29/03",57%
21390,FRANCISCO MORATO,3516309,177633,SP,"domingo, 29/11",45%
21208,FRANCISCO MORATO,3516309,177633,SP,"domingo, 30/05",47%
21481,FRANCISCO MORATO,3516309,177633,SP,"domingo, 30/08",49%
21327,FRANCISCO MORATO,3516309,177633,SP,"domingo, 31/01",48%
21572,FRANCISCO MORATO,3516309,177633,SP,"domingo, 31/05",50%
21632,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 01/04",51%
21541,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 01/07",44%
21205,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 02/06",43%
21478,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 02/09",43%
21387,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 02/12",40%
21324,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 03/02",43%
21296,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 03/03",42%
21569,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 03/06",45%
21657,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 04/03",33%
21415,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 04/11",41%
21233,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 05/05",43%
21506,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 05/08",38%
21352,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 06/01",49%
21597,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 06/05",48%
21261,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 07/04",45%
21170,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 07/07",41%
21443,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 07/10",41%
21625,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 08/04",48%
21534,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 08/07",43%
21198,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 09/06",41%
21471,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 09/09",43%
21380,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 09/12",41%
21317,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 10/02",41%
21289,FRANCISCO MORATO,3516309,177633,SP,"quarta-feira, 10/03",44%
