,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
36784,LORENA,3527207,89125,SP,"domingo, 01/03",41%
36542,LORENA,3527207,89125,SP,"domingo, 01/11",51%
36360,LORENA,3527207,89125,SP,"domingo, 02/05",50%
36633,LORENA,3527207,89125,SP,"domingo, 02/08",47%
36479,LORENA,3527207,89125,SP,"domingo, 03/01",55%
36724,LORENA,3527207,89125,SP,"domingo, 03/05",69%
36388,LORENA,3527207,89125,SP,"domingo, 04/04",52%
36297,LORENA,3527207,89125,SP,"domingo, 04/07",49%
36570,LORENA,3527207,89125,SP,"domingo, 04/10",43%
36752,LORENA,3527207,89125,SP,"domingo, 05/04",67%
36661,LORENA,3527207,89125,SP,"domingo, 05/07",49%
36325,LORENA,3527207,89125,SP,"domingo, 06/06",47%
36598,LORENA,3527207,89125,SP,"domingo, 06/09",42%
36507,LORENA,3527207,89125,SP,"domingo, 06/12",42%
36444,LORENA,3527207,89125,SP,"domingo, 07/02",47%
36416,LORENA,3527207,89125,SP,"domingo, 07/03",47%
36689,LORENA,3527207,89125,SP,"domingo, 07/06",48%
36777,LORENA,3527207,89125,SP,"domingo, 08/03",41%
36535,LORENA,3527207,89125,SP,"domingo, 08/11",49%
36353,LORENA,3527207,89125,SP,"domingo, 09/05",42%
36626,LORENA,3527207,89125,SP,"domingo, 09/08",44%
36472,LORENA,3527207,89125,SP,"domingo, 10/01",47%
36717,LORENA,3527207,89125,SP,"domingo, 10/05",64%
36381,LORENA,3527207,89125,SP,"domingo, 11/04",52%
36290,LORENA,3527207,89125,SP,"domingo, 11/07",47%
36563,LORENA,3527207,89125,SP,"domingo, 11/10",47%
36745,LORENA,3527207,89125,SP,"domingo, 12/04",69%
36654,LORENA,3527207,89125,SP,"domingo, 12/07",47%
36318,LORENA,3527207,89125,SP,"domingo, 13/06",46%
36591,LORENA,3527207,89125,SP,"domingo, 13/09",44%
36500,LORENA,3527207,89125,SP,"domingo, 13/12",42%
36437,LORENA,3527207,89125,SP,"domingo, 14/02",48%
36409,LORENA,3527207,89125,SP,"domingo, 14/03",45%
36682,LORENA,3527207,89125,SP,"domingo, 14/06",49%
36528,LORENA,3527207,89125,SP,"domingo, 15/11",48%
36346,LORENA,3527207,89125,SP,"domingo, 16/05",49%
36619,LORENA,3527207,89125,SP,"domingo, 16/08",47%
36465,LORENA,3527207,89125,SP,"domingo, 17/01",50%
36710,LORENA,3527207,89125,SP,"domingo, 17/05",50%
36374,LORENA,3527207,89125,SP,"domingo, 18/04",50%
36283,LORENA,3527207,89125,SP,"domingo, 18/07",49%
36556,LORENA,3527207,89125,SP,"domingo, 18/10",46%
36738,LORENA,3527207,89125,SP,"domingo, 19/04",70%
36647,LORENA,3527207,89125,SP,"domingo, 19/07",49%
36311,LORENA,3527207,89125,SP,"domingo, 20/06",50%
36584,LORENA,3527207,89125,SP,"domingo, 20/09",45%
36493,LORENA,3527207,89125,SP,"domingo, 20/12",45%
36430,LORENA,3527207,89125,SP,"domingo, 21/02",47%
36402,LORENA,3527207,89125,SP,"domingo, 21/03",51%
36675,LORENA,3527207,89125,SP,"domingo, 21/06",50%
36766,LORENA,3527207,89125,SP,"domingo, 22/03",65%
36521,LORENA,3527207,89125,SP,"domingo, 22/11",49%
36339,LORENA,3527207,89125,SP,"domingo, 23/05",50%
36612,LORENA,3527207,89125,SP,"domingo, 23/08",49%
36458,LORENA,3527207,89125,SP,"domingo, 24/01",46%
36703,LORENA,3527207,89125,SP,"domingo, 24/05",51%
36367,LORENA,3527207,89125,SP,"domingo, 25/04",45%
36549,LORENA,3527207,89125,SP,"domingo, 25/10",47%
36731,LORENA,3527207,89125,SP,"domingo, 26/04",69%
36640,LORENA,3527207,89125,SP,"domingo, 26/07",48%
36304,LORENA,3527207,89125,SP,"domingo, 27/06",55%
36577,LORENA,3527207,89125,SP,"domingo, 27/09",44%
36486,LORENA,3527207,89125,SP,"domingo, 27/12",46%
36423,LORENA,3527207,89125,SP,"domingo, 28/02",50%
36395,LORENA,3527207,89125,SP,"domingo, 28/03",51%
36668,LORENA,3527207,89125,SP,"domingo, 28/06",50%
36759,LORENA,3527207,89125,SP,"domingo, 29/03",66%
36514,LORENA,3527207,89125,SP,"domingo, 29/11",45%
36332,LORENA,3527207,89125,SP,"domingo, 30/05",47%
36605,LORENA,3527207,89125,SP,"domingo, 30/08",43%
36451,LORENA,3527207,89125,SP,"domingo, 31/01",48%
36696,LORENA,3527207,89125,SP,"domingo, 31/05",51%
36756,LORENA,3527207,89125,SP,"quarta-feira, 01/04",65%
36665,LORENA,3527207,89125,SP,"quarta-feira, 01/07",46%
36329,LORENA,3527207,89125,SP,"quarta-feira, 02/06",46%
36602,LORENA,3527207,89125,SP,"quarta-feira, 02/09",42%
36511,LORENA,3527207,89125,SP,"quarta-feira, 02/12",45%
36448,LORENA,3527207,89125,SP,"quarta-feira, 03/02",45%
36420,LORENA,3527207,89125,SP,"quarta-feira, 03/03",42%
36693,LORENA,3527207,89125,SP,"quarta-feira, 03/06",47%
36781,LORENA,3527207,89125,SP,"quarta-feira, 04/03",39%
36539,LORENA,3527207,89125,SP,"quarta-feira, 04/11",45%
36357,LORENA,3527207,89125,SP,"quarta-feira, 05/05",44%
36630,LORENA,3527207,89125,SP,"quarta-feira, 05/08",40%
36476,LORENA,3527207,89125,SP,"quarta-feira, 06/01",34%
36721,LORENA,3527207,89125,SP,"quarta-feira, 06/05",59%
36385,LORENA,3527207,89125,SP,"quarta-feira, 07/04",47%
36294,LORENA,3527207,89125,SP,"quarta-feira, 07/07",41%
36567,LORENA,3527207,89125,SP,"quarta-feira, 07/10",40%
36749,LORENA,3527207,89125,SP,"quarta-feira, 08/04",61%
36658,LORENA,3527207,89125,SP,"quarta-feira, 08/07",46%
36322,LORENA,3527207,89125,SP,"quarta-feira, 09/06",43%
36595,LORENA,3527207,89125,SP,"quarta-feira, 09/09",41%
36504,LORENA,3527207,89125,SP,"quarta-feira, 09/12",46%
36441,LORENA,3527207,89125,SP,"quarta-feira, 10/02",43%
36413,LORENA,3527207,89125,SP,"quarta-feira, 10/03",49%
36686,LORENA,3527207,89125,SP,"quarta-feira, 10/06",47%
36774,LORENA,3527207,89125,SP,"quarta-feira, 11/03",37%
36532,LORENA,3527207,89125,SP,"quarta-feira, 11/11",42%
36350,LORENA,3527207,89125,SP,"quarta-feira, 12/05",45%
36623,LORENA,3527207,89125,SP,"quarta-feira, 12/08",40%
36469,LORENA,3527207,89125,SP,"quarta-feira, 13/01",40%
36714,LORENA,3527207,89125,SP,"quarta-feira, 13/05",59%
36378,LORENA,3527207,89125,SP,"quarta-feira, 14/04",42%
36287,LORENA,3527207,89125,SP,"quarta-feira, 14/07",43%
36560,LORENA,3527207,89125,SP,"quarta-feira, 14/10",44%
36742,LORENA,3527207,89125,SP,"quarta-feira, 15/04",61%
36651,LORENA,3527207,89125,SP,"quarta-feira, 15/07",46%
36315,LORENA,3527207,89125,SP,"quarta-feira, 16/06",45%
36588,LORENA,3527207,89125,SP,"quarta-feira, 16/09",43%
36497,LORENA,3527207,89125,SP,"quarta-feira, 16/12",43%
36434,LORENA,3527207,89125,SP,"quarta-feira, 17/02",40%
36406,LORENA,3527207,89125,SP,"quarta-feira, 17/03",48%
36679,LORENA,3527207,89125,SP,"quarta-feira, 17/06",46%
36770,LORENA,3527207,89125,SP,"quarta-feira, 18/03",55%
36525,LORENA,3527207,89125,SP,"quarta-feira, 18/11",41%
36343,LORENA,3527207,89125,SP,"quarta-feira, 19/05",46%
36616,LORENA,3527207,89125,SP,"quarta-feira, 19/08",39%
36462,LORENA,3527207,89125,SP,"quarta-feira, 20/01",44%
36707,LORENA,3527207,89125,SP,"quarta-feira, 20/05",47%
36371,LORENA,3527207,89125,SP,"quarta-feira, 21/04",48%
36553,LORENA,3527207,89125,SP,"quarta-feira, 21/10",42%
36735,LORENA,3527207,89125,SP,"quarta-feira, 22/04",60%
36644,LORENA,3527207,89125,SP,"quarta-feira, 22/07",41%
36308,LORENA,3527207,89125,SP,"quarta-feira, 23/06",46%
36581,LORENA,3527207,89125,SP,"quarta-feira, 23/09",41%
36490,LORENA,3527207,89125,SP,"quarta-feira, 23/12",45%
36427,LORENA,3527207,89125,SP,"quarta-feira, 24/02",42%
36399,LORENA,3527207,89125,SP,"quarta-feira, 24/03",44%
36672,LORENA,3527207,89125,SP,"quarta-feira, 24/06",47%
36763,LORENA,3527207,89125,SP,"quarta-feira, 25/03",64%
36518,LORENA,3527207,89125,SP,"quarta-feira, 25/11",39%
36788,LORENA,3527207,89125,SP,"quarta-feira, 26/02",42%
36336,LORENA,3527207,89125,SP,"quarta-feira, 26/05",49%
36609,LORENA,3527207,89125,SP,"quarta-feira, 26/08",43%
36455,LORENA,3527207,89125,SP,"quarta-feira, 27/01",41%
36700,LORENA,3527207,89125,SP,"quarta-feira, 27/05",48%
36364,LORENA,3527207,89125,SP,"quarta-feira, 28/04",45%
36546,LORENA,3527207,89125,SP,"quarta-feira, 28/10",46%
36728,LORENA,3527207,89125,SP,"quarta-feira, 29/04",60%
36637,LORENA,3527207,89125,SP,"quarta-feira, 29/07",41%
36301,LORENA,3527207,89125,SP,"quarta-feira, 30/06",41%
36574,LORENA,3527207,89125,SP,"quarta-feira, 30/09",41%
36483,LORENA,3527207,89125,SP,"quarta-feira, 30/12",45%
36392,LORENA,3527207,89125,SP,"quarta-feira, 31/03",46%
36391,LORENA,3527207,89125,SP,"quinta-feira, 01/04",46%
36300,LORENA,3527207,89125,SP,"quinta-feira, 01/07",42%
36573,LORENA,3527207,89125,SP,"quinta-feira, 01/10",42%
36755,LORENA,3527207,89125,SP,"quinta-feira, 02/04",65%
36664,LORENA,3527207,89125,SP,"quinta-feira, 02/07",47%
36328,LORENA,3527207,89125,SP,"quinta-feira, 03/06",48%
36601,LORENA,3527207,89125,SP,"quinta-feira, 03/09",42%
36510,LORENA,3527207,89125,SP,"quinta-feira, 03/12",43%
36447,LORENA,3527207,89125,SP,"quinta-feira, 04/02",41%
36419,LORENA,3527207,89125,SP,"quinta-feira, 04/03",39%
36692,LORENA,3527207,89125,SP,"quinta-feira, 04/06",47%
36780,LORENA,3527207,89125,SP,"quinta-feira, 05/03",40%
36538,LORENA,3527207,89125,SP,"quinta-feira, 05/11",43%
36356,LORENA,3527207,89125,SP,"quinta-feira, 06/05",38%
36629,LORENA,3527207,89125,SP,"quinta-feira, 06/08",39%
36475,LORENA,3527207,89125,SP,"quinta-feira, 07/01",44%
36720,LORENA,3527207,89125,SP,"quinta-feira, 07/05",59%
36384,LORENA,3527207,89125,SP,"quinta-feira, 08/04",48%
36293,LORENA,3527207,89125,SP,"quinta-feira, 08/07",40%
36566,LORENA,3527207,89125,SP,"quinta-feira, 08/10",44%
36748,LORENA,3527207,89125,SP,"quinta-feira, 09/04",60%
36657,LORENA,3527207,89125,SP,"quinta-feira, 09/07",45%
36321,LORENA,3527207,89125,SP,"quinta-feira, 10/06",46%
36594,LORENA,3527207,89125,SP,"quinta-feira, 10/09",46%
36503,LORENA,3527207,89125,SP,"quinta-feira, 10/12",47%
36440,LORENA,3527207,89125,SP,"quinta-feira, 11/02",43%
36412,LORENA,3527207,89125,SP,"quinta-feira, 11/03",46%
36685,LORENA,3527207,89125,SP,"quinta-feira, 11/06",48%
36773,LORENA,3527207,89125,SP,"quinta-feira, 12/03",46%
36531,LORENA,3527207,89125,SP,"quinta-feira, 12/11",40%
36349,LORENA,3527207,89125,SP,"quinta-feira, 13/05",45%
36622,LORENA,3527207,89125,SP,"quinta-feira, 13/08",37%
36468,LORENA,3527207,89125,SP,"quinta-feira, 14/01",45%
36713,LORENA,3527207,89125,SP,"quinta-feira, 14/05",59%
36377,LORENA,3527207,89125,SP,"quinta-feira, 15/04",46%
36286,LORENA,3527207,89125,SP,"quinta-feira, 15/07",47%
36559,LORENA,3527207,89125,SP,"quinta-feira, 15/10",43%
36741,LORENA,3527207,89125,SP,"quinta-feira, 16/04",61%
36650,LORENA,3527207,89125,SP,"quinta-feira, 16/07",46%
36314,LORENA,3527207,89125,SP,"quinta-feira, 17/06",46%
36587,LORENA,3527207,89125,SP,"quinta-feira, 17/09",40%
36496,LORENA,3527207,89125,SP,"quinta-feira, 17/12",41%
36433,LORENA,3527207,89125,SP,"quinta-feira, 18/02",44%
36405,LORENA,3527207,89125,SP,"quinta-feira, 18/03",49%
36678,LORENA,3527207,89125,SP,"quinta-feira, 18/06",46%
36769,LORENA,3527207,89125,SP,"quinta-feira, 19/03",56%
36524,LORENA,3527207,89125,SP,"quinta-feira, 19/11",42%
36342,LORENA,3527207,89125,SP,"quinta-feira, 20/05",47%
36615,LORENA,3527207,89125,SP,"quinta-feira, 20/08",40%
36461,LORENA,3527207,89125,SP,"quinta-feira, 21/01",45%
36706,LORENA,3527207,89125,SP,"quinta-feira, 21/05",49%
36370,LORENA,3527207,89125,SP,"quinta-feira, 22/04",46%
36552,LORENA,3527207,89125,SP,"quinta-feira, 22/10",42%
36734,LORENA,3527207,89125,SP,"quinta-feira, 23/04",61%
36643,LORENA,3527207,89125,SP,"quinta-feira, 23/07",40%
36307,LORENA,3527207,89125,SP,"quinta-feira, 24/06",43%
36580,LORENA,3527207,89125,SP,"quinta-feira, 24/09",40%
36489,LORENA,3527207,89125,SP,"quinta-feira, 24/12",44%
36426,LORENA,3527207,89125,SP,"quinta-feira, 25/02",41%
36398,LORENA,3527207,89125,SP,"quinta-feira, 25/03",42%
36671,LORENA,3527207,89125,SP,"quinta-feira, 25/06",47%
36762,LORENA,3527207,89125,SP,"quinta-feira, 26/03",63%
36517,LORENA,3527207,89125,SP,"quinta-feira, 26/11",42%
36787,LORENA,3527207,89125,SP,"quinta-feira, 27/02",40%
36335,LORENA,3527207,89125,SP,"quinta-feira, 27/05",45%
36608,LORENA,3527207,89125,SP,"quinta-feira, 27/08",42%
36454,LORENA,3527207,89125,SP,"quinta-feira, 28/01",40%
36699,LORENA,3527207,89125,SP,"quinta-feira, 28/05",48%
36363,LORENA,3527207,89125,SP,"quinta-feira, 29/04",46%
36545,LORENA,3527207,89125,SP,"quinta-feira, 29/10",41%
36727,LORENA,3527207,89125,SP,"quinta-feira, 30/04",59%
36636,LORENA,3527207,89125,SP,"quinta-feira, 30/07",42%
36482,LORENA,3527207,89125,SP,"quinta-feira, 31/12",41%
36450,LORENA,3527207,89125,SP,"segunda-feira, 01/02",42%
36422,LORENA,3527207,89125,SP,"segunda-feira, 01/03",43%
36695,LORENA,3527207,89125,SP,"segunda-feira, 01/06",47%
36783,LORENA,3527207,89125,SP,"segunda-feira, 02/03",41%
36541,LORENA,3527207,89125,SP,"segunda-feira, 02/11",50%
36359,LORENA,3527207,89125,SP,"segunda-feira, 03/05",45%
36632,LORENA,3527207,89125,SP,"segunda-feira, 03/08",40%
36478,LORENA,3527207,89125,SP,"segunda-feira, 04/01",42%
36723,LORENA,3527207,89125,SP,"segunda-feira, 04/05",60%
36387,LORENA,3527207,89125,SP,"segunda-feira, 05/04",43%
36296,LORENA,3527207,89125,SP,"segunda-feira, 05/07",43%
36569,LORENA,3527207,89125,SP,"segunda-feira, 05/10",38%
36751,LORENA,3527207,89125,SP,"segunda-feira, 06/04",63%
36660,LORENA,3527207,89125,SP,"segunda-feira, 06/07",46%
36324,LORENA,3527207,89125,SP,"segunda-feira, 07/06",43%
36597,LORENA,3527207,89125,SP,"segunda-feira, 07/09",47%
36506,LORENA,3527207,89125,SP,"segunda-feira, 07/12",39%
36443,LORENA,3527207,89125,SP,"segunda-feira, 08/02",39%
36415,LORENA,3527207,89125,SP,"segunda-feira, 08/03",46%
36688,LORENA,3527207,89125,SP,"segunda-feira, 08/06",47%
36776,LORENA,3527207,89125,SP,"segunda-feira, 09/03",39%
36534,LORENA,3527207,89125,SP,"segunda-feira, 09/11",43%
36352,LORENA,3527207,89125,SP,"segunda-feira, 10/05",40%
36625,LORENA,3527207,89125,SP,"segunda-feira, 10/08",42%
36471,LORENA,3527207,89125,SP,"segunda-feira, 11/01",43%
36716,LORENA,3527207,89125,SP,"segunda-feira, 11/05",59%
36380,LORENA,3527207,89125,SP,"segunda-feira, 12/04",47%
36289,LORENA,3527207,89125,SP,"segunda-feira, 12/07",43%
36562,LORENA,3527207,89125,SP,"segunda-feira, 12/10",47%
36744,LORENA,3527207,89125,SP,"segunda-feira, 13/04",62%
36653,LORENA,3527207,89125,SP,"segunda-feira, 13/07",46%
36317,LORENA,3527207,89125,SP,"segunda-feira, 14/06",42%
36590,LORENA,3527207,89125,SP,"segunda-feira, 14/09",42%
36499,LORENA,3527207,89125,SP,"segunda-feira, 14/12",44%
36436,LORENA,3527207,89125,SP,"segunda-feira, 15/02",43%
36408,LORENA,3527207,89125,SP,"segunda-feira, 15/03",41%
36681,LORENA,3527207,89125,SP,"segunda-feira, 15/06",47%
36527,LORENA,3527207,89125,SP,"segunda-feira, 16/11",42%
36345,LORENA,3527207,89125,SP,"segunda-feira, 17/05",40%
36618,LORENA,3527207,89125,SP,"segunda-feira, 17/08",40%
36464,LORENA,3527207,89125,SP,"segunda-feira, 18/01",46%
36709,LORENA,3527207,89125,SP,"segunda-feira, 18/05",49%
36373,LORENA,3527207,89125,SP,"segunda-feira, 19/04",45%
36282,LORENA,3527207,89125,SP,"segunda-feira, 19/07",44%
36555,LORENA,3527207,89125,SP,"segunda-feira, 19/10",41%
36737,LORENA,3527207,89125,SP,"segunda-feira, 20/04",63%
36646,LORENA,3527207,89125,SP,"segunda-feira, 20/07",43%
36310,LORENA,3527207,89125,SP,"segunda-feira, 21/06",44%
36583,LORENA,3527207,89125,SP,"segunda-feira, 21/09",38%
36492,LORENA,3527207,89125,SP,"segunda-feira, 21/12",44%
36429,LORENA,3527207,89125,SP,"segunda-feira, 22/02",43%
36401,LORENA,3527207,89125,SP,"segunda-feira, 22/03",46%
36674,LORENA,3527207,89125,SP,"segunda-feira, 22/06",48%
36765,LORENA,3527207,89125,SP,"segunda-feira, 23/03",63%
36520,LORENA,3527207,89125,SP,"segunda-feira, 23/11",44%
36338,LORENA,3527207,89125,SP,"segunda-feira, 24/05",46%
36611,LORENA,3527207,89125,SP,"segunda-feira, 24/08",41%
36457,LORENA,3527207,89125,SP,"segunda-feira, 25/01",45%
