,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
9071,BIRIGUI,3506508,124883,SP,"domingo, 01/03",34%
8829,BIRIGUI,3506508,124883,SP,"domingo, 01/11",42%
8647,BIRIGUI,3506508,124883,SP,"domingo, 02/05",45%
8920,BIRIGUI,3506508,124883,SP,"domingo, 02/08",47%
8766,BIRIGUI,3506508,124883,SP,"domingo, 03/01",46%
9011,BIRIGUI,3506508,124883,SP,"domingo, 03/05",57%
8675,BIRIGUI,3506508,124883,SP,"domingo, 04/04",49%
8584,BIRIGUI,3506508,124883,SP,"domingo, 04/07",44%
8857,BIRIGUI,3506508,124883,SP,"domingo, 04/10",41%
9039,BIRIGUI,3506508,124883,SP,"domingo, 05/04",55%
8948,BIRIGUI,3506508,124883,SP,"domingo, 05/07",48%
8612,BIRIGUI,3506508,124883,SP,"domingo, 06/06",44%
8885,BIRIGUI,3506508,124883,SP,"domingo, 06/09",40%
8794,BIRIGUI,3506508,124883,SP,"domingo, 06/12",41%
8731,BIRIGUI,3506508,124883,SP,"domingo, 07/02",43%
8703,BIRIGUI,3506508,124883,SP,"domingo, 07/03",49%
8976,BIRIGUI,3506508,124883,SP,"domingo, 07/06",47%
9064,BIRIGUI,3506508,124883,SP,"domingo, 08/03",33%
8822,BIRIGUI,3506508,124883,SP,"domingo, 08/11",41%
8640,BIRIGUI,3506508,124883,SP,"domingo, 09/05",45%
8913,BIRIGUI,3506508,124883,SP,"domingo, 09/08",44%
8759,BIRIGUI,3506508,124883,SP,"domingo, 10/01",43%
9004,BIRIGUI,3506508,124883,SP,"domingo, 10/05",51%
8668,BIRIGUI,3506508,124883,SP,"domingo, 11/04",47%
8577,BIRIGUI,3506508,124883,SP,"domingo, 11/07",44%
8850,BIRIGUI,3506508,124883,SP,"domingo, 11/10",41%
9032,BIRIGUI,3506508,124883,SP,"domingo, 12/04",57%
8941,BIRIGUI,3506508,124883,SP,"domingo, 12/07",48%
8605,BIRIGUI,3506508,124883,SP,"domingo, 13/06",44%
8878,BIRIGUI,3506508,124883,SP,"domingo, 13/09",43%
8787,BIRIGUI,3506508,124883,SP,"domingo, 13/12",40%
8724,BIRIGUI,3506508,124883,SP,"domingo, 14/02",42%
8696,BIRIGUI,3506508,124883,SP,"domingo, 14/03",49%
8969,BIRIGUI,3506508,124883,SP,"domingo, 14/06",45%
8815,BIRIGUI,3506508,124883,SP,"domingo, 15/11",40%
8633,BIRIGUI,3506508,124883,SP,"domingo, 16/05",45%
8906,BIRIGUI,3506508,124883,SP,"domingo, 16/08",47%
8752,BIRIGUI,3506508,124883,SP,"domingo, 17/01",43%
8997,BIRIGUI,3506508,124883,SP,"domingo, 17/05",49%
8661,BIRIGUI,3506508,124883,SP,"domingo, 18/04",50%
8570,BIRIGUI,3506508,124883,SP,"domingo, 18/07",46%
8843,BIRIGUI,3506508,124883,SP,"domingo, 18/10",43%
9025,BIRIGUI,3506508,124883,SP,"domingo, 19/04",55%
8934,BIRIGUI,3506508,124883,SP,"domingo, 19/07",46%
8598,BIRIGUI,3506508,124883,SP,"domingo, 20/06",44%
8871,BIRIGUI,3506508,124883,SP,"domingo, 20/09",43%
8780,BIRIGUI,3506508,124883,SP,"domingo, 20/12",42%
8717,BIRIGUI,3506508,124883,SP,"domingo, 21/02",43%
8689,BIRIGUI,3506508,124883,SP,"domingo, 21/03",48%
8962,BIRIGUI,3506508,124883,SP,"domingo, 21/06",46%
9053,BIRIGUI,3506508,124883,SP,"domingo, 22/03",53%
8808,BIRIGUI,3506508,124883,SP,"domingo, 22/11",42%
8626,BIRIGUI,3506508,124883,SP,"domingo, 23/05",47%
8899,BIRIGUI,3506508,124883,SP,"domingo, 23/08",45%
8745,BIRIGUI,3506508,124883,SP,"domingo, 24/01",46%
8990,BIRIGUI,3506508,124883,SP,"domingo, 24/05",49%
8654,BIRIGUI,3506508,124883,SP,"domingo, 25/04",47%
8836,BIRIGUI,3506508,124883,SP,"domingo, 25/10",42%
9018,BIRIGUI,3506508,124883,SP,"domingo, 26/04",57%
8927,BIRIGUI,3506508,124883,SP,"domingo, 26/07",47%
8591,BIRIGUI,3506508,124883,SP,"domingo, 27/06",44%
8864,BIRIGUI,3506508,124883,SP,"domingo, 27/09",43%
8773,BIRIGUI,3506508,124883,SP,"domingo, 27/12",44%
8710,BIRIGUI,3506508,124883,SP,"domingo, 28/02",45%
8682,BIRIGUI,3506508,124883,SP,"domingo, 28/03",49%
8955,BIRIGUI,3506508,124883,SP,"domingo, 28/06",47%
9046,BIRIGUI,3506508,124883,SP,"domingo, 29/03",56%
8801,BIRIGUI,3506508,124883,SP,"domingo, 29/11",41%
8619,BIRIGUI,3506508,124883,SP,"domingo, 30/05",46%
