,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
53954,SALTO,3545209,119736,SP,"domingo, 01/03",36%
53713,SALTO,3545209,119736,SP,"domingo, 01/11",41%
53531,SALTO,3545209,119736,SP,"domingo, 02/05",44%
53804,SALTO,3545209,119736,SP,"domingo, 02/08",46%
53650,SALTO,3545209,119736,SP,"domingo, 03/01",44%
53895,SALTO,3545209,119736,SP,"domingo, 03/05",58%
53559,SALTO,3545209,119736,SP,"domingo, 04/04",45%
53468,SALTO,3545209,119736,SP,"domingo, 04/07",44%
53741,SALTO,3545209,119736,SP,"domingo, 04/10",43%
53923,SALTO,3545209,119736,SP,"domingo, 05/04",59%
53832,SALTO,3545209,119736,SP,"domingo, 05/07",47%
53496,SALTO,3545209,119736,SP,"domingo, 06/06",44%
53769,SALTO,3545209,119736,SP,"domingo, 06/09",42%
53678,SALTO,3545209,119736,SP,"domingo, 06/12",41%
53615,SALTO,3545209,119736,SP,"domingo, 07/02",41%
53587,SALTO,3545209,119736,SP,"domingo, 07/03",43%
53860,SALTO,3545209,119736,SP,"domingo, 07/06",48%
53947,SALTO,3545209,119736,SP,"domingo, 08/03",35%
53706,SALTO,3545209,119736,SP,"domingo, 08/11",42%
53524,SALTO,3545209,119736,SP,"domingo, 09/05",41%
53797,SALTO,3545209,119736,SP,"domingo, 09/08",41%
53643,SALTO,3545209,119736,SP,"domingo, 10/01",41%
53888,SALTO,3545209,119736,SP,"domingo, 10/05",52%
53552,SALTO,3545209,119736,SP,"domingo, 11/04",46%
53461,SALTO,3545209,119736,SP,"domingo, 11/07",42%
53734,SALTO,3545209,119736,SP,"domingo, 11/10",42%
53916,SALTO,3545209,119736,SP,"domingo, 12/04",59%
53825,SALTO,3545209,119736,SP,"domingo, 12/07",46%
53489,SALTO,3545209,119736,SP,"domingo, 13/06",42%
53762,SALTO,3545209,119736,SP,"domingo, 13/09",42%
53671,SALTO,3545209,119736,SP,"domingo, 13/12",41%
