,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
31248,ITUPEVA,3524006,62813,SP,"domingo, 01/03",36%
31007,ITUPEVA,3524006,62813,SP,"domingo, 01/11",45%
30825,ITUPEVA,3524006,62813,SP,"domingo, 02/05",46%
31097,ITUPEVA,3524006,62813,SP,"domingo, 02/08",49%
30944,ITUPEVA,3524006,62813,SP,"domingo, 03/01",50%
31188,ITUPEVA,3524006,62813,SP,"domingo, 03/05",55%
30853,ITUPEVA,3524006,62813,SP,"domingo, 04/04",49%
30762,ITUPEVA,3524006,62813,SP,"domingo, 04/07",44%
31034,ITUPEVA,3524006,62813,SP,"domingo, 04/10",44%
31216,ITUPEVA,3524006,62813,SP,"domingo, 05/04",53%
31125,ITUPEVA,3524006,62813,SP,"domingo, 05/07",49%
30790,ITUPEVA,3524006,62813,SP,"domingo, 06/06",42%
31062,ITUPEVA,3524006,62813,SP,"domingo, 06/09",44%
30972,ITUPEVA,3524006,62813,SP,"domingo, 06/12",43%
30909,ITUPEVA,3524006,62813,SP,"domingo, 07/02",42%
30881,ITUPEVA,3524006,62813,SP,"domingo, 07/03",50%
31153,ITUPEVA,3524006,62813,SP,"domingo, 07/06",52%
31241,ITUPEVA,3524006,62813,SP,"domingo, 08/03",37%
31000,ITUPEVA,3524006,62813,SP,"domingo, 08/11",45%
30818,ITUPEVA,3524006,62813,SP,"domingo, 09/05",46%
31090,ITUPEVA,3524006,62813,SP,"domingo, 09/08",45%
30937,ITUPEVA,3524006,62813,SP,"domingo, 10/01",42%
31181,ITUPEVA,3524006,62813,SP,"domingo, 10/05",50%
30846,ITUPEVA,3524006,62813,SP,"domingo, 11/04",46%
30755,ITUPEVA,3524006,62813,SP,"domingo, 11/07",44%
31027,ITUPEVA,3524006,62813,SP,"domingo, 11/10",44%
31209,ITUPEVA,3524006,62813,SP,"domingo, 12/04",52%
31118,ITUPEVA,3524006,62813,SP,"domingo, 12/07",49%
30783,ITUPEVA,3524006,62813,SP,"domingo, 13/06",44%
31055,ITUPEVA,3524006,62813,SP,"domingo, 13/09",43%
30965,ITUPEVA,3524006,62813,SP,"domingo, 13/12",40%
30902,ITUPEVA,3524006,62813,SP,"domingo, 14/02",45%
30874,ITUPEVA,3524006,62813,SP,"domingo, 14/03",48%
31146,ITUPEVA,3524006,62813,SP,"domingo, 14/06",49%
30993,ITUPEVA,3524006,62813,SP,"domingo, 15/11",43%
30811,ITUPEVA,3524006,62813,SP,"domingo, 16/05",47%
31083,ITUPEVA,3524006,62813,SP,"domingo, 16/08",46%
30930,ITUPEVA,3524006,62813,SP,"domingo, 17/01",43%
31174,ITUPEVA,3524006,62813,SP,"domingo, 17/05",51%
30839,ITUPEVA,3524006,62813,SP,"domingo, 18/04",45%
30748,ITUPEVA,3524006,62813,SP,"domingo, 18/07",43%
31020,ITUPEVA,3524006,62813,SP,"domingo, 18/10",44%
31202,ITUPEVA,3524006,62813,SP,"domingo, 19/04",56%
31111,ITUPEVA,3524006,62813,SP,"domingo, 19/07",50%
30776,ITUPEVA,3524006,62813,SP,"domingo, 20/06",40%
31048,ITUPEVA,3524006,62813,SP,"domingo, 20/09",46%
30958,ITUPEVA,3524006,62813,SP,"domingo, 20/12",42%
30895,ITUPEVA,3524006,62813,SP,"domingo, 21/02",42%
30867,ITUPEVA,3524006,62813,SP,"domingo, 21/03",48%
31139,ITUPEVA,3524006,62813,SP,"domingo, 21/06",50%
31230,ITUPEVA,3524006,62813,SP,"domingo, 22/03",51%
30986,ITUPEVA,3524006,62813,SP,"domingo, 22/11",43%
30804,ITUPEVA,3524006,62813,SP,"domingo, 23/05",47%
31076,ITUPEVA,3524006,62813,SP,"domingo, 23/08",44%
30923,ITUPEVA,3524006,62813,SP,"domingo, 24/01",48%
31167,ITUPEVA,3524006,62813,SP,"domingo, 24/05",53%
30832,ITUPEVA,3524006,62813,SP,"domingo, 25/04",48%
31014,ITUPEVA,3524006,62813,SP,"domingo, 25/10",46%
31195,ITUPEVA,3524006,62813,SP,"domingo, 26/04",55%
31104,ITUPEVA,3524006,62813,SP,"domingo, 26/07",50%
30769,ITUPEVA,3524006,62813,SP,"domingo, 27/06",44%
31041,ITUPEVA,3524006,62813,SP,"domingo, 27/09",44%
30951,ITUPEVA,3524006,62813,SP,"domingo, 27/12",48%
30888,ITUPEVA,3524006,62813,SP,"domingo, 28/02",46%
30860,ITUPEVA,3524006,62813,SP,"domingo, 28/03",47%
31132,ITUPEVA,3524006,62813,SP,"domingo, 28/06",51%
31223,ITUPEVA,3524006,62813,SP,"domingo, 29/03",52%
30979,ITUPEVA,3524006,62813,SP,"domingo, 29/11",41%
30797,ITUPEVA,3524006,62813,SP,"domingo, 30/05",39%
31069,ITUPEVA,3524006,62813,SP,"domingo, 30/08",45%
30916,ITUPEVA,3524006,62813,SP,"domingo, 31/01",45%
31160,ITUPEVA,3524006,62813,SP,"domingo, 31/05",52%
31220,ITUPEVA,3524006,62813,SP,"quarta-feira, 01/04",48%
31129,ITUPEVA,3524006,62813,SP,"quarta-feira, 01/07",36%
30794,ITUPEVA,3524006,62813,SP,"quarta-feira, 02/06",40%
31066,ITUPEVA,3524006,62813,SP,"quarta-feira, 02/09",39%
30976,ITUPEVA,3524006,62813,SP,"quarta-feira, 02/12",36%
30913,ITUPEVA,3524006,62813,SP,"quarta-feira, 03/02",36%
30885,ITUPEVA,3524006,62813,SP,"quarta-feira, 03/03",37%
31157,ITUPEVA,3524006,62813,SP,"quarta-feira, 03/06",42%
31245,ITUPEVA,3524006,62813,SP,"quarta-feira, 04/03",33%
31004,ITUPEVA,3524006,62813,SP,"quarta-feira, 04/11",38%
30822,ITUPEVA,3524006,62813,SP,"quarta-feira, 05/05",39%
