,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
46890,PIEDADE,3537800,55542,SP,"domingo, 01/03",43%
46648,PIEDADE,3537800,55542,SP,"domingo, 01/11",52%
46466,PIEDADE,3537800,55542,SP,"domingo, 02/05",54%
46739,PIEDADE,3537800,55542,SP,"domingo, 02/08",59%
46585,PIEDADE,3537800,55542,SP,"domingo, 03/01",54%
46830,PIEDADE,3537800,55542,SP,"domingo, 03/05",63%
46494,PIEDADE,3537800,55542,SP,"domingo, 04/04",55%
46403,PIEDADE,3537800,55542,SP,"domingo, 04/07",52%
46676,PIEDADE,3537800,55542,SP,"domingo, 04/10",49%
46858,PIEDADE,3537800,55542,SP,"domingo, 05/04",59%
46767,PIEDADE,3537800,55542,SP,"domingo, 05/07",56%
46431,PIEDADE,3537800,55542,SP,"domingo, 06/06",53%
46704,PIEDADE,3537800,55542,SP,"domingo, 06/09",52%
46613,PIEDADE,3537800,55542,SP,"domingo, 06/12",51%
46550,PIEDADE,3537800,55542,SP,"domingo, 07/02",52%
46522,PIEDADE,3537800,55542,SP,"domingo, 07/03",55%
46795,PIEDADE,3537800,55542,SP,"domingo, 07/06",56%
46883,PIEDADE,3537800,55542,SP,"domingo, 08/03",45%
46641,PIEDADE,3537800,55542,SP,"domingo, 08/11",48%
46459,PIEDADE,3537800,55542,SP,"domingo, 09/05",53%
46732,PIEDADE,3537800,55542,SP,"domingo, 09/08",52%
46578,PIEDADE,3537800,55542,SP,"domingo, 10/01",53%
46823,PIEDADE,3537800,55542,SP,"domingo, 10/05",56%
46487,PIEDADE,3537800,55542,SP,"domingo, 11/04",54%
46396,PIEDADE,3537800,55542,SP,"domingo, 11/07",50%
46669,PIEDADE,3537800,55542,SP,"domingo, 11/10",52%
46851,PIEDADE,3537800,55542,SP,"domingo, 12/04",58%
46760,PIEDADE,3537800,55542,SP,"domingo, 12/07",56%
46424,PIEDADE,3537800,55542,SP,"domingo, 13/06",52%
46697,PIEDADE,3537800,55542,SP,"domingo, 13/09",52%
46606,PIEDADE,3537800,55542,SP,"domingo, 13/12",50%
46543,PIEDADE,3537800,55542,SP,"domingo, 14/02",53%
46515,PIEDADE,3537800,55542,SP,"domingo, 14/03",55%
46788,PIEDADE,3537800,55542,SP,"domingo, 14/06",59%
46634,PIEDADE,3537800,55542,SP,"domingo, 15/11",49%
46452,PIEDADE,3537800,55542,SP,"domingo, 16/05",54%
46725,PIEDADE,3537800,55542,SP,"domingo, 16/08",56%
46571,PIEDADE,3537800,55542,SP,"domingo, 17/01",50%
46816,PIEDADE,3537800,55542,SP,"domingo, 17/05",61%
46480,PIEDADE,3537800,55542,SP,"domingo, 18/04",54%
46389,PIEDADE,3537800,55542,SP,"domingo, 18/07",52%
46662,PIEDADE,3537800,55542,SP,"domingo, 18/10",51%
46844,PIEDADE,3537800,55542,SP,"domingo, 19/04",59%
46753,PIEDADE,3537800,55542,SP,"domingo, 19/07",57%
46417,PIEDADE,3537800,55542,SP,"domingo, 20/06",53%
46690,PIEDADE,3537800,55542,SP,"domingo, 20/09",53%
46599,PIEDADE,3537800,55542,SP,"domingo, 20/12",49%
46536,PIEDADE,3537800,55542,SP,"domingo, 21/02",53%
46508,PIEDADE,3537800,55542,SP,"domingo, 21/03",55%
46781,PIEDADE,3537800,55542,SP,"domingo, 21/06",58%
46872,PIEDADE,3537800,55542,SP,"domingo, 22/03",62%
