,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
52941,RIO CLARO,3543907,208008,SP,"domingo, 01/03",36%
52699,RIO CLARO,3543907,208008,SP,"domingo, 01/11",43%
52517,RIO CLARO,3543907,208008,SP,"domingo, 02/05",46%
52790,RIO CLARO,3543907,208008,SP,"domingo, 02/08",49%
52636,RIO CLARO,3543907,208008,SP,"domingo, 03/01",47%
52881,RIO CLARO,3543907,208008,SP,"domingo, 03/05",61%
52545,RIO CLARO,3543907,208008,SP,"domingo, 04/04",52%
52454,RIO CLARO,3543907,208008,SP,"domingo, 04/07",44%
52727,RIO CLARO,3543907,208008,SP,"domingo, 04/10",43%
52909,RIO CLARO,3543907,208008,SP,"domingo, 05/04",59%
52818,RIO CLARO,3543907,208008,SP,"domingo, 05/07",50%
52482,RIO CLARO,3543907,208008,SP,"domingo, 06/06",45%
52755,RIO CLARO,3543907,208008,SP,"domingo, 06/09",40%
52664,RIO CLARO,3543907,208008,SP,"domingo, 06/12",42%
52601,RIO CLARO,3543907,208008,SP,"domingo, 07/02",44%
52573,RIO CLARO,3543907,208008,SP,"domingo, 07/03",49%
52846,RIO CLARO,3543907,208008,SP,"domingo, 07/06",50%
52934,RIO CLARO,3543907,208008,SP,"domingo, 08/03",35%
52692,RIO CLARO,3543907,208008,SP,"domingo, 08/11",41%
52510,RIO CLARO,3543907,208008,SP,"domingo, 09/05",45%
52783,RIO CLARO,3543907,208008,SP,"domingo, 09/08",45%
52629,RIO CLARO,3543907,208008,SP,"domingo, 10/01",44%
52874,RIO CLARO,3543907,208008,SP,"domingo, 10/05",54%
52538,RIO CLARO,3543907,208008,SP,"domingo, 11/04",48%
52447,RIO CLARO,3543907,208008,SP,"domingo, 11/07",44%
52720,RIO CLARO,3543907,208008,SP,"domingo, 11/10",41%
52902,RIO CLARO,3543907,208008,SP,"domingo, 12/04",61%
52811,RIO CLARO,3543907,208008,SP,"domingo, 12/07",50%
52475,RIO CLARO,3543907,208008,SP,"domingo, 13/06",45%
52748,RIO CLARO,3543907,208008,SP,"domingo, 13/09",42%
52657,RIO CLARO,3543907,208008,SP,"domingo, 13/12",41%
52594,RIO CLARO,3543907,208008,SP,"domingo, 14/02",45%
52566,RIO CLARO,3543907,208008,SP,"domingo, 14/03",47%
52839,RIO CLARO,3543907,208008,SP,"domingo, 14/06",51%
52685,RIO CLARO,3543907,208008,SP,"domingo, 15/11",42%
52503,RIO CLARO,3543907,208008,SP,"domingo, 16/05",47%
52776,RIO CLARO,3543907,208008,SP,"domingo, 16/08",49%
52622,RIO CLARO,3543907,208008,SP,"domingo, 17/01",45%
52867,RIO CLARO,3543907,208008,SP,"domingo, 17/05",52%
52531,RIO CLARO,3543907,208008,SP,"domingo, 18/04",47%
52440,RIO CLARO,3543907,208008,SP,"domingo, 18/07",44%
52713,RIO CLARO,3543907,208008,SP,"domingo, 18/10",42%
52895,RIO CLARO,3543907,208008,SP,"domingo, 19/04",62%
52804,RIO CLARO,3543907,208008,SP,"domingo, 19/07",50%
52468,RIO CLARO,3543907,208008,SP,"domingo, 20/06",45%
52741,RIO CLARO,3543907,208008,SP,"domingo, 20/09",44%
52650,RIO CLARO,3543907,208008,SP,"domingo, 20/12",41%
52587,RIO CLARO,3543907,208008,SP,"domingo, 21/02",44%
52559,RIO CLARO,3543907,208008,SP,"domingo, 21/03",49%
52832,RIO CLARO,3543907,208008,SP,"domingo, 21/06",50%
52923,RIO CLARO,3543907,208008,SP,"domingo, 22/03",53%
52678,RIO CLARO,3543907,208008,SP,"domingo, 22/11",42%
52496,RIO CLARO,3543907,208008,SP,"domingo, 23/05",47%
52769,RIO CLARO,3543907,208008,SP,"domingo, 23/08",47%
52615,RIO CLARO,3543907,208008,SP,"domingo, 24/01",44%
52860,RIO CLARO,3543907,208008,SP,"domingo, 24/05",53%
52524,RIO CLARO,3543907,208008,SP,"domingo, 25/04",48%
52706,RIO CLARO,3543907,208008,SP,"domingo, 25/10",42%
52888,RIO CLARO,3543907,208008,SP,"domingo, 26/04",61%
52797,RIO CLARO,3543907,208008,SP,"domingo, 26/07",49%
52461,RIO CLARO,3543907,208008,SP,"domingo, 27/06",44%
52734,RIO CLARO,3543907,208008,SP,"domingo, 27/09",42%
52643,RIO CLARO,3543907,208008,SP,"domingo, 27/12",48%
52580,RIO CLARO,3543907,208008,SP,"domingo, 28/02",44%
52552,RIO CLARO,3543907,208008,SP,"domingo, 28/03",53%
52825,RIO CLARO,3543907,208008,SP,"domingo, 28/06",51%
52916,RIO CLARO,3543907,208008,SP,"domingo, 29/03",58%
52671,RIO CLARO,3543907,208008,SP,"domingo, 29/11",42%
52489,RIO CLARO,3543907,208008,SP,"domingo, 30/05",46%
52762,RIO CLARO,3543907,208008,SP,"domingo, 30/08",45%
52608,RIO CLARO,3543907,208008,SP,"domingo, 31/01",44%
52853,RIO CLARO,3543907,208008,SP,"domingo, 31/05",51%
52913,RIO CLARO,3543907,208008,SP,"quarta-feira, 01/04",55%
52822,RIO CLARO,3543907,208008,SP,"quarta-feira, 01/07",42%
52486,RIO CLARO,3543907,208008,SP,"quarta-feira, 02/06",37%
52759,RIO CLARO,3543907,208008,SP,"quarta-feira, 02/09",38%
52668,RIO CLARO,3543907,208008,SP,"quarta-feira, 02/12",37%
52605,RIO CLARO,3543907,208008,SP,"quarta-feira, 03/02",36%
52577,RIO CLARO,3543907,208008,SP,"quarta-feira, 03/03",37%
52850,RIO CLARO,3543907,208008,SP,"quarta-feira, 03/06",43%
52938,RIO CLARO,3543907,208008,SP,"quarta-feira, 04/03",32%
52696,RIO CLARO,3543907,208008,SP,"quarta-feira, 04/11",36%
52514,RIO CLARO,3543907,208008,SP,"quarta-feira, 05/05",37%
52787,RIO CLARO,3543907,208008,SP,"quarta-feira, 05/08",39%
52633,RIO CLARO,3543907,208008,SP,"quarta-feira, 06/01",43%
52878,RIO CLARO,3543907,208008,SP,"quarta-feira, 06/05",48%
52542,RIO CLARO,3543907,208008,SP,"quarta-feira, 07/04",40%
52451,RIO CLARO,3543907,208008,SP,"quarta-feira, 07/07",36%
52724,RIO CLARO,3543907,208008,SP,"quarta-feira, 07/10",34%
52906,RIO CLARO,3543907,208008,SP,"quarta-feira, 08/04",51%
52815,RIO CLARO,3543907,208008,SP,"quarta-feira, 08/07",42%
52479,RIO CLARO,3543907,208008,SP,"quarta-feira, 09/06",37%
52752,RIO CLARO,3543907,208008,SP,"quarta-feira, 09/09",37%
52661,RIO CLARO,3543907,208008,SP,"quarta-feira, 09/12",36%
52598,RIO CLARO,3543907,208008,SP,"quarta-feira, 10/02",37%
52570,RIO CLARO,3543907,208008,SP,"quarta-feira, 10/03",39%
52843,RIO CLARO,3543907,208008,SP,"quarta-feira, 10/06",42%
52931,RIO CLARO,3543907,208008,SP,"quarta-feira, 11/03",30%
52689,RIO CLARO,3543907,208008,SP,"quarta-feira, 11/11",37%
52507,RIO CLARO,3543907,208008,SP,"quarta-feira, 12/05",38%
52780,RIO CLARO,3543907,208008,SP,"quarta-feira, 12/08",39%
52626,RIO CLARO,3543907,208008,SP,"quarta-feira, 13/01",39%
52871,RIO CLARO,3543907,208008,SP,"quarta-feira, 13/05",48%
52535,RIO CLARO,3543907,208008,SP,"quarta-feira, 14/04",39%
52444,RIO CLARO,3543907,208008,SP,"quarta-feira, 14/07",38%
52717,RIO CLARO,3543907,208008,SP,"quarta-feira, 14/10",33%
52899,RIO CLARO,3543907,208008,SP,"quarta-feira, 15/04",52%
52808,RIO CLARO,3543907,208008,SP,"quarta-feira, 15/07",43%
52472,RIO CLARO,3543907,208008,SP,"quarta-feira, 16/06",37%
52745,RIO CLARO,3543907,208008,SP,"quarta-feira, 16/09",36%
52654,RIO CLARO,3543907,208008,SP,"quarta-feira, 16/12",37%
52591,RIO CLARO,3543907,208008,SP,"quarta-feira, 17/02",38%
52563,RIO CLARO,3543907,208008,SP,"quarta-feira, 17/03",40%
52836,RIO CLARO,3543907,208008,SP,"quarta-feira, 17/06",42%
52927,RIO CLARO,3543907,208008,SP,"quarta-feira, 18/03",41%
52682,RIO CLARO,3543907,208008,SP,"quarta-feira, 18/11",37%
52500,RIO CLARO,3543907,208008,SP,"quarta-feira, 19/05",38%
52773,RIO CLARO,3543907,208008,SP,"quarta-feira, 19/08",39%
52619,RIO CLARO,3543907,208008,SP,"quarta-feira, 20/01",38%
52864,RIO CLARO,3543907,208008,SP,"quarta-feira, 20/05",45%
52528,RIO CLARO,3543907,208008,SP,"quarta-feira, 21/04",47%
52710,RIO CLARO,3543907,208008,SP,"quarta-feira, 21/10",36%
52892,RIO CLARO,3543907,208008,SP,"quarta-feira, 22/04",49%
52801,RIO CLARO,3543907,208008,SP,"quarta-feira, 22/07",40%
52465,RIO CLARO,3543907,208008,SP,"quarta-feira, 23/06",36%
52738,RIO CLARO,3543907,208008,SP,"quarta-feira, 23/09",37%
52647,RIO CLARO,3543907,208008,SP,"quarta-feira, 23/12",36%
52584,RIO CLARO,3543907,208008,SP,"quarta-feira, 24/02",42%
52556,RIO CLARO,3543907,208008,SP,"quarta-feira, 24/03",40%
52829,RIO CLARO,3543907,208008,SP,"quarta-feira, 24/06",46%
52920,RIO CLARO,3543907,208008,SP,"quarta-feira, 25/03",53%
52675,RIO CLARO,3543907,208008,SP,"quarta-feira, 25/11",37%
52945,RIO CLARO,3543907,208008,SP,"quarta-feira, 26/02",33%
52493,RIO CLARO,3543907,208008,SP,"quarta-feira, 26/05",38%
52766,RIO CLARO,3543907,208008,SP,"quarta-feira, 26/08",39%
52612,RIO CLARO,3543907,208008,SP,"quarta-feira, 27/01",37%
52857,RIO CLARO,3543907,208008,SP,"quarta-feira, 27/05",44%
52521,RIO CLARO,3543907,208008,SP,"quarta-feira, 28/04",38%
52703,RIO CLARO,3543907,208008,SP,"quarta-feira, 28/10",35%
52885,RIO CLARO,3543907,208008,SP,"quarta-feira, 29/04",49%
52794,RIO CLARO,3543907,208008,SP,"quarta-feira, 29/07",40%
52458,RIO CLARO,3543907,208008,SP,"quarta-feira, 30/06",37%
52731,RIO CLARO,3543907,208008,SP,"quarta-feira, 30/09",36%
52640,RIO CLARO,3543907,208008,SP,"quarta-feira, 30/12",38%
52549,RIO CLARO,3543907,208008,SP,"quarta-feira, 31/03",40%
52548,RIO CLARO,3543907,208008,SP,"quinta-feira, 01/04",41%
52457,RIO CLARO,3543907,208008,SP,"quinta-feira, 01/07",38%
52730,RIO CLARO,3543907,208008,SP,"quinta-feira, 01/10",37%
52912,RIO CLARO,3543907,208008,SP,"quinta-feira, 02/04",53%
52821,RIO CLARO,3543907,208008,SP,"quinta-feira, 02/07",43%
52485,RIO CLARO,3543907,208008,SP,"quinta-feira, 03/06",45%
52758,RIO CLARO,3543907,208008,SP,"quinta-feira, 03/09",37%
52667,RIO CLARO,3543907,208008,SP,"quinta-feira, 03/12",37%
52604,RIO CLARO,3543907,208008,SP,"quinta-feira, 04/02",37%
52576,RIO CLARO,3543907,208008,SP,"quinta-feira, 04/03",38%
52849,RIO CLARO,3543907,208008,SP,"quinta-feira, 04/06",43%
52937,RIO CLARO,3543907,208008,SP,"quinta-feira, 05/03",33%
52695,RIO CLARO,3543907,208008,SP,"quinta-feira, 05/11",36%
52513,RIO CLARO,3543907,208008,SP,"quinta-feira, 06/05",37%
52786,RIO CLARO,3543907,208008,SP,"quinta-feira, 06/08",39%
52632,RIO CLARO,3543907,208008,SP,"quinta-feira, 07/01",38%
52877,RIO CLARO,3543907,208008,SP,"quinta-feira, 07/05",48%
52541,RIO CLARO,3543907,208008,SP,"quinta-feira, 08/04",39%
52450,RIO CLARO,3543907,208008,SP,"quinta-feira, 08/07",36%
52723,RIO CLARO,3543907,208008,SP,"quinta-feira, 08/10",37%
52905,RIO CLARO,3543907,208008,SP,"quinta-feira, 09/04",49%
52814,RIO CLARO,3543907,208008,SP,"quinta-feira, 09/07",42%
52478,RIO CLARO,3543907,208008,SP,"quinta-feira, 10/06",37%
52751,RIO CLARO,3543907,208008,SP,"quinta-feira, 10/09",36%
52660,RIO CLARO,3543907,208008,SP,"quinta-feira, 10/12",36%
52597,RIO CLARO,3543907,208008,SP,"quinta-feira, 11/02",37%
52569,RIO CLARO,3543907,208008,SP,"quinta-feira, 11/03",38%
52842,RIO CLARO,3543907,208008,SP,"quinta-feira, 11/06",48%
52930,RIO CLARO,3543907,208008,SP,"quinta-feira, 12/03",33%
52688,RIO CLARO,3543907,208008,SP,"quinta-feira, 12/11",35%
52506,RIO CLARO,3543907,208008,SP,"quinta-feira, 13/05",38%
52779,RIO CLARO,3543907,208008,SP,"quinta-feira, 13/08",38%
52625,RIO CLARO,3543907,208008,SP,"quinta-feira, 14/01",38%
52870,RIO CLARO,3543907,208008,SP,"quinta-feira, 14/05",48%
52534,RIO CLARO,3543907,208008,SP,"quinta-feira, 15/04",39%
52443,RIO CLARO,3543907,208008,SP,"quinta-feira, 15/07",38%
52716,RIO CLARO,3543907,208008,SP,"quinta-feira, 15/10",36%
52898,RIO CLARO,3543907,208008,SP,"quinta-feira, 16/04",51%
52807,RIO CLARO,3543907,208008,SP,"quinta-feira, 16/07",42%
52471,RIO CLARO,3543907,208008,SP,"quinta-feira, 17/06",37%
52744,RIO CLARO,3543907,208008,SP,"quinta-feira, 17/09",36%
