,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
13103,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 01/03",38%
12861,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 01/11",46%
12679,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 02/05",52%
12952,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 02/08",46%
12798,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 03/01",53%
13043,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 03/05",63%
12707,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 04/04",55%
12616,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 04/07",50%
12889,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 04/10",50%
13071,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 05/04",61%
12980,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 05/07",47%
12644,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 06/06",51%
12917,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 06/09",49%
12826,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 06/12",49%
12763,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 07/02",50%
12735,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 07/03",54%
13008,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 07/06",46%
13096,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 08/03",38%
12854,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 08/11",44%
12672,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 09/05",50%
12945,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 09/08",44%
12791,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 10/01",51%
13036,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 10/05",57%
12700,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 11/04",54%
12609,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 11/07",49%
12882,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 11/10",50%
13064,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 12/04",64%
12973,CAMPO LIMPO PAULISTA,3509601,85541,SP,"domingo, 12/07",47%
