,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
27719,ITAPEVA,3522406,94804,SP,"domingo, 01/03",34%
27478,ITAPEVA,3522406,94804,SP,"domingo, 01/11",43%
27296,ITAPEVA,3522406,94804,SP,"domingo, 02/05",44%
27569,ITAPEVA,3522406,94804,SP,"domingo, 02/08",46%
27415,ITAPEVA,3522406,94804,SP,"domingo, 03/01",43%
27660,ITAPEVA,3522406,94804,SP,"domingo, 03/05",56%
27324,ITAPEVA,3522406,94804,SP,"domingo, 04/04",46%
27233,ITAPEVA,3522406,94804,SP,"domingo, 04/07",44%
27506,ITAPEVA,3522406,94804,SP,"domingo, 04/10",43%
27688,ITAPEVA,3522406,94804,SP,"domingo, 05/04",54%
27597,ITAPEVA,3522406,94804,SP,"domingo, 05/07",40%
27261,ITAPEVA,3522406,94804,SP,"domingo, 06/06",46%
27534,ITAPEVA,3522406,94804,SP,"domingo, 06/09",41%
27443,ITAPEVA,3522406,94804,SP,"domingo, 06/12",43%
27380,ITAPEVA,3522406,94804,SP,"domingo, 07/02",43%
27352,ITAPEVA,3522406,94804,SP,"domingo, 07/03",49%
27625,ITAPEVA,3522406,94804,SP,"domingo, 07/06",49%
27712,ITAPEVA,3522406,94804,SP,"domingo, 08/03",35%
27471,ITAPEVA,3522406,94804,SP,"domingo, 08/11",41%
27289,ITAPEVA,3522406,94804,SP,"domingo, 09/05",44%
27562,ITAPEVA,3522406,94804,SP,"domingo, 09/08",43%
27408,ITAPEVA,3522406,94804,SP,"domingo, 10/01",41%
27653,ITAPEVA,3522406,94804,SP,"domingo, 10/05",52%
27317,ITAPEVA,3522406,94804,SP,"domingo, 11/04",43%
27226,ITAPEVA,3522406,94804,SP,"domingo, 11/07",42%
27499,ITAPEVA,3522406,94804,SP,"domingo, 11/10",42%
27681,ITAPEVA,3522406,94804,SP,"domingo, 12/04",57%
27590,ITAPEVA,3522406,94804,SP,"domingo, 12/07",46%
27254,ITAPEVA,3522406,94804,SP,"domingo, 13/06",44%
27527,ITAPEVA,3522406,94804,SP,"domingo, 13/09",43%
27436,ITAPEVA,3522406,94804,SP,"domingo, 13/12",43%
27373,ITAPEVA,3522406,94804,SP,"domingo, 14/02",42%
27345,ITAPEVA,3522406,94804,SP,"domingo, 14/03",46%
27618,ITAPEVA,3522406,94804,SP,"domingo, 14/06",46%
27464,ITAPEVA,3522406,94804,SP,"domingo, 15/11",41%
27282,ITAPEVA,3522406,94804,SP,"domingo, 16/05",44%
27555,ITAPEVA,3522406,94804,SP,"domingo, 16/08",49%
27401,ITAPEVA,3522406,94804,SP,"domingo, 17/01",43%
27646,ITAPEVA,3522406,94804,SP,"domingo, 17/05",48%
27310,ITAPEVA,3522406,94804,SP,"domingo, 18/04",44%
27219,ITAPEVA,3522406,94804,SP,"domingo, 18/07",44%
27492,ITAPEVA,3522406,94804,SP,"domingo, 18/10",42%
27674,ITAPEVA,3522406,94804,SP,"domingo, 19/04",57%
27583,ITAPEVA,3522406,94804,SP,"domingo, 19/07",45%
27247,ITAPEVA,3522406,94804,SP,"domingo, 20/06",45%
27520,ITAPEVA,3522406,94804,SP,"domingo, 20/09",43%
27429,ITAPEVA,3522406,94804,SP,"domingo, 20/12",39%
27366,ITAPEVA,3522406,94804,SP,"domingo, 21/02",42%
27338,ITAPEVA,3522406,94804,SP,"domingo, 21/03",45%
27611,ITAPEVA,3522406,94804,SP,"domingo, 21/06",46%
27702,ITAPEVA,3522406,94804,SP,"domingo, 22/03",53%
27457,ITAPEVA,3522406,94804,SP,"domingo, 22/11",41%
27275,ITAPEVA,3522406,94804,SP,"domingo, 23/05",46%
27548,ITAPEVA,3522406,94804,SP,"domingo, 23/08",47%
27394,ITAPEVA,3522406,94804,SP,"domingo, 24/01",44%
27639,ITAPEVA,3522406,94804,SP,"domingo, 24/05",50%
27303,ITAPEVA,3522406,94804,SP,"domingo, 25/04",43%
27485,ITAPEVA,3522406,94804,SP,"domingo, 25/10",42%
27667,ITAPEVA,3522406,94804,SP,"domingo, 26/04",55%
27576,ITAPEVA,3522406,94804,SP,"domingo, 26/07",45%
27240,ITAPEVA,3522406,94804,SP,"domingo, 27/06",42%
27513,ITAPEVA,3522406,94804,SP,"domingo, 27/09",42%
27422,ITAPEVA,3522406,94804,SP,"domingo, 27/12",45%
27359,ITAPEVA,3522406,94804,SP,"domingo, 28/02",43%
27331,ITAPEVA,3522406,94804,SP,"domingo, 28/03",46%
27604,ITAPEVA,3522406,94804,SP,"domingo, 28/06",48%
27695,ITAPEVA,3522406,94804,SP,"domingo, 29/03",53%
27450,ITAPEVA,3522406,94804,SP,"domingo, 29/11",41%
27268,ITAPEVA,3522406,94804,SP,"domingo, 30/05",48%
27541,ITAPEVA,3522406,94804,SP,"domingo, 30/08",44%
27387,ITAPEVA,3522406,94804,SP,"domingo, 31/01",40%
27632,ITAPEVA,3522406,94804,SP,"domingo, 31/05",46%
27692,ITAPEVA,3522406,94804,SP,"quarta-feira, 01/04",53%
27601,ITAPEVA,3522406,94804,SP,"quarta-feira, 01/07",38%
27265,ITAPEVA,3522406,94804,SP,"quarta-feira, 02/06",39%
27538,ITAPEVA,3522406,94804,SP,"quarta-feira, 02/09",39%
27447,ITAPEVA,3522406,94804,SP,"quarta-feira, 02/12",37%
27384,ITAPEVA,3522406,94804,SP,"quarta-feira, 03/02",35%
27356,ITAPEVA,3522406,94804,SP,"quarta-feira, 03/03",37%
27629,ITAPEVA,3522406,94804,SP,"quarta-feira, 03/06",41%
27716,ITAPEVA,3522406,94804,SP,"quarta-feira, 04/03",33%
27475,ITAPEVA,3522406,94804,SP,"quarta-feira, 04/11",36%
27293,ITAPEVA,3522406,94804,SP,"quarta-feira, 05/05",36%
27566,ITAPEVA,3522406,94804,SP,"quarta-feira, 05/08",36%
27412,ITAPEVA,3522406,94804,SP,"quarta-feira, 06/01",60%
27657,ITAPEVA,3522406,94804,SP,"quarta-feira, 06/05",46%
27321,ITAPEVA,3522406,94804,SP,"quarta-feira, 07/04",37%
27230,ITAPEVA,3522406,94804,SP,"quarta-feira, 07/07",37%
27503,ITAPEVA,3522406,94804,SP,"quarta-feira, 07/10",35%
27685,ITAPEVA,3522406,94804,SP,"quarta-feira, 08/04",47%
27594,ITAPEVA,3522406,94804,SP,"quarta-feira, 08/07",40%
27258,ITAPEVA,3522406,94804,SP,"quarta-feira, 09/06",37%
27531,ITAPEVA,3522406,94804,SP,"quarta-feira, 09/09",37%
27440,ITAPEVA,3522406,94804,SP,"quarta-feira, 09/12",35%
27377,ITAPEVA,3522406,94804,SP,"quarta-feira, 10/02",33%
27349,ITAPEVA,3522406,94804,SP,"quarta-feira, 10/03",38%
27622,ITAPEVA,3522406,94804,SP,"quarta-feira, 10/06",39%
27468,ITAPEVA,3522406,94804,SP,"quarta-feira, 11/11",37%
27286,ITAPEVA,3522406,94804,SP,"quarta-feira, 12/05",37%
27559,ITAPEVA,3522406,94804,SP,"quarta-feira, 12/08",37%
27405,ITAPEVA,3522406,94804,SP,"quarta-feira, 13/01",36%
27650,ITAPEVA,3522406,94804,SP,"quarta-feira, 13/05",44%
27314,ITAPEVA,3522406,94804,SP,"quarta-feira, 14/04",36%
27223,ITAPEVA,3522406,94804,SP,"quarta-feira, 14/07",37%
27496,ITAPEVA,3522406,94804,SP,"quarta-feira, 14/10",37%
27678,ITAPEVA,3522406,94804,SP,"quarta-feira, 15/04",48%
27587,ITAPEVA,3522406,94804,SP,"quarta-feira, 15/07",39%
27251,ITAPEVA,3522406,94804,SP,"quarta-feira, 16/06",36%
27524,ITAPEVA,3522406,94804,SP,"quarta-feira, 16/09",37%
27433,ITAPEVA,3522406,94804,SP,"quarta-feira, 16/12",36%
27370,ITAPEVA,3522406,94804,SP,"quarta-feira, 17/02",36%
27342,ITAPEVA,3522406,94804,SP,"quarta-feira, 17/03",38%
27615,ITAPEVA,3522406,94804,SP,"quarta-feira, 17/06",39%
27706,ITAPEVA,3522406,94804,SP,"quarta-feira, 18/03",43%
27461,ITAPEVA,3522406,94804,SP,"quarta-feira, 18/11",37%
27279,ITAPEVA,3522406,94804,SP,"quarta-feira, 19/05",37%
27552,ITAPEVA,3522406,94804,SP,"quarta-feira, 19/08",40%
27398,ITAPEVA,3522406,94804,SP,"quarta-feira, 20/01",35%
27643,ITAPEVA,3522406,94804,SP,"quarta-feira, 20/05",41%
27307,ITAPEVA,3522406,94804,SP,"quarta-feira, 21/04",44%
27489,ITAPEVA,3522406,94804,SP,"quarta-feira, 21/10",37%
27671,ITAPEVA,3522406,94804,SP,"quarta-feira, 22/04",47%
27580,ITAPEVA,3522406,94804,SP,"quarta-feira, 22/07",36%
27244,ITAPEVA,3522406,94804,SP,"quarta-feira, 23/06",36%
27517,ITAPEVA,3522406,94804,SP,"quarta-feira, 23/09",38%
27426,ITAPEVA,3522406,94804,SP,"quarta-feira, 23/12",36%
27363,ITAPEVA,3522406,94804,SP,"quarta-feira, 24/02",64%
27335,ITAPEVA,3522406,94804,SP,"quarta-feira, 24/03",38%
27608,ITAPEVA,3522406,94804,SP,"quarta-feira, 24/06",39%
27699,ITAPEVA,3522406,94804,SP,"quarta-feira, 25/03",53%
27454,ITAPEVA,3522406,94804,SP,"quarta-feira, 25/11",36%
27721,ITAPEVA,3522406,94804,SP,"quarta-feira, 26/02",32%
27272,ITAPEVA,3522406,94804,SP,"quarta-feira, 26/05",38%
27545,ITAPEVA,3522406,94804,SP,"quarta-feira, 26/08",38%
27391,ITAPEVA,3522406,94804,SP,"quarta-feira, 27/01",36%
27636,ITAPEVA,3522406,94804,SP,"quarta-feira, 27/05",38%
27300,ITAPEVA,3522406,94804,SP,"quarta-feira, 28/04",35%
27482,ITAPEVA,3522406,94804,SP,"quarta-feira, 28/10",36%
27664,ITAPEVA,3522406,94804,SP,"quarta-feira, 29/04",46%
27573,ITAPEVA,3522406,94804,SP,"quarta-feira, 29/07",37%
27237,ITAPEVA,3522406,94804,SP,"quarta-feira, 30/06",37%
27510,ITAPEVA,3522406,94804,SP,"quarta-feira, 30/09",37%
27419,ITAPEVA,3522406,94804,SP,"quarta-feira, 30/12",36%
27328,ITAPEVA,3522406,94804,SP,"quarta-feira, 31/03",27%
27327,ITAPEVA,3522406,94804,SP,"quinta-feira, 01/04",34%
27236,ITAPEVA,3522406,94804,SP,"quinta-feira, 01/07",36%
27509,ITAPEVA,3522406,94804,SP,"quinta-feira, 01/10",38%
27691,ITAPEVA,3522406,94804,SP,"quinta-feira, 02/04",50%
27600,ITAPEVA,3522406,94804,SP,"quinta-feira, 02/07",41%
27264,ITAPEVA,3522406,94804,SP,"quinta-feira, 03/06",46%
27537,ITAPEVA,3522406,94804,SP,"quinta-feira, 03/09",38%
27446,ITAPEVA,3522406,94804,SP,"quinta-feira, 03/12",36%
27383,ITAPEVA,3522406,94804,SP,"quinta-feira, 04/02",35%
27355,ITAPEVA,3522406,94804,SP,"quinta-feira, 04/03",36%
27628,ITAPEVA,3522406,94804,SP,"quinta-feira, 04/06",41%
27715,ITAPEVA,3522406,94804,SP,"quinta-feira, 05/03",33%
27474,ITAPEVA,3522406,94804,SP,"quinta-feira, 05/11",35%
27292,ITAPEVA,3522406,94804,SP,"quinta-feira, 06/05",36%
27565,ITAPEVA,3522406,94804,SP,"quinta-feira, 06/08",37%
27411,ITAPEVA,3522406,94804,SP,"quinta-feira, 07/01",37%
27656,ITAPEVA,3522406,94804,SP,"quinta-feira, 07/05",45%
27320,ITAPEVA,3522406,94804,SP,"quinta-feira, 08/04",37%
27229,ITAPEVA,3522406,94804,SP,"quinta-feira, 08/07",35%
27502,ITAPEVA,3522406,94804,SP,"quinta-feira, 08/10",38%
27684,ITAPEVA,3522406,94804,SP,"quinta-feira, 09/04",46%
27593,ITAPEVA,3522406,94804,SP,"quinta-feira, 09/07",40%
27257,ITAPEVA,3522406,94804,SP,"quinta-feira, 10/06",37%
27530,ITAPEVA,3522406,94804,SP,"quinta-feira, 10/09",38%
27439,ITAPEVA,3522406,94804,SP,"quinta-feira, 10/12",35%
27376,ITAPEVA,3522406,94804,SP,"quinta-feira, 11/02",33%
27348,ITAPEVA,3522406,94804,SP,"quinta-feira, 11/03",39%
27621,ITAPEVA,3522406,94804,SP,"quinta-feira, 11/06",44%
27709,ITAPEVA,3522406,94804,SP,"quinta-feira, 12/03",36%
27467,ITAPEVA,3522406,94804,SP,"quinta-feira, 12/11",35%
27285,ITAPEVA,3522406,94804,SP,"quinta-feira, 13/05",38%
27558,ITAPEVA,3522406,94804,SP,"quinta-feira, 13/08",38%
27404,ITAPEVA,3522406,94804,SP,"quinta-feira, 14/01",36%
27649,ITAPEVA,3522406,94804,SP,"quinta-feira, 14/05",43%
27313,ITAPEVA,3522406,94804,SP,"quinta-feira, 15/04",38%
27222,ITAPEVA,3522406,94804,SP,"quinta-feira, 15/07",37%
27495,ITAPEVA,3522406,94804,SP,"quinta-feira, 15/10",37%
27677,ITAPEVA,3522406,94804,SP,"quinta-feira, 16/04",45%
27586,ITAPEVA,3522406,94804,SP,"quinta-feira, 16/07",39%
27250,ITAPEVA,3522406,94804,SP,"quinta-feira, 17/06",36%
27523,ITAPEVA,3522406,94804,SP,"quinta-feira, 17/09",38%
27432,ITAPEVA,3522406,94804,SP,"quinta-feira, 17/12",36%
27369,ITAPEVA,3522406,94804,SP,"quinta-feira, 18/02",34%
27341,ITAPEVA,3522406,94804,SP,"quinta-feira, 18/03",39%
27614,ITAPEVA,3522406,94804,SP,"quinta-feira, 18/06",38%
27705,ITAPEVA,3522406,94804,SP,"quinta-feira, 19/03",43%
27460,ITAPEVA,3522406,94804,SP,"quinta-feira, 19/11",36%
27278,ITAPEVA,3522406,94804,SP,"quinta-feira, 20/05",37%
27551,ITAPEVA,3522406,94804,SP,"quinta-feira, 20/08",40%
27397,ITAPEVA,3522406,94804,SP,"quinta-feira, 21/01",36%
27642,ITAPEVA,3522406,94804,SP,"quinta-feira, 21/05",42%
27306,ITAPEVA,3522406,94804,SP,"quinta-feira, 22/04",36%
27488,ITAPEVA,3522406,94804,SP,"quinta-feira, 22/10",37%
27670,ITAPEVA,3522406,94804,SP,"quinta-feira, 23/04",46%
27579,ITAPEVA,3522406,94804,SP,"quinta-feira, 23/07",37%
27243,ITAPEVA,3522406,94804,SP,"quinta-feira, 24/06",36%
27516,ITAPEVA,3522406,94804,SP,"quinta-feira, 24/09",37%
