,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data
533,SANTO ANASTÁCIO,3547700,20866,943,72,0,1015,4.519313716093166,0.3450589475702099,2021-02-21
533,SANTO ANASTÁCIO,3547700,20866,947,66,0,1013,4.538483657624845,0.3163040352726924,2021-02-22
533,SANTO ANASTÁCIO,3547700,20866,948,66,0,1014,4.543276143007764,0.3163040352726924,2021-02-23
533,SANTO ANASTÁCIO,3547700,20866,949,7078,0,8027,4.548068628390683,33.9212115403048,2021-02-24
533,SANTO ANASTÁCIO,3547700,20866,949,7115,0,8064,4.548068628390683,34.09853349947283,2021-02-25
533,SANTO ANASTÁCIO,3547700,20866,949,7132,0,8081,4.548068628390683,34.18000575098246,2021-02-26
533,SANTO ANASTÁCIO,3547700,20866,1049,7367,0,8416,5.027317166682642,35.30623981596856,2021-02-27
533,SANTO ANASTÁCIO,3547700,20866,1049,7367,0,8416,5.027317166682642,35.30623981596856,2021-02-28
533,SANTO ANASTÁCIO,3547700,20866,1107,7459,0,8566,5.305281318891978,35.747148471197164,2021-03-01
533,SANTO ANASTÁCIO,3547700,20866,1139,256,0,1395,5.458640851145404,1.226876258027413,2021-03-02
533,SANTO ANASTÁCIO,3547700,20866,1202,298,0,1500,5.760567430269338,1.4281606441100354,2021-03-03
533,SANTO ANASTÁCIO,3547700,20866,1225,308,0,1533,5.870794594076488,1.4760854979392313,2021-03-04
533,SANTO ANASTÁCIO,3547700,20866,1328,338,0,1666,6.364420588517206,1.6198600594268189,2021-03-05
533,SANTO ANASTÁCIO,3547700,20866,1347,343,0,1690,6.455477810792678,1.6438224863414168,2021-03-06
533,SANTO ANASTÁCIO,3547700,20866,1347,343,0,1690,6.455477810792678,1.6438224863414168,2021-03-07
533,SANTO ANASTÁCIO,3547700,20866,1373,553,0,1926,6.580082430748586,2.650244416754529,2021-03-08
533,SANTO ANASTÁCIO,3547700,20866,1474,653,0,2127,7.064123454423464,3.129492955046488,2021-03-09
533,SANTO ANASTÁCIO,3547700,20866,1607,686,0,2293,7.701524010351768,3.2876449726828336,2021-03-10
533,SANTO ANASTÁCIO,3547700,20866,1710,698,0,2408,8.195150004792486,3.345154797277868,2021-03-11
533,SANTO ANASTÁCIO,3547700,20866,1727,699,0,2426,8.276622256302119,3.3499472826607883,2021-03-12
533,SANTO ANASTÁCIO,3547700,20866,1727,699,0,2426,8.276622256302119,3.3499472826607883,2021-03-13
533,SANTO ANASTÁCIO,3547700,20866,1727,699,0,2426,8.276622256302119,3.3499472826607883,2021-03-14
533,SANTO ANASTÁCIO,3547700,20866,1788,721,0,2509,8.568963864660214,3.4553819610850187,2021-03-15
533,SANTO ANASTÁCIO,3547700,20866,1889,722,0,2611,9.05300488833509,3.460174446467938,2021-03-16
533,SANTO ANASTÁCIO,3547700,20866,1959,722,0,2681,9.388478865139462,3.460174446467938,2021-03-17
533,SANTO ANASTÁCIO,3547700,20866,1965,723,0,2688,9.417233777436978,3.4649669318508582,2021-03-18
533,SANTO ANASTÁCIO,3547700,20866,1981,724,0,2705,9.493913543563693,3.4697594172337776,2021-03-19
533,SANTO ANASTÁCIO,3547700,20866,1981,724,0,2705,9.493913543563693,3.4697594172337776,2021-03-20
533,SANTO ANASTÁCIO,3547700,20866,1981,0,0,1981,9.493913543563693,0.0,2021-03-21
533,SANTO ANASTÁCIO,3547700,20866,2056,0,0,2056,9.85334994728266,0.0,2021-03-22
533,SANTO ANASTÁCIO,3547700,20866,2159,726,0,2885,10.34697594172338,3.4793443879996167,2021-03-23
533,SANTO ANASTÁCIO,3547700,20866,2177,726,0,2903,10.433240678615933,3.4793443879996167,2021-03-24
533,SANTO ANASTÁCIO,3547700,20866,2200,726,0,2926,10.54346784242308,3.4793443879996167,2021-03-25
533,SANTO ANASTÁCIO,3547700,20866,2305,727,0,3032,11.046678807629636,3.484136873382536,2021-03-26
533,SANTO ANASTÁCIO,3547700,20866,2305,727,0,3032,11.046678807629636,3.484136873382536,2021-03-27
533,SANTO ANASTÁCIO,3547700,20866,2305,727,0,3032,11.046678807629636,3.484136873382536,2021-03-28
533,SANTO ANASTÁCIO,3547700,20866,2366,845,0,3211,11.339020415987733,4.049650148567046,2021-03-29
533,SANTO ANASTÁCIO,3547700,20866,2474,857,0,3331,11.856608837343046,4.107159973162082,2021-03-30
533,SANTO ANASTÁCIO,3547700,20866,2798,858,0,3656,13.409374101408993,4.111952458545002,2021-03-31
533,SANTO ANASTÁCIO,3547700,20866,2866,859,0,3725,13.735263107447524,4.116744943927921,2021-04-01
533,SANTO ANASTÁCIO,3547700,20866,2866,859,0,3725,13.735263107447524,4.116744943927921,2021-04-02
533,SANTO ANASTÁCIO,3547700,20866,2866,859,0,3725,13.735263107447524,4.116744943927921,2021-04-03
533,SANTO ANASTÁCIO,3547700,20866,2866,859,0,3725,13.735263107447524,4.116744943927921,2021-04-04
533,SANTO ANASTÁCIO,3547700,20866,3164,1028,0,4192,15.16342375155756,4.92667497364133,2021-04-05
533,SANTO ANASTÁCIO,3547700,20866,3228,1063,0,4291,15.470142816064412,5.094411962043516,2021-04-06
533,SANTO ANASTÁCIO,3547700,20866,3233,1090,0,4323,15.494105242979009,5.223809067382344,2021-04-07
533,SANTO ANASTÁCIO,3547700,20866,3236,1099,0,4335,15.508482699127768,5.26694143582862,2021-04-08
533,SANTO ANASTÁCIO,3547700,20866,3239,1110,0,4349,15.522860155276527,5.319658775040736,2021-04-09
533,SANTO ANASTÁCIO,3547700,20866,3239,1110,0,4349,15.522860155276527,5.319658775040736,2021-04-10
533,SANTO ANASTÁCIO,3547700,20866,3239,1110,0,4349,15.522860155276527,5.319658775040736,2021-04-11
533,SANTO ANASTÁCIO,3547700,20866,3240,1247,0,4487,15.527652640659444,5.976229272500719,2021-04-12
