,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data
67,BAURU,3506003,379297,22182,108,0,22290,5.848187568053531,0.0284737290302849,2021-02-21
67,BAURU,3506003,379297,22772,397,0,23169,6.003738495163421,0.1046673187502142,2021-02-22
67,BAURU,3506003,379297,23355,398,0,23753,6.157443902799126,0.1049309643893835,2021-02-23
67,BAURU,3506003,379297,23573,4438,0,28011,6.214918652138034,1.170059346633377,2021-02-24
67,BAURU,3506003,379297,23725,5183,0,28908,6.254992789291769,1.3664753478145095,2021-02-25
67,BAURU,3506003,379297,23800,6174,0,29974,6.274766212229467,1.627748176231291,2021-02-26
67,BAURU,3506003,379297,24941,7542,0,32483,6.575585886521644,1.9884154106149008,2021-02-27
67,BAURU,3506003,379297,24941,7542,0,32483,6.575585886521644,1.9884154106149008,2021-02-28
67,BAURU,3506003,379297,26849,7996,0,34845,7.078621766056678,2.108110530797765,2021-03-01
67,BAURU,3506003,379297,27612,9100,0,36712,7.279783388742858,2.3991753164406786,2021-03-02
67,BAURU,3506003,379297,29275,10579,0,39854,7.718226086681414,2.7891072167720807,2021-03-03
67,BAURU,3506003,379297,29316,10714,0,40030,7.7290355578873555,2.824699378059937,2021-03-04
67,BAURU,3506003,379297,29711,12003,0,41714,7.833175585359229,3.164538606949172,2021-03-05
67,BAURU,3506003,379297,31896,12227,0,44123,8.409241306944162,3.223595230123096,2021-03-06
67,BAURU,3506003,379297,31901,12398,0,44299,8.41055953514001,3.268678634421048,2021-03-07
67,BAURU,3506003,379297,32416,13869,0,46285,8.546337039312203,3.6565013696390953,2021-03-08
67,BAURU,3506003,379297,32824,14827,0,47651,8.653904460093278,3.9090738919632897,2021-03-09
67,BAURU,3506003,379297,33092,15378,0,48470,8.724561491390652,4.0543426391455775,2021-03-10
67,BAURU,3506003,379297,33223,15811,0,49034,8.759099070121831,4.168501200905887,2021-03-11
67,BAURU,3506003,379297,33374,16040,0,49414,8.798909561636396,4.228876052275657,2021-03-12
67,BAURU,3506003,379297,35731,16046,0,51777,9.420322333158447,4.230457926110673,2021-03-13
67,BAURU,3506003,379297,35731,16046,0,51777,9.420322333158447,4.230457926110673,2021-03-14
67,BAURU,3506003,379297,36446,16239,0,52685,9.608828965164502,4.281341534470349,2021-03-15
67,BAURU,3506003,379297,36810,16378,0,53188,9.704795977822128,4.317988278314883,2021-03-16
67,BAURU,3506003,379297,37019,16510,0,53529,9.759897916408514,4.352789502685231,2021-03-17
67,BAURU,3506003,379297,37252,16693,0,53945,9.82132735033496,4.401036654653214,2021-03-18
67,BAURU,3506003,379297,40251,16894,0,57145,10.612000622203707,4.454029428126244,2021-03-19
67,BAURU,3506003,379297,42383,16906,0,59289,11.174093124912668,4.457193175796276,2021-03-20
67,BAURU,3506003,379297,42383,0,0,42383,11.174093124912668,0.0,2021-03-21
67,BAURU,3506003,379297,43078,0,0,43078,11.357326844135336,0.0,2021-03-22
67,BAURU,3506003,379297,43425,17183,0,60608,11.448811880927083,4.530223017846173,2021-03-23
67,BAURU,3506003,379297,43641,17311,0,60952,11.505759338987652,4.563969659659844,2021-03-24
67,BAURU,3506003,379297,43687,17319,0,61006,11.517887038389444,4.566078824773199,2021-03-25
67,BAURU,3506003,379297,46578,17590,0,64168,12.280086581227904,4.637526792988081,2021-03-26
67,BAURU,3506003,379297,46578,17590,0,64168,12.280086581227904,4.637526792988081,2021-03-27
67,BAURU,3506003,379297,49639,17610,0,67249,13.087105882725147,4.642799705771466,2021-03-28
67,BAURU,3506003,379297,50326,19724,0,70050,13.26823043683446,5.200146586975378,2021-03-29
67,BAURU,3506003,379297,50723,20378,0,71101,13.372897755584672,5.372570834992104,2021-03-30
67,BAURU,3506003,379297,51016,20645,0,71661,13.450145927861278,5.442964220650309,2021-03-31
67,BAURU,3506003,379297,51214,20850,0,72064,13.502347764416802,5.497011576680015,2021-04-01
67,BAURU,3506003,379297,53153,20871,0,74024,14.013556658766085,5.502548135102572,2021-04-02
67,BAURU,3506003,379297,53153,20871,0,74024,14.013556658766085,5.502548135102572,2021-04-03
67,BAURU,3506003,379297,53153,20871,0,74024,14.013556658766085,5.502548135102572,2021-04-04
67,BAURU,3506003,379297,53705,23214,0,76919,14.159089051587545,6.120269867676253,2021-04-05
67,BAURU,3506003,379297,54032,24094,0,78126,14.245301175595907,6.352278030145242,2021-04-06
67,BAURU,3506003,379297,54284,24507,0,78791,14.311739876666572,6.461163679122166,2021-04-07
67,BAURU,3506003,379297,54437,24681,0,79118,14.352077659459471,6.507038020337625,2021-04-08
67,BAURU,3506003,379297,54629,27038,0,81667,14.40269762217998,7.128450791859678,2021-04-09
67,BAURU,3506003,379297,54643,27327,0,81970,14.40638866112835,7.204644381579607,2021-04-10
67,BAURU,3506003,379297,54653,27342,0,81995,14.409025117520043,7.208599066167146,2021-04-11
67,BAURU,3506003,379297,55932,29295,0,85227,14.746227890017586,7.723498999464799,2021-04-12
67,BAURU,3506003,379297,57685,30090,0,87775,15.208398695481376,7.933097282604397,2021-04-13
67,BAURU,3506003,379297,58730,30570,0,89300,15.4839083884133,8.059647189405664,2021-04-14
67,BAURU,3506003,379297,59674,31027,0,90701,15.732789871789128,8.180133246506035,2021-04-15
67,BAURU,3506003,379297,59899,32901,0,92800,15.79211014060222,8.674205174309314,2021-04-16
67,BAURU,3506003,379297,60075,33858,0,93933,15.838511773096018,8.92651405099434,2021-04-17
67,BAURU,3506003,379297,60075,33858,0,93933,15.838511773096018,8.92651405099434,2021-04-18
67,BAURU,3506003,379297,60256,36008,0,96264,15.88623163378566,9.493352175208344,2021-04-19
67,BAURU,3506003,379297,62728,37243,0,99971,16.537963653812184,9.818954539582435,2021-04-20
67,BAURU,3506003,379297,64070,37404,0,101474,16.891776101577392,9.861401487488695,2021-04-21
67,BAURU,3506003,379297,65213,37892,0,103105,17.19312306714791,9.990060559403318,2021-04-22
67,BAURU,3506003,379297,66361,38361,0,104722,17.495788260914267,10.113710364173722,2021-04-23
67,BAURU,3506003,379297,66515,38506,0,105021,17.536389689346343,10.15193898185327,2021-04-24
67,BAURU,3506003,379297,66517,38510,0,105027,17.53691698062468,10.152993564409948,2021-04-25
67,BAURU,3506003,379297,67789,38694,0,106483,17.87227423364804,10.2015043620171,2021-04-26
67,BAURU,3506003,379297,68276,39489,0,107765,18.000669659923492,10.411102645156696,2021-04-27
67,BAURU,3506003,379297,68276,39489,0,107765,18.000669659923492,10.411102645156696,2021-04-28
67,BAURU,3506003,379297,70445,40896,0,111341,18.572517051281714,10.78205205946791,2021-04-29
67,BAURU,3506003,379297,71249,41016,0,112265,18.784488145173835,10.813689536168226,2021-04-30
67,BAURU,3506003,379297,71457,41391,0,112848,18.83932643812105,10.912556650856716,2021-05-01
67,BAURU,3506003,379297,71457,41391,0,112848,18.83932643812105,10.912556650856716,2021-05-02
67,BAURU,3506003,379297,71922,41626,0,113548,18.961921660334777,10.974513376061504,2021-05-03
67,BAURU,3506003,379297,71987,41733,0,113720,18.979058626880786,11.00272345945262,2021-05-04
67,BAURU,3506003,379297,75181,42417,0,117598,19.82114279838754,11.183057076644424,2021-05-05
67,BAURU,3506003,379297,76956,42907,0,119863,20.289113807913058,11.312243439837385,2021-05-06
67,BAURU,3506003,379297,79865,43619,0,123484,21.05605897225657,11.499959134925929,2021-05-07
67,BAURU,3506003,379297,79913,43882,0,123795,21.068713962936695,11.569297938027455,2021-05-08
67,BAURU,3506003,379297,79913,43882,0,123795,21.068713962936695,11.569297938027455,2021-05-09
67,BAURU,3506003,379297,82344,44124,0,126468,21.70963651175728,11.633100182706428,2021-05-10
67,BAURU,3506003,379297,83011,45552,0,128563,21.885488153083205,12.009586155440196,2021-05-11
67,BAURU,3506003,379297,83770,46568,0,130338,22.085595193212708,12.27745012483621,2021-05-12
67,BAURU,3506003,379297,84655,47699,0,132354,22.31892158387754,12.575633342736694,2021-05-13
67,BAURU,3506003,379297,85103,48031,0,133134,22.437034830225397,12.663163694940904,2021-05-14
67,BAURU,3506003,379297,85103,48031,0,133134,22.437034830225397,12.663163694940904,2021-05-15
