,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data
288,JOANÓPOLIS,3525508,13338,526,23,0,549,3.9436197330934175,0.1724396461238566,2021-02-21
288,JOANÓPOLIS,3525508,13338,529,394,0,923,3.966111860848703,2.9539661118608485,2021-02-22
288,JOANÓPOLIS,3525508,13338,535,403,0,938,4.011096116359274,3.0214424951267054,2021-02-23
288,JOANÓPOLIS,3525508,13338,535,37,0,572,4.011096116359274,0.2774029089818564,2021-02-24
288,JOANÓPOLIS,3525508,13338,538,37,0,575,4.03358824411456,0.2774029089818564,2021-02-25
288,JOANÓPOLIS,3525508,13338,539,37,0,576,4.041085620032988,0.2774029089818564,2021-02-26
288,JOANÓPOLIS,3525508,13338,539,37,0,576,4.041085620032988,0.2774029089818564,2021-02-27
288,JOANÓPOLIS,3525508,13338,539,37,0,576,4.041085620032988,0.2774029089818564,2021-02-28
288,JOANÓPOLIS,3525508,13338,539,37,0,576,4.041085620032988,0.2774029089818564,2021-03-01
288,JOANÓPOLIS,3525508,13338,555,162,0,717,4.161043634727845,1.214574898785425,2021-03-02
288,JOANÓPOLIS,3525508,13338,621,242,0,863,4.65587044534413,1.814364972259709,2021-03-03
288,JOANÓPOLIS,3525508,13338,621,242,0,863,4.65587044534413,1.814364972259709,2021-03-04
288,JOANÓPOLIS,3525508,13338,772,254,0,1026,5.7879742090268405,1.904333483280852,2021-03-05
288,JOANÓPOLIS,3525508,13338,787,254,0,1041,5.900434847803269,1.904333483280852,2021-03-06
288,JOANÓPOLIS,3525508,13338,787,254,0,1041,5.900434847803269,1.904333483280852,2021-03-07
288,JOANÓPOLIS,3525508,13338,854,259,0,1113,6.402759034337982,1.9418203628729944,2021-03-08
288,JOANÓPOLIS,3525508,13338,881,262,0,1143,6.605188184135552,1.96431249062828,2021-03-09
288,JOANÓPOLIS,3525508,13338,891,263,0,1154,6.680161943319838,1.9718098665467088,2021-03-10
288,JOANÓPOLIS,3525508,13338,899,271,0,1170,6.740140950667267,2.0317888738941368,2021-03-11
288,JOANÓPOLIS,3525508,13338,908,310,0,1218,6.807617333933123,2.3241865347128505,2021-03-12
288,JOANÓPOLIS,3525508,13338,908,310,0,1218,6.807617333933123,2.3241865347128505,2021-03-13
288,JOANÓPOLIS,3525508,13338,908,310,0,1218,6.807617333933123,2.3241865347128505,2021-03-14
288,JOANÓPOLIS,3525508,13338,908,313,0,1221,6.807617333933123,2.346678662468136,2021-03-15
288,JOANÓPOLIS,3525508,13338,959,313,0,1272,7.189983505772979,2.346678662468136,2021-03-16
288,JOANÓPOLIS,3525508,13338,1012,347,0,1359,7.587344429449693,2.601589443694707,2021-03-17
288,JOANÓPOLIS,3525508,13338,1018,351,0,1369,7.632328684960264,2.631578947368421,2021-03-18
288,JOANÓPOLIS,3525508,13338,1117,372,0,1489,8.374568900884691,2.7890238416554207,2021-03-19
288,JOANÓPOLIS,3525508,13338,1117,372,0,1489,8.374568900884691,2.7890238416554207,2021-03-20
288,JOANÓPOLIS,3525508,13338,1117,0,0,1117,8.374568900884691,0.0,2021-03-21
288,JOANÓPOLIS,3525508,13338,1251,0,0,1251,9.379217273954117,0.0,2021-03-22
288,JOANÓPOLIS,3525508,13338,1277,382,0,1659,9.574149047833258,2.8639976008397063,2021-03-23
288,JOANÓPOLIS,3525508,13338,1290,398,0,1688,9.67161493477283,2.983955615534563,2021-03-24
288,JOANÓPOLIS,3525508,13338,1290,398,0,1688,9.67161493477283,2.983955615534563,2021-03-25
288,JOANÓPOLIS,3525508,13338,1400,399,0,1799,10.49632628579997,2.9914529914529915,2021-03-26
288,JOANÓPOLIS,3525508,13338,1400,399,0,1799,10.49632628579997,2.9914529914529915,2021-03-27
288,JOANÓPOLIS,3525508,13338,1400,399,0,1799,10.49632628579997,2.9914529914529915,2021-03-28
288,JOANÓPOLIS,3525508,13338,1582,415,0,1997,11.860848702953966,3.1114110061478484,2021-03-29
288,JOANÓPOLIS,3525508,13338,1643,415,0,2058,12.318188633978108,3.1114110061478484,2021-03-30
288,JOANÓPOLIS,3525508,13338,1655,448,0,2103,12.408157144999253,3.3588244114559904,2021-03-31
288,JOANÓPOLIS,3525508,13338,1660,499,0,2159,12.445644024591394,3.7411905832958463,2021-04-01
288,JOANÓPOLIS,3525508,13338,1660,499,0,2159,12.445644024591394,3.7411905832958463,2021-04-02
288,JOANÓPOLIS,3525508,13338,1660,499,0,2159,12.445644024591394,3.7411905832958463,2021-04-03
288,JOANÓPOLIS,3525508,13338,1660,499,0,2159,12.445644024591394,3.7411905832958463,2021-04-04
288,JOANÓPOLIS,3525508,13338,1754,526,0,2280,13.150397360923677,3.9436197330934175,2021-04-05
288,JOANÓPOLIS,3525508,13338,1775,542,0,2317,13.307842255210677,4.0635777477882735,2021-04-06
288,JOANÓPOLIS,3525508,13338,1776,558,0,2334,13.315339631129106,4.183535762483131,2021-04-07
288,JOANÓPOLIS,3525508,13338,1778,588,0,2366,13.330334382965962,4.408457040035987,2021-04-08
288,JOANÓPOLIS,3525508,13338,1792,613,0,2405,13.435297645823962,4.595891437996701,2021-04-09
288,JOANÓPOLIS,3525508,13338,1792,613,0,2405,13.435297645823962,4.595891437996701,2021-04-10
288,JOANÓPOLIS,3525508,13338,1792,613,0,2405,13.435297645823962,4.595891437996701,2021-04-11
288,JOANÓPOLIS,3525508,13338,1934,698,0,2632,14.499925026240817,5.233168391063128,2021-04-12
288,JOANÓPOLIS,3525508,13338,2011,724,0,2735,15.077222971959811,5.42810016494227,2021-04-13
288,JOANÓPOLIS,3525508,13338,2012,737,0,2749,15.08472034787824,5.5255660518818415,2021-04-14
288,JOANÓPOLIS,3525508,13338,2023,761,0,2784,15.167191482980956,5.705503073924127,2021-04-15
288,JOANÓPOLIS,3525508,13338,2029,885,0,2914,15.21217573849153,6.635177687809267,2021-04-16
288,JOANÓPOLIS,3525508,13338,2030,887,0,2917,15.219673114409956,6.650172439646124,2021-04-17
288,JOANÓPOLIS,3525508,13338,2030,887,0,2917,15.219673114409956,6.650172439646124,2021-04-18
288,JOANÓPOLIS,3525508,13338,2044,958,0,3002,15.324636377267955,7.182486129854551,2021-04-19
288,JOANÓPOLIS,3525508,13338,2184,994,0,3178,16.374269005847953,7.452391662917979,2021-04-20
288,JOANÓPOLIS,3525508,13338,2184,994,0,3178,16.374269005847953,7.452391662917979,2021-04-21
288,JOANÓPOLIS,3525508,13338,2270,1026,0,3296,17.01904333483281,7.6923076923076925,2021-04-22
288,JOANÓPOLIS,3525508,13338,2288,1184,0,3472,17.15399610136452,8.876893087419404,2021-04-23
288,JOANÓPOLIS,3525508,13338,2304,1243,0,3547,17.27395411605938,9.319238266606687,2021-04-24
288,JOANÓPOLIS,3525508,13338,2304,1243,0,3547,17.27395411605938,9.319238266606687,2021-04-25
288,JOANÓPOLIS,3525508,13338,2385,1310,0,3695,17.88124156545209,9.821562453141402,2021-04-26
288,JOANÓPOLIS,3525508,13338,2410,1373,0,3783,18.068675963412804,10.293897136002398,2021-04-27
288,JOANÓPOLIS,3525508,13338,2410,1373,0,3783,18.068675963412804,10.293897136002398,2021-04-28
288,JOANÓPOLIS,3525508,13338,2470,1407,0,3877,18.51851851851852,10.54880791722897,2021-04-29
288,JOANÓPOLIS,3525508,13338,2533,1445,0,3978,18.99085320137952,10.833708202129255,2021-04-30
288,JOANÓPOLIS,3525508,13338,2545,1476,0,4021,19.08082171240066,11.06612685560054,2021-05-01
288,JOANÓPOLIS,3525508,13338,2545,1476,0,4021,19.08082171240066,11.06612685560054,2021-05-02
288,JOANÓPOLIS,3525508,13338,2547,1555,0,4102,19.095816464237515,11.658419553156394,2021-05-03
288,JOANÓPOLIS,3525508,13338,2554,1574,0,4128,19.148298095666515,11.800869695606538,2021-05-04
288,JOANÓPOLIS,3525508,13338,2570,1596,0,4166,19.26825611036137,11.965811965811966,2021-05-05
288,JOANÓPOLIS,3525508,13338,2628,1609,0,4237,19.70310391363023,12.063277852751538,2021-05-06
288,JOANÓPOLIS,3525508,13338,2808,1609,0,4417,21.052631578947366,12.063277852751538,2021-05-07
288,JOANÓPOLIS,3525508,13338,2865,1609,0,4474,21.4799820062978,12.063277852751538,2021-05-08
288,JOANÓPOLIS,3525508,13338,2865,1609,0,4474,21.4799820062978,12.063277852751538,2021-05-09
288,JOANÓPOLIS,3525508,13338,2914,1609,0,4523,21.8473534263008,12.063277852751538,2021-05-10
288,JOANÓPOLIS,3525508,13338,2997,1696,0,4693,22.46963562753037,12.71554955765482,2021-05-11
288,JOANÓPOLIS,3525508,13338,3010,1699,0,4709,22.567101514469936,12.738041685410106,2021-05-12
288,JOANÓPOLIS,3525508,13338,3077,1699,0,4776,23.069425701004647,12.738041685410106,2021-05-13
288,JOANÓPOLIS,3525508,13338,3084,1699,0,4783,23.121907332433647,12.738041685410106,2021-05-14
288,JOANÓPOLIS,3525508,13338,3084,1699,0,4783,23.121907332433647,12.738041685410106,2021-05-15
288,JOANÓPOLIS,3525508,13338,3143,1699,0,4842,23.564252511620936,12.738041685410106,2021-05-16
288,JOANÓPOLIS,3525508,13338,3143,1699,0,4842,23.564252511620936,12.738041685410106,2021-05-17
288,JOANÓPOLIS,3525508,13338,3177,1707,0,4884,23.819163292847502,12.798020692757534,2021-05-18
288,JOANÓPOLIS,3525508,13338,3239,1707,0,4946,24.284000599790076,12.798020692757534,2021-05-19
288,JOANÓPOLIS,3525508,13338,3239,1707,0,4946,24.284000599790076,12.798020692757534,2021-05-20
288,JOANÓPOLIS,3525508,13338,3259,1707,0,4966,24.433948118158643,12.798020692757534,2021-05-21
288,JOANÓPOLIS,3525508,13338,3264,1716,0,4980,24.471434997750787,12.865497076023392,2021-05-22
288,JOANÓPOLIS,3525508,13338,3264,1716,0,4980,24.471434997750787,12.865497076023392,2021-05-23
288,JOANÓPOLIS,3525508,13338,3272,1794,0,5066,24.531414005098213,13.450292397660816,2021-05-24
288,JOANÓPOLIS,3525508,13338,3341,1854,0,5195,25.048732943469787,13.900134952766532,2021-05-25
288,JOANÓPOLIS,3525508,13338,3369,1885,0,5254,25.258659469185783,14.132553606237815,2021-05-26
288,JOANÓPOLIS,3525508,13338,3386,1919,0,5305,25.38611485979907,14.387464387464387,2021-05-27
288,JOANÓPOLIS,3525508,13338,3398,1967,0,5365,25.476083370820213,14.74733843154896,2021-05-28
288,JOANÓPOLIS,3525508,13338,3425,1972,0,5397,25.678512520617787,14.7848253111411,2021-05-29
288,JOANÓPOLIS,3525508,13338,3425,1972,0,5397,25.678512520617787,14.7848253111411,2021-05-30
288,JOANÓPOLIS,3525508,13338,3428,1976,0,5404,25.701004648373072,14.814814814814811,2021-05-31
288,JOANÓPOLIS,3525508,13338,3444,1987,0,5431,25.820962663067924,14.89728594991753,2021-06-01
288,JOANÓPOLIS,3525508,13338,3457,1988,0,5445,25.918428550007494,14.904783325835956,2021-06-02
288,JOANÓPOLIS,3525508,13338,3491,1992,0,5483,26.173339331234068,14.93477282950967,2021-06-03
288,JOANÓPOLIS,3525508,13338,3491,1992,0,5483,26.173339331234068,14.93477282950967,2021-06-04
288,JOANÓPOLIS,3525508,13338,3491,1992,0,5483,26.173339331234068,14.93477282950967,2021-06-05
288,JOANÓPOLIS,3525508,13338,3491,1992,0,5483,26.173339331234068,14.93477282950967,2021-06-06
288,JOANÓPOLIS,3525508,13338,3491,1992,0,5483,26.173339331234068,14.93477282950967,2021-06-07
288,JOANÓPOLIS,3525508,13338,3550,1992,0,5542,26.61568451042135,14.93477282950967,2021-06-08
288,JOANÓPOLIS,3525508,13338,3580,1992,0,5572,26.84060578797421,14.93477282950967,2021-06-09
288,JOANÓPOLIS,3525508,13338,3607,1992,0,5599,27.043034937771782,14.93477282950967,2021-06-10
288,JOANÓPOLIS,3525508,13338,3688,1993,0,5681,27.650322387164493,14.942270205428102,2021-06-11
288,JOANÓPOLIS,3525508,13338,3731,2003,0,5734,27.972709551656923,15.017243964612389,2021-06-12
288,JOANÓPOLIS,3525508,13338,3731,2003,0,5734,27.972709551656923,15.017243964612389,2021-06-13
288,JOANÓPOLIS,3525508,13338,3731,2004,0,5735,27.972709551656923,15.024741340530817,2021-06-14
288,JOANÓPOLIS,3525508,13338,3766,2019,0,5785,28.235117708801923,15.137201979307244,2021-06-15
288,JOANÓPOLIS,3525508,13338,3820,2019,0,5839,28.63997600839706,15.137201979307244,2021-06-16
288,JOANÓPOLIS,3525508,13338,3870,2019,0,5889,29.01484480431849,15.137201979307244,2021-06-17
288,JOANÓPOLIS,3525508,13338,4050,2019,0,6069,30.364372469635622,15.137201979307244,2021-06-18
288,JOANÓPOLIS,3525508,13338,4110,2019,0,6129,30.814215024741344,15.137201979307244,2021-06-19
288,JOANÓPOLIS,3525508,13338,4110,2019,0,6129,30.814215024741344,15.137201979307244,2021-06-20
288,JOANÓPOLIS,3525508,13338,4110,2019,0,6129,30.814215024741344,15.137201979307244,2021-06-21
288,JOANÓPOLIS,3525508,13338,4635,2020,0,6655,34.75033738191633,15.144699355225672,2021-06-22
288,JOANÓPOLIS,3525508,13338,4968,2020,0,6988,37.24696356275304,15.144699355225672,2021-06-23
288,JOANÓPOLIS,3525508,13338,5206,2020,0,7226,39.03133903133903,15.144699355225672,2021-06-24
288,JOANÓPOLIS,3525508,13338,5206,2020,0,7226,39.03133903133903,15.144699355225672,2021-06-25
288,JOANÓPOLIS,3525508,13338,5206,2020,0,7226,39.03133903133903,15.144699355225672,2021-06-26
288,JOANÓPOLIS,3525508,13338,5206,2020,0,7226,39.03133903133903,15.144699355225672,2021-06-27
288,JOANÓPOLIS,3525508,13338,5206,2020,0,7226,39.03133903133903,15.144699355225672,2021-06-28
288,JOANÓPOLIS,3525508,13338,5564,2023,0,7587,41.71539961013645,15.167191482980956,2021-06-29
288,JOANÓPOLIS,3525508,13338,5749,2038,116,7903,43.10241415504573,16.149347728295098,2021-06-30
288,JOANÓPOLIS,3525508,13338,5839,2039,116,7994,43.7771779877043,16.156845104213524,2021-07-01
288,JOANÓPOLIS,3525508,13338,5950,2039,116,8105,44.60938671464987,16.156845104213524,2021-07-02
288,JOANÓPOLIS,3525508,13338,5995,2039,116,8150,44.94676863097916,16.156845104213524,2021-07-03
288,JOANÓPOLIS,3525508,13338,5999,2040,116,8155,44.97675813465287,16.164342480131953,2021-07-04
288,JOANÓPOLIS,3525508,13338,6053,2103,116,8272,45.38161643424801,16.636677162992953,2021-07-05
288,JOANÓPOLIS,3525508,13338,6089,2123,116,8328,45.651521967311446,16.786624681361523,2021-07-06
288,JOANÓPOLIS,3525508,13338,6101,2135,116,8352,45.74149047833259,16.876593192382668,2021-07-07
288,JOANÓPOLIS,3525508,13338,6214,2141,116,8471,46.588693957115005,16.921577447893238,2021-07-08
288,JOANÓPOLIS,3525508,13338,6250,2170,116,8536,46.85859949017844,17.139001349527668,2021-07-09
288,JOANÓPOLIS,3525508,13338,6250,2170,116,8536,46.85859949017844,17.139001349527668,2021-07-10
288,JOANÓPOLIS,3525508,13338,6250,2170,116,8536,46.85859949017844,17.139001349527668,2021-07-11
288,JOANÓPOLIS,3525508,13338,6265,2170,116,8551,46.97106012895487,17.139001349527668,2021-07-12
288,JOANÓPOLIS,3525508,13338,6435,2217,116,8768,48.24561403508772,17.49137801769381,2021-07-13
288,JOANÓPOLIS,3525508,13338,6522,2302,234,9058,48.89788573999101,19.013345329134804,2021-07-14
288,JOANÓPOLIS,3525508,13338,6555,2302,373,9230,49.14529914529914,20.05548058179637,2021-07-15
288,JOANÓPOLIS,3525508,13338,6662,2393,395,9450,49.947518368571,20.9026840605788,2021-07-16
288,JOANÓPOLIS,3525508,13338,6775,2411,395,9581,50.79472184735343,21.03763682711051,2021-07-17
288,JOANÓPOLIS,3525508,13338,6775,2411,395,9581,50.79472184735343,21.03763682711051,2021-07-18
288,JOANÓPOLIS,3525508,13338,6775,2411,395,9581,50.79472184735343,21.03763682711051,2021-07-19
288,JOANÓPOLIS,3525508,13338,7041,2418,395,9854,52.78902384165542,21.09011845853951,2021-07-20
288,JOANÓPOLIS,3525508,13338,7454,2587,395,10436,55.88544009596641,22.357174988753936,2021-07-21
288,JOANÓPOLIS,3525508,13338,7592,2587,395,10574,56.92007797270955,22.357174988753936,2021-07-22
288,JOANÓPOLIS,3525508,13338,7714,2692,395,10801,57.83475783475783,23.14439946018893,2021-07-23
288,JOANÓPOLIS,3525508,13338,7714,2692,395,10801,57.83475783475783,23.14439946018893,2021-07-24
288,JOANÓPOLIS,3525508,13338,7714,2692,395,10801,57.83475783475783,23.14439946018893,2021-07-25
288,JOANÓPOLIS,3525508,13338,7810,2709,395,10914,58.55450592292698,23.27185485080222,2021-07-26
