,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data
620,UBARANA,3555356,6400,129,78,0,207,2.015625,1.21875,2021-02-21
620,UBARANA,3555356,6400,129,87,0,216,2.015625,1.359375,2021-02-22
620,UBARANA,3555356,6400,140,35,0,175,2.1875,0.546875,2021-02-23
620,UBARANA,3555356,6400,149,559,0,708,2.328125,8.734375,2021-02-24
620,UBARANA,3555356,6400,151,602,0,753,2.359375,9.40625,2021-02-25
620,UBARANA,3555356,6400,151,632,0,783,2.359375,9.875,2021-02-26
620,UBARANA,3555356,6400,151,632,0,783,2.359375,9.875,2021-02-27
620,UBARANA,3555356,6400,151,632,0,783,2.359375,9.875,2021-02-28
620,UBARANA,3555356,6400,161,635,0,796,2.515625,9.921875,2021-03-01
620,UBARANA,3555356,6400,183,71,0,254,2.859375,1.109375,2021-03-02
620,UBARANA,3555356,6400,194,72,0,266,3.03125,1.125,2021-03-03
620,UBARANA,3555356,6400,195,72,0,267,3.046875,1.125,2021-03-04
620,UBARANA,3555356,6400,233,72,0,305,3.640625,1.125,2021-03-05
620,UBARANA,3555356,6400,233,72,0,305,3.640625,1.125,2021-03-06
620,UBARANA,3555356,6400,233,72,0,305,3.640625,1.125,2021-03-07
620,UBARANA,3555356,6400,247,74,0,321,3.859375,1.15625,2021-03-08
620,UBARANA,3555356,6400,249,89,0,338,3.890625,1.390625,2021-03-09
620,UBARANA,3555356,6400,249,89,0,338,3.890625,1.390625,2021-03-10
620,UBARANA,3555356,6400,249,89,0,338,3.890625,1.390625,2021-03-11
620,UBARANA,3555356,6400,249,89,0,338,3.890625,1.390625,2021-03-12
620,UBARANA,3555356,6400,249,89,0,338,3.890625,1.390625,2021-03-13
620,UBARANA,3555356,6400,249,89,0,338,3.890625,1.390625,2021-03-14
620,UBARANA,3555356,6400,270,97,0,367,4.21875,1.515625,2021-03-15
620,UBARANA,3555356,6400,297,106,0,403,4.640625,1.65625,2021-03-16
620,UBARANA,3555356,6400,308,108,0,416,4.8125,1.6875,2021-03-17
620,UBARANA,3555356,6400,308,108,0,416,4.8125,1.6875,2021-03-18
620,UBARANA,3555356,6400,322,108,0,430,5.03125,1.6875,2021-03-19
620,UBARANA,3555356,6400,322,108,0,430,5.03125,1.6875,2021-03-20
620,UBARANA,3555356,6400,322,0,0,322,5.03125,0.0,2021-03-21
620,UBARANA,3555356,6400,340,0,0,340,5.3125,0.0,2021-03-22
620,UBARANA,3555356,6400,372,108,0,480,5.8125,1.6875,2021-03-23
620,UBARANA,3555356,6400,381,108,0,489,5.953125,1.6875,2021-03-24
620,UBARANA,3555356,6400,381,108,0,489,5.953125,1.6875,2021-03-25
620,UBARANA,3555356,6400,417,128,0,545,6.515625,2.0,2021-03-26
620,UBARANA,3555356,6400,417,128,0,545,6.515625,2.0,2021-03-27
620,UBARANA,3555356,6400,417,128,0,545,6.515625,2.0,2021-03-28
620,UBARANA,3555356,6400,440,135,0,575,6.875000000000001,2.109375,2021-03-29
620,UBARANA,3555356,6400,469,140,0,609,7.328125000000001,2.1875,2021-03-30
620,UBARANA,3555356,6400,486,140,0,626,7.593750000000001,2.1875,2021-03-31
