,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data
635,VERA CRUZ,3556602,10823,432,26,0,458,3.991499584218793,0.2402291416427977,2021-02-21
635,VERA CRUZ,3556602,10823,432,70,0,502,3.991499584218793,0.6467707659613785,2021-02-22
635,VERA CRUZ,3556602,10823,433,134,0,567,4.00073916658967,1.238104037697496,2021-02-23
635,VERA CRUZ,3556602,10823,434,549,0,983,4.009978748960547,5.072530721611384,2021-02-24
635,VERA CRUZ,3556602,10823,434,612,0,1046,4.009978748960547,5.654624410976624,2021-02-25
635,VERA CRUZ,3556602,10823,435,620,0,1055,4.019218331331423,5.728541069943638,2021-02-26
635,VERA CRUZ,3556602,10823,435,620,0,1055,4.019218331331423,5.728541069943638,2021-02-27
635,VERA CRUZ,3556602,10823,435,620,0,1055,4.019218331331423,5.728541069943638,2021-02-28
635,VERA CRUZ,3556602,10823,437,641,0,1078,4.037697496073178,5.922572299732052,2021-03-01
635,VERA CRUZ,3556602,10823,437,179,0,616,4.037697496073178,1.6538852443869538,2021-03-02
635,VERA CRUZ,3556602,10823,603,195,0,798,5.571468169638733,1.8017185623209837,2021-03-03
635,VERA CRUZ,3556602,10823,603,197,0,800,5.571468169638733,1.820197727062737,2021-03-04
635,VERA CRUZ,3556602,10823,612,198,0,810,5.654624410976624,1.8294373094336136,2021-03-05
635,VERA CRUZ,3556602,10823,616,198,0,814,5.691582740460131,1.8294373094336136,2021-03-06
635,VERA CRUZ,3556602,10823,616,198,0,814,5.691582740460131,1.8294373094336136,2021-03-07
635,VERA CRUZ,3556602,10823,780,256,0,1036,7.206874249283933,2.36533308694447,2021-03-08
635,VERA CRUZ,3556602,10823,780,258,0,1038,7.206874249283933,2.383812251686224,2021-03-09
635,VERA CRUZ,3556602,10823,790,274,0,1064,7.2992700729927,2.5316455696202533,2021-03-10
635,VERA CRUZ,3556602,10823,795,279,0,1074,7.345467984847084,2.5778434814746376,2021-03-11
635,VERA CRUZ,3556602,10823,799,280,0,1079,7.382426314330592,2.587083063845514,2021-03-12
635,VERA CRUZ,3556602,10823,799,280,0,1079,7.382426314330592,2.587083063845514,2021-03-13
635,VERA CRUZ,3556602,10823,799,280,0,1079,7.382426314330592,2.587083063845514,2021-03-14
635,VERA CRUZ,3556602,10823,831,287,0,1118,7.678092950198651,2.651760140441652,2021-03-15
635,VERA CRUZ,3556602,10823,944,298,0,1242,8.722165758107733,2.753395546521297,2021-03-16
635,VERA CRUZ,3556602,10823,957,326,0,1283,8.842280328929132,3.012103852905849,2021-03-17
635,VERA CRUZ,3556602,10823,957,328,0,1285,8.842280328929132,3.0305830176476025,2021-03-18
635,VERA CRUZ,3556602,10823,1206,329,0,1535,11.142936339277464,3.039822600018479,2021-03-19
635,VERA CRUZ,3556602,10823,1206,329,0,1535,11.142936339277464,3.039822600018479,2021-03-20
635,VERA CRUZ,3556602,10823,1206,0,0,1206,11.142936339277464,0.0,2021-03-21
635,VERA CRUZ,3556602,10823,1206,0,0,1206,11.142936339277464,0.0,2021-03-22
635,VERA CRUZ,3556602,10823,1206,330,0,1536,11.142936339277464,3.049062182389356,2021-03-23
635,VERA CRUZ,3556602,10823,1206,330,0,1536,11.142936339277464,3.049062182389356,2021-03-24
635,VERA CRUZ,3556602,10823,1206,330,0,1536,11.142936339277464,3.049062182389356,2021-03-25
635,VERA CRUZ,3556602,10823,1206,330,0,1536,11.142936339277464,3.049062182389356,2021-03-26
635,VERA CRUZ,3556602,10823,1206,330,0,1536,11.142936339277464,3.049062182389356,2021-03-27
635,VERA CRUZ,3556602,10823,1206,330,0,1536,11.142936339277464,3.049062182389356,2021-03-28
635,VERA CRUZ,3556602,10823,1492,431,0,1923,13.785456897348238,3.982260001847916,2021-03-29
635,VERA CRUZ,3556602,10823,1643,483,0,2126,15.180633835350644,4.462718285133512,2021-03-30
635,VERA CRUZ,3556602,10823,1643,483,0,2126,15.180633835350644,4.462718285133512,2021-03-31
635,VERA CRUZ,3556602,10823,1650,506,0,2156,15.24531091194678,4.67522867966368,2021-04-01
635,VERA CRUZ,3556602,10823,1650,506,0,2156,15.24531091194678,4.67522867966368,2021-04-02
635,VERA CRUZ,3556602,10823,1650,506,0,2156,15.24531091194678,4.67522867966368,2021-04-03
635,VERA CRUZ,3556602,10823,1650,506,0,2156,15.24531091194678,4.67522867966368,2021-04-04
635,VERA CRUZ,3556602,10823,1650,506,0,2156,15.24531091194678,4.67522867966368,2021-04-05
635,VERA CRUZ,3556602,10823,1650,506,0,2156,15.24531091194678,4.67522867966368,2021-04-06
635,VERA CRUZ,3556602,10823,1650,506,0,2156,15.24531091194678,4.67522867966368,2021-04-07
635,VERA CRUZ,3556602,10823,1650,506,0,2156,15.24531091194678,4.67522867966368,2021-04-08
635,VERA CRUZ,3556602,10823,1650,506,0,2156,15.24531091194678,4.67522867966368,2021-04-09
