,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,21276,7906,632,29814,31212,95.52095347943099,60.596394292387004,24.31716556065051
1,ADOLFO,3500204,3554,2469,995,79,3543,3220,110.03105590062113,69.47101857062464,30.219471018570626
2,AGUAÍ,3500303,36648,16089,4468,1004,21561,22693,95.01167760983563,43.901440733464305,14.931237721021612
3,ÁGUAS DA PRATA,3500402,8221,4363,1645,193,6201,6843,90.61814993423937,53.07140250577789,22.357377447999028
4,ÁGUAS DE LINDÓIA,3500501,18808,10424,3128,167,13719,16106,85.1794362349435,55.42322415993194,17.5191407911527
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,3423,1028,136,4587,4909,93.44061927072723,56.03208381077099,19.053854968079882
6,ÁGUAS DE SÃO PEDRO,3500600,3521,2263,1140,58,3461,3598,96.19232907170651,64.27151377449589,34.02442487929566
7,AGUDOS,3500709,37401,19118,6660,872,26650,27483,96.96903540370411,51.116280313360605,20.13849897061576
8,ALAMBARI,3500758,6129,2741,899,171,3811,4054,94.0059200789344,44.721814325338556,17.457986620982215
9,ALFREDO MARCONDES,3500808,4184,2668,1011,83,3762,3648,103.125,63.766730401529635,26.147227533460804
10,ALTAIR,3500907,4186,1726,586,115,2427,2697,89.9888765294772,41.23268036311515,16.74629718107979
11,ALTINÓPOLIS,3501004,16203,8393,3085,379,11857,12515,94.7423092289253,51.799049558723695,21.37875702030488
12,ALTO ALEGRE,3501103,4088,2293,905,100,3298,3531,93.40130274709713,56.09099804305284,24.584148727984346
13,ALUMÍNIO,3501152,18767,7607,1957,508,10072,11013,91.45555252882957,40.53391591623595,13.134757819576917
14,ÁLVARES FLORENCE,3501202,3647,2345,915,70,3330,3785,87.97886393659181,64.29942418426103,27.008500137098984
15,ÁLVARES MACHADO,3501301,24998,12270,3667,601,16538,17453,94.75734830688134,49.083926714137135,17.07336586926954
16,ÁLVARO DE CARVALHO,3501400,5274,2373,1006,91,3470,3253,106.67076544727942,44.99431171786121,20.8001516875237
17,ALVINLÂNDIA,3501509,3237,1531,532,48,2111,2264,93.24204946996466,47.29687982700031,17.91782514674081
18,AMERICANA,3501608,242018,121358,37862,5952,165172,177632,92.98549810844892,50.144204150104535,18.103612128023535
19,AMÉRICO BRASILIENSE,3501707,41032,16168,4786,958,21912,24993,87.67254831352778,39.4033924741665,13.998830181321894
