,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,23267,9672,879,33818,31212,108.34935281302063,66.26698185753752,30.05041155193529
1,ADOLFO,3500204,3554,2707,1167,79,3953,3220,122.7639751552795,76.16769836803601,35.059088351153626
2,AGUAÍ,3500303,36648,18611,5313,1016,24940,22693,109.90173181157186,50.78312595503165,17.269700938659682
3,ÁGUAS DA PRATA,3500402,8221,4986,1977,194,7157,6843,104.58863071752155,60.64955601508333,26.40797956452986
4,ÁGUAS DE LINDÓIA,3500501,18808,11776,4422,416,16614,16106,103.15410406059853,62.61165461505742,25.723096554657594
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,3624,1387,136,5147,4909,104.84823793033205,59.32231134391881,24.930430512358814
6,ÁGUAS DE SÃO PEDRO,3500600,3521,2597,1254,58,3909,3598,108.64369093941077,73.75745526838966,37.262141437091735
7,AGUDOS,3500709,37401,21549,7783,872,30204,27483,109.90066586617182,57.61610652121602,23.141092484158175
8,ALAMBARI,3500758,6129,3372,995,171,4538,4054,111.93882585101133,55.01713166911405,19.024310654266603
9,ALFREDO MARCONDES,3500808,4184,2951,1164,83,4198,3648,115.07675438596492,70.53059273422562,29.804015296367115
10,ALTAIR,3500907,4186,2026,635,115,2776,2697,102.92918057100482,48.39942666029622,17.9168657429527
11,ALTINÓPOLIS,3501004,16203,9780,3951,385,14116,12515,112.7926488214143,60.3591927420848,26.76047645497747
12,ALTO ALEGRE,3501103,4088,2568,1054,100,3722,3531,105.40923251203624,62.81800391389433,28.228962818003918
13,ALUMÍNIO,3501152,18767,8712,2221,508,11441,11013,103.88631617179698,46.421910800873874,14.541482389300366
14,ÁLVARES FLORENCE,3501202,3647,2552,1111,75,3738,3785,98.75825627476883,69.97532218261586,32.51987935289279
15,ÁLVARES MACHADO,3501301,24998,13840,4463,601,18904,17453,108.3137569472297,55.36442915433235,20.25762060964877
16,ÁLVARO DE CARVALHO,3501400,5274,2805,1094,107,4006,3253,123.1478635106056,53.185437997724684,22.772089495638983
17,ALVINLÂNDIA,3501509,3237,1868,675,58,2601,2264,114.8851590106007,57.70775409329626,22.644423849243125
