,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,21977,8144,711,30832,31212,98.78251954376522,62.59291959784683,25.220016519039618
1,ADOLFO,3500204,3554,2501,1034,79,3614,3220,112.2360248447205,70.37141249296567,31.316826111423744
2,AGUAÍ,3500303,36648,17119,4781,1009,22909,22693,100.95183536773456,46.71196245361275,15.79895219384414
3,ÁGUAS DA PRATA,3500402,8221,4668,1647,194,6509,6843,95.11909981002485,56.78141345335117,22.393869358958764
4,ÁGUAS DE LINDÓIA,3500501,18808,10898,3309,416,14623,16106,90.79225133490625,57.943428328370906,19.805401956614208
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,3433,1128,136,4697,4909,95.68140150743533,56.1957767228679,20.690784089048943
6,ÁGUAS DE SÃO PEDRO,3500600,3521,2514,1201,58,3773,3598,104.86381322957199,71.40017040613462,35.756887247940924
7,AGUDOS,3500709,37401,19832,6918,872,27622,27483,100.50576720154277,53.02532017860485,20.828320098393093
8,ALAMBARI,3500758,6129,3074,905,171,4150,4054,102.36803157375431,50.15500081579377,17.55588187306249
9,ALFREDO MARCONDES,3500808,4184,2885,1013,83,3981,3648,109.1282894736842,68.95315487571702,26.19502868068834
10,ALTAIR,3500907,4186,1774,586,115,2475,2697,91.7686318131257,42.379359770664124,16.74629718107979
11,ALTINÓPOLIS,3501004,16203,8767,3148,379,12294,12515,98.23411905713144,54.10726408689749,21.76757390606678
12,ALTO ALEGRE,3501103,4088,2495,960,100,3555,3531,100.67969413763807,61.03228962818004,25.929549902152644
13,ALUMÍNIO,3501152,18767,7928,2079,508,10515,11013,95.47807137019886,42.24436510896787,13.784835082858207
14,ÁLVARES FLORENCE,3501202,3647,2403,974,75,3452,3785,91.20211360634082,65.88977241568412,28.76336715108308
15,ÁLVARES MACHADO,3501301,24998,13426,3805,601,17832,17453,102.17154643900761,53.7082966637331,17.625410032802623
16,ÁLVARO DE CARVALHO,3501400,5274,2396,1022,107,3525,3253,108.3615124500461,45.430413348502086,21.406901782328404
17,ALVINLÂNDIA,3501509,3237,1656,566,55,2277,2264,100.57420494699647,51.15848007414272,19.184430027803522
18,AMERICANA,3501608,242018,128365,40507,6072,174944,177632,98.48675914249685,53.03944334718905,19.246089133866075
19,AMÉRICO BRASILIENSE,3501707,41032,17106,5044,959,23109,24993,92.46188932901212,41.68941314096315,14.630044843049328
20,AMÉRICO DE CAMPOS,3501806,5981,3168,1224,100,4492,4811,93.36936187902722,52.967731148637355,22.13676642701889
21,AMPARO,3501905,72677,40705,13040,1762,55507,54966,100.98424480588,56.00809059262215,20.366828570249183
22,ANALÂNDIA,3502002,5056,2471,774,104,3349,3371,99.34737466627114,48.872626582278485,17.365506329113924
23,ANDRADINA,3502101,57202,32320,11799,1315,45434,44575,101.92708917554683,56.50152092584175,22.925771826159924
24,ANGATUBA,3502200,25479,13073,3630,478,17181,16583,103.60610263522885,51.308921072255586,16.123081753601003
25,ANHEMBI,3502309,6819,3314,1020,139,4473,4527,98.80715705765407,48.59950139316616,16.996627071418096
26,ANHUMAS,3502408,4144,2308,800,83,3191,2934,108.7593728698023,55.6949806949807,21.307915057915057
27,APARECIDA,3502507,36185,18979,5158,908,25045,24762,101.14288021969146,52.4499101837778,16.763852425038
28,APARECIDA D'OESTE,3502606,4158,2841,1100,78,4019,3661,109.77874897568971,68.32611832611832,28.33092833092833
