,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
32160,32160,DRS 09 Marília,"domingo, 01/03",34.0,PARAGUAÇU PAULISTA,3535507
16683,16683,DRS 09 Marília,"domingo, 01/11",43.0,PARAGUAÇU PAULISTA,3535507
5035,5035,DRS 09 Marília,"domingo, 02/05",46.25,PARAGUAÇU PAULISTA,3535507
22507,22507,DRS 09 Marília,"domingo, 02/08",46.0,PARAGUAÇU PAULISTA,3535507
12651,12651,DRS 09 Marília,"domingo, 03/01",45.75,PARAGUAÇU PAULISTA,3535507
28331,28331,DRS 09 Marília,"domingo, 03/05",55.25,PARAGUAÇU PAULISTA,3535507
6827,6827,DRS 09 Marília,"domingo, 04/04",48.25,PARAGUAÇU PAULISTA,3535507
1003,1003,DRS 09 Marília,"domingo, 04/07",44.75,PARAGUAÇU PAULISTA,3535507
18475,18475,DRS 09 Marília,"domingo, 04/10",42.75,PARAGUAÇU PAULISTA,3535507
30123,30123,DRS 09 Marília,"domingo, 05/04",53.0,PARAGUAÇU PAULISTA,3535507
24299,24299,DRS 09 Marília,"domingo, 05/07",47.25,PARAGUAÇU PAULISTA,3535507
2795,2795,DRS 09 Marília,"domingo, 06/06",45.75,PARAGUAÇU PAULISTA,3535507
20267,20267,DRS 09 Marília,"domingo, 06/09",39.25,PARAGUAÇU PAULISTA,3535507
14443,14443,DRS 09 Marília,"domingo, 06/12",42.25,PARAGUAÇU PAULISTA,3535507
10411,10411,DRS 09 Marília,"domingo, 07/02",43.5,PARAGUAÇU PAULISTA,3535507
8619,8619,DRS 09 Marília,"domingo, 07/03",49.0,PARAGUAÇU PAULISTA,3535507
26091,26091,DRS 09 Marília,"domingo, 07/06",49.25,PARAGUAÇU PAULISTA,3535507
31716,31716,DRS 09 Marília,"domingo, 08/03",33.5,PARAGUAÇU PAULISTA,3535507
16235,16235,DRS 09 Marília,"domingo, 08/11",41.0,PARAGUAÇU PAULISTA,3535507
4587,4587,DRS 09 Marília,"domingo, 09/05",44.0,PARAGUAÇU PAULISTA,3535507
22059,22059,DRS 09 Marília,"domingo, 09/08",39.75,PARAGUAÇU PAULISTA,3535507
12203,12203,DRS 09 Marília,"domingo, 10/01",43.0,PARAGUAÇU PAULISTA,3535507
27883,27883,DRS 09 Marília,"domingo, 10/05",48.75,PARAGUAÇU PAULISTA,3535507
6379,6379,DRS 09 Marília,"domingo, 11/04",47.0,PARAGUAÇU PAULISTA,3535507
555,555,DRS 09 Marília,"domingo, 11/07",43.0,PARAGUAÇU PAULISTA,3535507
18027,18027,DRS 09 Marília,"domingo, 11/10",42.25,PARAGUAÇU PAULISTA,3535507
29675,29675,DRS 09 Marília,"domingo, 12/04",54.25,PARAGUAÇU PAULISTA,3535507
23851,23851,DRS 09 Marília,"domingo, 12/07",46.25,PARAGUAÇU PAULISTA,3535507
2347,2347,DRS 09 Marília,"domingo, 13/06",44.75,PARAGUAÇU PAULISTA,3535507
19819,19819,DRS 09 Marília,"domingo, 13/09",42.25,PARAGUAÇU PAULISTA,3535507
13995,13995,DRS 09 Marília,"domingo, 13/12",42.0,PARAGUAÇU PAULISTA,3535507
9963,9963,DRS 09 Marília,"domingo, 14/02",44.5,PARAGUAÇU PAULISTA,3535507
8171,8171,DRS 09 Marília,"domingo, 14/03",47.25,PARAGUAÇU PAULISTA,3535507
25643,25643,DRS 09 Marília,"domingo, 14/06",46.75,PARAGUAÇU PAULISTA,3535507
15787,15787,DRS 09 Marília,"domingo, 15/11",41.25,PARAGUAÇU PAULISTA,3535507
4139,4139,DRS 09 Marília,"domingo, 16/05",46.25,PARAGUAÇU PAULISTA,3535507
21611,21611,DRS 09 Marília,"domingo, 16/08",48.0,PARAGUAÇU PAULISTA,3535507
11755,11755,DRS 09 Marília,"domingo, 17/01",46.75,PARAGUAÇU PAULISTA,3535507
27435,27435,DRS 09 Marília,"domingo, 17/05",49.25,PARAGUAÇU PAULISTA,3535507
5931,5931,DRS 09 Marília,"domingo, 18/04",47.25,PARAGUAÇU PAULISTA,3535507
107,107,DRS 09 Marília,"domingo, 18/07",45.0,PARAGUAÇU PAULISTA,3535507
17579,17579,DRS 09 Marília,"domingo, 18/10",42.25,PARAGUAÇU PAULISTA,3535507
29227,29227,DRS 09 Marília,"domingo, 19/04",56.25,PARAGUAÇU PAULISTA,3535507
23403,23403,DRS 09 Marília,"domingo, 19/07",46.5,PARAGUAÇU PAULISTA,3535507
1899,1899,DRS 09 Marília,"domingo, 20/06",45.5,PARAGUAÇU PAULISTA,3535507
19371,19371,DRS 09 Marília,"domingo, 20/09",43.0,PARAGUAÇU PAULISTA,3535507
13547,13547,DRS 09 Marília,"domingo, 20/12",41.5,PARAGUAÇU PAULISTA,3535507
9515,9515,DRS 09 Marília,"domingo, 21/02",43.0,PARAGUAÇU PAULISTA,3535507
7723,7723,DRS 09 Marília,"domingo, 21/03",48.25,PARAGUAÇU PAULISTA,3535507
25195,25195,DRS 09 Marília,"domingo, 21/06",46.75,PARAGUAÇU PAULISTA,3535507
31019,31019,DRS 09 Marília,"domingo, 22/03",52.75,PARAGUAÇU PAULISTA,3535507
15339,15339,DRS 09 Marília,"domingo, 22/11",41.5,PARAGUAÇU PAULISTA,3535507
3691,3691,DRS 09 Marília,"domingo, 23/05",48.0,PARAGUAÇU PAULISTA,3535507
21163,21163,DRS 09 Marília,"domingo, 23/08",47.25,PARAGUAÇU PAULISTA,3535507
11307,11307,DRS 09 Marília,"domingo, 24/01",46.75,PARAGUAÇU PAULISTA,3535507
26987,26987,DRS 09 Marília,"domingo, 24/05",51.25,PARAGUAÇU PAULISTA,3535507
