,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
23123,23123,DRS 11 Presidente Prudente,"domingo, 01/03",31.0,SANTO EXPEDITO,3548302
12000,12000,DRS 11 Presidente Prudente,"domingo, 01/11",39.0,SANTO EXPEDITO,3548302
3628,3628,DRS 11 Presidente Prudente,"domingo, 02/05",44.0,SANTO EXPEDITO,3548302
16186,16186,DRS 11 Presidente Prudente,"domingo, 02/08",42.0,SANTO EXPEDITO,3548302
9102,9102,DRS 11 Presidente Prudente,"domingo, 03/01",43.0,SANTO EXPEDITO,3548302
20372,20372,DRS 11 Presidente Prudente,"domingo, 03/05",53.0,SANTO EXPEDITO,3548302
4916,4916,DRS 11 Presidente Prudente,"domingo, 04/04",45.0,SANTO EXPEDITO,3548302
730,730,DRS 11 Presidente Prudente,"domingo, 04/07",43.0,SANTO EXPEDITO,3548302
13288,13288,DRS 11 Presidente Prudente,"domingo, 04/10",40.0,SANTO EXPEDITO,3548302
21660,21660,DRS 11 Presidente Prudente,"domingo, 05/04",51.0,SANTO EXPEDITO,3548302
17474,17474,DRS 11 Presidente Prudente,"domingo, 05/07",44.0,SANTO EXPEDITO,3548302
2018,2018,DRS 11 Presidente Prudente,"domingo, 06/06",43.0,SANTO EXPEDITO,3548302
14576,14576,DRS 11 Presidente Prudente,"domingo, 06/09",39.0,SANTO EXPEDITO,3548302
10390,10390,DRS 11 Presidente Prudente,"domingo, 06/12",38.0,SANTO EXPEDITO,3548302
7492,7492,DRS 11 Presidente Prudente,"domingo, 07/02",41.0,SANTO EXPEDITO,3548302
6204,6204,DRS 11 Presidente Prudente,"domingo, 07/03",47.0,SANTO EXPEDITO,3548302
18762,18762,DRS 11 Presidente Prudente,"domingo, 07/06",47.0,SANTO EXPEDITO,3548302
22807,22807,DRS 11 Presidente Prudente,"domingo, 08/03",30.0,SANTO EXPEDITO,3548302
11678,11678,DRS 11 Presidente Prudente,"domingo, 08/11",39.0,SANTO EXPEDITO,3548302
3306,3306,DRS 11 Presidente Prudente,"domingo, 09/05",41.0,SANTO EXPEDITO,3548302
15864,15864,DRS 11 Presidente Prudente,"domingo, 09/08",39.0,SANTO EXPEDITO,3548302
8780,8780,DRS 11 Presidente Prudente,"domingo, 10/01",42.0,SANTO EXPEDITO,3548302
20050,20050,DRS 11 Presidente Prudente,"domingo, 10/05",47.0,SANTO EXPEDITO,3548302
4594,4594,DRS 11 Presidente Prudente,"domingo, 11/04",45.0,SANTO EXPEDITO,3548302
408,408,DRS 11 Presidente Prudente,"domingo, 11/07",42.0,SANTO EXPEDITO,3548302
12966,12966,DRS 11 Presidente Prudente,"domingo, 11/10",39.0,SANTO EXPEDITO,3548302
21338,21338,DRS 11 Presidente Prudente,"domingo, 12/04",52.0,SANTO EXPEDITO,3548302
17152,17152,DRS 11 Presidente Prudente,"domingo, 12/07",43.0,SANTO EXPEDITO,3548302
1696,1696,DRS 11 Presidente Prudente,"domingo, 13/06",43.0,SANTO EXPEDITO,3548302
14254,14254,DRS 11 Presidente Prudente,"domingo, 13/09",40.0,SANTO EXPEDITO,3548302
10068,10068,DRS 11 Presidente Prudente,"domingo, 13/12",39.0,SANTO EXPEDITO,3548302
7170,7170,DRS 11 Presidente Prudente,"domingo, 14/02",41.0,SANTO EXPEDITO,3548302
5882,5882,DRS 11 Presidente Prudente,"domingo, 14/03",45.0,SANTO EXPEDITO,3548302
18440,18440,DRS 11 Presidente Prudente,"domingo, 14/06",45.0,SANTO EXPEDITO,3548302
11356,11356,DRS 11 Presidente Prudente,"domingo, 15/11",39.0,SANTO EXPEDITO,3548302
2984,2984,DRS 11 Presidente Prudente,"domingo, 16/05",43.0,SANTO EXPEDITO,3548302
15542,15542,DRS 11 Presidente Prudente,"domingo, 16/08",44.0,SANTO EXPEDITO,3548302
8458,8458,DRS 11 Presidente Prudente,"domingo, 17/01",43.0,SANTO EXPEDITO,3548302
19728,19728,DRS 11 Presidente Prudente,"domingo, 17/05",47.0,SANTO EXPEDITO,3548302
4272,4272,DRS 11 Presidente Prudente,"domingo, 18/04",46.0,SANTO EXPEDITO,3548302
86,86,DRS 11 Presidente Prudente,"domingo, 18/07",42.0,SANTO EXPEDITO,3548302
12644,12644,DRS 11 Presidente Prudente,"domingo, 18/10",40.0,SANTO EXPEDITO,3548302
21016,21016,DRS 11 Presidente Prudente,"domingo, 19/04",54.0,SANTO EXPEDITO,3548302
16830,16830,DRS 11 Presidente Prudente,"domingo, 19/07",41.0,SANTO EXPEDITO,3548302
1374,1374,DRS 11 Presidente Prudente,"domingo, 20/06",44.0,SANTO EXPEDITO,3548302
13932,13932,DRS 11 Presidente Prudente,"domingo, 20/09",41.0,SANTO EXPEDITO,3548302
9746,9746,DRS 11 Presidente Prudente,"domingo, 20/12",39.0,SANTO EXPEDITO,3548302
6848,6848,DRS 11 Presidente Prudente,"domingo, 21/02",42.0,SANTO EXPEDITO,3548302
5560,5560,DRS 11 Presidente Prudente,"domingo, 21/03",47.0,SANTO EXPEDITO,3548302
18118,18118,DRS 11 Presidente Prudente,"domingo, 21/06",45.0,SANTO EXPEDITO,3548302
