,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
52742,52742,DRS 15 São José do Rio Preto,"domingo, 01/03",37.0,MAGDA,3528304
27340,27340,DRS 15 São José do Rio Preto,"domingo, 01/11",44.0,MAGDA,3528304
8230,8230,DRS 15 São José do Rio Preto,"domingo, 02/05",47.8,MAGDA,3528304
36894,36894,DRS 15 São José do Rio Preto,"domingo, 02/08",48.2,MAGDA,3528304
20725,20725,DRS 15 São José do Rio Preto,"domingo, 03/01",49.0,MAGDA,3528304
46449,46449,DRS 15 São José do Rio Preto,"domingo, 03/05",53.4,MAGDA,3528304
11170,11170,DRS 15 São José do Rio Preto,"domingo, 04/04",50.0,MAGDA,3528304
1615,1615,DRS 15 São José do Rio Preto,"domingo, 04/07",48.2,MAGDA,3528304
30280,30280,DRS 15 São José do Rio Preto,"domingo, 04/10",45.4,MAGDA,3528304
49389,49389,DRS 15 São José do Rio Preto,"domingo, 05/04",53.4,MAGDA,3528304
39834,39834,DRS 15 São José do Rio Preto,"domingo, 05/07",48.0,MAGDA,3528304
4555,4555,DRS 15 São José do Rio Preto,"domingo, 06/06",46.4,MAGDA,3528304
33220,33220,DRS 15 São José do Rio Preto,"domingo, 06/09",43.4,MAGDA,3528304
23665,23665,DRS 15 São José do Rio Preto,"domingo, 06/12",42.8,MAGDA,3528304
17050,17050,DRS 15 São José do Rio Preto,"domingo, 07/02",44.0,MAGDA,3528304
14110,14110,DRS 15 São José do Rio Preto,"domingo, 07/03",52.2,MAGDA,3528304
42774,42774,DRS 15 São José do Rio Preto,"domingo, 07/06",50.2,MAGDA,3528304
52011,52011,DRS 15 São José do Rio Preto,"domingo, 08/03",36.0,MAGDA,3528304
26605,26605,DRS 15 São José do Rio Preto,"domingo, 08/11",45.6,MAGDA,3528304
7495,7495,DRS 15 São José do Rio Preto,"domingo, 09/05",45.0,MAGDA,3528304
36159,36159,DRS 15 São José do Rio Preto,"domingo, 09/08",43.4,MAGDA,3528304
19990,19990,DRS 15 São José do Rio Preto,"domingo, 10/01",44.4,MAGDA,3528304
45714,45714,DRS 15 São José do Rio Preto,"domingo, 10/05",48.4,MAGDA,3528304
10435,10435,DRS 15 São José do Rio Preto,"domingo, 11/04",49.4,MAGDA,3528304
880,880,DRS 15 São José do Rio Preto,"domingo, 11/07",45.8,MAGDA,3528304
29545,29545,DRS 15 São José do Rio Preto,"domingo, 11/10",44.8,MAGDA,3528304
