,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
30658,30658,DRS 16 Sorocaba,"domingo, 01/03",38.30769230769231,PILAR DO SUL,3537909
15903,15903,DRS 16 Sorocaba,"domingo, 01/11",46.92307692307692,PILAR DO SUL,3537909
4801,4801,DRS 16 Sorocaba,"domingo, 02/05",48.38461538461539,PILAR DO SUL,3537909
21454,21454,DRS 16 Sorocaba,"domingo, 02/08",50.0,PILAR DO SUL,3537909
12060,12060,DRS 16 Sorocaba,"domingo, 03/01",48.61538461538461,PILAR DO SUL,3537909
27004,27004,DRS 16 Sorocaba,"domingo, 03/05",59.30769230769231,PILAR DO SUL,3537909
6509,6509,DRS 16 Sorocaba,"domingo, 04/04",50.0,PILAR DO SUL,3537909
958,958,DRS 16 Sorocaba,"domingo, 04/07",46.61538461538461,PILAR DO SUL,3537909
17611,17611,DRS 16 Sorocaba,"domingo, 04/10",45.61538461538461,PILAR DO SUL,3537909
28712,28712,DRS 16 Sorocaba,"domingo, 05/04",58.0,PILAR DO SUL,3537909
23161,23161,DRS 16 Sorocaba,"domingo, 05/07",49.07692307692308,PILAR DO SUL,3537909
2666,2666,DRS 16 Sorocaba,"domingo, 06/06",46.92307692307692,PILAR DO SUL,3537909
19319,19319,DRS 16 Sorocaba,"domingo, 06/09",45.07692307692308,PILAR DO SUL,3537909
13768,13768,DRS 16 Sorocaba,"domingo, 06/12",44.92307692307692,PILAR DO SUL,3537909
9925,9925,DRS 16 Sorocaba,"domingo, 07/02",46.61538461538461,PILAR DO SUL,3537909
8217,8217,DRS 16 Sorocaba,"domingo, 07/03",49.92307692307692,PILAR DO SUL,3537909
24869,24869,DRS 16 Sorocaba,"domingo, 07/06",51.23076923076923,PILAR DO SUL,3537909
30233,30233,DRS 16 Sorocaba,"domingo, 08/03",38.61538461538461,PILAR DO SUL,3537909
15476,15476,DRS 16 Sorocaba,"domingo, 08/11",45.30769230769231,PILAR DO SUL,3537909
4374,4374,DRS 16 Sorocaba,"domingo, 09/05",46.76923076923077,PILAR DO SUL,3537909
21027,21027,DRS 16 Sorocaba,"domingo, 09/08",46.07692307692308,PILAR DO SUL,3537909
11633,11633,DRS 16 Sorocaba,"domingo, 10/01",46.38461538461539,PILAR DO SUL,3537909
26577,26577,DRS 16 Sorocaba,"domingo, 10/05",54.69230769230769,PILAR DO SUL,3537909
6082,6082,DRS 16 Sorocaba,"domingo, 11/04",49.30769230769231,PILAR DO SUL,3537909
531,531,DRS 16 Sorocaba,"domingo, 11/07",45.0,PILAR DO SUL,3537909
17184,17184,DRS 16 Sorocaba,"domingo, 11/10",46.23076923076923,PILAR DO SUL,3537909
28285,28285,DRS 16 Sorocaba,"domingo, 12/04",58.61538461538461,PILAR DO SUL,3537909
22734,22734,DRS 16 Sorocaba,"domingo, 12/07",50.38461538461539,PILAR DO SUL,3537909
2239,2239,DRS 16 Sorocaba,"domingo, 13/06",47.0,PILAR DO SUL,3537909
18892,18892,DRS 16 Sorocaba,"domingo, 13/09",45.69230769230769,PILAR DO SUL,3537909
13341,13341,DRS 16 Sorocaba,"domingo, 13/12",45.23076923076923,PILAR DO SUL,3537909
9498,9498,DRS 16 Sorocaba,"domingo, 14/02",47.61538461538461,PILAR DO SUL,3537909
7790,7790,DRS 16 Sorocaba,"domingo, 14/03",49.61538461538461,PILAR DO SUL,3537909
24442,24442,DRS 16 Sorocaba,"domingo, 14/06",51.30769230769231,PILAR DO SUL,3537909
15049,15049,DRS 16 Sorocaba,"domingo, 15/11",44.07692307692308,PILAR DO SUL,3537909
3947,3947,DRS 16 Sorocaba,"domingo, 16/05",47.84615384615385,PILAR DO SUL,3537909
20600,20600,DRS 16 Sorocaba,"domingo, 16/08",50.53846153846154,PILAR DO SUL,3537909
11206,11206,DRS 16 Sorocaba,"domingo, 17/01",46.46153846153846,PILAR DO SUL,3537909
26150,26150,DRS 16 Sorocaba,"domingo, 17/05",53.53846153846154,PILAR DO SUL,3537909
5655,5655,DRS 16 Sorocaba,"domingo, 18/04",49.23076923076923,PILAR DO SUL,3537909
104,104,DRS 16 Sorocaba,"domingo, 18/07",46.76923076923077,PILAR DO SUL,3537909
16757,16757,DRS 16 Sorocaba,"domingo, 18/10",46.15384615384615,PILAR DO SUL,3537909
27858,27858,DRS 16 Sorocaba,"domingo, 19/04",60.23076923076923,PILAR DO SUL,3537909
22307,22307,DRS 16 Sorocaba,"domingo, 19/07",49.92307692307692,PILAR DO SUL,3537909
1812,1812,DRS 16 Sorocaba,"domingo, 20/06",47.30769230769231,PILAR DO SUL,3537909
18465,18465,DRS 16 Sorocaba,"domingo, 20/09",46.61538461538461,PILAR DO SUL,3537909
12914,12914,DRS 16 Sorocaba,"domingo, 20/12",44.07692307692308,PILAR DO SUL,3537909
9071,9071,DRS 16 Sorocaba,"domingo, 21/02",46.07692307692308,PILAR DO SUL,3537909
7363,7363,DRS 16 Sorocaba,"domingo, 21/03",50.38461538461539,PILAR DO SUL,3537909
24015,24015,DRS 16 Sorocaba,"domingo, 21/06",50.84615384615385,PILAR DO SUL,3537909
29566,29566,DRS 16 Sorocaba,"domingo, 22/03",56.38461538461539,PILAR DO SUL,3537909
14622,14622,DRS 16 Sorocaba,"domingo, 22/11",44.23076923076923,PILAR DO SUL,3537909
3520,3520,DRS 16 Sorocaba,"domingo, 23/05",49.0,PILAR DO SUL,3537909
20173,20173,DRS 16 Sorocaba,"domingo, 23/08",48.92307692307692,PILAR DO SUL,3537909
10779,10779,DRS 16 Sorocaba,"domingo, 24/01",48.07692307692308,PILAR DO SUL,3537909
25723,25723,DRS 16 Sorocaba,"domingo, 24/05",55.15384615384615,PILAR DO SUL,3537909
5228,5228,DRS 16 Sorocaba,"domingo, 25/04",48.76923076923077,PILAR DO SUL,3537909
16330,16330,DRS 16 Sorocaba,"domingo, 25/10",45.69230769230769,PILAR DO SUL,3537909
27431,27431,DRS 16 Sorocaba,"domingo, 26/04",59.61538461538461,PILAR DO SUL,3537909
21880,21880,DRS 16 Sorocaba,"domingo, 26/07",49.69230769230769,PILAR DO SUL,3537909
1385,1385,DRS 16 Sorocaba,"domingo, 27/06",45.53846153846154,PILAR DO SUL,3537909
18038,18038,DRS 16 Sorocaba,"domingo, 27/09",45.30769230769231,PILAR DO SUL,3537909
12487,12487,DRS 16 Sorocaba,"domingo, 27/12",48.23076923076923,PILAR DO SUL,3537909
8644,8644,DRS 16 Sorocaba,"domingo, 28/02",47.0,PILAR DO SUL,3537909
6936,6936,DRS 16 Sorocaba,"domingo, 28/03",50.92307692307692,PILAR DO SUL,3537909
23588,23588,DRS 16 Sorocaba,"domingo, 28/06",51.15384615384615,PILAR DO SUL,3537909
29139,29139,DRS 16 Sorocaba,"domingo, 29/03",59.0,PILAR DO SUL,3537909
14195,14195,DRS 16 Sorocaba,"domingo, 29/11",44.0,PILAR DO SUL,3537909
3093,3093,DRS 16 Sorocaba,"domingo, 30/05",48.15384615384615,PILAR DO SUL,3537909
19746,19746,DRS 16 Sorocaba,"domingo, 30/08",47.30769230769231,PILAR DO SUL,3537909
10352,10352,DRS 16 Sorocaba,"domingo, 31/01",47.15384615384615,PILAR DO SUL,3537909
