,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
34565,34565,DRS 01 Grande São Paulo,"domingo, 01/03",36.65625,ARUJÁ,3503901
34533,34533,DRS 01 Grande São Paulo,"domingo, 01/03",37%,ARUJÁ,3503901
17970,17970,DRS 01 Grande São Paulo,"domingo, 01/11",45.625,ARUJÁ,3503901
17938,17938,DRS 01 Grande São Paulo,"domingo, 01/11",43%,ARUJÁ,3503901
5382,5382,DRS 01 Grande São Paulo,"domingo, 02/05",42%,ARUJÁ,3503901
5414,5414,DRS 01 Grande São Paulo,"domingo, 02/05",46.65625,ARUJÁ,3503901
24249,24249,DRS 01 Grande São Paulo,"domingo, 02/08",48.0,ARUJÁ,3503901
24217,24217,DRS 01 Grande São Paulo,"domingo, 02/08",48%,ARUJÁ,3503901
13593,13593,DRS 01 Grande São Paulo,"domingo, 03/01",47%,ARUJÁ,3503901
13625,13625,DRS 01 Grande São Paulo,"domingo, 03/01",49.5625,ARUJÁ,3503901
30495,30495,DRS 01 Grande São Paulo,"domingo, 03/05",66%,ARUJÁ,3503901
30527,30527,DRS 01 Grande São Paulo,"domingo, 03/05",62.125,ARUJÁ,3503901
7346,7346,DRS 01 Grande São Paulo,"domingo, 04/04",49.5,ARUJÁ,3503901
7314,7314,DRS 01 Grande São Paulo,"domingo, 04/04",47%,ARUJÁ,3503901
1067,1067,DRS 01 Grande São Paulo,"domingo, 04/07",45.21875,ARUJÁ,3503901
1035,1035,DRS 01 Grande São Paulo,"domingo, 04/07",42%,ARUJÁ,3503901
19902,19902,DRS 01 Grande São Paulo,"domingo, 04/10",45.3125,ARUJÁ,3503901
19870,19870,DRS 01 Grande São Paulo,"domingo, 04/10",39%,ARUJÁ,3503901
32459,32459,DRS 01 Grande São Paulo,"domingo, 05/04",60.34375,ARUJÁ,3503901
32427,32427,DRS 01 Grande São Paulo,"domingo, 05/04",62%,ARUJÁ,3503901
26180,26180,DRS 01 Grande São Paulo,"domingo, 05/07",49.03125,ARUJÁ,3503901
26148,26148,DRS 01 Grande São Paulo,"domingo, 05/07",49%,ARUJÁ,3503901
2999,2999,DRS 01 Grande São Paulo,"domingo, 06/06",45.4375,ARUJÁ,3503901
2967,2967,DRS 01 Grande São Paulo,"domingo, 06/06",41%,ARUJÁ,3503901
21802,21802,DRS 01 Grande São Paulo,"domingo, 06/09",39%,ARUJÁ,3503901
21834,21834,DRS 01 Grande São Paulo,"domingo, 06/09",44.28125,ARUJÁ,3503901
15555,15555,DRS 01 Grande São Paulo,"domingo, 06/12",43.8125,ARUJÁ,3503901
15523,15523,DRS 01 Grande São Paulo,"domingo, 06/12",38%,ARUJÁ,3503901
11178,11178,DRS 01 Grande São Paulo,"domingo, 07/02",41%,ARUJÁ,3503901
11210,11210,DRS 01 Grande São Paulo,"domingo, 07/02",45.28125,ARUJÁ,3503901
9278,9278,DRS 01 Grande São Paulo,"domingo, 07/03",49.0625,ARUJÁ,3503901
9246,9246,DRS 01 Grande São Paulo,"domingo, 07/03",44%,ARUJÁ,3503901
28080,28080,DRS 01 Grande São Paulo,"domingo, 07/06",51%,ARUJÁ,3503901
28112,28112,DRS 01 Grande São Paulo,"domingo, 07/06",50.28125,ARUJÁ,3503901
34113,34113,DRS 01 Grande São Paulo,"domingo, 08/03",36%,ARUJÁ,3503901
34145,34145,DRS 01 Grande São Paulo,"domingo, 08/03",36.3125,ARUJÁ,3503901
17487,17487,DRS 01 Grande São Paulo,"domingo, 08/11",44.65625,ARUJÁ,3503901
17455,17455,DRS 01 Grande São Paulo,"domingo, 08/11",41%,ARUJÁ,3503901
4931,4931,DRS 01 Grande São Paulo,"domingo, 09/05",44.9375,ARUJÁ,3503901
4899,4899,DRS 01 Grande São Paulo,"domingo, 09/05",40%,ARUJÁ,3503901
23766,23766,DRS 01 Grande São Paulo,"domingo, 09/08",44.75,ARUJÁ,3503901
23734,23734,DRS 01 Grande São Paulo,"domingo, 09/08",43%,ARUJÁ,3503901
13142,13142,DRS 01 Grande São Paulo,"domingo, 10/01",45.625,ARUJÁ,3503901
13110,13110,DRS 01 Grande São Paulo,"domingo, 10/01",42%,ARUJÁ,3503901
30044,30044,DRS 01 Grande São Paulo,"domingo, 10/05",57.1875,ARUJÁ,3503901
30012,30012,DRS 01 Grande São Paulo,"domingo, 10/05",61%,ARUJÁ,3503901
6863,6863,DRS 01 Grande São Paulo,"domingo, 11/04",48.625,ARUJÁ,3503901
6831,6831,DRS 01 Grande São Paulo,"domingo, 11/04",47%,ARUJÁ,3503901
552,552,DRS 01 Grande São Paulo,"domingo, 11/07",40%,ARUJÁ,3503901
584,584,DRS 01 Grande São Paulo,"domingo, 11/07",44.25,ARUJÁ,3503901
19419,19419,DRS 01 Grande São Paulo,"domingo, 11/10",44.3125,ARUJÁ,3503901
19387,19387,DRS 01 Grande São Paulo,"domingo, 11/10",37%,ARUJÁ,3503901
31976,31976,DRS 01 Grande São Paulo,"domingo, 12/04",61.875,ARUJÁ,3503901
31944,31944,DRS 01 Grande São Paulo,"domingo, 12/04",67%,ARUJÁ,3503901
25697,25697,DRS 01 Grande São Paulo,"domingo, 12/07",48.6875,ARUJÁ,3503901
25665,25665,DRS 01 Grande São Paulo,"domingo, 12/07",49%,ARUJÁ,3503901
2516,2516,DRS 01 Grande São Paulo,"domingo, 13/06",45.03125,ARUJÁ,3503901
2484,2484,DRS 01 Grande São Paulo,"domingo, 13/06",41%,ARUJÁ,3503901
21351,21351,DRS 01 Grande São Paulo,"domingo, 13/09",45.21875,ARUJÁ,3503901
21319,21319,DRS 01 Grande São Paulo,"domingo, 13/09",39%,ARUJÁ,3503901
15074,15074,DRS 01 Grande São Paulo,"domingo, 13/12",43.40625,ARUJÁ,3503901
15042,15042,DRS 01 Grande São Paulo,"domingo, 13/12",38%,ARUJÁ,3503901
10695,10695,DRS 01 Grande São Paulo,"domingo, 14/02",44%,ARUJÁ,3503901
10727,10727,DRS 01 Grande São Paulo,"domingo, 14/02",46.625,ARUJÁ,3503901
8795,8795,DRS 01 Grande São Paulo,"domingo, 14/03",48.34375,ARUJÁ,3503901
8763,8763,DRS 01 Grande São Paulo,"domingo, 14/03",45%,ARUJÁ,3503901
